"Final.Status","ID","Year","ACT","GPA","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Density","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","App","Deposited","FAFSA.Received","CREDO.Invited","CREDO.Accepted","Regular.Visits.by.Date","Performance.Scholarship.Event","Academic.Scholarship.Event","Other.Admits.Density"
0,"App ID-100371","2014 Fall",28,4,149.24,75.05,17.801,93.89,0.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0561766192910511
0,"App ID-100460","2014 Fall",27,3.95,156.28,48.182,5.341,88.84,0.26,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0.0936154278225051
0,"App ID-100467","2014 Fall",26,3.93,196.64,52.65,2.878,97.64,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0347463516330785
0,"App ID-100483","2014 Fall",28,3.93,167.76,67.734,46.812,90.24,0.21,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0.0170896351362898
1,"App ID-100553","2014 Fall",28,3.88,6.17,69.383,28.728,90.95,1.08,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0.0487329434697856
1,"App ID-100653","2014 Fall",25,3.51,6.17,69.383,28.728,90.95,1.08,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0487329434697856
1,"App ID-100654","2014 Fall",26,3.95,2.66,41.554,31.233,89.77,1.16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0640348349502129
1,"App ID-100733","2014 Fall",23,2.68,128.09,48.178,29.469,95.82,0.36,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0.0576877396586243
0,"App ID-101588","2014 Fall",31,3.88,6.17,69.383,28.728,90.95,1.08,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0487329434697856
0,"App ID-101717","2014 Fall",29,4,59.25,57.331,6.338,94.32,1.2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.173556326917009
1,"App ID-101822","2014 Fall",29,3.67,39.62,55.219,2.441,98.53,0.98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0819336337566571
1,"App ID-102143","2014 Fall",29,3.44,154.63,46.796,20.242,96.1,0.3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0197608931923723
0,"App ID-102185","2014 Fall",21,3.51,238.96,70.281,29.612,94.69,0.12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0202620559232743
0,"App ID-102637","2014 Fall",31,4,87.53,56.719,2.226,98.2,0.13,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.0898472596585804
1,"App ID-102646","2014 Fall",28,3.94,140.89,55.396,5.635,98.86,0.39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.124223602484472
0,"App ID-102798","2014 Fall",30,4,255.52,57.604,3.219,96.99,0.53,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.12426219322771
0,"App ID-102809","2014 Fall",28,3.9,303.68,42.126,14.899,62.6,0.02,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0067118598563662
0,"App ID-102884","2014 Fall",21,3.03,63.77,51.731,3.111,95.76,1.16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0964320154291225
0,"App ID-102913","2014 Fall",19,3.29,178.2,76.161,19.01,93.17,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0210415570752236
0,"App ID-102915","2014 Fall",18,3.53,189.02,77.425,28.439,92.75,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0492281725799079
1,"App ID-102919","2014 Fall",25,3.76,201.21,47.368,2.816,96.73,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0355113636363636
1,"App ID-103025","2014 Fall",24,3.79,202.67,50.02,16.754,83.14,0.12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.011937447773666
0,"App ID-103354","2014 Fall",28,3.81,122.79,58.31,7.646,99.12,0.93,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0784724038713053
1,"App ID-103356","2014 Fall",26,3.98,91.71,49.515,17.287,94.98,0.27,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0347081622028114
1,"App ID-103390","2014 Fall",19,2.94,200.45,92.392,46.901,93.83,0.24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0319822605061726
0,"App ID-103537","2014 Fall",20,3.31,248.76,53.636,12.141,97.95,0.12,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0164731076517585
0,"App ID-103584","2014 Fall",21,3.79,201.1,100.777,21.21,77.43,0.53,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0235737859500236
0,"App ID-103988","2014 Fall",23,3.44,438.21,55.045,3.165,96.4,0.04,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0631911532385466
1,"App ID-104024","2014 Fall",23,3.42,90.74,47.855,12.691,93.44,0.48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0945551965960129
0,"App ID-104405","2014 Fall",30,3.48,207.93,64.179,28.585,80.73,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0314850446038132
0,"App ID-104454","2014 Fall",28,3.47,219.02,95.024,28.035,83.01,0.27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0178348492955235
0,"App ID-104569","2014 Fall",20,3.48,173.52,49.628,15.523,88.47,0.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0128841074534562
0,"App ID-104690","2014 Fall",21,3.56,160.87,53.723,9.681,97.21,0.52,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0826360913128809
0,"App ID-104703","2014 Fall",24,3.64,200.45,92.392,46.901,93.83,0.24,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0319822605061726
1,"App ID-104917","2014 Fall",32,3.67,635.17,77.639,26.471,91.28,0.02,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0.00377771901325979
1,"App ID-105037","2014 Fall",20,3.16,117.03,53.818,7.935,94.42,0.37,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0.138626339004411
0,"App ID-105091","2014 Fall",24,3.67,160.35,42.54,2.454,93.77,0.29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0407497962510187
0,"App ID-105138","2015 Fall",26,3.91,102.59,61.625,1.202,89.68,0.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.249584026622296
0,"App ID-105141","2015 Fall",21,3.31,102.59,61.625,1.202,89.68,0.33,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.249584026622296
0,"App ID-105161","2014 Fall",23,3.75,189.02,77.425,28.439,92.75,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0492281725799079
0,"App ID-105171","2014 Fall",22,3.37,229.64,46.354,47.04,90.93,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0148809523809524
0,"App ID-105176","2014 Fall",20,3.22,218.46,51.15,22.777,73.06,0.18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.017561575273302
0,"App ID-105193","2014 Fall",16,3.33,212.26,45.935,12.852,73.23,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00778089013383131
0,"App ID-105270","2014 Fall",33,4,229.22,65.815,13.531,89.24,0.18,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0.036952183874067
0,"App ID-105288","2014 Fall",22,3.1,203.3,73.1,32.771,54.58,0.15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.00610295688260962
0,"App ID-105294","2014 Fall",23,3.81,180.53,72.725,16.022,97.01,0.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.031207090250905
0,"App ID-105360","2014 Fall",21,3.25,596.35,42.5,9.28,96.58,0.13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.021551724137931
0,"App ID-105362","2014 Fall",22,3.09,596.35,42.5,9.28,96.58,0.13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.021551724137931
0,"App ID-105375","2014 Fall",21,2.82,146.11,46.132,22.99,86.33,0.6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0695954762940409
1,"App ID-105410","2014 Fall",24,3.96,230.44,74.441,3.657,94.67,0.08,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.109379272627837
0,"App ID-105416","2014 Fall",21,3.09,3.65,66.172,31.429,93.49,1.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.114543892583283
0,"App ID-105496","2014 Fall",22,3.22,715,58.094,7.55,91.92,0.08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0132450331125828
0,"App ID-105505","2014 Fall",27,4,689.09,57.602,19.259,96.73,0.08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0207695103587933
0,"App ID-105593","2014 Fall",24,2.97,718.55,65.109,25.38,94.67,0.07,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0118203309692671
1,"App ID-105618","2014 Fall",32,3.49,941.15,38.415,6.259,94.15,0.04,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.015976993129893
0,"App ID-105635","2014 Fall",33,4,786.28,39.265,1.609,93.97,0.19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0621504039776258
0,"App ID-105699","2014 Fall",23,3.45,216.08,84.662,21.393,92.31,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00467442621418221
0,"App ID-105704","2014 Fall",22,3.38,0.64,53.139,41.737,90.84,2.28,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.124589692598893
0,"App ID-105715","2014 Fall",23,3.75,91.71,49.515,17.287,94.98,0.27,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0347081622028114
1,"App ID-105717","2014 Fall",22,2.92,204.46,105.997,17.056,96.98,0.4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0117260787992495
0,"App ID-105843","2014 Fall",23,2.93,202.22,59.304,33.945,85.67,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00883782589482987
1,"App ID-105867","2014 Fall",28,3.87,820.61,45.163,49.792,95.37,0.09,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.00401670951156812
0,"App ID-105934","2015 Fall",19,2.97,175.95,56.971,16.41,95.89,0.15,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0426569165143205
1,"App ID-105967","2014 Fall",27,3.75,3.65,66.172,31.429,93.49,1.93,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.114543892583283
1,"App ID-106095","2014 Fall",25,3.23,99.77,39.835,4.806,97,0.62,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0832292967124428
1,"App ID-106115","2014 Fall",27,3.5,0.64,53.139,41.737,90.84,2.28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.124589692598893
0,"App ID-106125","2014 Fall",20,3.28,240.29,68.239,24.933,88.2,0.43,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0200537440340111
0,"App ID-106168","2014 Fall",20,3.45,307.84,94.505,4.425,90.28,0.13,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0225988700564972
0,"App ID-106310","2014 Fall",22,3.35,0.64,53.139,41.737,90.84,2.28,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.124589692598893
1,"App ID-106311","2014 Fall",25,3.16,0.64,53.139,41.737,90.84,2.28,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.124589692598893
0,"App ID-106314","2014 Fall",20,3.29,145.87,64.278,10.099,93.77,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0495098524606397
1,"App ID-106317","2014 Fall",29,3.95,1207.19,70.738,28.482,88.88,0.06,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0.00351098939681202
0,"App ID-106415","2014 Fall",23,3.75,136.7,61.131,4.825,98.38,0.75,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0.103626943005181
0,"App ID-106420","2014 Fall",20,3.02,73.7,49.018,36.448,90.6,0.45,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0.0548726953467954
0,"App ID-106424","2014 Fall",22,3.56,158.35,59.358,7.276,97.36,0.11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.068719076415613
1,"App ID-106426","2014 Fall",24,3.83,231.03,58.061,41.763,91.48,0.09,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.00478892799846754
0,"App ID-106427","2014 Fall",21,2.79,232.16,88.246,33.316,91.12,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0300156081162204
0,"App ID-106491","2014 Fall",26,2.63,229.64,46.354,47.04,90.93,0.12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0148809523809524
0,"App ID-106494","2014 Fall",22,3.32,202.61,51.143,3.293,97.36,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0911023382933495
0,"App ID-106496","2014 Fall",20,3.91,90.74,47.855,12.691,93.44,0.48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0945551965960129
1,"App ID-106503","2014 Fall",27,3.51,217.99,70.106,38.611,92.19,0.19,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0129496775530289
0,"App ID-106507","2014 Fall",29,2.94,227.3,78.919,35.273,93.43,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.00850508887817878
0,"App ID-106508","2014 Fall",29,4,68.53,44.007,2.965,96.36,0.98,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.134907251264755
0,"App ID-106510","2014 Fall",27,3.81,283.49,65.126,53.242,81.89,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00563464933698959
1,"App ID-106512","2014 Fall",26,3.32,154.63,49.545,1.76,98.69,0.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227272727272727
0,"App ID-106513","2014 Fall",23,3.36,198.31,90.286,9.991,94.4,0.09,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0200180162145931
0,"App ID-106514","2014 Fall",24,3.87,202.61,51.143,3.293,97.36,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0911023382933495
0,"App ID-106515","2014 Fall",22,3.27,680.05,47.222,1.627,96.68,0.07,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0614628149969269
0,"App ID-106529","2014 Fall",21,3.45,90.74,47.855,12.691,93.44,0.48,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0945551965960129
0,"App ID-106532","2014 Fall",23,2.65,149.24,75.05,17.801,93.89,0.53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0561766192910511
0,"App ID-106535","2014 Fall",31,4,0.64,53.139,41.737,90.84,2.28,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.124589692598893
1,"App ID-106536","2014 Fall",24,3.94,175.95,56.971,16.41,95.89,0.15,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.024375380865326
0,"App ID-106538","2014 Fall",26,3.84,90.74,47.855,12.691,93.44,0.48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0945551965960129
0,"App ID-106543","2014 Fall",27,3.83,200.45,92.392,46.901,93.83,0.24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0319822605061726
0,"App ID-106544","2014 Fall",23,3.43,179.03,75.287,18.758,95.2,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0373174112378718
0,"App ID-106549","2014 Fall",28,3.11,215.51,64.709,44.095,83.63,0.24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0113391540991042
0,"App ID-106556","2014 Fall",18,3.39,179.03,75.287,18.758,95.2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0373174112378718
0,"App ID-120950","2014 Fall",20,3.8,152.83,52.693,32.895,84.9,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0334397324821401
0,"App ID-120951","2014 Fall",29,3.88,221.06,98.596,31.003,91.54,0.26,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.00967648292100764
1,"App ID-120956","2014 Fall",21,3.28,200.45,92.392,46.901,93.83,0.24,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0319822605061726
1,"App ID-120958","2014 Fall",25,3.69,219.29,70.573,16.947,95.26,0.22,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0.0236029975806927
1,"App ID-120960","2014 Fall",24,3.35,1232.06,79.342,18.611,85.02,0.04,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0.00537316640696362
0,"App ID-120962","2014 Fall",22,3.14,219.02,95.024,28.035,83.01,0.27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0178348492955235
0,"App ID-120963","2014 Fall",28,3.96,216.72,58.392,26.739,94.06,0.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0149594225662889
0,"App ID-120964","2014 Fall",28,3.53,207.49,78.141,25.954,91.45,0.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0231178238421823
0,"App ID-120966","2014 Fall",28,3.83,208.15,50,16.616,98.3,0.09,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0180548868560424
0,"App ID-120967","2014 Fall",32,3.97,218.11,76.85,27.56,88.72,0.26,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.00725689404934688
1,"App ID-120969","2014 Fall",27,3.95,99.81,47.772,33.463,85.6,0.36,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.0239070017631414
0,"App ID-120973","2014 Fall",24,2.7,6532.99,60.135,53.482,18.69,0.01,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.00560936389813395
1,"App ID-120982","2014 Fall",30,3.05,221.06,98.596,31.003,91.54,0.26,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.00967648292100764
1,"App ID-120983","2014 Fall",26,3.92,84.98,47.375,1.151,98.7,0.26,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0.0868809730668983
1,"App ID-120985","2014 Fall",21,3,257.13,54.126,28.947,90.82,0.28,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0.0103637682661416
0,"App ID-121017","2015 Fall",26,3.59,1083.4,40.172,0.994,98.99,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-121280","2015 Fall",25,3.86,524.03,40.717,27.323,62.82,0.01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00365992021373934
0,"App ID-121346","2015 Fall",20,3.59,137.73,60.035,3.011,97.38,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0996346728661574
0,"App ID-121425","2015 Fall",26,3.4,351.88,50.181,26.117,96.11,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00382892368955087
0,"App ID-121541","2015 Fall",22,3.04,244.55,47.46,5.189,95.66,0.12,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0.0192715359414145
1,"App ID-121551","2015 Fall",24,3.97,441.88,49.034,26.451,88.04,0.04,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0.00378057540357642
1,"App ID-121624","2015 Fall",26,3.91,232.16,88.246,33.316,91.12,0.2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0.0240124864929763
0,"App ID-121632","2015 Fall",33,3.97,232.16,88.246,33.316,91.12,0.2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0240124864929763
0,"App ID-121692","2015 Fall",31,3.99,211.31,74.248,23.639,95.05,0.17,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0.0253817843394391
0,"App ID-121715","2015 Fall",28,3.99,216.08,84.662,21.393,92.31,0.17,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.0140232786425466
0,"App ID-121725","2015 Fall",22,3.2,192.76,65.108,12.775,96.17,0.05,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.00782778864970646
1,"App ID-121801","2015 Fall",31,4,178.78,45.802,9.534,97.51,0.27,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0.0314663310258024
1,"App ID-121814","2015 Fall",27,3.36,225.52,80.609,49.911,83.8,0.28,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0.0220392298290958
0,"App ID-121821","2015 Fall",23,3.52,240.29,68.239,24.933,88.2,0.43,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0.0360967392612201
0,"App ID-121829","2016 Fall",26,4.29,257.13,54.126,28.947,90.82,0.28,0,0,1,0,0,0,1,1,0,1,1,0,3,0,0,0.0310913047984247
1,"App ID-121878","2015 Fall",25,3.05,194.35,47.055,9.502,96.31,0.11,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0.0210482003788676
0,"App ID-121886","2015 Fall",31,3.53,229.82,85.849,28.475,85.47,0.24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0245829675153644
0,"App ID-121920","2015 Fall",25,3.93,224.78,55.19,20.368,83.46,0.14,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.024548311076198
0,"App ID-121949","2015 Fall",27,3.67,227.3,78.919,35.273,93.43,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0198452073824171
0,"App ID-121963","2016 Fall",28,2.34,220.01,47.119,17.51,81.32,0.22,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0114220445459737
0,"App ID-122052","2015 Fall",28,3.95,221.54,43.127,56.467,47.14,0.07,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0159385127596649
1,"App ID-122072","2015 Fall",26,3.86,215.59,61.465,15.405,79.56,0.4,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0.00649139889646219
1,"App ID-122085","2015 Fall",26,3.83,217.99,70.106,38.611,92.19,0.19,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0.0129496775530289
0,"App ID-122102","2015 Fall",27,3.83,215.07,61.448,39.628,81.98,0.35,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.0126173412738468
1,"App ID-122230","2015 Fall",30,2.71,224.95,108.128,26.181,84.83,0.45,0,1,1,1,0,1,1,1,1,1,0,0,4,0,0,0.0114586914174401
1,"App ID-122242","2015 Fall",32,3.98,225.52,80.609,49.911,83.8,0.28,1,1,0,0,0,1,1,1,1,1,1,1,3,1,1,0.0220392298290958
0,"App ID-122250","2016 Fall",30,3.94,225.52,80.609,49.911,83.8,0.28,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0.0340606279176935
0,"App ID-122270","2016 Fall",22,3.83,228.02,91.259,43.051,82.76,0.28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.016259784906274
1,"App ID-122297","2016 Fall",28,3.34,213.02,79.66,25.78,87.02,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0232738557020946
0,"App ID-122298","2015 Fall",24,3.11,213.02,79.66,25.78,87.02,0.41,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0.0193948797517455
0,"App ID-122305","2015 Fall",25,3.52,215.34,88.271,17.224,88.45,0.38,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0.011611704598235
0,"App ID-122312","2015 Fall",31,3.6,223.27,65.984,28.548,79.84,0.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0210172341319882
1,"App ID-122317","2015 Fall",32,3.96,223.27,65.984,28.548,79.84,0.16,0,0,1,1,0,0,0,1,1,1,1,1,3,1,1,0.0210172341319882
1,"App ID-122319","2015 Fall",32,3.9,223.27,65.984,28.548,79.84,0.16,0,1,1,0,0,0,0,1,1,1,1,1,2,0,1,0.0210172341319882
0,"App ID-122337","2014 Fall",27,3.88,186.41,89.813,10.859,82.46,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0184179022009393
1,"App ID-122338","2015 Fall",30,3.92,196.6,58.218,7.006,97.7,0.29,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0.0570939194975735
1,"App ID-122373","2015 Fall",28,3.67,167.76,67.734,46.812,90.24,0.21,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0.0106810219601811
1,"App ID-122383","2015 Fall",24,3.57,200.45,92.392,46.901,93.83,0.24,1,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0.0426430140082301
0,"App ID-122397","2015 Fall",34,3.95,200.45,92.392,46.901,93.83,0.24,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,0.0426430140082301
1,"App ID-122424","2015 Fall",22,3.47,222.65,61.417,16.389,78.3,0.23,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.00610165354811154
1,"App ID-122432","2015 Fall",30,3.52,179.03,75.287,18.758,95.2,0.2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0.0852969399722785
0,"App ID-122436","2015 Fall",34,3.98,199.05,109.465,34.441,85.56,0.45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0203246131064719
1,"App ID-122521","2015 Fall",27,3.82,201.96,79.639,10.529,50.45,0.13,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0.0474878905879001
0,"App ID-122527","2016 Fall",19,3.15,207.53,104.774,20.057,89.63,0.42,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0.0149573714912499
1,"App ID-122553","2015 Fall",24,3.13,170.46,57.636,4.421,98.51,0.45,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0.0678579506898892
1,"App ID-122558","2015 Fall",27,3.72,94.45,51.867,24.208,97.52,0.91,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0537012557832122
1,"App ID-122561","2015 Fall",23,3.05,186.59,76.504,36.989,93.83,0.22,0,0,0,1,0,1,1,1,1,1,0,0,4,0,0,0.0189245451350401
0,"App ID-122570","2015 Fall",32,3.4,204.46,105.997,17.056,96.98,0.4,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0.0117260787992495
1,"App ID-122715","2015 Fall",24,3.2,178.26,54,18.013,95.33,0.36,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0.0222061844223616
0,"App ID-122732","2015 Fall",28,3.79,194.93,89.805,6.141,96.55,0.29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0325679856700863
0,"App ID-122769","2016 Fall",25,3.91,175.95,56.971,16.41,95.89,0.15,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0182815356489945
0,"App ID-122773","2015 Fall",31,3.97,175.95,56.971,16.41,95.89,0.15,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0426569165143205
1,"App ID-122783","2015 Fall",27,3.87,190.01,83.46,5.672,96.72,0.16,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0.0352609308885755
1,"App ID-122787","2015 Fall",26,3.89,192.27,99.016,13.932,94.27,0.24,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0.0430663221360896
0,"App ID-122814","2015 Fall",28,3.6,219.02,95.024,28.035,83.01,0.27,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0.00713393971820938
1,"App ID-122818","2015 Fall",26,3.38,211.78,79.174,42.276,76.15,0.22,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.0118270413473366
