Application ID,Award Status,Total Discount Rate,Total Institutional Gift,Gross Need,Cobber Edge Award,Priority Cobber Award,Presidential Total,Regents Scholarship Total,Speech Debate Scholarship Total,Theatre Performance Total,Visual Arts Award Total,Music Performance Total
App ID-157784,Award Complete,72.14,23690,36936,0,0,18000,0,0,0,0,0
App ID-156587,Award Complete,53.92,18000,29936,0,0,0,0,0,0,0,2500
App ID-122561,Award Complete,63.27,22130,35300,0,0,0,0,0,0,0,0
App ID-172589,Award Complete,28.65,10500,0,0,0,0,0,0,0,0,0
App ID-172090,Award Complete,52.52,19250,26720,0,0,0,0,0,0,0,0
App ID-145449,Award Complete,65.92,15500,46054,0,0,0,0,0,0,0,0
App ID-159077,No Award,0,,45964,0,0,0,0,0,0,0,0
App ID-157955,Award Complete,39.56,14500,18174,0,0,0,0,0,0,0,0
App ID-141186,Award Complete,60.82,22290,34296,0,0,0,0,0,0,0,0
App ID-168885,Award Complete,68.92,21260,45503,0,0,0,0,0,0,0,0
App ID-140323,No Award,0,,46054,0,0,0,0,0,0,0,0
App ID-161068,Award Complete,46.08,16890,23471,0,0,0,0,0,0,0,0
App ID-145965,Award Complete,64.99,14260,46254,0,0,0,0,0,0,0,0
App ID-177633,No Award,0,,46254,0,0,0,0,0,0,0,0
App ID-177650,Award Complete,80.77,14270,46054,0,0,0,0,0,0,0,0
App ID-177729,Award Complete,64.26,20870,37040,0,0,0,0,0,0,0,0
App ID-149805,Award Complete,51.3,18800,20528,0,0,0,0,0,0,0,0
App ID-128850,Award Complete,60.03,22000,33268,0,0,19000,0,0,0,0,2500
App ID-158200,Award Complete,75.25,19330,43724,0,0,0,0,0,0,0,0
App ID-173910,Award Complete,64.66,15500,46054,0,0,0,0,0,0,0,0
App ID-122424,Award Complete,40.93,15000,17527,0,0,0,0,0,0,0,0
App ID-138781,Award Complete,64.66,15500,46054,0,0,0,0,0,0,0,0
App ID-184020,Award Complete,57.41,21040,23384,0,0,0,0,0,0,0,0
App ID-164438,Award Complete,84.19,21080,46054,0,0,0,0,0,0,0,0
App ID-174142,Award Complete,53.12,19470,24964,0,0,0,0,0,0,0,0
App ID-173476,Award Complete,71.26,17390,45029,0,0,0,0,0,0,0,0
App ID-178301,Award Complete,73.16,11480,40354,0,0,0,0,0,0,0,0
App ID-156331,Award Complete,42.29,15500,5696,0,0,0,0,0,0,0,0
App ID-180706,Award Complete,20.46,7500,0,0,0,0,0,0,0,0,0
App ID-172032,Award Complete,47.75,17500,17088,0,0,17000,0,0,0,0,0
App ID-186559,Award Complete,39.56,14500,0,0,0,0,0,0,0,0,0
App ID-135284,Award Complete,74.35,17690,0,0,0,0,0,0,0,0,0
App ID-185322,Award Complete,74.97,23450,38579,0,0,0,0,0,0,0,0
App ID-173909,Award Complete,20.46,7500,11721,0,0,0,0,0,0,0,0
App ID-162479,Award Complete,20.46,7500,0,0,0,0,0,0,0,0,0
App ID-187882,Award Complete,59.21,18850,31993,0,0,0,0,0,0,0,0
App ID-191201,No Award,0,,46054,0,0,0,0,0,0,0,0
App ID-156299,Award Complete,20.46,7500,0,0,0,0,0,0,0,0,0
App ID-156318,Award Complete,40.93,15000,7000,0,0,0,0,0,0,0,0
App ID-156521,Award Complete,50.48,18500,0,0,0,18000,0,0,0,0,0
App ID-172590,Award Complete,53.21,19500,0,0,0,0,0,0,0,0,0
App ID-174751,Award Complete,56.4,20670,29971,0,0,0,0,0,0,0,0
App ID-164434,Award Complete,80.77,17000,46054,0,0,0,0,0,2500,0,0
App ID-171493,Award Complete,39.56,14500,0,0,0,0,0,0,0,0,0
App ID-182096,Award Complete,53.21,19500,2706,0,0,0,0,0,0,0,0
App ID-156299,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-156318,No Award,0,,7000,0,0,0,0,0,0,0,0
App ID-156521,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-172590,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-174751,No Award,0,,29971,0,0,0,0,0,0,0,0
App ID-164434,No Award,0,,46054,0,0,0,0,0,0,0,0
App ID-171493,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-182096,No Award,0,,2706,0,0,0,0,0,0,0,0
App ID-162479,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-187882,No Award,0,,31993,0,0,0,0,0,0,0,0
App ID-191201,No Award,0,,46054,0,0,0,0,0,0,0,0
App ID-185385,Award Complete,77.51,20160,,0,0,0,0,0,0,0,0
App ID-75595,No Award,0,,44904,0,0,0,0,0,0,0,0
App ID-75943,Award Complete,104.15,38170,22288,0,0,34000,0,0,0,0,2500
App ID-75511,Award Complete,97.49,26810,44474,0,0,0,0,0,0,0,0
App ID-75497,Award Complete,64.28,22280,33521,0,0,0,0,0,0,0,2500
App ID-75620,Award Complete,39.56,14500,0,0,0,0,0,0,0,0,0
App ID-75324,Award Complete,29.93,10970,16142,0,0,0,0,0,0,0,0
App ID-127799,No Award,0,,44474,0,0,0,0,0,0,0,0
App ID-134332,No Award,0,,44474,0,0,0,0,0,0,0,0
App ID-134648,Award Complete,73.83,18140,44474,0,0,0,0,0,0,0,0
App ID-134005,Award Complete,75.03,27500,0,0,0,0,0,0,0,0,0
App ID-131590,No Award,0,,44424,0,0,0,0,0,0,0,0
App ID-134937,No Award,0,,43938,0,0,0,0,0,0,0,0
App ID-137310,Award Complete,35.47,13000,0,0,0,0,0,0,0,0,0
App ID-137145,Award Complete,58.04,21270,30386,0,0,0,0,0,0,0,0
App ID-129530,Award Complete,70.95,11260,44674,0,0,0,0,0,0,0,0
App ID-131331,Award Complete,24.56,9000,10039,0,0,0,0,0,0,0,0
App ID-137346,Award Complete,60.07,17610,37810,0,0,0,0,0,0,0,0
App ID-76729,Award Complete,52.52,19250,27564,0,0,0,0,0,0,0,0
App ID-134668,Award Complete,32.22,11810,18694,0,0,0,0,0,0,0,0
App ID-75496,Award Complete,67.19,22510,35047,0,0,0,0,0,0,0,0
App ID-75323,Award Complete,47.34,17350,21692,0,0,0,0,0,0,0,0
App ID-75601,Award Complete,69.71,21520,37441,0,0,0,0,0,0,0,0
App ID-75311,Award Complete,60.03,22000,0,0,0,0,0,0,0,0,0
App ID-80299,No Award,0,,42928,0,0,0,0,0,0,0,0
App ID-95589,Award Complete,69.28,22640,36146,0,0,0,0,0,0,0,0
App ID-86336,Award Complete,73.51,21120,39093,0,0,0,0,0,0,0,0
App ID-127726,Award Complete,55.03,20170,23733,0,0,0,0,0,0,0,0
App ID-82970,Award Complete,72.97,19040,41334,0,0,0,0,0,0,0,0
App ID-84981,Award Complete,74.72,12640,44474,0,0,0,0,0,0,0,0
App ID-104690,No Award,0,,19700,0,0,0,0,0,0,0,0
App ID-134342,Award Complete,50.72,18590,32065,0,0,0,0,0,0,0,0
App ID-82588,Award Complete,46.38,17000,28621,0,0,0,0,0,0,0,0
App ID-154336,Award Complete,80.77,14270,0,0,0,0,0,0,0,0,0
App ID-182101,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-129874,Award Complete,81.51,28650,0,0,0,18000,0,0,0,0,0
App ID-127676,Award Complete,0,0,0,0,0,0,0,0,0,0,0
App ID-128871,Award Complete,27.29,10000,0,0,0,0,0,0,0,0,0
App ID-83726,Award Complete,59.13,21670,31879,0,0,0,0,0,0,0,0
App ID-132938,No Award,0,,43842,0,0,0,0,0,0,0,0
App ID-115784,Award Complete,48.1,15560,37569,0,0,0,0,0,0,0,0
App ID-95728,Award Complete,58.14,21310,30453,0,0,0,0,0,0,0,0
App ID-128199,Award Complete,70.77,22350,40919,0,0,0,0,0,0,0,0
App ID-126843,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-87969,Award Complete,68.5,22730,31549,0,0,0,0,0,0,0,0
App ID-186626,Award Complete,39.75,14570,0,0,0,0,0,0,0,0,0
App ID-191718,Award Complete,74.39,17490,46054,0,0,0,0,0,0,0,0
App ID-173962,No Award,0,,38944,0,0,0,0,0,0,0,0
App ID-164530,Award Complete,54.57,20000,25239,0,0,0,0,0,0,0,0
App ID-171678,No Award,0,,26200,0,0,0,0,0,0,0,0
App ID-155876,Award Complete,75.85,21930,35197,0,0,0,0,0,0,0,0
App ID-164512,Award Complete,78.38,25500,44882,0,0,0,0,0,0,0,0
App ID-152542,No Award,0,,,0,0,0,0,0,0,0,0
App ID-172290,No Award,0,,,0,0,0,0,0,0,0,0
App ID-183453,Award Complete,51.16,18750,27540,0,0,0,0,0,0,0,0
App ID-186651,Award Complete,79.14,19230,0,0,0,0,0,0,0,0,0
App ID-152537,Award Complete,47.04,17240,21030,0,0,0,0,0,0,0,0
App ID-137433,No Award,0,,45834,0,0,0,0,0,0,0,0
App ID-177455,Award Complete,75.23,22600,45274,0,0,0,0,0,0,0,0
App ID-174786,Award Complete,45.62,16720,23895,0,0,0,0,0,0,0,0
App ID-155988,No Award,0,,43887,0,0,0,0,0,0,0,0
App ID-187324,Award Complete,69.52,25480,40457,0,0,0,0,0,0,0,0
App ID-187223,Award Complete,71.79,23450,36909,0,0,0,0,0,0,0,0
App ID-186652,Award Complete,53.21,19500,27267,0,0,0,0,0,0,0,0
App ID-75321,Award Complete,43.66,16000,0,0,0,0,0,0,0,0,0
App ID-75616,Award Complete,75.78,13030,44474,0,0,0,0,0,0,0,0
App ID-85059,No Award,0,,36314,0,0,0,0,0,0,0,0
App ID-75849,Award Complete,40.93,15000,0,0,0,0,0,0,0,0,0
App ID-145393,Award Complete,21.83,8000,19395,0,0,0,0,0,0,0,0
App ID-128299,No Award,0,,40895,0,0,0,0,0,0,0,0
App ID-141849,Award Complete,68.63,16140,44474,0,0,0,0,0,0,0,0
App ID-141754,Award Complete,39.35,14420,29236,0,0,0,0,0,0,0,0
App ID-145496,Award Complete,51.27,18790,30318,0,0,0,0,0,0,0,0
App ID-127275,Award Complete,79.88,20600,39886,0,0,17000,0,0,0,0,0
App ID-75687,Award Complete,64.05,22160,34392,0,0,0,0,0,0,0,0
App ID-75288,Award Complete,43.66,16000,11286,0,0,0,0,0,0,0,0
App ID-75945,Award Complete,87.31,32000,0,0,0,0,0,0,0,0,0
App ID-106538,Award Complete,57.98,21250,26594,0,0,0,0,0,0,0,0
App ID-83453,Award Complete,54.57,20000,25173,0,0,0,0,0,0,0,2500
App ID-154310,Award Complete,55.93,20500,0,0,0,20000,0,0,0,0,0
App ID-158578,Award Complete,48.29,17700,22130,0,0,0,0,0,0,0,0
App ID-168256,Award Complete,28.65,10500,0,0,0,0,0,0,0,0,0
App ID-161515,Award Complete,71.82,23820,36679,0,0,18000,0,0,0,0,0
App ID-128565,Award Complete,73.73,23910,35890,0,0,0,0,0,0,0,0
App ID-177725,No Award,0,,42199,0,0,0,0,0,0,0,0
App ID-145437,Award Complete,60.82,22290,33774,0,0,0,0,0,0,0,0
App ID-174732,Award Complete,20.46,7500,0,0,0,0,0,0,0,0,0
App ID-180361,No Award,0,,37203,0,0,0,0,0,0,0,0
App ID-157602,Award Complete,76.44,18200,44461,0,0,0,0,0,0,0,0
App ID-185433,Award Complete,28.65,10500,0,0,0,0,0,0,0,0,0
App ID-186319,Award Complete,54.73,20060,29786,0,0,0,0,0,0,0,0
App ID-184161,No Award,0,,41324,0,0,0,0,0,0,0,0
App ID-158233,Award Complete,40.93,15000,7739,0,0,0,0,0,0,0,0
App ID-166896,No Award,0,,46484,0,0,0,0,0,0,0,0
App ID-186966,No Award,0,,40875,0,0,0,0,0,0,0,0
App ID-187243,Award Complete,40.93,15000,18044,0,0,0,0,0,0,0,0
App ID-191178,No Award,0,,35520,0,0,0,0,0,0,0,0
App ID-124618,Award Complete,40.52,14850,21218,0,0,0,0,0,0,0,0
App ID-190638,Award Complete,46.38,17000,17409,0,0,0,0,0,0,0,0
App ID-192480,Award Complete,54.57,17000,26392,0,0,0,0,0,0,0,0
App ID-191249,Award Complete,77.64,24030,0,0,0,0,0,0,0,0,0
App ID-161860,Award Complete,55.93,20500,,0,0,20000,0,0,0,0,0
App ID-75807,No Award,0,,40137,0,0,0,0,0,0,0,0
App ID-106514,Award Complete,64.07,22870,34295,0,0,0,0,0,0,0,0
App ID-86706,Award Complete,32.66,11970,15547,0,0,0,0,0,0,0,0
App ID-105294,Award Complete,35.47,13000,3097,0,0,0,0,0,0,0,0
App ID-75761,Award Complete,71.32,26140,38446,0,0,0,0,0,0,0,0
App ID-130444,Award Complete,57.98,21250,27644,0,0,0,0,0,0,0,0
App ID-134636,No Award,0,,42821,0,0,0,0,0,0,0,0
App ID-95595,No Award,0,,38488,0,0,0,0,0,0,0,0
App ID-134677,Award Complete,48.89,15920,20683,0,0,0,0,0,0,0,0
App ID-134661,Award Complete,53.56,19630,24548,0,0,0,0,0,0,0,0
App ID-134918,No Award,0,,32051,0,0,0,0,0,0,0,0
App ID-128878,No Award,0,,44840,0,0,0,0,0,0,0,0
App ID-134470,Award Complete,64.64,23690,38218,0,0,0,0,0,0,0,0
App ID-75276,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-75800,Award Complete,39.56,14500,8594,0,0,0,0,0,0,0,0
App ID-129643,No Award,0,,41628,0,0,0,0,0,0,0,0
App ID-127318,No Award,0,,41974,0,0,0,0,0,0,0,0
App ID-131502,No Award,0,,44674,0,0,0,0,0,0,0,0
App ID-134352,Award Complete,38.2,14000,14872,0,0,0,0,0,0,0,0
App ID-141795,Award Complete,40.93,15000,19486,0,0,0,0,0,0,0,0
App ID-141856,No Award,0,,42741,0,0,0,0,0,0,0,0
App ID-145010,Award Complete,69.86,16170,41536,0,0,0,0,0,0,0,0
App ID-145012,No Award,0,,43465,0,0,0,0,0,0,0,0
App ID-142104,Award Complete,58.7,17990,36932,0,0,0,0,0,0,0,0
App ID-89020,Award Complete,63.8,19170,37570,0,0,0,0,0,0,0,0
App ID-145007,No Award,0,,39521,0,0,0,0,0,0,0,0
App ID-134294,Award Complete,56.79,19440,36229,0,0,0,0,0,0,0,0
App ID-87727,Award Complete,54.05,19810,23310,0,0,0,0,0,0,0,0
App ID-106522,Award Complete,60.03,17190,40788,0,0,0,0,0,0,0,0
App ID-94832,No Award,0,,10991,0,0,0,0,0,0,0,0
App ID-134866,Award Complete,79.88,19500,44904,0,0,0,0,0,0,0,0
App ID-134312,No Award,0,,40636,0,0,0,0,0,0,0,0
App ID-84719,Award Complete,52.63,19290,20352,0,0,0,0,0,0,0,0
App ID-145180,No Award,0,,42779,0,0,0,0,0,0,0,0
App ID-145177,No Award,0,,43895,0,0,0,0,0,0,0,0
App ID-145184,No Award,0,,44474,0,0,0,0,0,0,0,0
App ID-130656,Award Complete,75.84,13050,44474,0,0,0,0,0,0,0,0
App ID-129660,Award Complete,68.96,17930,43664,0,0,0,0,0,0,0,0
App ID-128772,No Award,0,,43028,0,0,0,0,0,0,0,0
App ID-75342,Award Complete,65.59,18010,40074,0,0,0,0,0,0,0,0
App ID-86963,Award Complete,39.56,14500,0,0,0,0,0,0,0,0,0
App ID-134958,Award Complete,77.91,13810,44474,0,0,0,0,0,0,0,0
App ID-83899,No Award,0,,43830,0,0,0,0,0,0,0,0
App ID-76757,Award Complete,43.98,16120,20159,0,0,0,0,0,0,0,0
App ID-84957,Award Complete,112.14,28040,43761,0,0,0,0,0,0,0,0
App ID-128118,Award Complete,71.05,16310,44904,0,0,0,0,0,0,0,0
App ID-134330,Award Complete,74.09,18140,44474,0,0,0,0,0,0,0,0
App ID-75516,Award Complete,24.56,9000,7896,0,0,0,0,0,0,0,0
App ID-75473,Award Complete,61.28,19460,24966,0,0,0,0,0,0,0,2500
App ID-75125,Award Complete,73.35,12140,44474,0,0,0,0,0,0,0,0
App ID-131280,No Award,0,,43450,0,0,0,0,0,0,0,0
App ID-95696,No Award,0,,44286,0,0,0,0,0,0,0,0
App ID-131326,Award Complete,33.4,12240,18010,0,0,0,0,0,0,0,0
App ID-134678,Award Complete,51.16,18750,25947,0,0,0,0,0,0,0,0
App ID-94749,Award Complete,68.4,22667,35685,0,0,0,0,0,0,0,0
App ID-141807,Award Complete,58.06,21280,36695,0,0,0,0,0,0,0,0
App ID-137144,No Award,0,,42024,0,0,0,0,0,0,0,0
App ID-128570,Award Complete,60.5,17570,44474,0,0,0,0,0,0,0,0
App ID-94076,Award Complete,55.53,20350,29927,0,0,0,0,0,0,0,0
App ID-79968,Award Complete,70.62,11140,44474,0,0,0,0,0,0,0,0
App ID-95626,No Award,0,,13067,0,0,0,0,0,0,0,0
App ID-106512,Award Complete,51.16,18750,27124,0,0,0,0,0,0,0,0
App ID-137146,Award Complete,52.52,19250,26567,0,0,0,0,0,0,0,0
App ID-131890,No Award,0,,44233,0,0,0,0,0,0,0,0
App ID-134231,Award Complete,49.76,6000,44674,0,0,0,0,0,0,0,0
App ID-105288,Award Complete,52.25,19150,33032,0,0,0,0,0,0,0,0
App ID-75861,Award Complete,63.44,23250,27495,0,0,0,0,0,0,0,2500
App ID-75810,Award Complete,79.54,26270,40012,0,0,17000,0,0,0,0,0
App ID-75437,Award Complete,35.74,13100,15468,0,0,0,0,0,0,0,2500
App ID-75179,Award Complete,70.62,11140,44474,0,0,0,0,0,0,0,0
App ID-128914,Award Complete,43.71,16020,20811,0,0,0,0,0,0,0,0
App ID-128313,Award Complete,64.8,23750,32574,0,0,0,0,0,0,0,0
App ID-134882,No Award,0,,39381,0,0,0,0,0,0,0,0
App ID-141940,Award Complete,21.83,8000,0,0,0,0,0,0,0,0,0
App ID-146187,Award Complete,56.1,18180,35632,0,0,0,0,0,0,0,0
App ID-76706,Award Complete,19.1,7000,0,0,0,0,0,0,0,0,0
App ID-96273,Award Complete,71.04,22260,37196,0,0,0,0,0,0,0,0
App ID-131376,Award Complete,42.21,15470,22753,0,0,0,0,0,0,0,0
App ID-87583,Award Complete,25.92,9500,1266,0,0,0,0,0,0,0,0
App ID-137263,Award Complete,40.93,15000,0,0,0,0,0,0,0,0,0
App ID-87666,Award Complete,45.46,16660,22218,0,0,0,0,0,0,0,0
App ID-88723,Award Complete,59.83,17580,37809,0,0,0,0,0,0,0,0
App ID-145919,Award Complete,57.41,21040,22152,0,0,0,0,0,0,0,0
App ID-145902,Award Complete,76.27,18940,38944,0,0,0,0,0,0,0,0
App ID-145285,Award Complete,74.72,19410,39134,0,0,0,0,0,0,0,0
App ID-127234,No Award,0,,26536,0,0,0,0,0,0,0,0
App ID-126206,Award Complete,77.59,19340,41917,0,0,0,0,0,0,0,0
App ID-79536,Award Complete,82.8,25520,44674,0,0,0,0,0,0,0,0
App ID-75577,Award Complete,57.94,19920,34112,0,0,0,0,0,0,0,0
App ID-92680,No Award,0,,40126,0,0,0,0,0,0,0,0
App ID-75933,Award Complete,53.42,19580,28352,0,0,0,0,0,0,0,2500
App ID-126196,Award Complete,36.83,13500,2537,0,0,0,0,0,0,0,0
App ID-127043,Award Complete,31.38,11500,0,0,0,0,0,0,0,0,0
App ID-76633,Award Complete,61.39,22500,32123,0,0,0,0,0,0,0,0
App ID-82244,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-87849,Award Complete,36.83,13500,16516,0,0,0,0,0,0,0,0
App ID-126839,Award Complete,66.54,17250,40492,0,0,0,0,0,0,0,0
App ID-127039,Award Complete,62.16,22780,32544,0,0,0,0,0,0,0,0
App ID-76694,No Award,0,,23555,0,0,0,0,0,0,0,0
App ID-76903,Award Complete,36.83,13500,6762,0,0,0,0,0,0,0,0
App ID-106168,No Award,0,,34813,0,0,0,0,0,0,0,0
App ID-76966,Award Complete,66.25,23040,34564,0,0,0,0,0,0,0,0
App ID-75663,Award Complete,66.71,19370,43204,0,0,0,0,0,0,0,0
App ID-105270,Award Complete,64.8,23750,29480,0,0,17000,0,2500,0,0,0
App ID-89145,Award Complete,49.63,18190,21404,0,0,17000,0,0,0,0,0
App ID-120983,Award Complete,54.57,17000,28626,0,0,0,0,0,0,0,0
App ID-126856,Award Complete,67.84,22360,35529,0,0,0,0,0,0,0,0
App ID-100483,Award Complete,43.66,16000,0,0,0,0,0,0,0,0,0
App ID-76696,Award Complete,25.92,9500,0,0,0,0,0,0,0,0,0
App ID-75385,Award Complete,69.39,19150,40004,0,0,17000,0,0,0,0,0
App ID-126709,Award Complete,36.83,13500,10446,0,0,0,0,0,0,0,0
App ID-76673,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-81289,Award Complete,25.92,9500,0,0,0,0,0,0,0,0,0
App ID-76734,No Award,0,,44474,0,0,0,0,0,0,0,0
App ID-76769,Award Complete,54.57,20000,13227,0,0,19500,0,0,0,0,0
App ID-76868,Award Complete,39.56,14500,900,0,0,0,0,0,0,0,0
App ID-76799,Award Complete,75.03,27500,33635,0,0,17000,0,0,0,0,0
App ID-128121,Award Complete,15.01,5500,0,0,0,0,0,0,0,0,0
App ID-75567,Award Complete,43.66,16000,16425,0,0,0,0,0,0,0,2500
App ID-127669,Award Complete,39.56,14500,13003,0,0,0,0,0,0,0,0
App ID-126702,Award Complete,73.51,21350,38361,0,0,0,0,0,0,0,0
App ID-75178,Award Complete,36.83,13500,11895,0,0,0,0,0,0,0,0
App ID-76671,Award Complete,50.48,18500,8456,0,0,0,0,0,5000,0,0
App ID-76268,Award Complete,47.23,17310,22485,0,0,0,0,0,0,0,2500
App ID-120967,Award Complete,54.57,20000,0,0,0,17000,0,0,0,0,2500
App ID-76296,Award Complete,61.01,22360,31949,0,0,17000,0,0,0,0,0
App ID-94938,Award Complete,75.2,23880,42384,0,0,0,0,0,0,0,5000
App ID-127040,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-85901,Award Complete,38.2,14000,3922,0,0,0,0,0,0,0,0
App ID-127319,Award Complete,73.78,21780,38743,0,0,0,0,0,0,0,0
App ID-126850,No Award,0,,44674,0,0,0,0,0,0,0,0
App ID-89790,Award Complete,72.26,16200,43995,0,0,0,0,0,0,0,0
App ID-75583,Award Complete,64.49,18520,39170,0,0,0,0,0,0,0,2500
App ID-75468,Award Complete,70.85,21390,38049,0,0,0,0,0,0,0,0
App ID-106549,Award Complete,55.47,20330,31550,0,0,0,0,0,0,0,0
App ID-75600,Award Complete,61.39,22500,27431,0,0,0,0,0,0,0,0
App ID-80191,Award Complete,71.03,15290,44234,0,0,0,0,0,0,0,2500
App ID-76733,Award Complete,72.91,19300,41397,0,0,0,0,0,0,0,0
App ID-105635,Award Complete,119.13,43660,41784,0,0,34000,0,0,0,0,0
App ID-76791,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-75403,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-75434,Award Complete,115.69,34500,44474,0,0,34000,0,0,0,0,0
App ID-120982,Award Complete,70.1,14500,44460,0,0,0,0,0,0,0,0
App ID-127255,Award Complete,31.76,11640,15126,0,0,0,0,0,0,0,0
App ID-76280,Award Complete,46.38,17000,2289,0,0,0,0,0,0,2500,0
App ID-126224,Award Complete,64.85,22830,33013,0,0,17000,0,0,0,0,0
App ID-105843,No Award,0,,41006,0,0,0,0,0,0,0,0
App ID-106307,Award Complete,73.23,16990,43543,0,0,0,0,0,0,0,0
App ID-76850,Award Complete,20.46,7500,9175,0,0,0,0,0,0,0,0
App ID-120963,Award Complete,62.54,22920,32757,0,0,0,0,0,0,0,0
App ID-95119,Award Complete,48.02,17600,20706,0,0,0,0,0,0,0,0
App ID-120951,Award Complete,61.39,22500,32061,0,0,17000,0,2500,0,0,0
App ID-78437,No Award,0,,26009,0,0,0,0,0,0,0,0
App ID-126234,Award Complete,36.83,13500,13574,0,0,0,0,0,0,0,0
App ID-83452,Award Complete,36.83,13500,0,0,0,0,0,0,0,0,0
App ID-77395,Award Complete,81.65,20000,43243,0,0,0,0,0,0,0,0
App ID-75685,Award Complete,39.18,14360,18660,0,0,0,0,0,0,0,0
App ID-75371,No Award,0,,30558,0,0,0,0,0,0,0,0
App ID-128728,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-75946,Award Complete,25.92,9500,9437,0,0,0,0,0,0,0,0
App ID-82478,Award Complete,65.06,22830,33939,0,0,0,0,0,0,0,0
App ID-76865,Award Complete,31.38,11500,10875,0,0,0,0,0,0,0,0
App ID-76655,Award Complete,31.38,11500,0,0,0,0,0,0,0,0,0
App ID-85781,Award Complete,44.39,16270,21139,0,0,0,0,0,0,0,0
App ID-85704,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-86460,Award Complete,69.03,22140,35141,0,0,17000,0,0,0,0,0
App ID-77742,Award Complete,100.22,28500,44474,0,0,0,0,0,0,0,0
App ID-94661,Award Complete,122.73,38680,39845,0,0,34000,0,0,0,0,0
App ID-76619,No Award,0,,33080,0,0,0,0,0,0,0,0
App ID-94034,Award Complete,100.95,37000,6491,0,0,34000,0,0,0,0,2500
App ID-94755,Award Complete,9.25,3390,17161,0,0,3390,0,0,0,0,0
App ID-82394,Award Complete,45.02,16500,0,0,0,0,0,0,0,0,0
App ID-81623,Award Complete,51.16,18750,28576,0,0,0,0,0,0,0,0
App ID-94829,Award Complete,57.98,21250,30135,0,0,0,0,0,0,0,0
App ID-82319,Award Complete,64.8,23750,30839,0,0,17000,0,0,0,0,0
App ID-102637,Award Complete,47.75,17500,15615,0,0,17000,0,0,0,0,0
App ID-102646,Award Complete,83.82,20600,43765,0,0,17000,0,0,0,0,0
App ID-78106,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-106311,Award Complete,60.62,19870,35687,0,0,0,0,0,0,0,2500
App ID-106314,Award Complete,20.46,7500,8710,0,0,0,0,0,0,0,0
App ID-90122,No Award,0,,43038,0,0,0,0,0,0,0,0
App ID-82157,Award Complete,29.39,10770,15847,0,0,0,0,0,0,0,0
App ID-93397,Award Complete,56.89,20850,21948,0,0,17000,0,0,0,0,2500
App ID-104917,Award Complete,79.56,26680,42871,0,0,0,0,0,0,0,0
App ID-128046,Award Complete,65.61,16590,43505,0,0,0,0,0,2500,0,0
App ID-128343,Award Complete,68.57,20950,43333,0,0,0,0,0,0,0,2500
App ID-127257,Award Complete,59.54,21820,33512,0,0,0,0,0,0,0,2500
App ID-127284,Award Complete,142.05,43140,44474,0,0,0,0,0,0,0,0
App ID-76683,Award Complete,43.66,16000,0,0,0,0,0,0,0,2500,0
App ID-126553,No Award,0,,43176,0,0,0,0,0,0,0,0
App ID-128101,No Award,0,,34625,0,0,0,0,0,0,0,0
App ID-127747,Award Complete,70.97,21210,44308,0,0,0,0,0,0,0,0
App ID-75119,Award Complete,36.83,13500,0,0,0,0,0,0,0,0,0
App ID-75366,Award Complete,47.75,17500,0,0,0,17000,0,0,0,0,0
App ID-128340,Award Complete,73,23090,37038,0,0,17000,0,0,0,0,0
App ID-128120,Award Complete,39.56,14500,4098,0,0,0,0,0,0,0,0
App ID-84231,Award Complete,64.8,23750,32742,0,0,17000,0,0,0,0,0
App ID-94923,Award Complete,65.35,22770,39924,0,0,0,0,0,0,0,0
App ID-105867,Award Complete,45.02,16500,13214,0,0,0,0,0,0,0,0
App ID-87096,Award Complete,71.58,17390,42485,0,0,0,0,0,0,0,0
App ID-78537,Award Complete,64.88,16830,38268,0,0,0,0,0,0,0,0
App ID-82599,No Award,0,,41929,0,0,0,0,0,0,0,0
App ID-128634,No Award,0,,0,0,0,0,0,0,0,0,0
App ID-106529,Award Complete,40.68,14910,10762,0,0,0,0,0,0,0,0
App ID-128333,Award Complete,43.96,16110,23704,0,0,0,0,0,0,0,0
App ID-127638,Award Complete,69.77,15350,43931,0,0,0,0,2500,0,0,0
App ID-83080,Award Complete,40.22,14740,11720,0,0,0,0,0,0,0,0
App ID-76864,Award Complete,42.29,15500,0,0,0,0,0,0,0,0,0
App ID-128320,Award Complete,54.57,20000,17386,0,0,17000,0,0,0,0,2500
App ID-86819,Award Complete,64.53,19100,37998,0,0,0,0,0,0,0,0
