"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
0,"App ID-134678","2014 Fall",23,3.43,NA,0,41484,18750,18750,25947,74.03,54904,2476,0.9515,9,0.0036,NA,0,0,0,1,0,0,0
0,"App ID-134690","2014 Fall",16,3.01,NA,0,41484,9130,9130,13435,485.39,78147,7177,0.9595,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-134696","2015 Fall",33,3.66,88,0,43064,23000,23000,9278,200.45,92392,46901,0.9383,111,0.0024,2157,1,0,0,1,0,0,1
1,"App ID-134725","2015 Fall",32,3.6,74,0,41484,30453,17500,46254,43.46,52268,16639,0.9237,179,0.0108,163,1,0,0,0,0,0,1
0,"App ID-134789","2014 Fall",26,3,60,0,NA,0,0,0,633.27,63660,26289,0.807,4,2e-04,NA,0,0,0,1,0,0,0
1,"App ID-134831","2015 Fall",26,3.79,75,0,43064,23330,23330,0,119.25,54583,998,0.982,11,0.011,NA,0,1,0,0,0,0,0
0,"App ID-134833","2015 Fall",28,3.55,78,0,NA,0,0,0,229.82,85849,28475,0.8547,67,0.0024,2013,1,0,0,0,0,0,0
0,"App ID-134834","2015 Fall",18,3.06,37,0,NA,0,0,0,43.46,52268,16639,0.9237,179,0.0108,737,0,0,1,0,0,0,1
0,"App ID-134837","2015 Fall",23,3.65,77,0,NA,0,0,0,209.4,61211,25504,0.7832,79,0.0031,NA,1,0,0,0,0,1,1
0,"App ID-134846","2015 Fall",33,4,99,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
1,"App ID-134847","2015 Fall",30,3.37,73,0,43064,30435,20530,44551,229.64,46354,47040,0.9093,56,0.0012,784,0,0,1,0,0,0,0
0,"App ID-134857","2015 Fall",24,3.95,96,0,NA,0,0,0,186.41,89813,10859,0.8246,21,0.0019,NA,0,1,0,0,0,0,0
0,"App ID-134858","2015 Fall",29,4,97,0,NA,0,0,0,43.46,52268,16639,0.9237,179,0.0108,737,0,0,1,1,0,0,0
0,"App ID-134859","2015 Fall",34,3.91,0,0,43064,0,0,0,120.06,61854,5055,0.9589,20,0.004,NA,0,1,1,1,0,0,1
1,"App ID-134861","2015 Fall",24,3.64,68,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,1,1,0,0,0
0,"App ID-134865","2014 Fall",24,2.28,17,0,NA,0,0,0,207.49,78141,25954,0.9145,86,0.0033,1145,0,0,0,1,0,0,0
0,"App ID-134869","2015 Fall",28,3.88,89,0,43064,0,0,20884,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
0,"App ID-134880","2016 Fall",29,3.86,0,0,NA,0,0,0,1207.19,70738,28482,0.8888,NA,NA,NA,1,0,0,0,0,0,0
1,"App ID-134888","2015 Fall",31,3.94,91,0,43064,24120,23750,0,160.87,53723,9681,0.9721,50,0.0052,NA,0,0,1,1,0,0,0
0,"App ID-134908","2014 Fall",19,2.87,NA,0,41484,7000,7000,326,228.02,91259,43051,0.8276,120,0.0028,705,0,0,0,1,0,0,0
1,"App ID-134909","2015 Fall",27,3.85,0,0,43064,17500,17500,6634,228.02,91259,43051,0.8276,120,0.0028,1715,1,0,0,0,0,1,1
0,"App ID-134918","2014 Fall",19,3.59,NA,0,41484,0,0,32051,222.81,72969,30760,0.7873,79,0.0026,2056,0,0,0,1,0,0,0
0,"App ID-134921","2014 Fall",21,3.38,NA,0,NA,0,0,0,554.36,57269,18103,0.7703,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-134930","2015 Fall",29,3.68,74,0,43064,19620,18500,23089,813.18,61370,16668,0.9246,19,0.0011,NA,1,1,1,1,0,1,1
0,"App ID-134937","2014 Fall",21,3.39,NA,0,41484,0,0,43938,202.61,51143,3293,0.9736,5,0.0015,NA,0,0,0,0,0,0,0
0,"App ID-134953","2016 Fall",33,3.68,0,1,NA,0,0,0,1187.53,95666,28593,0.7732,NA,NA,NA,1,0,0,0,0,0,0
1,"App ID-134958","2014 Fall",23,3.48,0,0,41484,28554,13810,44474,99.77,39835,4806,0.97,30,0.0062,372,0,0,0,1,0,0,0
0,"App ID-134960","2014 Fall",25,3.29,NA,0,NA,0,0,0,206.71,94505,25784,0.8401,80,0.0031,2017,0,0,0,1,1,0,1
1,"App ID-134981","2015 Fall",33,3.96,0,0,41484,23000,23000,0,210.08,119858,30143,0.8417,142,0.0047,3007,0,0,0,0,0,0,0
0,"App ID-135129","2016 Fall",23,3.9,0,0,44668,0,0,43965,96.13,50380,1032,0.97,1,0.001,40,1,1,0,0,0,1,1
1,"App ID-135134","2016 Fall",32,3.99,94,0,44668,26600,23600,31769,164.88,35163,702,0.8533,NA,NA,121,0,0,0,1,0,0,1
0,"App ID-135157","2015 Fall",18,2.93,63,0,43064,0,0,45152,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,0,1,0,0
1,"App ID-135171","2016 Fall",18,2.95,56,0,44668,30251,14500,47758,214.67,38873,5806,0.9638,3,5e-04,86,0,0,0,0,0,1,1
0,"App ID-135178","2015 Fall",17,3.26,92,0,NA,0,0,0,496.21,40571,22096,0.3497,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-135221","2015 Fall",23,3.55,85,0,43064,0,0,42320,205.9,42771,27137,0.5085,19,7e-04,1468,0,0,0,0,1,0,0
0,"App ID-135229","2015 Fall",17,3.18,88,0,43064,0,0,46054,216.2,52569,36101,0.7243,82,0.0023,NA,0,0,0,0,0,0,0
0,"App ID-135258","2015 Fall",31,3.96,96,0,NA,0,0,0,150.84,44773,25838,0.8779,46,0.0018,1078,0,0,0,0,0,0,1
0,"App ID-135284","2015 Fall",20,3.54,78,0,43064,27248,17690,0,90.61,54250,346,0.9942,NA,NA,126,1,0,0,0,0,0,0
1,"App ID-135355","2016 Fall",30,4,98,0,44668,22580,22580,0,2.52,42616,48506,0.8627,521,0.0107,NA,1,1,1,1,0,0,0
0,"App ID-135369","2015 Fall",20,3.69,75,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,1,0,1
0,"App ID-135379","2015 Fall",18,3.1,29,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,0,0
0,"App ID-135385","2015 Fall",27,3.52,80,0,43064,18980,18980,23148,90.35,46202,1165,0.9408,2,0.0017,1145,1,0,0,0,0,0,1
0,"App ID-135440","2015 Fall",28,3.65,75,0,43064,0,0,45495,718.55,65109,25380,0.9467,19,7e-04,NA,0,0,0,1,0,0,0
0,"App ID-135449","2016 Fall",25,3.8,86,0,NA,0,0,0,288.44,51481,2934,0.9646,2,7e-04,NA,0,0,0,1,0,0,0
1,"App ID-135468","2016 Fall",19,3.74,0,0,44668,13000,13000,0,97.23,51786,6955,0.9159,34,0.0049,NA,0,0,1,0,0,1,1
0,"App ID-135493","2016 Fall",29,4,99,1,NA,0,0,0,563.19,41834,40234,0.8513,16,4e-04,NA,0,0,0,0,0,0,1
0,"App ID-135507","2015 Fall",25,3.85,95,0,NA,0,0,0,127.08,51473,31027,0.915,26,8e-04,NA,0,0,0,0,0,0,0
0,"App ID-135514","2015 Fall",26,2.93,46,0,43064,0,0,46484,715,58094,7550,0.9192,6,8e-04,NA,0,0,0,0,0,0,0
0,"App ID-135541","2016 Fall",23,3.81,73,1,NA,0,0,0,8.81,75000,2908,0.9409,25,0.0086,NA,0,0,0,0,0,0,0
0,"App ID-135640","2015 Fall",18,3.59,82,0,NA,0,0,0,223.27,65984,28548,0.7984,45,0.0016,NA,0,0,0,1,1,0,0
0,"App ID-135655","2015 Fall",29,3.98,99,0,NA,0,0,0,324.77,39688,1979,0.9929,1,5e-04,159,0,0,0,0,0,0,1
0,"App ID-135727","2015 Fall",30,3.89,90,0,NA,0,0,0,211.4,57364,30550,0.7815,79,0.0026,NA,0,1,0,1,1,0,0
1,"App ID-135749","2016 Fall",30,4.01,94,0,44668,33421,19000,47758,123.09,43065,1876,0.9211,6,0.0032,156,0,0,0,0,0,0,1
0,"App ID-135779","2015 Fall",21,3.65,73,0,NA,0,0,0,216.72,58392,26739,0.9406,47,0.0018,626,0,0,0,0,1,0,0
0,"App ID-135781","2015 Fall",30,3.82,0,0,43064,18500,18500,22198,231.61,67422,5369,0.9939,6,0.0011,NA,0,0,0,0,0,0,0
0,"App ID-135852","2016 Fall",25,3.38,0,0,NA,0,0,0,223.27,65984,28548,0.7984,45,0.0016,NA,0,0,0,0,1,0,0
0,"App ID-135876","2016 Fall",25,3.98,95,0,NA,0,0,0,719.75,86983,4730,0.9805,1,2e-04,NA,0,0,0,0,0,0,1
0,"App ID-136122","2015 Fall",27,3.69,83,0,NA,0,0,0,152.83,54983,16440,0.9509,28,0.0017,1078,1,1,0,0,0,0,1
0,"App ID-136123","2015 Fall",25,3.34,0,0,43064,15000,15000,0,216.08,84662,21393,0.9231,36,0.0017,2017,0,1,1,1,0,0,0
1,"App ID-136195","2015 Fall",23,3.73,67,0,43064,21180,21180,30706,3.65,66172,31429,0.9349,607,0.0193,NA,0,1,0,1,0,0,0
0,"App ID-136220","2015 Fall",23,2.78,25,0,43064,17710,17710,0,221.43,44583,5818,0.89,23,0.004,247,0,1,1,1,0,0,0
0,"App ID-136262","2015 Fall",25,3.84,81,0,43064,0,0,42051,239.74,46071,4477,0.9475,12,0.0027,NA,1,0,0,0,0,0,1
0,"App ID-136266","2015 Fall",26,3.73,80,0,NA,0,0,0,179.03,75287,18758,0.952,37,0.002,1087,0,1,0,1,0,0,1
1,"App ID-136474","2015 Fall",24,3.72,0,0,43064,50143,34200,46054,217.44,64815,18470,0.8281,58,0.0031,NA,1,0,0,0,0,1,1
0,"App ID-136572","2015 Fall",32,3.99,97,0,NA,0,0,0,199.21,46875,5744,0.9058,8,0.0014,287,0,0,0,0,0,0,0
0,"App ID-136607","2015 Fall",34,3.99,99,0,NA,0,0,0,207.93,64179,28585,0.8073,93,0.0033,1468,0,0,1,1,0,0,0
1,"App ID-136876","2016 Fall",25,3.63,78,0,44668,30035,17000,45517,154.63,46796,20242,0.961,61,0.003,947,0,0,0,0,0,0,1
1,"App ID-136881","2015 Fall",29,2.74,27,0,43064,26865,19670,41446,196.6,58218,7006,0.977,20,0.0029,498,0,1,0,1,0,0,0
0,"App ID-136899","2015 Fall",32,3.76,69,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,1,0,0,0,0
0,"App ID-136926","2015 Fall",27,3.82,74,0,NA,0,0,0,288.98,78229,2104,0.9705,NA,NA,478,0,1,0,1,0,0,0
1,"App ID-136966","2015 Fall",27,3.85,76,0,43064,23240,23240,32737,2.66,41554,31233,0.8977,362,0.0116,1671,0,1,1,1,0,0,1
0,"App ID-137003","2015 Fall",21,2.62,53,0,NA,0,0,0,217.48,47706,45495,0.6348,82,0.0018,NA,0,0,0,0,1,0,0
0,"App ID-137014","2015 Fall",22,2.94,0,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,1,0,0,0
1,"App ID-137017","2015 Fall",23,3.88,90,0,43064,27866,18580,40947,139.84,69477,5305,0.9904,18,0.0034,NA,0,0,0,0,0,0,1
1,"App ID-137069","2015 Fall",31,3.69,95,0,43064,21250,21250,25506,385.77,65799,27340,0.867,NA,NA,NA,1,0,0,0,0,0,1
0,"App ID-137075","2016 Fall",29,3.66,0,0,44668,26600,26600,28333,215.34,88271,17224,0.8845,65,0.0038,1149,1,0,1,0,0,0,0
0,"App ID-137077","2015 Fall",34,3.94,99,0,NA,0,0,0,551.69,59286,1698,0.9405,1,6e-04,NA,0,0,0,1,0,0,0
0,"App ID-137081","2015 Fall",28,3.95,99,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,0,0,0,0
1,"App ID-137117","2015 Fall",28,3.92,97,0,41484,18500,18500,0,205.27,71811,17968,0.8236,78,0.0043,1468,0,0,0,0,0,0,1
1,"App ID-137132","2016 Fall",30,3.97,92,0,NA,0,0,0,83.88,42700,2378,0.9907,10,0.0042,159,0,0,0,0,0,0,0
0,"App ID-137144","2014 Fall",25,3.68,NA,0,41484,0,0,42024,258.13,52069,18423,0.9392,36,0.002,809,0,0,0,1,0,0,0
0,"App ID-137145","2014 Fall",26,3.79,NA,0,41484,21270,21270,30386,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,1,1,0,0,0
0,"App ID-137146","2014 Fall",21,3.62,NA,0,41484,19250,19250,26567,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,1,0,0,0
1,"App ID-137183","2015 Fall",26,3.5,69,0,43064,23092,20500,37503,90.74,47855,12691,0.9344,61,0.0048,NA,1,0,0,1,0,0,1
1,"App ID-137210","2015 Fall",26,3.15,0,0,43064,30523,15190,0,218.46,51150,22777,0.7306,41,0.0018,NA,1,0,0,0,0,0,0
1,"App ID-137215","2015 Fall",29,3.94,0,0,41484,17500,17500,11011,218.46,51150,22777,0.7306,41,0.0018,NA,1,0,0,0,0,0,0
0,"App ID-137216","2015 Fall",22,3.67,0,0,NA,0,0,0,218.94,50396,9368,0.658,13,0.0014,NA,1,1,0,0,0,0,0
0,"App ID-137229","2015 Fall",0,3.47,0,0,NA,0,0,0,1199.96,81761,20344,0.7236,NA,NA,NA,1,0,0,0,0,0,0
0,"App ID-137231","2016 Fall",0,3.36,0,1,44668,0,0,0,1207.71,35590,5752,0.6594,NA,NA,NA,1,0,0,0,0,0,1
0,"App ID-137257","2014 Fall",20,2.91,NA,0,41484,5000,5000,44674,664.96,66834,53540,0.9463,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-137258","2014 Fall",23,3.64,NA,0,NA,0,0,0,170.46,57636,4421,0.9851,20,0.0045,557,0,0,0,1,0,0,0
1,"App ID-137260","2014 Fall",19,NA,0,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,0,0,0,0,0
0,"App ID-137271","2015 Fall",26,3.1,0,0,NA,0,0,0,6797,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-137296","2015 Fall",24,3.84,0,0,NA,0,0,0,218.94,50396,9368,0.658,13,0.0014,NA,0,0,0,0,0,0,1
0,"App ID-137297","2015 Fall",28,3.86,0,0,43064,16000,16000,0,210.08,119858,30143,0.8417,142,0.0047,3007,1,0,0,0,0,0,1
1,"App ID-137310","2014 Fall",21,3.95,0,0,41484,13000,13000,0,203.97,67893,13752,0.9538,22,0.0016,945,0,1,0,1,0,0,0
1,"App ID-137339","2014 Fall",19,2.81,26,0,41484,0,0,43750,224.95,108128,26181,0.8483,117,0.0045,2147,0,1,1,1,1,0,0
0,"App ID-137341","2014 Fall",26,3.02,67,0,NA,0,0,0,739.48,63979,6961,0.9328,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-137346","2014 Fall",18,NA,73,0,41484,22014,17610,37810,236.07,46736,1109,0.9486,5,0.0045,NA,0,0,1,0,0,0,0
0,"App ID-137370","2015 Fall",24,3.58,77,0,NA,0,0,0,234.01,88734,18729,0.9672,65,0.0035,NA,0,1,1,1,0,0,0
0,"App ID-137385","2015 Fall",21,3.43,68,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,0,1
0,"App ID-137387","2015 Fall",30,3.97,0,0,NA,0,0,0,1442.5,100844,29280,0.6127,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-137390","2015 Fall",25,3.59,69,0,43064,15500,15500,10015,221.82,55827,7160,0.9711,2,3e-04,NA,0,0,0,0,0,0,0
0,"App ID-137414","2015 Fall",26,3.92,83,0,NA,0,0,0,230.71,52517,23011,0.889,33,0.0014,NA,0,0,0,0,0,0,0
1,"App ID-137427","2015 Fall",25,3.42,0,0,43064,14500,14500,0,186.59,76504,36989,0.9383,82,0.0022,NA,0,0,0,0,0,0,0
0,"App ID-137433","2015 Fall",24,2.93,50,0,43064,0,0,42748,229.22,65815,13531,0.8924,25,0.0018,NA,1,0,0,0,1,0,0
1,"App ID-137471","2016 Fall",29,NA,97,1,NA,0,0,0,201.96,71158,27864,0.8703,42,0.0015,2120,1,0,0,0,0,0,1
0,"App ID-137507","2015 Fall",0,3.21,72,0,NA,0,0,0,NA,78216,6138,0.9743,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-137513","2015 Fall",27,3.02,45,0,NA,0,0,0,796.34,45828,14471,0.9339,NA,NA,NA,1,0,0,0,0,0,0
1,"App ID-137545","2016 Fall",29,3.26,80,0,44668,28640,25020,42786,202.22,59304,33945,0.8567,51,0.0015,2120,1,0,1,1,1,0,1
1,"App ID-137551","2015 Fall",25,3.48,78,0,43064,27090,22870,38412,201.96,71158,27864,0.8703,42,0.0015,2551,1,0,0,1,0,0,1
0,"App ID-137694","2015 Fall",23,3.77,83,0,NA,0,0,0,191.5,61881,8145,0.9457,17,0.0021,513,0,0,0,0,0,0,0
1,"App ID-137705","2015 Fall",27,3.67,76,0,43064,20500,20500,27344,178.2,76161,19010,0.9317,41,0.0022,1087,0,0,1,1,0,0,1
0,"App ID-138233","2015 Fall",21,3.3,71,0,43064,13000,13000,0,610.59,44896,12525,0.8529,15,0.0012,NA,0,1,1,1,0,1,1
0,"App ID-138253","2015 Fall",32,3.89,91,0,NA,0,0,0,229.22,65815,13531,0.8924,25,0.0018,NA,0,0,0,0,0,0,0
0,"App ID-138274","2015 Fall",20,3.82,83,0,NA,0,0,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0
1,"App ID-138292","2015 Fall",27,3.79,84,0,41484,21830,21830,30801,3.12,45753,4104,0.9423,58,0.0141,NA,0,0,0,0,0,0,0
0,"App ID-138311","2015 Fall",29,4,96,0,43064,0,0,17356,608.12,62515,45636,0.9113,8,2e-04,NA,0,1,0,0,0,0,0
1,"App ID-138322","2016 Fall",27,4.03,95,0,44668,24780,24780,26092,150.84,44773,25838,0.8779,46,0.0018,NA,1,0,0,0,0,1,1
0,"App ID-138336","2016 Fall",28,3.88,94,0,NA,0,0,0,154.63,46796,20242,0.961,61,0.003,1638,0,0,0,0,1,0,0
0,"App ID-138594","2015 Fall",28,3.91,0,0,43064,0,0,22756,227.3,78919,35273,0.9343,89,0.0025,NA,0,0,0,0,0,0,1
0,"App ID-138600","2015 Fall",30,4,99,0,41484,23750,20750,27173,289.83,56588,4399,0.9882,3,7e-04,478,0,1,0,1,0,0,0
0,"App ID-138608","2016 Fall",29,3.98,95,1,44668,27790,24790,46445,821.15,36818,5011,0.9792,3,6e-04,NA,0,0,0,0,0,0,0
0,"App ID-138619","2015 Fall",29,3.88,88,0,43064,16000,16000,0,369.93,67758,34752,0.8954,38,0.0011,NA,1,0,0,0,0,0,0
1,"App ID-138667","2015 Fall",28,3.85,90,0,43064,20000,20000,34671,179.03,75287,18758,0.952,37,0.002,857,1,0,1,1,0,0,0
0,"App ID-138673","2015 Fall",31,4,98,0,43064,20500,20500,21585,136.44,47324,25172,0.9475,36,0.0014,NA,1,1,0,0,0,0,1
0,"App ID-138676","2016 Fall",35,4.19,0,1,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,0,0,0,0
0,"App ID-138716","2015 Fall",26,3.55,74,0,NA,0,0,0,158.35,59358,7276,0.9736,8,0.0011,436,0,1,0,1,0,0,0
1,"App ID-138729","2015 Fall",33,3.99,99,0,43064,30775,21000,46054,43.02,47039,1240,0.9629,5,0.004,312,1,1,0,0,0,0,1
0,"App ID-138781","2015 Fall",32,3.14,60,0,43064,23698,15500,46054,283.49,65126,53242,0.8189,111,0.0021,NA,0,0,0,0,1,0,0
0,"App ID-139066","2015 Fall",26,3.99,90,0,43064,17500,17500,0,304.69,62524,4588,0.9791,3,7e-04,251,0,1,0,0,0,0,0
0,"App ID-139068","2015 Fall",25,3.45,57,0,NA,0,0,0,44.03,53864,658,0.9179,6,0.0091,156,0,1,0,1,0,0,0
0,"App ID-139121","2015 Fall",27,3.94,99,0,NA,0,0,0,376.69,50574,26354,0.9445,NA,NA,NA,1,0,0,0,0,0,0
0,"App ID-139146","2015 Fall",27,3.92,93,0,NA,0,0,0,230.79,49155,14363,0.7527,17,0.0012,NA,1,0,1,0,0,0,0
0,"App ID-139405","2015 Fall",21,3.38,58,0,43064,25662,21870,37998,128.58,61908,1793,0.9989,3,0.0017,439,1,0,0,0,0,0,0
0,"App ID-139439","2015 Fall",25,3.95,87,0,43064,16000,16000,15930,186.56,42705,15046,0.8806,6,4e-04,NA,1,0,0,1,0,0,1
0,"App ID-139480","2015 Fall",32,3.83,0,0,NA,0,0,0,150.84,44773,25838,0.8779,46,0.0018,NA,1,1,0,1,0,0,0
1,"App ID-139517","2015 Fall",25,3.96,0,0,43064,27620,23890,38074,122.79,58310,7646,0.9912,71,0.0093,NA,0,1,0,0,0,0,0
0,"App ID-139525","2015 Fall",34,4,0,0,NA,0,0,0,206.93,91512,21957,0.9146,91,0.0041,2070,0,0,0,0,0,0,1
0,"App ID-139577","2015 Fall",30,3.81,89,0,NA,0,0,0,601.76,55152,4089,0.9795,2,5e-04,NA,0,0,0,0,0,0,0
0,"App ID-139793","2015 Fall",24,3.2,54,0,43064,0,0,0,211.4,57364,30550,0.7815,79,0.0026,NA,0,1,0,1,0,0,0
0,"App ID-139800","2015 Fall",24,3.63,0,0,43064,18500,18500,23133,224.78,55190,20368,0.8346,28,0.0014,768,0,1,0,1,0,0,1
0,"App ID-139832","2015 Fall",33,3.92,97,0,43064,25010,25010,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,1,0,0,0
0,"App ID-139834","2015 Fall",28,3.99,99,0,43064,16000,16000,8489,160.87,53723,9681,0.9721,50,0.0052,NA,0,1,0,0,0,0,1
0,"App ID-139852","2015 Fall",29,3.91,93,0,NA,0,0,0,207.09,65924,22915,0.7846,77,0.0034,1789,0,1,0,0,0,0,1
0,"App ID-139873","2015 Fall",23,3.78,77,0,NA,0,0,0,136.44,47324,25172,0.9475,36,0.0014,NA,1,1,0,1,0,0,0
0,"App ID-139874","2015 Fall",28,3.99,0,0,NA,0,0,0,22.18,59565,3706,0.9617,48,0.013,223,1,0,1,0,0,0,0
0,"App ID-139894","2015 Fall",22,3.94,86,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,1,0,0,1,0,1
1,"App ID-139896","2015 Fall",32,3.98,93,0,43064,17500,17500,0,610.59,44896,12525,0.8529,15,0.0012,NA,1,0,0,0,0,0,0
0,"App ID-139964","2015 Fall",25,3.64,0,0,NA,0,0,0,75.06,37353,18098,0.8576,29,0.0016,NA,1,1,0,0,0,0,0
0,"App ID-140310","2015 Fall",28,3.96,99,0,43064,0,0,0,718.55,65109,25380,0.9467,19,7e-04,NA,0,0,0,0,0,0,0
0,"App ID-140323","2015 Fall",21,3.53,61,0,43064,0,0,46054,77.4,40417,323,0.9164,NA,NA,172,0,0,0,0,0,1,1
0,"App ID-140585","2016 Fall",24,3.98,97,0,NA,0,0,0,186.59,76504,36989,0.9383,82,0.0022,NA,0,0,0,0,0,0,0
1,"App ID-140596","2015 Fall",23,3.49,60,0,43064,23080,22950,33274,43.46,52268,16639,0.9237,179,0.0108,737,1,1,0,0,0,0,0
0,"App ID-140709","2015 Fall",34,3.85,97,0,NA,0,0,0,218.47,45660,42928,0.5512,73,0.0017,NA,1,1,0,1,0,0,0
1,"App ID-140728","2015 Fall",26,3.93,93,0,43064,17500,17500,8836,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,1,1,1
0,"App ID-140736","2015 Fall",27,3.97,99,0,NA,0,0,0,102.49,46102,4121,0.9677,11,0.0027,NA,0,1,0,0,0,0,0
0,"App ID-140740","2016 Fall",25,3.1,30,1,NA,0,0,0,668.65,62631,16944,0.9349,2,1e-04,NA,0,0,0,1,0,1,1
1,"App ID-140750","2015 Fall",31,3.94,0,0,43064,25660,25170,41467,128.09,48178,29469,0.9582,105,0.0036,NA,0,1,0,0,0,0,1
0,"App ID-140977","2015 Fall",25,3.77,87,0,43064,0,0,0,37.95,49727,5149,0.8679,79,0.0153,266,0,0,0,1,0,0,0
0,"App ID-141000","2015 Fall",34,3.97,97,0,43064,23000,23000,0,176.95,43330,24959,0.9217,27,0.0011,NA,0,0,0,0,0,0,0
1,"App ID-141012","2015 Fall",24,3.32,46,0,43064,25670,21970,38002,215.07,61448,39628,0.8198,139,0.0035,1840,1,0,0,0,0,0,0
0,"App ID-141014","2015 Fall",31,4,99,0,NA,0,0,0,117.03,53818,7935,0.9442,29,0.0037,NA,1,1,0,1,0,1,1
0,"App ID-141019","2015 Fall",27,3.83,87,0,NA,0,0,0,196.6,58218,7006,0.977,20,0.0029,498,0,0,0,0,0,0,0
0,"App ID-141095","2015 Fall",23,3.56,71,0,NA,0,0,0,280.99,58877,7170,0.9838,3,4e-04,NA,1,1,0,0,0,0,0
1,"App ID-141105","2015 Fall",31,3.97,99,0,43064,18500,18500,0,229.64,46354,47040,0.9093,56,0.0012,1007,0,1,0,1,0,1,1
1,"App ID-141109","2015 Fall",25,3.83,0,0,43064,9647,2560,41128,107.98,44548,2784,0.9781,16,0.0057,183,1,0,0,0,0,0,0
0,"App ID-141112","2015 Fall",30,3.86,0,0,NA,0,0,0,41.28,66250,390,0.9385,2,0.0051,NA,0,0,0,1,0,0,0
1,"App ID-141132","2015 Fall",25,3.98,94,0,43064,20660,20660,24896,193.83,42714,2131,0.9934,NA,NA,NA,0,1,0,0,0,0,1
0,"App ID-141165","2015 Fall",31,3.96,99,0,NA,0,0,0,482.16,60296,27221,0.955,1,0,NA,0,0,0,0,0,0,0
0,"App ID-141167","2015 Fall",25,3.93,88,0,43064,27538,22060,38160,59.25,57331,6338,0.9432,76,0.012,413,0,0,0,0,0,0,1
0,"App ID-141172","2015 Fall",26,3.88,92,0,NA,0,0,0,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,0,0,0
1,"App ID-141186","2015 Fall",23,3.47,66,0,43064,22290,22290,34296,127.08,51473,31027,0.915,26,8e-04,NA,0,1,0,1,0,0,0
0,"App ID-141213","2016 Fall",24,3.9,89,1,44668,16500,16500,11079,43.46,52268,16639,0.9237,179,0.0108,NA,0,0,0,0,0,1,1
0,"App ID-141240","2015 Fall",24,3.65,71,0,NA,0,0,0,284.04,70886,23643,0.9252,35,0.0015,NA,0,0,0,0,0,0,0
0,"App ID-141266","2016 Fall",23,3.78,82,1,44668,26600,23600,32268,211.4,57364,30550,0.7815,79,0.0026,NA,0,0,0,0,1,0,1
0,"App ID-141269","2015 Fall",28,3.88,0,0,NA,0,0,0,149.24,75050,17801,0.9389,94,0.0053,NA,0,1,0,0,0,0,0
1,"App ID-141342","2015 Fall",20,3,34,0,43064,28141,18940,40315,157.23,54271,3259,0.973,2,6e-04,215,1,1,0,0,0,0,0
0,"App ID-141608","2016 Fall",27,3.44,55,1,44668,25696,16500,47758,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,0,0,0,0,0
0,"App ID-141612","2015 Fall",28,3.91,0,0,NA,0,0,0,242.43,62681,21918,0.956,17,8e-04,NA,0,0,0,0,0,0,1
0,"App ID-141715","2015 Fall",26,3.8,78,0,NA,0,0,0,820.61,45163,49792,0.9537,44,9e-04,NA,0,0,0,0,0,0,1
0,"App ID-141768","2015 Fall",26,3.24,78,0,41484,23000,20000,37134,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1
