"Year","Royal15","Summer","Countdown","Number.Campus.Visits.y","Award.Status","Total.Gift","Gross.Need","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Final.Status","Made.Deposit","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","FAFSA","Zip.Admits.TY","Zip.Admits.TY.Pct","App.Before.Nov","ACT.Low","ACT.High","GPA.Low","GPA.High","HSP.Low","HSP.High","Distance.Low","Distance.High"
"2015 Fall",0,0,0,0,"0",0,0,36.909,28.398,87,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,1,"0.352137474470033",0,1,0,0,0,1,0,0,1
"2015 Fall",0,0,0,1,"1",16,5.887,48.438,0.739,94.32,1,14,NA,0,0,1,0,0,0,0,0,0,1,1,"13.531799729364",0,1,0,0,1,0,1,1,0
"2015 Fall",0,0,0,1,"1",23.79,30.088,53.139,41.737,90.84,951,228,1356,0,0,1,0,0,0,0,0,0,1,49,"11.7401825718188",0,0,0,0,0,0,0,1,0
"2015 Fall",0,0,0,1,"1",26.292,40.812,59.304,33.945,85.67,51,15,NA,1,0,1,1,0,0,0,0,1,1,4,"1.17837678597732",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,88.246,33.316,91.12,67,20,NA,0,0,0,0,0,0,0,0,0,0,8,"2.40124864929763",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"1",26.6,31.014,80.714,21.123,87.79,88,42,3060,0,1,1,1,0,0,1,0,0,1,1,"0.47341760166643",1,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,126.889,9.73,21.63,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,"1.02774922918808",1,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,42.057,70.65,40.56,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,"0.141542816702052",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,48.358,26.638,61.536,20.07,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,"0.16250650026001",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"1",26.265,48.188,44.965,85.647,63.21,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,1,"0.116758321949397",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,43.241,74.812,53.482,7.31,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,1,"0.186978796604465",0,1,0,1,0,1,0,0,1
"2015 Fall",0,1,0,1,"0",0,38.676,32.429,7.495,96.26,NA,NA,NA,0,0,0,0,1,1,0,0,0,1,1,"1.33422281521014",0,1,0,0,0,0,0,0,1
"2016 Fall",0,0,0,4,"0",0,0,42.616,48.506,86.27,521,107,NA,1,0,0,0,0,0,1,0,0,0,40,"8.24640250690636",1,0,0,0,0,0,0,1,0
"2016 Fall",0,0,0,1,"0",0,0,55.396,5.635,98.86,22,39,NA,0,0,0,1,0,0,0,0,0,0,10,"17.7462289263532",1,0,0,0,1,1,0,0,0
"2015 Fall",0,1,0,1,"1",26.946,0,47.969,1.93,95.65,1,5,225,0,0,0,0,1,1,0,0,0,1,1,"5.18134715025907",0,0,0,0,0,0,0,0,0
"2016 Fall",1,0,0,1,"1",30,42.223,66.172,31.429,93.49,607,193,NA,0,0,0,1,0,0,0,1,1,1,54,"17.1815838874924",0,0,0,0,1,0,1,1,0
"2015 Fall",0,0,0,0,"1",18.75,27.54,52.517,23.011,88.9,33,14,NA,0,0,0,1,0,0,0,0,0,1,4,"1.73829907435574",0,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",20.86,0,57.549,28.73,94.47,94,33,NA,0,0,0,1,0,0,0,0,0,1,7,"2.43647754959972",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",26.33,38.972,87.267,39.947,82.34,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,"0.250331689488572",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",25.696,0,39.835,4.806,97,30,62,372,1,1,0,0,0,0,0,0,1,1,5,"10.4036620890553",0,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",28.069,41.704,45.357,1.207,93.21,14,116,NA,1,1,0,1,1,1,0,0,0,1,1,"8.28500414250207",0,1,0,0,0,1,0,1,0
"2015 Fall",0,0,0,0,"0",0,0,52.069,18.423,93.92,36,20,809,0,1,0,0,0,0,0,0,0,0,3,"1.62839928350432",0,1,0,0,0,0,0,0,0
"2015 Fall",0,0,0,0,"1",27.6,40.593,48.309,8.848,97.77,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,"1.13019891500904",0,1,0,0,1,0,1,0,1
"2016 Fall",1,0,0,1,"0",0,0,56.445,1.47,94.49,1,7,NA,1,0,0,1,0,0,0,0,0,0,1,"6.80272108843537",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"1",24.49,36.067,69.383,28.728,90.95,310,108,6335,0,0,0,0,0,0,0,0,0,1,22,"7.65803397382345",0,0,0,0,0,0,0,1,0
"2015 Fall",0,1,0,2,"1",20.98,23.842,49.628,15.523,88.47,38,24,NA,0,1,0,1,1,1,0,0,0,1,4,"2.57682149069123",0,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,2,"0",0,0,61.131,4.825,98.38,36,75,446,0,1,1,1,0,0,0,0,0,0,3,"6.21761658031088",0,0,0,0,1,0,1,0,0
"2015 Fall",0,1,0,1,"1",30.855,0,48.204,19.048,91.75,8,4,NA,0,0,0,0,1,1,1,0,0,1,3,"1.57496850062999",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",15,1.124,69.136,23.214,96.99,84,36,1626,1,0,0,0,0,0,0,1,1,1,14,"6.03084345653485",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",23.338,45.044,76.813,8.884,95.36,23,26,438,0,0,0,0,0,0,0,0,0,1,1,"1.12561909049977",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,48.561,6.006,91.89,11,18,439,0,0,1,0,0,0,1,0,1,0,2,"3.33000333000333",0,1,0,0,0,0,0,0,0
"2015 Fall",0,1,0,0,"1",25.937,41.172,30.52,16.148,33.17,1,1,NA,0,0,0,1,1,1,1,0,0,1,3,"1.85781520931385",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",21.04,23.384,53.139,41.737,90.84,951,228,1356,0,0,1,1,0,0,0,0,0,1,49,"11.7401825718188",0,0,0,0,0,0,0,1,0
"2015 Fall",0,0,0,0,"0",0,0,49.286,1.218,97.04,NA,NA,62,0,0,0,0,0,0,0,0,0,0,1,"8.21018062397373",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"1",15.5,10.786,52.353,0.526,98.1,2,38,NA,0,0,1,1,0,0,0,0,1,1,1,"19.0114068441065",0,1,0,0,0,0,1,0,1
"2015 Fall",0,0,0,0,"0",0,0,66.172,31.429,93.49,607,193,NA,0,1,0,1,0,0,0,0,0,0,33,"10.4998568201343",0,1,0,0,0,1,0,1,0
"2015 Fall",0,0,0,0,"0",0,46.484,87.426,55.285,87.15,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,"0.180880889933978",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,76.62,5.074,93.65,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"1.97083169097359",0,0,0,0,1,0,1,0,1
"2016 Fall",0,1,0,3,"1",31.537,47.662,92.392,46.901,93.83,111,24,1614,1,0,0,0,1,1,0,0,1,1,11,"2.34536577045266",1,0,0,0,0,0,0,0,0
"2016 Fall",0,0,1,1,"0",0,0,75.05,17.801,93.89,94,53,NA,1,0,1,0,0,1,0,0,0,0,13,"7.30296050783664",1,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",19.31,0,52.308,31.616,89.02,8,3,NA,0,0,0,1,0,0,0,0,0,1,1,"0.316295546558704",0,0,0,0,0,1,0,0,1
"2016 Fall",1,1,0,1,"0",0,45.655,49.727,5.149,86.79,79,153,266,1,0,0,0,1,1,0,0,1,1,4,"7.76849873761896",0,1,0,1,0,1,0,1,0
"2016 Fall",0,0,0,0,"0",0,0,47.025,30.896,84.62,2,1,NA,0,0,0,0,0,0,0,0,1,0,1,"0.323666494044536",1,0,0,0,1,0,1,0,1
"2015 Fall",0,0,0,1,"0",0,41.324,51.867,24.208,97.52,221,91,1126,0,0,0,1,0,0,0,0,0,1,14,"5.783212161269",0,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,0,"1",24.806,42.033,55.875,1.996,97.8,1,5,NA,0,0,0,0,0,0,0,0,1,1,1,"5.01002004008016",0,0,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,52.11,43.896,38.75,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,"0.227811190085657",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,54.983,16.44,95.09,28,17,1078,0,0,1,0,0,0,0,0,0,0,10,"6.08272506082725",1,1,0,0,1,0,1,0,0
"2015 Fall",0,1,0,2,"1",15.5,0,58.392,26.739,94.06,47,18,626,0,0,0,1,1,1,0,0,0,1,4,"1.49594225662889",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",20.5,26.826,52.467,5.949,83.34,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,"1.68095478231636",0,0,0,0,0,1,0,0,1
"2015 Fall",0,0,0,1,"0",0,0,41.554,31.233,89.77,362,116,1671,0,1,0,1,0,0,0,0,0,0,18,"5.76313514551916",0,1,0,1,0,1,0,1,0
"2015 Fall",0,0,0,0,"0",0,0,52.23,52.435,49.73,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"0.190712310479641",0,1,0,0,0,0,0,0,1
"2015 Fall",0,0,0,1,"1",23.997,46.484,63.69,39.137,55.71,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,1,"0.25551268620487",0,1,0,0,1,0,1,0,1
"2016 Fall",1,0,0,0,"1",16.5,0,54.196,28.037,94.75,35,12,NA,1,1,0,1,0,0,0,0,0,1,4,"1.42668616471092",0,0,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"1",26.086,47.758,49.167,2.025,98.47,NA,NA,186,1,0,1,0,0,0,0,0,0,1,2,"9.87654320987654",1,0,0,0,0,0,0,0,0
"2016 Fall",0,1,0,1,"0",0,0,55.487,27.373,91.71,23,8,NA,1,0,0,1,1,1,0,0,0,0,4,"1.46129397581558",1,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,52.681,12.728,92.69,12,9,522,1,0,0,0,0,0,0,0,1,0,3,"2.35700817096166",1,1,0,0,1,0,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,44.798,9.14,95.5,1,1,NA,1,0,0,0,0,0,0,1,1,0,2,"2.18818380743983",1,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,44.383,64.643,30.674,86.9,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,2,"0.652017995696681",1,1,0,0,1,0,1,0,1
"2016 Fall",0,0,0,0,"0",0,0,36.854,33.406,94.92,5,1,NA,0,1,0,0,0,0,0,1,1,0,3,"0.898042267856074",1,0,0,0,1,0,1,0,1
"2016 Fall",1,0,0,0,"0",0,0,49.517,18.431,93.34,10,5,NA,1,0,0,1,0,0,0,0,1,0,6,"3.25538494927025",0,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,1,"0",0,0,105.997,17.056,96.98,68,40,2750,0,0,0,0,0,0,1,0,0,1,4,"2.34521575984991",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"1",21.52,31.192,57.549,28.73,94.47,94,33,10914,0,1,0,1,0,0,0,0,0,1,7,"2.43647754959972",0,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,0,"1",15.5,37.215,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,0,1,1,NA,0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,2,"1",27.24,36.332,64.278,10.099,93.77,23,23,NA,0,0,0,0,0,0,0,0,1,1,4,"3.96078819685117",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",27.478,38.579,61.854,5.055,95.89,20,40,NA,0,0,1,0,1,1,0,0,0,1,5,"9.89119683481701",0,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,42.616,48.506,86.27,521,107,NA,0,0,0,0,0,0,0,0,0,0,40,"8.24640250690636",1,1,0,1,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,53.931,10.538,95.79,8,8,NA,0,0,0,0,0,0,0,0,1,0,2,"1.89789333839438",0,1,0,0,0,0,0,0,1
"2016 Fall",1,1,0,1,"1",27.289,46.206,48.178,29.469,95.82,105,36,NA,1,0,0,0,1,1,0,0,1,1,14,"4.75075503071024",0,0,0,1,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",15.5,18.62,66.172,31.429,93.49,607,193,NA,0,0,0,0,0,0,0,0,0,1,33,"10.4998568201343",0,0,0,0,0,1,0,1,0
"2015 Fall",0,0,0,1,"1",23.238,46.054,58.31,7.646,99.12,71,93,NA,0,0,0,1,0,0,0,0,0,1,7,"9.15511378498561",0,0,0,1,0,1,0,0,0
"2016 Fall",0,1,0,2,"1",24.85,27.615,72.969,30.76,78.73,79,26,NA,0,0,1,1,1,1,0,0,0,1,4,"1.30039011703511",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,0,"0",0,42.178,96.86,32.453,52.14,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,1,"0.308137922534126",0,1,0,0,0,1,0,0,1
"2015 Fall",0,0,0,0,"0",0,0,60.042,3.585,96.68,2,6,NA,0,0,0,0,0,0,0,0,0,0,1,"2.78940027894003",0,0,0,0,1,0,1,0,0
"2015 Fall",0,1,0,1,"1",26.742,46.254,75,2.908,94.09,25,86,NA,0,0,0,1,0,1,0,0,0,1,3,"10.3163686382393",0,0,0,0,0,0,1,1,0
"2015 Fall",0,0,0,1,"1",10.5,0,101.206,48.915,91.63,160,33,1638,0,0,0,1,0,0,0,0,0,1,7,"1.43105386895635",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,3,"1",19,0,67.734,46.812,90.24,98,21,2157,0,0,0,0,0,1,0,0,0,1,10,"2.13620439203623",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,0,"1",23.75,30.212,56.971,16.41,95.89,24,15,925,0,1,0,0,0,0,0,0,0,1,7,"4.26569165143205",0,0,0,0,1,0,1,0,0
"2015 Fall",0,1,0,0,"1",30.275,46.484,47.311,6.684,85.61,NA,NA,NA,0,0,0,1,1,1,1,0,0,1,1,"1.49611011370437",0,1,0,1,0,1,0,0,1
"2015 Fall",0,0,0,0,"0",0,0,111.098,29.034,69.47,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.344423779017703",0,1,0,0,0,1,0,0,1
"2015 Fall",0,1,0,1,"1",24.64,36.382,37.5,0.517,97.1,NA,NA,378,0,0,0,0,1,1,0,0,0,1,2,"38.6847195357834",0,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,50.159,37.55,87.48,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.266311584553928",0,0,0,0,0,1,0,0,1
"2016 Fall",0,1,1,3,"1",22,0,55.219,2.441,98.53,24,98,404,0,0,0,0,1,1,0,1,1,1,3,"12.2900450634986",1,0,0,0,1,0,0,1,0
"2015 Fall",0,0,0,1,"0",0,0,70.886,23.643,92.52,35,15,2625,0,1,0,1,0,0,0,0,0,0,6,"2.53774901662226",0,0,0,0,0,0,1,0,0
"2015 Fall",0,1,0,2,"1",29.275,46.484,79.187,26.432,81.75,NA,NA,NA,0,0,0,1,1,1,1,0,0,1,1,"0.378329297820823",0,1,0,1,0,1,0,0,1
"2016 Fall",1,0,0,1,"0",0,0,44.773,25.838,87.79,46,18,NA,0,0,0,1,0,0,0,1,1,0,7,"2.70918801764843",0,0,1,0,1,0,1,0,0
"2016 Fall",0,0,0,1,"0",0,0,49.628,15.523,88.47,38,24,NA,1,1,0,0,0,0,0,0,1,0,14,"9.01887521741931",1,0,1,0,1,0,1,0,0
"2016 Fall",0,0,0,2,"1",17,0,42.616,48.506,86.27,521,107,NA,1,0,0,0,0,0,1,0,1,1,40,"8.24640250690636",1,0,0,0,1,0,1,1,0
"2016 Fall",1,0,0,1,"1",25.2,0,61.042,1.255,98.57,8,64,1126,0,1,0,0,0,0,0,0,1,1,1,"7.96812749003984",0,1,0,1,0,1,0,0,0
"2016 Fall",0,1,0,0,"1",15.5,0,71.811,17.968,82.36,78,43,1789,1,0,0,1,1,1,0,0,0,1,5,"2.78272484416741",1,0,0,1,0,1,0,0,0
"2016 Fall",0,0,0,1,"0",0,0,45.163,49.792,95.37,44,9,NA,0,0,0,1,0,0,0,0,0,0,5,"1.00417737789203",1,0,0,0,0,0,0,0,1
"2015 Fall",0,0,0,0,"0",0,0,43.912,62.767,82.03,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.159319387576274",0,0,0,0,0,0,0,0,1
"2016 Fall",1,0,0,1,"0",0,0,46.375,25.881,92.69,24,9,NA,0,1,1,0,0,0,0,1,1,0,2,"0.772767667400796",0,1,0,0,1,0,1,0,0
"2015 Fall",0,0,0,0,"0",0,0,78.649,51.823,87.14,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.192964513825907",0,1,0,1,0,1,0,0,1
"2016 Fall",0,1,1,3,"1",3.665,0,66.172,31.429,93.49,607,193,NA,0,0,1,1,1,1,0,1,1,1,54,"17.1815838874924",1,0,0,0,1,0,1,1,0
"2016 Fall",0,0,0,1,"0",0,0,57.5,5.552,96.18,40,72,374,0,0,1,0,0,0,0,0,0,0,6,"10.806916426513",1,0,0,0,1,0,1,0,0
"2016 Fall",0,1,0,6,"1",21,0,56.518,2.83,98.59,13,46,541,1,0,0,1,1,1,0,0,1,1,3,"10.6007067137809",1,0,0,0,1,0,1,0,0
"2016 Fall",0,1,0,1,"1",17,1.176,69.136,23.214,96.99,84,36,1626,0,0,1,1,1,1,0,0,0,1,14,"6.03084345653485",1,1,0,0,0,1,0,0,0
"2016 Fall",0,1,1,2,"1",17,0,53.139,41.737,90.84,951,228,1356,0,1,0,1,1,1,0,1,1,1,63,"15.0945204494813",1,1,0,0,0,0,0,1,0
"2016 Fall",0,1,0,1,"1",17,0,59.908,23.664,92.64,44,19,3275,1,1,0,1,1,1,0,0,0,1,10,"4.22582826233942",1,0,0,0,1,0,1,0,0
"2016 Fall",1,0,0,1,"0",0,32.063,58.44,13.808,93.88,1,1,NA,0,0,0,1,0,0,0,0,0,1,1,"0.724217844727694",0,0,1,0,0,1,0,0,1
"2016 Fall",0,1,1,5,"1",19.5,16.647,91.259,43.051,82.76,120,28,1543,1,1,0,0,1,1,0,1,1,1,6,"1.3936958491092",1,0,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,96.667,19.185,92.08,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,1,"0.521240552514986",0,1,0,0,0,0,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,54.983,16.44,95.09,28,17,1078,1,0,0,0,0,0,0,0,0,0,10,"6.08272506082725",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,38.165,54.268,6.52,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,"0.184270656740621",0,1,0,0,0,0,1,0,0
"2015 Fall",0,1,0,2,"1",15.5,0,45.66,42.928,55.12,73,17,1840,0,1,0,0,1,1,0,0,0,1,6,"1.39768915393217",0,1,0,0,0,0,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,51.867,24.208,97.52,221,91,1126,0,0,0,0,0,0,0,0,1,0,24,"9.91407799074686",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,0,"1",25.826,37.432,61.211,25.504,78.32,79,31,NA,0,0,0,0,0,0,1,0,0,1,9,"3.5288582183187",0,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",20.06,29.786,58.194,4.494,95.86,NA,NA,NA,0,0,0,1,1,1,0,0,0,1,1,"2.22518914107699",0,0,0,0,0,1,0,0,1
"2015 Fall",0,0,0,2,"1",32.345,36.667,86.442,4.425,89.45,11,25,NA,0,0,1,1,1,1,0,0,0,1,2,"4.51977401129944",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"1",16.86,21.62,92.392,46.901,93.83,111,24,NA,0,0,0,0,0,0,0,0,0,1,21,"4.47751647086416",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,53.139,41.737,90.84,951,228,1356,0,0,0,0,0,0,0,1,1,0,63,"15.0945204494813",0,1,0,0,0,1,0,1,0
"2016 Fall",0,1,0,3,"1",19,18.951,42.616,48.506,86.27,521,107,NA,0,0,1,1,1,1,0,0,1,1,40,"8.24640250690636",1,0,0,0,0,1,0,1,0
"2015 Fall",0,1,0,0,"1",16,0,52.268,16.639,92.37,179,108,737,0,0,0,0,0,1,0,0,0,1,36,"21.6359156199291",0,0,0,0,0,0,0,1,0
"2015 Fall",0,0,0,1,"1",17.5,26.74,99.91,39.598,79.45,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,2,"0.505076013940098",0,1,0,1,0,1,0,0,1
"2015 Fall",0,0,0,1,"1",24.92,36.118,69.136,23.214,96.99,84,36,1626,0,0,1,1,0,0,0,0,0,1,11,"4.73851985870595",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"1",10.5,0,66.172,31.429,93.49,607,193,NA,0,0,1,1,0,0,0,1,1,1,33,"10.4998568201343",0,0,0,1,0,1,0,1,0
"2016 Fall",1,0,0,1,"1",12,0,52.268,16.639,92.37,179,108,737,0,0,0,0,0,0,0,1,1,1,21,"12.620950778292",0,1,0,0,0,1,0,1,0
"2016 Fall",0,0,0,1,"0",0,0,81.023,1.767,98.13,2,11,1111,0,0,0,0,0,0,0,0,1,0,1,"5.65930956423316",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,1,"1",26.132,46.514,44.531,29.623,66.39,47,16,1468,0,0,0,0,0,0,1,0,1,1,7,"2.36302872767782",1,1,0,0,0,0,0,0,0
"2016 Fall",0,0,0,2,"0",0,0,42.771,27.137,50.85,19,7,1468,0,0,0,0,0,0,1,0,1,0,8,"2.94800456940708",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,66.172,31.429,93.49,607,193,NA,0,0,0,0,0,0,0,0,0,0,33,"10.4998568201343",0,1,0,0,0,1,0,1,0
"2015 Fall",0,1,0,2,"1",26.094,0,93.679,16.864,94.13,43,25,NA,0,1,1,1,1,1,0,0,1,1,2,"1.18595825426945",0,0,0,1,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",48.943,46.054,40.921,16.024,85.2,35,22,NA,0,0,0,0,1,1,1,0,0,1,3,"1.87219171243135",0,1,0,0,0,0,0,0,0
"2016 Fall",0,0,0,2,"1",17,0,49.628,15.523,88.47,38,24,NA,0,0,1,1,0,0,0,0,1,1,14,"9.01887521741931",1,0,0,0,0,1,0,0,0
"2016 Fall",0,0,0,1,"0",0,47.758,35.71,25.489,74.62,7,3,NA,0,0,0,0,0,0,1,0,1,1,3,"1.17697830436659",1,1,0,1,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",29.723,0,58.31,7.646,99.12,71,93,NA,0,0,0,0,1,1,0,0,0,1,7,"9.15511378498561",0,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",48.823,0,75.287,18.758,95.2,37,20,857,0,0,0,0,1,1,0,0,0,1,18,"9.59590574688133",0,0,0,0,0,0,0,0,0
"2016 Fall",0,0,0,4,"1",21.5,10.424,76.504,36.989,93.83,82,22,NA,1,0,1,0,0,0,0,1,1,1,8,"2.1628051582903",1,0,0,0,0,0,1,0,0
"2015 Fall",0,0,0,1,"0",0,0,80.609,49.911,83.8,142,28,2056,0,0,0,1,0,0,0,0,0,0,12,"2.40427961771954",0,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,52.268,16.639,92.37,179,108,737,0,0,0,1,0,0,0,0,1,0,36,"21.6359156199291",0,0,0,0,1,0,1,1,0
"2016 Fall",1,0,0,0,"0",0,0,70.984,7.208,98.77,15,21,568,0,0,0,1,0,0,0,0,1,0,2,"2.77469478357381",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,2,"1",25.71,26.511,91.259,43.051,82.76,120,28,1715,1,0,0,0,0,0,0,0,1,1,6,"1.3936958491092",1,0,1,0,1,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,46.132,22.99,86.33,137,60,NA,0,0,0,0,0,0,0,0,1,0,21,"9.13440626359287",1,1,0,0,1,0,0,0,0
"2016 Fall",0,1,1,1,"1",29.601,47.758,76.161,19.01,93.17,41,22,1087,1,0,0,0,1,1,0,1,1,1,4,"2.10415570752236",1,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,51.62,27.207,79.9,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,3,"1.10265740434447",0,1,0,0,0,1,0,0,1
"2016 Fall",0,1,0,4,"0",0,0,71.803,12.123,97.95,16,13,1111,1,0,0,1,1,1,1,0,1,1,5,"4.1243916522313",1,0,0,0,0,1,0,0,0
"2016 Fall",0,1,0,1,"1",13,13.268,80.609,49.911,83.8,142,28,2056,1,0,0,0,1,1,0,0,0,1,17,"3.40606279176935",1,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",31.853,0,59.565,3.706,96.17,48,130,223,0,1,0,1,1,1,0,0,0,1,7,"18.8882892606584",0,1,0,0,1,0,0,1,0
"2016 Fall",0,0,0,1,"0",0,0,65.924,22.915,78.46,77,34,1789,0,0,0,1,0,0,0,0,1,1,9,"3.9275583678813",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,29.648,46.265,2.15,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,"0.216146114773587",0,1,0,0,0,0,0,0,1
"2016 Fall",0,1,0,4,"1",28.598,34.384,70.573,16.947,95.26,37,22,NA,1,0,1,0,1,1,0,0,0,1,5,"2.95037469758659",1,0,0,0,1,1,0,0,0
"2016 Fall",0,0,0,2,"1",27.564,44.904,46.275,3.115,96.69,5,16,176,0,0,0,1,0,0,0,0,1,1,1,"3.21027287319422",1,0,0,0,1,0,1,0,0
"2015 Fall",0,1,0,1,"0",0,0,60.327,8.79,97.11,18,20,626,0,1,0,1,1,1,0,0,0,0,1,"1.13765642775882",0,0,0,0,0,0,0,0,0
"2016 Fall",0,0,0,0,"1",16.5,0,33.695,3.922,97.42,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,"2.54971953085161",0,0,0,0,1,0,1,0,1
"2016 Fall",1,0,0,0,"0",0,45.225,29.812,37.871,66.91,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,1,"0.264054289561934",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,61.25,16.126,91.39,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,1,"0.6201165819174",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,81.875,27.654,89.55,63,23,2017,0,0,0,0,0,0,0,0,0,0,8,"2.89289072105301",0,1,0,0,0,1,0,0,0
