"Final.Status","ID","Year","ACT","GPA","Royal15","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Density","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","ACT.High","ACT.Low","GPA.High","GPA.Low","Distance.High","Distance.Low"
0,"App ID-100371","2014 Fall",28,4,0,149.24,75050,17801,0.9389,0.0053,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-100460","2014 Fall",27,3.95,0,156.28,48182,5341,0.8884,0.0026,0,0,0,0,1,0,0,0,0,1,0,0,0
0,"App ID-100467","2014 Fall",26,3.93,0,196.64,52650,2878,0.9764,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-100483","2014 Fall",28,3.93,0,167.76,67734,46812,0.9024,0.0021,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"App ID-100553","2014 Fall",28,3.88,0,6.17,69383,28728,0.9095,0.0108,0,0,0,1,0,0,0,0,0,0,0,0,1
1,"App ID-100653","2014 Fall",25,3.51,0,6.17,69383,28728,0.9095,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"App ID-100654","2014 Fall",26,3.95,0,2.66,41554,31233,0.8977,0.0116,0,0,0,0,1,0,0,0,0,1,0,0,1
1,"App ID-100733","2014 Fall",23,2.68,0,128.09,48178,29469,0.9582,0.0036,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-101588","2014 Fall",31,3.88,1,6.17,69383,28728,0.9095,0.0108,0,0,0,0,0,1,1,1,0,0,0,0,1
0,"App ID-101717","2014 Fall",29,4,0,59.25,57331,6338,0.9432,0.012,0,1,0,0,0,0,0,0,0,1,0,0,1
1,"App ID-101822","2014 Fall",29,3.67,1,39.62,55219,2441,0.9853,0.0098,0,0,0,1,0,0,1,0,0,0,0,0,1
1,"App ID-102143","2014 Fall",29,3.44,0,154.63,46796,20242,0.961,0.003,1,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-102185","2014 Fall",21,3.51,0,238.96,70281,29612,0.9469,0.0012,1,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-102637","2014 Fall",31,4,0,87.53,56719,2226,0.982,0.0013,1,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-102646","2014 Fall",28,3.94,0,140.89,55396,5635,0.9886,0.0039,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-102798","2014 Fall",30,4,0,255.52,57604,3219,0.9699,0.0053,0,0,0,0,0,0,0,1,0,1,0,0,0
0,"App ID-102809","2014 Fall",28,3.9,0,303.68,42126,14899,0.626,2e-04,1,1,0,0,0,1,1,0,0,0,0,1,0
0,"App ID-102884","2014 Fall",21,3.03,0,63.77,51731,3111,0.9576,0.0116,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-102913","2014 Fall",19,3.29,0,178.2,76161,19010,0.9317,0.0022,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-102915","2014 Fall",18,3.53,0,189.02,77425,28439,0.9275,0.005,0,0,0,0,0,0,1,0,1,0,0,0,0
1,"App ID-102919","2014 Fall",25,3.76,0,201.21,47368,2816,0.9673,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-103025","2014 Fall",24,3.79,0,202.67,50020,16754,0.8314,0.0012,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-103354","2014 Fall",28,3.81,0,122.79,58310,7646,0.9912,0.0093,0,0,0,1,0,0,0,0,0,0,0,0,0
1,"App ID-103356","2014 Fall",26,3.98,0,91.71,49515,17287,0.9498,0.0027,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"App ID-103390","2014 Fall",19,2.94,0,200.45,92392,46901,0.9383,0.0024,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-103537","2014 Fall",20,3.31,0,248.76,53636,12141,0.9795,0.0012,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-103584","2014 Fall",21,3.79,0,201.1,100777,21210,0.7743,0.0053,0,1,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-103988","2014 Fall",23,3.44,0,438.21,55045,3165,0.964,4e-04,0,0,0,0,0,0,0,0,1,0,0,1,0
1,"App ID-104024","2014 Fall",23,3.42,0,90.74,47855,12691,0.9344,0.0048,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-104405","2014 Fall",30,3.48,0,207.93,64179,28585,0.8073,0.0033,0,0,0,0,0,0,0,1,0,0,0,0,0
0,"App ID-104454","2014 Fall",28,3.47,0,219.02,95024,28035,0.8301,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-104569","2014 Fall",20,3.48,1,173.52,49628,15523,0.8847,0.0024,0,0,0,1,0,0,1,0,1,0,0,0,0
0,"App ID-104690","2014 Fall",21,3.56,0,160.87,53723,9681,0.9721,0.0052,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-104703","2014 Fall",24,3.64,0,200.45,92392,46901,0.9383,0.0024,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-104917","2014 Fall",32,3.67,0,635.17,77639,26471,0.9128,2e-04,0,0,0,1,0,0,0,1,0,0,0,1,0
1,"App ID-105037","2014 Fall",20,3.16,0,117.03,53818,7935,0.9442,0.0037,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-105091","2014 Fall",24,3.67,0,160.35,42540,2454,0.9377,0.0029,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-105138","2015 Fall",26,3.91,0,102.59,61625,1202,0.8968,0.0033,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-105141","2015 Fall",21,3.31,0,102.59,61625,1202,0.8968,0.0033,0,0,0,0,0,0,1,0,1,0,0,0,0
0,"App ID-105161","2014 Fall",23,3.75,0,189.02,77425,28439,0.9275,0.005,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-105171","2014 Fall",22,3.37,0,229.64,46354,47040,0.9093,0.0012,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-105176","2014 Fall",20,3.22,0,218.46,51150,22777,0.7306,0.0018,0,0,0,0,1,0,0,0,1,0,0,0,0
0,"App ID-105193","2014 Fall",16,3.33,0,212.26,45935,12852,0.7323,0.0019,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-105270","2014 Fall",33,4,0,229.22,65815,13531,0.8924,0.0018,1,0,0,1,0,0,0,1,0,1,0,0,0
0,"App ID-105288","2014 Fall",22,3.1,1,203.3,73100,32771,0.5458,0.0015,0,0,0,0,1,0,1,0,1,0,0,0,0
0,"App ID-105294","2014 Fall",23,3.81,0,180.53,72725,16022,0.9701,0.0017,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-105360","2014 Fall",21,3.25,0,596.35,42500,9280,0.9658,0.0013,0,1,0,0,0,0,0,0,1,0,0,1,0
0,"App ID-105362","2014 Fall",22,3.09,0,596.35,42500,9280,0.9658,0.0013,0,1,0,0,0,0,0,0,1,0,0,1,0
0,"App ID-105375","2014 Fall",21,2.82,0,146.11,46132,22990,0.8633,0.006,0,0,0,1,0,0,0,0,1,0,1,0,0
1,"App ID-105410","2014 Fall",24,3.96,0,230.44,74441,3657,0.9467,8e-04,1,1,0,0,0,0,0,0,1,1,0,0,0
0,"App ID-105416","2014 Fall",21,3.09,0,3.65,66172,31429,0.9349,0.0193,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-105496","2014 Fall",22,3.22,0,715,58094,7550,0.9192,8e-04,0,0,0,1,0,0,0,0,1,0,0,1,0
0,"App ID-105505","2014 Fall",27,4,0,689.09,57602,19259,0.9673,8e-04,1,0,0,0,0,0,0,0,0,1,0,1,0
0,"App ID-105593","2014 Fall",24,2.97,0,718.55,65109,25380,0.9467,7e-04,0,0,0,1,0,0,0,0,1,0,1,1,0
1,"App ID-105618","2014 Fall",32,3.49,0,941.15,38415,6259,0.9415,4e-04,1,0,0,1,0,0,0,1,0,0,0,1,0
0,"App ID-105635","2014 Fall",33,4,0,786.28,39265,1609,0.9397,0.0019,0,0,0,0,0,0,0,1,0,1,0,1,0
0,"App ID-105699","2014 Fall",23,3.45,0,216.08,84662,21393,0.9231,0.0017,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-105704","2014 Fall",22,3.38,0,0.64,53139,41737,0.9084,0.0228,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-105715","2014 Fall",23,3.75,0,91.71,49515,17287,0.9498,0.0027,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-105717","2014 Fall",22,2.92,0,204.46,105997,17056,0.9698,0.004,1,0,0,0,0,0,0,0,1,0,1,0,0
0,"App ID-105843","2014 Fall",23,2.93,0,202.22,59304,33945,0.8567,0.0015,0,0,0,0,0,0,0,0,1,0,1,0,0
1,"App ID-105867","2014 Fall",28,3.87,0,820.61,45163,49792,0.9537,9e-04,0,0,0,0,0,0,0,0,0,0,0,1,0
0,"App ID-105934","2015 Fall",19,2.97,0,175.95,56971,16410,0.9589,0.0015,0,1,0,1,0,0,0,0,1,0,1,0,0
1,"App ID-105967","2014 Fall",27,3.75,0,3.65,66172,31429,0.9349,0.0193,0,0,0,1,0,0,0,0,0,0,0,0,1
1,"App ID-106095","2014 Fall",25,3.23,0,99.77,39835,4806,0.97,0.0062,0,1,0,1,0,0,0,0,0,0,0,0,0
1,"App ID-106115","2014 Fall",27,3.5,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,1
0,"App ID-106125","2014 Fall",20,3.28,0,240.29,68239,24933,0.882,0.0043,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-106168","2014 Fall",20,3.45,0,307.84,94505,4425,0.9028,0.0013,0,0,0,1,0,0,0,0,1,0,0,1,0
0,"App ID-106310","2014 Fall",22,3.35,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,1,1,0,1,0,0,0,1
1,"App ID-106311","2014 Fall",25,3.16,0,0.64,53139,41737,0.9084,0.0228,1,0,0,1,0,1,1,0,0,0,0,0,1
0,"App ID-106314","2014 Fall",20,3.29,0,145.87,64278,10099,0.9377,0.0023,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-106317","2014 Fall",29,3.95,0,1207.19,70738,28482,0.8888,6e-04,1,0,0,0,0,0,1,0,0,1,0,1,0
0,"App ID-106415","2014 Fall",23,3.75,0,136.7,61131,4825,0.9838,0.0075,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-106420","2014 Fall",20,3.02,0,73.7,49018,36448,0.906,0.0045,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-106424","2014 Fall",22,3.56,0,158.35,59358,7276,0.9736,0.0011,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-106426","2014 Fall",24,3.83,0,231.03,58061,41763,0.9148,9e-04,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-106427","2014 Fall",21,2.79,0,232.16,88246,33316,0.9112,0.002,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-106491","2014 Fall",26,2.63,0,229.64,46354,47040,0.9093,0.0012,0,0,0,1,0,0,0,0,0,0,1,0,0
0,"App ID-106494","2014 Fall",22,3.32,0,202.61,51143,3293,0.9736,0.0015,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-106496","2014 Fall",20,3.91,0,90.74,47855,12691,0.9344,0.0048,0,0,0,1,0,0,0,0,1,1,0,0,0
1,"App ID-106503","2014 Fall",27,3.51,0,217.99,70106,38611,0.9219,0.0019,0,1,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-106507","2014 Fall",29,2.94,0,227.3,78919,35273,0.9343,0.0025,1,0,0,0,0,0,0,0,0,0,1,0,0
0,"App ID-106508","2014 Fall",29,4,0,68.53,44007,2965,0.9636,0.0098,0,0,0,0,0,0,0,0,0,1,0,0,1
0,"App ID-106510","2014 Fall",27,3.81,0,283.49,65126,53242,0.8189,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-106512","2014 Fall",26,3.32,0,154.63,49545,1760,0.9869,0.0051,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-106513","2014 Fall",23,3.36,0,198.31,90286,9991,0.944,9e-04,0,0,0,0,1,0,0,0,1,0,0,0,0
0,"App ID-106514","2014 Fall",24,3.87,0,202.61,51143,3293,0.9736,0.0015,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-106515","2014 Fall",22,3.27,0,680.05,47222,1627,0.9668,7e-04,0,1,0,1,0,0,0,0,1,0,0,1,0
0,"App ID-106529","2014 Fall",21,3.45,0,90.74,47855,12691,0.9344,0.0048,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-106532","2014 Fall",23,2.65,0,149.24,75050,17801,0.9389,0.0053,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-106535","2014 Fall",31,4,0,0.64,53139,41737,0.9084,0.0228,0,0,0,1,0,0,0,1,0,1,0,0,1
1,"App ID-106536","2014 Fall",24,3.94,0,175.95,56971,16410,0.9589,0.0015,0,0,0,0,0,0,0,0,1,1,0,0,0
0,"App ID-106538","2014 Fall",26,3.84,0,90.74,47855,12691,0.9344,0.0048,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-106543","2014 Fall",27,3.83,0,200.45,92392,46901,0.9383,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-106544","2014 Fall",23,3.43,0,179.03,75287,18758,0.952,0.002,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-106549","2014 Fall",28,3.11,0,215.51,64709,44095,0.8363,0.0024,0,0,0,0,1,0,0,0,0,0,0,0,0
0,"App ID-106556","2014 Fall",18,3.39,0,179.03,75287,18758,0.952,0.002,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-120950","2014 Fall",20,3.8,0,152.83,52693,32895,0.849,0.0019,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-120951","2014 Fall",29,3.88,0,221.06,98596,31003,0.9154,0.0026,1,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-120956","2014 Fall",21,3.28,0,200.45,92392,46901,0.9383,0.0024,0,0,0,0,0,0,1,0,1,0,0,0,0
1,"App ID-120958","2014 Fall",25,3.69,0,219.29,70573,16947,0.9526,0.0022,1,0,0,0,0,0,1,0,0,0,0,0,0
1,"App ID-120960","2014 Fall",24,3.35,0,1232.06,79342,18611,0.8502,4e-04,0,0,0,1,0,0,0,0,1,0,0,1,0
0,"App ID-120962","2014 Fall",22,3.14,0,219.02,95024,28035,0.8301,0.0027,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-120963","2014 Fall",28,3.96,0,216.72,58392,26739,0.9406,0.0018,0,0,0,1,0,0,0,0,0,1,0,0,0
0,"App ID-120964","2014 Fall",28,3.53,0,207.49,78141,25954,0.9145,0.0033,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-120966","2014 Fall",28,3.83,0,208.15,50000,16616,0.983,9e-04,1,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-120967","2014 Fall",32,3.97,0,218.11,76850,27560,0.8872,0.0026,1,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-120969","2014 Fall",27,3.95,0,99.81,47772,33463,0.856,0.0036,1,0,0,0,0,0,1,0,0,1,0,0,0
0,"App ID-120973","2014 Fall",24,2.7,0,6532.99,60135,53482,0.1869,1e-04,0,0,0,1,1,0,0,0,1,0,1,1,0
1,"App ID-120982","2014 Fall",30,3.05,0,221.06,98596,31003,0.9154,0.0026,0,0,0,0,1,0,0,1,0,0,0,0,0
1,"App ID-120983","2014 Fall",26,3.92,0,84.98,47375,1151,0.987,0.0026,0,1,0,0,0,0,0,0,0,1,0,0,0
1,"App ID-120985","2014 Fall",21,3,0,257.13,54126,28947,0.9082,0.0028,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-121017","2015 Fall",26,3.59,0,1083.4,40172,994,0.9899,4e-04,1,0,0,0,0,0,0,0,0,0,0,1,0
0,"App ID-121280","2015 Fall",25,3.86,0,524.03,40717,27323,0.6282,1e-04,0,0,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-121346","2015 Fall",20,3.59,0,137.73,60035,3011,0.9738,0.004,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-121425","2015 Fall",26,3.4,0,351.88,50181,26117,0.9611,1e-04,0,0,0,0,0,0,0,0,0,0,0,1,0
0,"App ID-121541","2015 Fall",22,3.04,0,244.55,47460,5189,0.9566,0.0012,0,0,0,1,0,1,1,0,1,0,0,0,0
1,"App ID-121551","2015 Fall",24,3.97,0,441.88,49034,26451,0.8804,4e-04,0,0,0,0,0,1,1,0,1,1,0,1,0
1,"App ID-121624","2015 Fall",26,3.91,0,232.16,88246,33316,0.9112,0.002,1,0,0,0,0,1,1,0,0,1,0,0,0
0,"App ID-121632","2015 Fall",33,3.97,0,232.16,88246,33316,0.9112,0.002,1,0,0,1,0,0,0,1,0,1,0,0,0
0,"App ID-121692","2015 Fall",31,3.99,0,211.31,74248,23639,0.9505,0.0017,0,1,1,0,0,0,0,1,0,1,0,0,0
0,"App ID-121715","2015 Fall",28,3.99,0,216.08,84662,21393,0.9231,0.0017,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-121725","2015 Fall",22,3.2,0,192.76,65108,12775,0.9617,5e-04,1,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-121801","2015 Fall",31,4,0,178.78,45802,9534,0.9751,0.0027,1,1,0,0,0,0,1,1,0,1,0,0,0
1,"App ID-121814","2015 Fall",27,3.36,0,225.52,80609,49911,0.838,0.0028,1,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-121821","2015 Fall",23,3.52,0,240.29,68239,24933,0.882,0.0043,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-121829","2016 Fall",26,4.29,0,257.13,54126,28947,0.9082,0.0028,0,0,1,0,0,0,1,0,0,1,0,0,0
1,"App ID-121878","2015 Fall",25,3.05,0,194.35,47055,9502,0.9631,0.0011,0,0,1,1,0,0,0,0,0,0,0,0,0
0,"App ID-121886","2015 Fall",31,3.53,0,229.82,85849,28475,0.8547,0.0024,0,0,0,0,0,0,0,1,0,0,0,0,0
0,"App ID-121920","2015 Fall",25,3.93,0,224.78,55190,20368,0.8346,0.0014,0,0,0,0,0,0,1,0,0,1,0,0,0
0,"App ID-121949","2015 Fall",27,3.67,0,227.3,78919,35273,0.9343,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-121963","2016 Fall",28,2.34,1,220.01,47119,17510,0.8132,0.0022,0,1,0,1,0,0,0,0,0,0,1,0,0
0,"App ID-122052","2015 Fall",28,3.95,0,221.54,43127,56467,0.4714,7e-04,0,0,1,1,0,0,0,0,0,1,0,0,0
1,"App ID-122072","2015 Fall",26,3.86,0,215.59,61465,15405,0.7956,0.004,1,0,1,0,0,1,1,0,0,0,0,0,0
1,"App ID-122085","2015 Fall",26,3.83,0,217.99,70106,38611,0.9219,0.0019,1,0,1,0,0,0,0,0,0,0,0,0,0
0,"App ID-122102","2015 Fall",27,3.83,0,215.07,61448,39628,0.8198,0.0035,1,0,0,1,0,0,0,0,0,0,0,0,0
1,"App ID-122230","2015 Fall",30,2.71,0,224.95,108128,26181,0.8483,0.0045,0,1,1,1,0,1,1,1,0,0,1,0,0
1,"App ID-122242","2015 Fall",32,3.98,0,225.52,80609,49911,0.838,0.0028,1,1,0,0,0,1,1,1,0,1,0,0,0
0,"App ID-122250","2016 Fall",30,3.94,0,225.52,80609,49911,0.838,0.0028,0,1,1,0,0,1,1,1,0,1,0,0,0
0,"App ID-122270","2016 Fall",22,3.83,1,228.02,91259,43051,0.8276,0.0028,0,0,0,0,0,0,1,0,1,0,0,0,0
1,"App ID-122297","2016 Fall",28,3.34,0,213.02,79660,25780,0.8702,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-122298","2015 Fall",24,3.11,0,213.02,79660,25780,0.8702,0.0041,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-122305","2015 Fall",25,3.52,0,215.34,88271,17224,0.8845,0.0038,0,0,0,0,0,1,1,0,0,0,0,0,0
0,"App ID-122312","2015 Fall",31,3.6,0,223.27,65984,28548,0.7984,0.0016,0,0,0,1,0,0,0,1,0,0,0,0,0
1,"App ID-122317","2015 Fall",32,3.96,0,223.27,65984,28548,0.7984,0.0016,0,0,1,1,0,0,0,1,0,1,0,0,0
1,"App ID-122319","2015 Fall",32,3.9,0,223.27,65984,28548,0.7984,0.0016,0,1,1,0,0,0,0,1,0,0,0,0,0
0,"App ID-122337","2014 Fall",27,3.88,0,186.41,89813,10859,0.8246,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-122338","2015 Fall",30,3.92,0,196.6,58218,7006,0.977,0.0029,1,1,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-122373","2015 Fall",28,3.67,0,167.76,67734,46812,0.9024,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-122383","2015 Fall",24,3.57,0,200.45,92392,46901,0.9383,0.0024,1,0,1,0,0,0,0,0,1,0,0,0,0
0,"App ID-122397","2015 Fall",34,3.95,0,200.45,92392,46901,0.9383,0.0024,0,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-122424","2015 Fall",22,3.47,0,222.65,61417,16389,0.783,0.0023,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-122432","2015 Fall",30,3.52,0,179.03,75287,18758,0.952,0.002,0,0,1,0,0,0,0,1,0,0,0,0,0
0,"App ID-122436","2015 Fall",34,3.98,0,199.05,109465,34441,0.8556,0.0045,0,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-122521","2015 Fall",27,3.82,0,201.96,79639,10529,0.5045,0.0013,0,0,1,1,0,0,1,0,0,0,0,0,0
0,"App ID-122527","2016 Fall",19,3.15,0,207.53,104774,20057,0.8963,0.0042,0,0,0,0,0,1,1,0,1,0,0,0,0
1,"App ID-122553","2015 Fall",24,3.13,0,170.46,57636,4421,0.9851,0.0045,0,0,1,1,0,1,1,0,1,0,0,0,0
1,"App ID-122558","2015 Fall",27,3.72,0,94.45,51867,24208,0.9752,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-122561","2015 Fall",23,3.05,0,186.59,76504,36989,0.9383,0.0022,0,0,0,1,0,1,1,0,1,0,0,0,0
0,"App ID-122570","2015 Fall",32,3.4,0,204.46,105997,17056,0.9698,0.004,0,0,1,1,0,1,1,1,0,0,0,0,0
1,"App ID-122715","2015 Fall",24,3.2,0,178.26,54000,18013,0.9533,0.0036,0,0,0,0,0,1,1,0,1,0,0,0,0
0,"App ID-122732","2015 Fall",28,3.79,0,194.93,89805,6141,0.9655,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-122769","2016 Fall",25,3.91,1,175.95,56971,16410,0.9589,0.0015,0,1,0,0,0,1,1,0,0,1,0,0,0
0,"App ID-122773","2015 Fall",31,3.97,0,175.95,56971,16410,0.9589,0.0015,0,0,0,1,0,0,1,1,0,1,0,0,0
1,"App ID-122783","2015 Fall",27,3.87,0,190.01,83460,5672,0.9672,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-122787","2015 Fall",26,3.89,0,192.27,99016,13932,0.9427,0.0024,0,0,0,0,0,1,1,0,0,0,0,0,0
0,"App ID-122814","2015 Fall",28,3.6,0,219.02,95024,28035,0.8301,0.0027,0,1,1,1,0,0,1,0,0,0,0,0,0
1,"App ID-122818","2015 Fall",26,3.38,0,211.78,79174,42276,0.7615,0.0022,1,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-122820","2015 Fall",29,3.74,0,211.78,79174,42276,0.7615,0.0022,1,0,1,0,0,0,0,0,0,0,0,0,0
0,"App ID-122840","2015 Fall",23,3.55,0,184.88,57574,2812,0.9648,0.0011,0,0,1,0,0,0,1,0,1,0,0,0,0
0,"App ID-122849","2015 Fall",27,3.94,0,180.53,72725,16022,0.9701,0.0017,0,0,0,1,0,0,0,0,0,1,0,0,0
0,"App ID-122874","2015 Fall",29,3.34,0,215.68,59464,32976,0.7974,0.0026,1,0,1,1,0,0,0,0,0,0,0,0,0
0,"App ID-122926","2015 Fall",26,3.69,0,210.83,75591,30452,0.8681,0.004,0,1,0,0,0,1,1,0,0,0,0,0,0
0,"App ID-122938","2015 Fall",26,3.35,0,211.4,57364,30550,0.7815,0.0026,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"App ID-122948","2015 Fall",20,2.92,0,218.46,51150,22777,0.7306,0.0018,0,0,0,0,1,0,0,0,1,0,1,0,0
0,"App ID-122981","2015 Fall",25,3.04,0,209.4,61211,25504,0.7832,0.0031,1,0,0,1,0,1,1,0,0,0,0,0,0
0,"App ID-123008","2015 Fall",28,3.71,0,217.44,64815,18470,0.8281,0.0031,0,0,0,0,1,0,0,0,0,0,0,0,0
0,"App ID-123044","2015 Fall",22,3.4,0,205.9,42771,27137,0.5085,7e-04,0,0,0,0,0,1,1,0,1,0,0,0,0
0,"App ID-123139","2015 Fall",17,3.51,0,201.96,79639,10529,0.5045,0.0013,0,0,0,0,1,0,1,0,1,0,0,0,0
0,"App ID-123148","2016 Fall",28,3.63,1,201.1,100777,21210,0.7743,0.0053,0,0,0,0,0,1,1,0,0,0,0,0,0
0,"App ID-123159","2015 Fall",33,4,0,203.14,80714,21123,0.8779,0.0042,1,0,0,0,0,0,0,1,0,1,0,0,0
0,"App ID-123242","2015 Fall",28,3.94,0,154.63,46796,20242,0.961,0.003,0,1,0,1,0,0,0,0,0,1,0,0,0
0,"App ID-123255","2015 Fall",22,3.84,0,150.29,41250,1395,0.9627,0.0014,0,1,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-123256","2015 Fall",31,3.98,0,176.95,35000,933,0.9893,0.0036,1,0,0,0,0,1,1,1,0,1,0,0,0
1,"App ID-123373","2015 Fall",25,3.75,0,283.49,65126,53242,0.8189,0.0021,0,0,1,1,0,0,0,0,0,0,0,0,0
1,"App ID-123446","2015 Fall",30,3.48,0,229.64,46354,47040,0.9093,0.0012,1,0,0,0,0,0,0,1,0,0,0,0,0
1,"App ID-123450","2015 Fall",28,3.79,0,227.8,57415,14305,0.9438,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-123453","2015 Fall",31,3.93,0,276.3,40037,21084,0.9429,0.0017,1,1,0,0,0,1,1,1,0,1,0,0,0
0,"App ID-123488","2015 Fall",31,3.92,0,226.27,62276,3918,0.9788,8e-04,1,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-123497","2015 Fall",27,3.7,0,221.58,71803,12123,0.9795,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-123514","2015 Fall",34,3.99,0,221.13,61356,13875,0.9163,0.0029,1,0,0,0,0,0,0,1,0,1,0,0,0
0,"App ID-123515","2015 Fall",31,3.95,0,221.13,61356,13875,0.9163,0.0029,0,0,0,1,0,0,0,1,0,1,0,0,0
0,"App ID-123576","2015 Fall",25,3.93,0,146.11,46132,22990,0.8633,0.006,0,0,0,1,0,1,1,0,0,1,0,0,0
0,"App ID-123578","2015 Fall",26,3.93,0,146.11,46132,22990,0.8633,0.006,0,0,0,0,0,1,1,0,0,1,0,0,0
0,"App ID-123592","2015 Fall",34,4,0,150.01,47209,3149,0.9879,0.0051,0,0,0,0,0,0,0,1,0,1,0,0,0
