"Final.Status","ID","Year","ACT","GPA","Royal15","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Density","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","ACT.High","ACT.Low","GPA.High","GPA.Low","Distance.High","Distance.Low"
1,"App ID-129445","2014 Fall",21,3.71,0,179.76,59231,4163,0.9337,0.0012,1,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-129457","2014 Fall",22,3.37,0,212.88,66771,18619,0.8638,0.0039,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-129459","2014 Fall",28,3.38,0,186.59,76504,36989,0.9383,0.0022,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-129462","2014 Fall",34,3.89,0,128.09,48178,29469,0.9582,0.0036,0,0,0,1,0,0,0,1,0,0,0,0,0
0,"App ID-129470","2014 Fall",22,3.68,0,178.78,45802,9534,0.9751,0.0027,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-129480","2014 Fall",27,3.95,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,0,1,0,0,1
0,"App ID-129490","2014 Fall",26,3.84,1,178.78,45802,9534,0.9751,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-129499","2014 Fall",32,3.78,0,0.64,53139,41737,0.9084,0.0228,0,0,0,1,0,0,0,1,0,0,0,0,1
0,"App ID-129511","2014 Fall",26,3.85,0,337.15,60889,7489,0.9872,8e-04,0,1,0,0,0,0,0,0,0,0,0,1,0
0,"App ID-129515","2014 Fall",17,2.92,0,559.36,37109,49237,0.5833,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,"App ID-129517","2014 Fall",30,4,0,864.39,53101,15248,0.9715,9e-04,0,1,0,0,0,0,0,1,0,1,0,1,0
0,"App ID-129519","2014 Fall",21,3.16,0,200.45,92392,46901,0.9383,0.0024,1,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-129520","2014 Fall",28,3.75,0,73.7,49018,36448,0.906,0.0045,0,1,0,1,0,0,0,0,0,0,0,0,1
0,"App ID-129521","2014 Fall",23,3.93,0,36.96,59375,1808,0.9253,0.0127,0,1,0,0,0,0,0,0,1,1,0,0,1
0,"App ID-129524","2014 Fall",23,3.5,0,229.79,53140,35856,0.8061,0.001,0,1,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-129530","2014 Fall",22,1.63,0,3.65,66172,31429,0.9349,0.0193,0,0,0,0,0,0,0,0,1,0,1,0,1
0,"App ID-129535","2014 Fall",24,3.99,0,189.73,57549,28730,0.9447,0.0033,1,0,0,0,0,0,0,0,1,1,0,0,0
0,"App ID-129631","2014 Fall",27,4,0,284.07,36462,4344,0.7949,7e-04,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"App ID-129635","2014 Fall",24,3.75,0,189.02,77425,28439,0.9275,0.005,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-129638","2014 Fall",26,3.88,0,74.57,54440,10060,0.9302,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,1
0,"App ID-129642","2014 Fall",24,3.94,0,134.6,48750,1741,0.9454,0.0023,1,0,0,1,0,0,0,0,1,1,0,0,0
0,"App ID-129643","2014 Fall",29,2.89,0,51.75,49280,18677,0.9706,0.0103,0,0,0,1,0,0,0,0,0,0,1,0,1
0,"App ID-129644","2014 Fall",25,3.16,0,221.41,44831,11481,0.9122,0.0027,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-129645","2014 Fall",32,3.04,0,204.46,105997,17056,0.9698,0.004,0,0,0,1,0,0,0,1,0,0,0,0,0
0,"App ID-129646","2014 Fall",25,3.98,0,167.63,52568,3111,0.9579,0.0029,0,1,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-129649","2014 Fall",32,4,0,221.41,44831,11481,0.9122,0.0027,0,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-129655","2014 Fall",29,3.9,0,10.18,89458,3858,0.987,0.014,0,0,0,1,0,0,0,0,0,0,0,0,1
0,"App ID-129656","2014 Fall",23,3.83,0,3746.8,31462,14565,0.3662,1e-04,0,1,0,0,1,0,0,0,1,0,0,1,0
1,"App ID-129874","2015 Fall",30,3.87,0,2.52,42616,48506,0.8627,0.0107,0,0,1,0,0,0,0,1,0,0,0,0,1
0,"App ID-129888","2015 Fall",28,3.6,0,138.1,48387,2945,0.9674,0.0034,1,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-129938","2015 Fall",20,3.69,0,43.46,52268,16639,0.9237,0.0108,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-129940","2015 Fall",21,3.57,0,203.3,73100,32771,0.5458,0.0015,0,0,1,0,1,0,0,0,1,0,0,0,0
0,"App ID-130025","2016 Fall",17,3.04,1,1696.07,33750,15318,0.4422,1e-04,0,0,0,1,1,0,1,0,1,0,0,1,0
1,"App ID-130077","2016 Fall",30,3.94,0,189.72,55577,1345,0.7717,0.0045,0,0,1,0,0,1,1,1,0,1,0,0,0
0,"App ID-130082","2015 Fall",25,3.42,0,200.28,103698,5508,0.972,0.0024,0,1,1,0,0,1,1,0,0,0,0,0,0
0,"App ID-130101","2015 Fall",28,3.69,0,226.36,72600,11060,0.9798,0.001,1,0,0,0,0,0,1,0,0,0,0,0,0
1,"App ID-130104","2014 Fall",27,3.84,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"App ID-130105","2014 Fall",23,3.71,0,109.37,63667,1130,0.9938,0.0018,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-130107","2014 Fall",24,3.42,0,55.14,56563,774,0.8953,0.0078,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-130119","2014 Fall",24,3.26,0,6.17,69383,28728,0.9095,0.0108,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-130123","2014 Fall",19,3.33,0,20.24,80625,611,0.9902,0.0164,0,1,1,0,0,0,0,0,1,0,0,0,1
0,"App ID-130125","2014 Fall",28,3.88,0,1696.07,90410,28225,0.6539,3e-04,0,0,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-130126","2014 Fall",25,2.88,0,240.29,68239,24933,0.882,0.0043,0,1,0,1,0,0,0,0,0,0,1,0,0
0,"App ID-130191","2015 Fall",32,3.96,0,167.76,67734,46812,0.9024,0.0021,0,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-130194","2014 Fall",25,3.86,0,222.82,44858,5936,0.9677,0.0017,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-130196","2014 Fall",23,3.33,0,218.47,45660,42928,0.5512,0.0017,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130200","2014 Fall",26,3.98,0,263.48,74271,362,0.9309,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"App ID-130203","2014 Fall",31,3.98,0,2.66,41554,31233,0.8977,0.0116,0,1,0,1,0,0,0,1,0,1,0,0,1
1,"App ID-130215","2014 Fall",25,3.57,0,2.52,42616,48506,0.8627,0.0107,0,0,0,1,0,0,0,0,0,0,0,0,1
0,"App ID-130225","2015 Fall",27,3.47,0,149.24,75050,17801,0.9389,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-130228","2014 Fall",25,3.83,0,167.08,52425,8836,0.9694,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-130230","2015 Fall",21,3.07,0,204.46,105997,17056,0.9698,0.004,1,1,1,1,0,1,1,0,1,0,0,0,0
1,"App ID-130335","2016 Fall",23,4.05,0,3.12,45753,4104,0.9423,0.0141,0,1,1,0,0,0,1,0,1,1,0,0,1
1,"App ID-130344","2016 Fall",31,4,0,136.44,47324,25172,0.9475,0.0014,1,0,0,1,0,0,0,1,0,1,0,0,0
0,"App ID-130362","2016 Fall",29,3.81,0,207.09,65924,22915,0.7846,0.0034,1,0,0,1,0,1,1,0,0,0,0,0,0
1,"App ID-130403","2015 Fall",23,3.6,0,74.57,54440,10060,0.9302,0.0032,1,0,1,0,0,1,1,0,1,0,0,0,1
0,"App ID-130406","2016 Fall",31,3.93,0,2.66,41554,31233,0.8977,0.0116,1,0,0,1,0,0,0,1,0,1,0,0,1
0,"App ID-130414","2015 Fall",30,3.84,0,128.09,48178,29469,0.9582,0.0036,1,0,0,0,0,0,1,1,0,0,0,0,0
1,"App ID-130422","2015 Fall",31,4,0,149.24,75050,17801,0.9389,0.0053,0,0,1,0,0,1,1,1,0,1,0,0,0
0,"App ID-130441","2014 Fall",26,4,0,39.62,55219,2441,0.9853,0.0098,0,1,0,0,0,0,0,0,0,1,0,0,1
1,"App ID-130444","2014 Fall",28,3.8,0,47.76,52841,1397,0.9613,0.0093,0,0,0,1,0,0,0,0,0,0,0,0,1
0,"App ID-130452","2015 Fall",22,3.89,0,168.51,40000,579,0.9965,0.0024,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130456","2014 Fall",23,3.96,0,68.53,44007,2965,0.9636,0.0098,0,0,0,0,0,0,1,0,1,1,0,0,1
0,"App ID-130467","2014 Fall",27,4,0,2.52,42616,48506,0.8627,0.0107,0,0,0,0,1,0,0,0,0,1,0,0,1
0,"App ID-130474","2014 Fall",25,3.69,0,3.65,66172,31429,0.9349,0.0193,0,1,0,1,0,0,0,0,0,0,0,0,1
1,"App ID-130490","2015 Fall",31,4,0,332.18,86354,23009,0.9136,0.0017,0,1,0,1,0,1,1,1,0,1,0,1,0
1,"App ID-130501","2014 Fall",18,3.13,0,129.55,44059,14938,0.9642,0.0031,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130503","2014 Fall",33,3.96,0,205.27,71811,17968,0.8236,0.0043,0,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-130585","2014 Fall",23,3.81,0,140.89,55396,5635,0.9886,0.0039,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130589","2014 Fall",32,4,0,147.88,64668,8021,0.99,0.0036,0,0,0,0,0,0,0,1,0,1,0,0,0
0,"App ID-130590","2014 Fall",21,3.59,0,213.6,71755,7413,0.9906,0.002,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-130591","2014 Fall",23,3.36,0,156.28,48182,5341,0.8884,0.0026,0,1,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-130636","2014 Fall",17,3.48,0,125.37,48561,6006,0.9189,0.0018,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130637","2014 Fall",31,4,0,417.49,40966,1050,0.9971,0.0019,0,0,0,1,0,0,0,1,0,1,0,1,0
0,"App ID-130645","2014 Fall",21,3.27,0,94.45,51867,24208,0.9752,0.0091,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-130646","2014 Fall",26,3.99,0,734.6,47104,3420,0.9643,3e-04,1,0,0,0,0,0,0,0,0,1,0,1,0
0,"App ID-130652","2015 Fall",35,3.99,0,128.09,48178,29469,0.9582,0.0036,1,1,1,1,0,1,1,1,0,1,0,0,0
0,"App ID-130655","2014 Fall",24,2.95,0,1206.37,24883,71015,0.142,5e-04,0,0,0,0,0,0,0,0,1,0,1,1,0
1,"App ID-130656","2014 Fall",20,2.87,0,106.41,49929,5476,0.9792,0.0091,0,0,0,0,0,0,0,0,1,0,1,0,0
0,"App ID-130674","2014 Fall",23,2.95,0,1194.11,108446,20197,0.797,6e-04,0,0,0,0,1,0,0,0,1,0,1,1,0
0,"App ID-130675","2014 Fall",26,3.73,0,160.87,53723,9681,0.9721,0.0052,0,1,0,1,0,0,0,0,0,0,0,0,0
1,"App ID-130689","2014 Fall",22,2.93,0,140.89,55396,5635,0.9886,0.0039,0,0,0,1,0,0,0,0,1,0,1,0,0
1,"App ID-130693","2014 Fall",23,3.77,0,192.76,65108,12775,0.9617,5e-04,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-130694","2014 Fall",20,2.64,0,904.35,73249,49446,0.9017,8e-04,0,0,0,1,0,0,0,0,1,0,1,1,0
0,"App ID-130819","2015 Fall",23,3.76,0,2.52,42616,48506,0.8627,0.0107,1,1,0,0,0,1,1,0,1,0,0,0,1
0,"App ID-130834","2014 Fall",32,3.47,1,150.84,44773,25838,0.8779,0.0018,0,0,0,0,0,1,1,1,0,0,0,0,0
0,"App ID-131079","2016 Fall",22,3.38,1,257.13,54126,28947,0.9082,0.0028,1,0,1,1,0,1,1,0,1,0,0,0,0
0,"App ID-131153","2016 Fall",29,4.03,1,122.79,58310,7646,0.9912,0.0093,1,1,0,0,0,1,1,0,0,1,0,0,0
1,"App ID-131156","2016 Fall",20,3.4,0,3.12,45753,4104,0.9423,0.0141,0,1,1,1,0,1,1,0,1,0,0,0,1
1,"App ID-131164","2016 Fall",29,3.91,0,68.53,44007,2965,0.9636,0.0098,1,1,1,0,0,1,1,0,0,1,0,0,1
1,"App ID-131165","2016 Fall",34,3.88,0,128.47,52610,2255,0.9956,0.0062,1,1,1,0,0,1,1,1,0,0,0,0,0
1,"App ID-131193","2016 Fall",30,3.99,0,54.9,60170,1577,0.8928,0.0019,0,1,1,0,0,1,1,1,0,1,0,0,1
0,"App ID-131195","2015 Fall",25,3.61,0,6.17,69383,28728,0.9095,0.0108,0,0,1,0,0,1,1,0,0,0,0,0,1
0,"App ID-131199","2016 Fall",25,3.7,1,2.66,41554,31233,0.8977,0.0116,0,1,0,1,0,1,1,0,0,0,0,0,1
0,"App ID-131202","2016 Fall",22,3.64,1,2.66,41554,31233,0.8977,0.0116,0,1,0,0,0,0,1,0,1,0,0,0,1
0,"App ID-131205","2015 Fall",26,3.78,0,2.52,42616,48506,0.8627,0.0107,0,1,1,1,0,1,1,0,0,0,0,0,1
0,"App ID-131211","2016 Fall",25,3.88,1,3.65,66172,31429,0.9349,0.0193,0,0,0,0,0,1,1,0,0,0,0,0,1
0,"App ID-131219","2016 Fall",22,3.87,1,217.85,69531,606,0.9851,0.0017,1,0,1,1,0,1,1,0,1,0,0,0,0
0,"App ID-131271","2014 Fall",34,3.76,0,215.34,88271,17224,0.8845,0.0038,0,0,0,0,0,0,0,1,0,0,0,0,0
0,"App ID-131273","2014 Fall",24,3.33,0,127.08,51473,31027,0.915,8e-04,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131274","2014 Fall",23,3.42,0,224.26,57349,40500,0.591,8e-04,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131276","2014 Fall",25,3.97,0,312.68,40511,2360,0.9559,0.0022,0,0,0,0,0,0,0,0,0,1,0,1,0
0,"App ID-131280","2014 Fall",22,3.92,0,141.52,51809,7637,0.9574,0.006,0,0,0,0,0,0,0,0,1,1,0,0,0
0,"App ID-131281","2014 Fall",22,3.68,0,231.24,59167,31844,0.9025,0.0016,1,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-131284","2014 Fall",26,3.23,0,229.79,53140,35856,0.8061,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-131285","2014 Fall",29,3.85,0,128.09,48178,29469,0.9582,0.0036,0,1,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-131287","2014 Fall",30,3.88,0,207.53,104774,20057,0.8963,0.0042,0,0,0,1,0,0,0,1,0,0,0,0,0
0,"App ID-131288","2014 Fall",28,3,0,389.45,58921,37381,0.9511,0.0022,0,0,0,1,0,0,0,0,0,0,0,1,0
1,"App ID-131290","2014 Fall",29,4,0,68.05,61346,1220,0.8803,0.0013,0,0,0,0,0,0,0,0,0,1,0,0,1
0,"App ID-131297","2015 Fall",31,3.96,0,257.13,54126,28947,0.9082,0.0028,1,0,0,0,0,0,0,1,0,1,0,0,0
1,"App ID-131299","2014 Fall",22,3.56,0,7.95,68500,1274,0.9772,0.011,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-131313","2014 Fall",28,3.87,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"App ID-131326","2014 Fall",21,2.62,0,214.89,97856,26405,0.8247,0.0025,0,0,0,1,0,0,0,0,1,0,1,0,0
1,"App ID-131331","2014 Fall",22,3.71,0,0.64,51964,17801,0.9359,0.0193,0,0,0,1,1,0,0,0,1,0,0,0,1
1,"App ID-131340","2014 Fall",21,2.52,0,79.42,64327,326,1,0.0061,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-131352","2014 Fall",23,3.18,0,221.54,43127,56467,0.4714,7e-04,1,1,0,0,1,0,0,0,1,0,0,0,0
0,"App ID-131361","2014 Fall",18,3.74,0,197.84,44798,9140,0.955,1e-04,1,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-131376","2014 Fall",22,2.82,0,90.74,47855,12691,0.9344,0.0048,0,0,0,0,0,0,1,0,1,0,1,0,0
0,"App ID-131377","2014 Fall",30,3.78,0,567.55,50928,47787,0.9359,0.001,0,0,0,0,0,0,0,1,0,0,0,1,0
0,"App ID-131395","2014 Fall",24,3.29,0,3.65,66172,31429,0.9349,0.0193,0,0,0,1,0,0,0,0,1,0,0,0,1
0,"App ID-131415","2016 Fall",19,2.93,0,287.15,42141,28875,0.9043,0.0012,0,0,0,0,0,0,0,0,1,0,1,0,0
1,"App ID-131421","2014 Fall",31,3.26,0,307.16,50096,752,0.9707,0.0015,0,0,0,0,0,0,0,1,0,0,0,1,0
0,"App ID-131429","2014 Fall",27,3.96,0,220.11,52092,32153,0.7625,0.001,0,1,0,0,0,0,0,0,0,1,0,0,0
1,"App ID-131431","2014 Fall",32,3.97,0,213.55,76813,8884,0.9536,0.0026,0,0,0,0,0,0,0,1,0,1,0,0,0
0,"App ID-131469","2014 Fall",18,3.71,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-131473","2015 Fall",26,3.63,0,238.96,70281,29612,0.9469,0.0012,0,0,1,0,0,1,1,0,0,0,0,0,0
1,"App ID-131476","2015 Fall",23,3.39,0,189.52,80114,8852,0.9763,0.0035,0,0,1,1,0,0,0,0,1,0,0,0,0
0,"App ID-131490","2015 Fall",23,3.88,0,127.08,51473,31027,0.915,8e-04,1,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-131492","2014 Fall",19,3.92,0,146.11,46132,22990,0.8633,0.006,0,0,0,1,0,0,0,0,1,1,0,0,0
0,"App ID-131494","2014 Fall",19,3.57,0,213.07,144783,9996,0.9448,0.0036,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-131502","2014 Fall",18,2.78,0,2.66,41554,31233,0.8977,0.0116,0,0,0,1,0,0,0,0,1,0,1,0,1
1,"App ID-131508","2015 Fall",28,3.89,0,178.2,76161,19010,0.9317,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-131521","2015 Fall",28,3.88,0,59.25,57331,6338,0.9432,0.012,0,0,0,0,0,0,1,0,0,0,0,0,1
1,"App ID-131522","2015 Fall",18,2.97,0,213.02,79660,25780,0.8702,0.0041,0,0,0,0,0,0,1,0,1,0,1,0,0
0,"App ID-131529","2015 Fall",26,3.82,0,129.55,44059,14938,0.9642,0.0031,0,1,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-131530","2015 Fall",28,3.45,0,344.47,38763,5022,0.9516,0.0014,0,0,0,0,0,0,0,0,0,0,0,1,0
0,"App ID-131537","2014 Fall",20,3.18,0,821.15,36818,5011,0.9792,6e-04,0,1,0,0,0,0,0,0,1,0,0,1,0
0,"App ID-131547","2014 Fall",26,3.87,0,685.85,41994,38632,0.6115,0.0013,0,0,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-131560","2014 Fall",19,3.1,0,58.62,53655,8032,0.9412,0.0029,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-131567","2014 Fall",25,3.19,0,332.18,86354,23009,0.9136,0.0017,0,1,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-131568","2014 Fall",24,3.24,0,189.02,77425,28439,0.9275,0.005,0,0,0,1,0,0,0,0,1,0,0,0,0
1,"App ID-131584","2016 Fall",21,2.96,1,128.09,48178,29469,0.9582,0.0036,0,0,1,1,0,0,1,0,1,0,1,0,0
0,"App ID-131590","2014 Fall",28,3.12,0,202.96,95739,15304,0.9379,0.0035,0,0,0,1,1,0,0,0,0,0,0,0,0
0,"App ID-131599","2015 Fall",29,3.18,0,719.45,26606,33892,0.4397,2e-04,0,0,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-131615","2014 Fall",25,3.44,0,3801.23,70341,55380,0.3319,1e-04,0,0,0,0,0,0,0,0,0,0,0,1,0
1,"App ID-131626","2014 Fall",22,2.69,0,207.09,65924,22915,0.7846,0.0034,0,1,0,1,1,0,0,0,1,0,1,0,0
1,"App ID-131628","2014 Fall",27,3.51,0,122.79,58310,7646,0.9912,0.0093,1,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-131633","2014 Fall",31,2.66,0,440.76,61001,43251,0.9253,3e-04,0,0,0,1,1,0,0,1,0,0,1,1,0
1,"App ID-131636","2015 Fall",26,3.39,0,1088.22,40164,17347,0.7282,4e-04,1,0,0,0,0,0,0,0,0,0,0,1,0
1,"App ID-131639","2015 Fall",32,3.95,0,229.79,53140,35856,0.8061,0.001,0,0,0,1,0,0,0,1,0,1,0,0,0
1,"App ID-131644","2016 Fall",26,3.97,0,189.77,96618,2888,0.9567,0.0038,0,0,0,1,0,0,1,0,0,1,0,0,0
0,"App ID-131649","2014 Fall",22,3.53,0,91.71,49515,17287,0.9498,0.0027,0,0,0,0,0,0,1,0,1,0,0,0,0
1,"App ID-131662","2014 Fall",28,3.33,0,0.64,53139,41737,0.9084,0.0228,0,1,0,0,0,0,0,0,0,0,0,0,1
0,"App ID-131752","2014 Fall",26,3.57,0,66.68,48438,739,0.9432,0.0014,0,0,0,1,0,0,0,0,0,0,0,0,1
0,"App ID-131754","2014 Fall",25,3.81,0,255.52,57604,3219,0.9699,0.0053,1,1,0,0,0,0,0,0,0,0,0,0,0
1,"App ID-131755","2014 Fall",21,3.49,0,147.88,64668,8021,0.99,0.0036,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131757","2014 Fall",21,2.77,0,192.26,88289,3294,0.9848,0.0021,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-131761","2014 Fall",21,2.87,0,229.21,95500,3299,0.9706,0.003,0,0,0,0,0,0,0,0,1,0,1,0,0
1,"App ID-131771","2014 Fall",22,3.04,0,152.83,52693,32895,0.849,0.0019,0,1,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131777","2014 Fall",28,3.57,0,152.83,52693,32895,0.849,0.0019,0,0,0,1,0,0,0,0,0,0,0,0,0
1,"App ID-131787","2014 Fall",21,3.37,0,210.83,75591,30452,0.8681,0.004,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-131788","2014 Fall",21,3.46,0,1218.9,102047,39552,0.8953,4e-04,0,0,0,1,0,0,0,0,1,0,0,1,0
0,"App ID-131789","2014 Fall",33,3.12,0,0.64,53139,41737,0.9084,0.0228,0,0,0,1,0,0,0,1,0,0,0,0,1
0,"App ID-131790","2014 Fall",24,3.21,0,0.64,53139,41737,0.9084,0.0228,1,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-131793","2014 Fall",28,3.85,0,189.65,58012,25540,0.8952,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"App ID-131799","2014 Fall",18,2.85,0,1122.71,42122,38795,0.8552,5e-04,0,0,0,1,0,0,0,0,1,0,1,1,0
1,"App ID-131801","2014 Fall",20,2.92,0,2.66,41554,31233,0.8977,0.0116,0,0,0,1,0,0,0,0,1,0,1,0,1
0,"App ID-131803","2015 Fall",24,3.46,0,0.64,53139,41737,0.9084,0.0228,0,0,0,0,0,0,0,0,1,0,0,0,1
1,"App ID-131812","2014 Fall",19,3.6,0,149.81,41667,732,0.9932,0.0014,1,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131817","2014 Fall",25,3.66,0,200.43,77106,33811,0.8865,0.0026,1,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-131820","2014 Fall",27,4,0,203.97,67893,13752,0.9538,0.0016,0,0,0,1,0,0,0,0,0,1,0,0,0
0,"App ID-131821","2014 Fall",23,3.44,0,222.72,66999,8112,0.7486,0.0015,0,0,0,1,0,0,0,0,1,0,0,0,0
0,"App ID-131826","2015 Fall",28,2.55,0,219.76,34831,5999,0.7675,0.0027,1,0,0,1,0,0,0,0,0,0,1,0,0
0,"App ID-131890","2014 Fall",18,3.02,0,207.37,45432,22882,0.4684,5e-04,0,0,0,0,1,0,0,0,1,0,0,0,0
0,"App ID-131894","2014 Fall",24,2.34,1,223.27,65984,28548,0.7984,0.0016,0,0,0,0,0,0,1,0,1,0,1,0,0
1,"App ID-131903","2015 Fall",29,3.93,0,141.56,47500,839,0.9809,0.0012,0,0,1,0,0,0,0,0,0,1,0,0,0
0,"App ID-131933","2014 Fall",22,2.81,0,202.67,50020,16754,0.8314,0.0012,0,0,0,1,0,0,0,0,1,0,1,0,0
0,"App ID-131936","2014 Fall",33,2.88,0,215.77,40156,3153,0.6778,0.0035,0,0,0,0,0,0,0,1,0,0,1,0,0
0,"App ID-132512","2015 Fall",26,3.9,0,70.87,49276,1966,0.9822,0.0102,1,1,0,0,0,1,1,0,0,0,0,0,1
0,"App ID-133420","2015 Fall",24,3.39,0,2.66,41554,31233,0.8977,0.0116,0,0,0,0,0,0,0,0,1,0,0,0,1
0,"App ID-133472","2014 Fall",24,3.3,0,150.84,44773,25838,0.8779,0.0018,0,0,0,0,0,0,1,0,1,0,0,0,0
0,"App ID-133473","2014 Fall",20,3.03,0,242.66,52596,1690,0.9899,0.0012,0,0,0,0,0,0,0,0,1,0,0,0,0
0,"App ID-133474","2014 Fall",26,3.59,0,515.6,53702,2232,0.9458,0.0012,0,0,0,0,1,0,1,0,0,0,0,1,0
0,"App ID-133480","2014 Fall",20,3.19,0,386.15,39142,2477,0.8454,5e-04,0,0,0,0,0,0,0,0,1,0,0,1,0
0,"App ID-133924","2014 Fall",27,2.83,0,255.3,63125,3364,0.9084,0.0015,0,0,0,1,0,0,0,0,0,0,1,0,0
0,"App ID-133996","2014 Fall",26,3.53,0,817.57,41000,10321,0.9489,2e-04,0,0,0,1,0,0,0,0,0,0,0,1,0
0,"App ID-133998","2014 Fall",21,3.11,0,242.59,54038,1780,0.9781,9e-04,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"App ID-134005","2014 Fall",30,3.54,0,652.84,55978,15173,0.9015,2e-04,0,0,0,1,0,0,0,1,0,0,0,1,0
0,"App ID-134037","2015 Fall",30,3.89,0,2.52,42616,48506,0.8627,0.0107,0,0,1,0,0,0,0,1,0,0,0,0,1
0,"App ID-134038","2014 Fall",30,4,0,944.33,49873,38180,0.9441,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,"App ID-134109","2014 Fall",27,3.81,0,206.93,91512,21957,0.9146,0.0041,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"App ID-134112","2014 Fall",19,3.03,0,1131.62,83146,70764,0.8258,4e-04,0,0,0,1,0,0,0,0,1,0,0,1,0
1,"App ID-134123","2015 Fall",19,3.08,0,69.59,53875,1208,0.9843,0.0066,0,1,0,1,0,0,1,0,1,0,0,0,1
0,"App ID-134141","2014 Fall",24,4,0,1219.42,63135,40792,0.8907,6e-04,0,0,0,1,1,0,0,0,1,1,0,1,0
0,"App ID-134161","2014 Fall",24,3.74,0,972.81,55134,28320,0.8958,4e-04,0,0,0,0,0,0,0,0,1,0,0,1,0
