"zip","distance"
"85207","1209.88"
"68523","423.09"
"30916","1207.1"
"55027","263.47"
"54457","382.96"
"48224","743.98"
"48236","745.43"
"80443","686.64"
"28301","1233.42"
"56644","90.77"
"97007","1246.8"
"86314","1169.96"
"10460","1207.69"
"80917","681.91"
"57014","257.25"
"2025","NA"
"56330","161.52"
"57263","121.77"
"46526","651.02"
"80004","641.96"
"84037","853.77"
"54751","270"
"37804","1011.42"
"58207","78.03"
"54658","348.33"
"46540","652.64"
"80228","649.31"
"75070","945.51"
"53901","421.98"
"85259","1207.19"
"51104","300.3"
"56688","143.89"
"78723","1144.19"
"60640","560.89"
"94044","1453.17"
"51503","389.45"
"50122","357.8"
"48649","663.66"
"58621","341.49"
"56159","220.55"
"56727","117.28"
"56585","28.07"
"59752","705.21"
"97838","1071.98"
"37879","987.15"
"53705","442.07"
"58330","135.13"
"56576","60.95"
"76904","1084.44"
"59486","726.97"
"56724","116.15"
"66061","559.12"
"55114","215.77"
"80534","606.42"
"87544","903.42"
"55054","228.11"
"34233","1558.85"
"59912","816.04"
"58243","119.69"
"58317","171.87"
"60439","562.26"
"23452","1262.58"
"39148","1082.51"
"93611","1357.8"
"57353","180.24"
"57101","225.22"
"57034","258.16"
"57069","281.94"
"55397","198.7"
"55043","232.74"
"87107","957.8"
"23233","1163.58"
"92019","1436.54"
"92020","1438.17"
"19151","1173.84"
"48154","725.19"
"98404","1201.59"
"48178","710.85"
"78572","1427.92"
"83843","952.42"
"15066","921.11"
"10801","1209.54"
"37404","1011.05"
"37411","1012.28"
"98133","1193.78"
"56475","120.1"
"56321","144.99"
"48438","702.41"
"48075","729.66"
"92014","1437.69"
"10901","1187.75"
"52241","440"
"60638","565.3"
"63136","649.67"
"34109","1642.87"
"63366","632.31"
"54971","436.82"
"56051","273.26"
"59417","763.87"
"85032","1212.71"
"56355","97.61"
"92596","1399.76"
"50677","354.5"
"92629","1432.17"
"57532","246.11"
"30127","1095.66"
"50165","449.6"
"92064","1431.26"
"13205","1038.86"
"51632","431.65"
"77082","1185.15"
"92592","1403.26"
"3104","NA"
"52641","482.36"
"95123","1438.08"
"96367","6532.99"
"56285","158.64"
"78237","1208.05"
"68127","392.3"
"11787","1238.16"
"38063","854.02"
"80520","619.77"
"58032","66.68"
"48228","733.97"
"68135","391.56"
"54313","446.56"
"9114","NA"
"55818","NA"
"77459","1198.87"
"60610","565.36"
"13740","1123.95"
"92688","1419.29"
"11580","1220.89"
"1550","NA"
"7032","NA"
"46040","726.98"
"29615","1116.77"
"53144","523.71"
"56673","149.75"
"30363","NA"
"53597","437.91"
"84647","894.31"
"48085","729.98"
"36756","1101.59"
"57030","217.7"
"57238","135.21"
"92392","1369.03"
"84081","NA"
"55971","322.13"
"97753","1181.16"
"54915","440.9"
"57362","193.83"
"56173","230.51"
"85715","1250.84"
"61032","470.88"
"57754","380.01"
"28815","1070.32"
"7501","NA"
"52033","422.81"
"55007","196.11"
"39114","1091.42"
"55338","205.84"
"48067","732.49"
"92102","1447.89"
"10705","1204.6"
"6907","NA"
"80126","651.48"
"54901","443.99"
"48035","740.68"
"54302","453.95"
"6518","NA"
"94505","NA"
"97005","1242.86"
"95503","1420.2"
"50111","386.62"
"46226","723.28"
"78834","1277.09"
"35022","1065.47"
"30044","1112.21"
"6443","NA"
"57580","284.07"
"23602","1231.78"
"93720","1361.91"
"51106","304.08"
"82604","546.57"
"53706","444.11"
"91950","1449.46"
"60540","551.87"
"91910","1448.75"
"80758","544.7"
"57790","331.04"
"91977","1442.96"
"68157","393.91"
"68154","388.09"
"53154","512.71"
"57015","241.42"
"80906","690.02"
"81001","712.34"
"80239","633.94"
"86301","1177.07"
"54650","338.43"
"99021","960.1"
"60022","549.9"
"10471","1204.5"
"60805","570.79"
"90805","1432.38"
"89030","1195.69"
"56280","154.08"
"53128","511.4"
"56277","167.63"
"56262","127.96"
"83869","939.1"
"80127","657.86"
"30039","1120.88"
"87120","959.17"
"80241","630.52"
"38125","893.63"
"56758","110.84"
"54409","383.86"
"78154","1195.59"
"56349","99.59"
"93110","1470.07"
"99516","2285.94"
"56444","138.1"
"33319","1689.5"
"80027","634.07"
"80014","640.8"
"68134","385.77"
"75241","980.92"
"48322","719.95"
"57039","242.42"
"71303","1098.04"
"73162","780.38"
"10463","1205.02"
"56151","199.56"
"60516","557.09"
"50672","357.12"
"11215","1208.39"
"50670","352.34"
"83814","936.78"
"43016","825.74"
"58038","27.09"
"58256","88.38"
"58775","237.31"
"97219","1238.42"
"58506","182.45"
"82401","575.79"
"67502","607.69"
"98065","1171.52"
"57020","221.07"
"58765","321.21"
"58018","28.41"
"97224","1243.48"
"53217","502.03"
"54406","396.64"
"59469","654.47"
"21842","1241.76"
"73503","847.51"
"56536","18.11"
"58456","110.75"
"56123","205.19"
"58577","202.61"
"68124","389.95"
"83709","973.6"
"91203","1421.84"
"19460","1155.87"
"83716","967.65"
"3046","NA"
"56314","137.42"
"9470","NA"
"56078","244.39"
"50441","333.34"
"55712","203.87"
"85929","1116.15"
"99623","NA"
"56722","81.98"
"84003","872.05"
"59070","601.52"
"60084","529.5"
"54747","310.44"
"58494","169.16"
"55710","199.99"
"60559","556.93"
"37129","926.85"
"58788","198.27"
"51534","404.72"
"54454","366.33"
"09603","6532.99"
"68520","418.99"
"92027","1423.55"
"93225","1421.32"
"77071","1190.64"
"58069","59.74"
"92058","1431.09"
"85301","1223.24"
"59935","893.11"
"85267","1209.17"
"56024","232.61"
"57032","237.21"
"97006","1244.99"
"48864","668.46"
"56309","69.59"
"57656","228.72"
"57633","245.24"
"95033","1444.14"
"89149","1199.39"
"1005","NA"
"85201","1217.67"
"56325","124.93"
"9112","NA"
"48183","741.45"
"63031","643.79"
"93555","1328.35"
"98040","1189.8"
"56533","44.48"
"58756","249.84"
"77503","1188.74"
"56225","98.21"
"21046","1132.3"
"72212","863.52"
"95118","1439.94"
"58495","138.98"
"85202","1221.29"
"62298","677.12"
"1890","NA"
"9752","NA"
"58345","126.12"
"76001","983.55"
"46545","633.84"
"55967","293.69"
"76248","962.32"
"56096","239.2"
"80003","639.4"
"53188","492.49"
"56578","55.14"
"99511","2288.65"
"85383","1218.9"
"50501","326.45"
"6410","NA"
"99224","975.97"
"50265","393.66"
"58218","53.5"
"85381","1221.07"
"56579","35.53"
"58431","83.82"
"6068","NA"
"78542","NA"
"96326","6532.99"
"97212","1234.1"
"98926","1116.89"
"92584","1402.25"
"44805","828.11"
"58844","359.52"
"91942","1440.67"
"92672","1431.19"
"56119","227.58"
"80104","656.98"
"94555","1434.4"
"61075","440.56"
"62056","639.94"
"11691","1220.89"
"95655","1362.41"
"90746","1435.52"
"9096","NA"
"68733","316.27"
"56734","137.19"
"85086","1203.59"
"54736","278.02"
"53205","504.82"
"97417","1317.86"
"71270","1012.95"
"23692","1232.06"
"9603","NA"
"13485","1083.4"
"53403","524.03"
"54449","351.88"
"54911","441.88"
"55748","150.29"
"55753","176.95"
"56369","150.68"
"56376","137.65"
"56543","46.86"
"56619","98"
"56628","156.07"
"57216","109.37"
"58653","306.48"
"58727","312.38"
"60010","532.66"
"60545","541.99"
"72830","805.16"
"79936","1155.96"
"80924","NA"
"81401","807.55"
"85286","NA"
"53151","501.02"
"55775","172.29"
"81201","741.2"
"57028","194.7"
"54024","221.48"
"8094","NA"
"48195","739.35"
"1257","NA"
"18634","1098.3"
"44094","838.43"
"98422","1199.96"
"85308","1216.51"
"59870","817.57"
"99362","1023.99"
"58016","46.19"
"63123","659.86"
"84040","849.35"
"50315","398.79"
"92881","1406.52"
"30290","1122.77"
"33433","1681.4"
"98024","1174.79"
"15071","937.49"
"56683","112.05"
"95008","1442.02"
"83687","984.71"
"96310","6532.99"
"10469","1208.12"
"57246","126.83"
"63015","657.82"
"85225","1223.73"
"97294","1227.55"
"80226","646.48"
"54169","451.07"
"80129","653.14"
"55947","337.15"
"60626","559.36"
"71909","864.39"
"96778","3746.8"
"33028","1696.07"
"51231","263.48"
"10960","1197.14"
"10457","1206.37"
"10567","1194.11"
"37122","904.35"
"54534","312.68"
"57260","68.05"
"58497","79.42"
"68710","307.16"
"54568","344.47"
"46222","719.45"
"96818","3801.23"
"54956","440.76"
"76501","1088.22"
"28092","1122.71"
"58348","149.81"
"61752","601.25"
"97045","1233.9"
"53170","515.6"
"69343","386.15"
"51239","255.3"
"55983","261.03"
"63069","652.84"
"83854","944.33"
"78613","1131.62"
"83713","972.81"
"22193","1131.55"
"80031","636.69"
"58351","143.14"
"23664","1244.39"
"77536","1188.54"
"98012","1186.65"
"96744","3792.58"
"16412","887.09"
"54501","360.77"
"56128","208.72"
"53118","485.39"
"55656","NA"
"80234","633.27"
"60131","554.36"
"30926","NA"
"56386","164.88"
"56434","90.61"
"55939","324.77"
"55932","288.98"
"68164","385.77"
"98439","1207.71"
"63129","664.96"
"97333","1283.57"
"96921","6797"
"97471","NA"
"94043","1442.5"
"2739","NA"
"72921","796.34"
"80538","608.12"
"55964","289.83"
"54494","376.69"
"56684","77.4"
"80487","668.65"
"53095","482.16"
"16335","894.93"
"54748","291.71"
"56044","212.18"
"80232","647.51"
"57472","182.04"
"57268","158.11"
"80230","639.45"
"54873","237.17"
"85747","1261.45"
"81501","800.12"
"80249","632.21"
"80918","681.35"
"84328","829.04"
"98155","1191.59"
"71055","1000.54"
"48612","632.47"
"80923","NA"
"52333","434.74"
"35806","986.28"
"80211","640.94"
"57279","100.1"
"95365","1368.48"
"01810","1282.36"
"53532","440.25"
"53933","444.26"
"20020","1139.2"
"58068","38.27"
"58441","89.49"
"56561","4.96"
"56637","148.82"
"31807","1167.12"
"80022","633.57"
"75149","973.07"
"32168","1495.79"
"58649","297.72"
"97478","1274.18"
"36311","1205.23"
"73443","876.38"
"85706","1263.24"
"18104","1139.5"
"38023","861.8"
"56653","185.04"
"80010","637.94"
"29210","1204.43"
"58847","294.87"
"43026","828.25"
"32136","1466.07"
"85224","1225.03"
"27615","1201.58"
"57017","198.76"
"29203","1205.67"
"27502","1203.05"
"90245","1438.52"
"18015","1147.01"
"52245","442.71"
"08822","1173.4"
"49707","648.57"
"68102","388.99"
"20124","1124.48"
"60504","548.66"
"75212","972.22"
"80620","597.42"
"80503","625.29"
"87401","911.43"
"58007","39.98"
"14850","1037.74"
"31972","NA"
"98019","1170.93"
"59716","701.81"
"82717","453.67"
"39047","1068.95"
"93314","1405.19"
"60152","511.73"
"60453","569.12"
"58074","40.8"
"98117","1195.89"
"67037","642.99"
"67401","556.31"
"60016","548.75"
"82718","459.55"
"57223","148.04"
"52327","451.23"
"45344","796.8"
"85003","1224.44"
"60093","551.63"
"56756","147.82"
"53223","498.43"
"81007","715.13"
"57474","130.87"
"57063","273.65"
"80921","675.05"
"53555","427.17"
"80238","641.66"
"34031","6532.99"
"31210","1183.55"
"80132","673.1"
"98934","1111.36"
"64155","535.47"
"54311","456.22"
"56350","171.84"
"58464","96.52"
"58222","126.15"
"59211","378.13"
"58008","42.74"
"58638","248.63"
"56178","181.28"
"55940","279.42"
"73099","786.41"
"60099","532.48"
"91768","1405.87"
"54136","444.47"
"56028","234.15"
"58476","108.47"
"98604","1224.67"
"60448","572.48"
"54758","310.26"
"78261","1187.83"
"57012","227.01"
"59832","774.74"
"85306","1218.73"
"55797","209.44"
"57355","241.44"
"57259","127.86"
"68048","406.33"
"64507","500.88"
"54854","241.1"
"55702","196.46"
"56522","53.69"
"80442","657.84"
"57438","169.46"
"29678","1104.93"
"56266","190.86"
"59221","347.4"
"88011","1132.23"
"63038","649.67"
"60465","566.87"
"92109","1448.77"
"49643","550.57"
"20743","1141.46"
"55705","216.26"
"92704","1428.21"
"60406","574.81"
"90510","1440.14"
"25868","1008.41"
"75044","959.48"
"47393","757.72"
"841","NA"
"60655","571.92"
"38114","884.81"
"94949","1438.08"
"56548","33.88"
"78373","1314.56"
"38930","983.87"
"07112","1196.56"
"58063","48.15"
"95608","1361.64"
"30274","1123.67"
"98045","1168.87"
"51103","301.19"
"38134","882.14"
"53186","494.8"
"58736","183.97"
"37069","906.45"
"80012","639.21"
"4500","NA"
"49088","644.04"
"10036","1205.17"
"92118","1451.94"
"1000","NA"
"79400","NA"
"30102","1085.35"
"99223","963.98"
"60033","504.21"
"187-0","NA"
"60503","NA"
"85353","1233.37"
"92307","1360.37"
"58642","277.29"
"58056","55.3"
"85375","1222.12"
"85083","NA"
"8870","NA"
"55741","209.41"
"78737","1151"
"19711","1161.86"
"98052","1184"
"85249","1226.48"
"95286","NA"
"85205","1213.01"
"85226","1227.27"
"56274","73.6"
"85338","1235.99"
"68147","394.59"
"69009","NA"
"55952","309.42"
"88001","1133.87"
"81601","733.5"
"85298","NA"
"70000","NA"
"52404","421.5"
"54750","267.06"
"83605","991.66"
"56009","269.55"
"93711","1367.23"
"48461","706.46"
"93950","1467.4"
"19073","1166.47"
"50450","284.96"
"37027","908.76"
"80516","625.69"
"3110","NA"
"94579","1434.61"
"91911","1451.13"
"94577","1433.87"
"85374","1224.05"
"98284","1181.29"
"3525","NA"
"75067","953.69"
"91384","1422.08"
"14462","972.89"
"67205","630.28"
"56208","120.12"
"92129","1435.25"
"85340","1232.25"
"44600","NA"
"20607","1144.74"
"90037","1429.97"
"92376","1387.51"
"96819","3799.22"
"49913","391.76"
"85295","NA"
"83263","805.46"
"54723","260.36"
"8527","NA"
"80136","620.37"
"17901","1106.21"
"4005","NA"
"66018","552.42"
"10461","1209.16"
"85339","1234.3"
"55750","221.61"
"96271","6532.99"
"74380","NA"
"8742","NA"
"95377","1402.07"
"30628","1132.68"
"91354","1419.11"
"85251","1216.91"
"89521","1262.48"
"85204","1217.62"
"85234","1218.61"
"54467","386.31"
"7111","NA"
"61738","572.05"
"54082","228.36"
"40409","908.06"
"93305","1393.21"
"46350","613.58"
"58329","203.76"
"10000","NA"
"54002","248.62"
"48051","740.86"
"89815","1031.74"
"98375","1198.82"
"58436","102.62"
"56270","177.61"
"53191","499.98"
"57752","354.63"
"72120","859.29"
"95301","1379.43"
"91321","1421.24"
"49201","686.24"
"54937","453.67"
"58523","237.49"
"29681","1125.46"
"79924","1152.33"
"89436","1250.49"
"54629","308.69"
"87015","951.3"
"6520","NA"
"59243","378.16"
"57225","144.53"
"56668","199.31"
"68116","385.94"
"80603","618.48"
"57555","311.39"
"63","NA"
"82801","511.05"
"91120","NA"
"53502","457.98"
"53538","473.06"
"53039","460.31"
"58580","244.82"
"93455","1477.64"
"73051","818.49"
"57255","68.47"
"59735","720.44"
"55756","195.73"
"58011","34.62"
"58561","144.49"
"38668","916.67"
"83402","780.85"
"80112","646.73"
"15068","951.92"
"58282","151.82"
"54730","274.01"
"22307","1139.27"
"57763","405.16"
"57003","214.98"
"57719","359.52"
"54141","447.27"
"72715","728.82"
"55018","246.96"
"58033","61.09"
"50022","387.05"
"75074","955.14"
"29464","1315.14"
"54165","439.32"
"55784","169.07"
"58566","196.37"
"58718","260.5"
"58602","284.09"
"91367","1435.06"
"19901","1191.83"
"68731","307.84"
"54856","269.51"
"96816","3798.29"
"52002","420.98"
"51250","262.83"
"55314","179.21"
"98682","1226.15"
"59001","612.25"
"74464","761.65"
"60450","560.82"
"80108","656.9"
"62088","646.13"
"54426","353.94"
"59008","607.29"
"80907","684.47"
"5452","NA"
"81631","709.44"
"37309","1006.4"
"55793","177.12"
"20169","1108.8"
"45150","823.33"
"66801","584.41"
"55606","325.67"
"98125","1192.03"
"55790","216.16"
"55368","198.61"
"56328","123.4"
"85037","1228.23"
"80530","620.24"
"32309","1311.8"
"60045","541.6"
"56257","134.51"
"57077","243.98"
"54101","443.05"
"59521","616.04"
"59066","571.06"
"38106","883.22"
"50525","321.63"
"1863","NA"
"59485","694.15"
"73949","759.76"
"50327","395.45"
"92562","1412.56"
"85310","1213.5"
"60646","556.48"
"61114","493.73"
"29154","1236.28"
"80123","650.99"
"56063","232.61"
"21003","NA"
"04981","1347.98"
"85730","1255.67"
"84129","NA"
"60484","NA"
"57567","307"
"100","NA"
"85742","1249.64"
"85142","NA"
"70508","1180.93"
"59248","455.77"
"55396","197.52"
"53094","466.93"
"49418","603.44"
"54130","446.81"
"91502","1422.27"
"85757","NA"
"96706","3806.44"
"14092","902.03"
"92128","1431.1"
"85392","NA"
"78735","1148.29"
"57002","177.76"
"58852","305.94"
"58630","273.82"
"44700","NA"
"85648","1304.68"
"68023","375.1"
"22030","1124.44"
"56236","80.8"
"60521","558.52"
"54479","343.37"
"54521","363.78"
"68133","397.91"
"54436","342.87"
"54929","415.44"
"57718","368.25"
"99026","974.3"
"86427","1232.81"
"57064","235.83"
"56575","69.66"
"58731","224.02"
"53110","511.98"
"57785","367.05"
"11208","1213.33"
"57725","363.53"
"46122","708.49"
"54942","434.01"
"68107","392.56"
"54981","409.12"
"85248","1230.47"
"57356","270.08"
"59226","373.75"
"85373","1216.17"
"58438","144.64"
"80231","641.96"
"85296","1221.93"
"85206","1215.44"
"57551","351.49"
"58784","280.51"
"85322","1256.94"
"75662","1003.96"
"45027","NA"
"53121","495.39"
"85233","1220.61"
"85085","1209.45"
"80908","671.07"
"02062","1292.74"
"55959","309.39"
"58760","250.2"
"57049","298.54"
"58838","335.62"
"63011","651.42"
"57264","121.16"
"57717","373.26"
"11950","1256.84"
"53150","503.36"
"85253","1215.18"
"53190","481.91"
"58748","219.94"
"57207","NA"
"57073","267.36"
"57382","210.76"
"81521","802.66"
"85364","1356.21"
"84094","867.76"
"53105","506.5"
"44074","815.35"
"11081","NA"
"57068","226.94"
"30880","NA"
"85132","NA"
"81625","692.2"
"57756","368.03"
"9464","NA"
"92504","1398.78"
"24214","NA"
"96725","3791.09"
"89101","1197.17"
"80401","650.98"
"9627","NA"
"98053","1179.25"
"85212","1215.22"
"68111","386.79"
"92115","1443.88"
"59729","722.85"
"9021","NA"
"58792","201.53"
"54935","456.93"
"61000","NA"
"85020","1217.84"
"72903","804.75"
"95928","1344.72"
"91343","1426.41"
"0","NA"
"83201","812.33"
"60151","528.41"
"50131","388.17"
"67209","636.09"
"56297","163.64"
"56710","94.72"
"92026","1423.94"
"55031","239.06"
"55719","187.75"
"56629","165.99"
"55941","338.83"
"56207","97.42"
"56057","224.66"
"51334","256.38"
"39401","1143.58"
"63122","655.56"
"65814","689.11"
"59721","727"
"59258","386.46"
"68826","401.82"
"68028","396.85"
"68118","387.68"
"68122","382.96"
"14450","976.72"
"13350","1092.8"
"11566","1228.01"
"58227","115.31"
"58761","256.69"
"58481","90.8"
"44130","831.46"
"57075","198.05"
"57366","246.8"
"37135","915.64"
"84404","850.13"
"98057","1189.19"
"98405","1203.78"
"98388","1210.27"
"54721","274.07"
"54540","357.18"
"54738","300.02"
"53024","494.54"
"53146","498.8"
"54015","244.55"
"54555","314.11"
"9822","NA"
"55403","212.06"
"34288","1580.84"
"50212","359.17"
"54140","445.42"
"59904","821.44"
"77096","1188.96"
"80013","639.44"
"82609","541.32"
"98037","1190.08"
"59442","653.13"
"55312","187.43"
"80831","670.86"
"97223","1242.18"
"54868","257.71"
"50801","417.97"
"58021","17.64"
"55787","172.94"
"56356","128.31"
"92029","1428.48"
"53590","446.73"
"55781","185.12"
"98335","1210.77"
"58017","75.06"
"80020","633.22"
"30277","1126.79"
"54112","432.52"
"48823","664.98"
"95066","1453.71"
"55979","308.69"
"92114","1445.93"
"33993","1606.16"
"42301","796.01"
"92249","1386.15"
"56469","149.24"
