"Application ID","Award Status","Comprehensive Cost","Total Gift","Total Institutional Gift","Gross Need"
"App ID-128035","No Award","43064.00","0.00","","38291.00"
"App ID-153067","No Award","43064.00","0.00","","31883.00"
"App ID-123662","No Award","43064.00","0.00","","18135.00"
"App ID-161192","No Award","43064.00","0.00","","34424.00"
"App ID-168305","No Award","43064.00","0.00","","31903.00"
"App ID-156586","No Award","43064.00","0.00","","0.00"
"App ID-157602","No Award","43064.00","0.00","","44510.00"
"App ID-174695","No Award","43064.00","0.00","","25126.00"
"App ID-155283","No Award","43064.00","0.00","","46254.00"
"App ID-159077","No Award","43064.00","0.00","","45964.00"
"App ID-122102","No Award","43064.00","0.00","","27105.00"
"App ID-146086","No Award","43064.00","0.00","","34510.00"
"App ID-174791","No Award","43064.00","0.00","","20131.00"
"App ID-146110","No Award","43064.00","0.00","","46054.00"
"App ID-164085","No Award","43064.00","0.00","","46054.00"
"App ID-122052","No Award","43064.00","0.00","",""
"App ID-163014","No Award","43064.00","0.00","","25071.00"
"App ID-124150","No Award","43064.00","0.00","","27630.00"
"App ID-122820","No Award","43064.00","0.00","","0.00"
"App ID-138292","No Award","43064.00","0.00","","29677.00"
"App ID-172032","No Award","43064.00","0.00","","19922.00"
"App ID-164446","No Award","43064.00","0.00","","24250.00"
"App ID-172744","No Award","43064.00","0.00","","25032.00"
"App ID-153167","No Award","43064.00","0.00","","45814.00"
"App ID-155018","No Award","43064.00","0.00","","19088.00"
"App ID-177124","No Award","43064.00","0.00","","11946.00"
"App ID-174733","No Award","43064.00","0.00","","17432.00"
"App ID-122818","No Award","43064.00","0.00","","28661.00"
"App ID-157762","No Award","43064.00","0.00","","46054.00"
"App ID-135385","No Award","43064.00","0.00","","23148.00"
"App ID-177112","No Award","43064.00","0.00","","24501.00"
"App ID-130490","No Award","43064.00","0.00","","0.00"
"App ID-160897","No Award","43064.00","0.00","","44051.00"
"App ID-157955","No Award","43064.00","0.00","","18174.00"
"App ID-127768","No Award","43064.00","0.00","","43450.00"
"App ID-134725","No Award","43064.00","0.00","","44990.00"
"App ID-177725","No Award","43064.00","0.00","","41663.00"
"App ID-171526","No Award","43064.00","0.00","","0.00"
"App ID-158889","No Award","43064.00","0.00","","40957.00"
"App ID-173954","No Award","43064.00","0.00","","21391.00"
"App ID-151765","No Award","43064.00","0.00","","34222.00"
"App ID-175102","No Award","43064.00","0.00","","32562.00"
"App ID-136195","No Award","43064.00","0.00","","30742.00"
"App ID-142119","No Award","43064.00","0.00","","32989.00"
"App ID-175106","No Award","43064.00","0.00","","35487.00"
"App ID-157987","No Award","43064.00","0.00","","42634.00"
"App ID-174787","No Award","43064.00","0.00","","46054.00"
"App ID-161064","No Award","43064.00","0.00","","0.00"
"App ID-125426","No Award","43064.00","0.00","","42185.00"
"App ID-161061","No Award","43064.00","0.00","","46254.00"
"App ID-129113","No Award","43064.00","0.00","","15583.00"
"App ID-123730","No Award","43064.00","0.00","","20918.00"
"App ID-141109","No Award","43064.00","0.00","","41508.00"
"App ID-162456","No Award","43064.00","0.00","","11082.00"
"App ID-168292","No Award","43064.00","0.00","","43632.00"
"App ID-170976","No Award","43064.00","0.00","","25558.00"
"App ID-164508","No Award","43064.00","0.00","","24314.00"
"App ID-143571","No Award","43064.00","0.00","","30858.00"
"App ID-161379","No Award","43064.00","0.00","","25325.00"
"App ID-123514","No Award","43064.00","0.00","","0.00"
"App ID-138729","No Award","43064.00","0.00","","43090.00"
"App ID-143475","No Award","43064.00","0.00","","0.00"
"App ID-145049","No Award","43064.00","0.00","","14814.00"
"App ID-172030","No Award","43064.00","0.00","","46290.00"
"App ID-122938","No Award","43064.00","0.00","","33237.00"
"App ID-162499","No Award","43064.00","0.00","","21749.00"
"App ID-175117","No Award","43064.00","0.00","","0.00"
"App ID-174772","No Award","43064.00","0.00","","46054.00"
"App ID-125032","No Award","43064.00","0.00","","43923.00"
"App ID-153103","No Award","43064.00","0.00","","0.00"
"App ID-159047","No Award","43064.00","0.00","","0.00"
"App ID-152559","No Award","43064.00","0.00","","14462.00"
"App ID-138233","No Award","43064.00","0.00","","0.00"
"App ID-168695","No Award","43064.00","0.00","","36514.00"
"App ID-164434","No Award","43064.00","0.00","","46054.00"
"App ID-140323","No Award","43064.00","0.00","","46054.00"
"App ID-171493","No Award","43064.00","0.00","","0.00"
"App ID-164516","No Award","43064.00","0.00","","21515.00"
"App ID-145053","No Award","43064.00","0.00","","0.00"
"App ID-164798","No Award","43064.00","0.00","","44248.00"
"App ID-174725","No Award","43064.00","0.00","","44127.00"
"App ID-161068","No Award","43064.00","0.00","","23471.00"
"App ID-150491","No Award","43064.00","0.00","","39565.00"
"App ID-180362","No Award","43064.00","0.00","","46054.00"
"App ID-149885","No Award","43064.00","0.00","","21926.00"
"App ID-134123","No Award","43064.00","0.00","","45804.00"
"App ID-186559","No Award","43064.00","0.00","","7393.00"
"App ID-186580","No Award","43064.00","0.00","","46090.00"
"App ID-186624","No Award","43064.00","0.00","","45340.00"
"App ID-172584","No Award","43064.00","0.00","","2929.00"
"App ID-124618","No Award","43064.00","0.00","","21254.00"
"App ID-187882","No Award","43064.00","0.00","","31493.00"
"App ID-187904","No Award","43064.00","0.00","","17462.00"
"App ID-187631","No Award","43064.00","0.00","","33483.00"
"App ID-191201","No Award","43064.00","0.00","","46054.00"
"App ID-123687","No Award","43064.00","0.00","","22726.00"
"App ID-180376","No Award","43064.00","0.00","","42254.00"
"App ID-190638","No Award","43064.00","0.00","","17409.00"
"App ID-140977","No Award","43064.00","0.00","",""
"App ID-135440","No Award","43064.00","0.00","","45495.00"
"App ID-125011","No Award","43064.00","0.00","","34716.00"
"App ID-186327","No Award","43064.00","0.00","","21620.00"
"App ID-187223","No Award","43064.00","0.00","","37590.00"
"App ID-187257","No Award","43064.00","0.00","","45690.00"
"App ID-185514","No Award","43064.00","0.00","","46520.00"
"App ID-123804","No Award","43064.00","0.00","","28415.00"
"App ID-192532","No Award","43064.00","0.00","","46090.00"
"App ID-194901","No Award","43064.00","0.00","","18441.00"
"App ID-192468","No Award","43064.00","0.00","","46054.00"
"App ID-182276","No Award","43064.00","0.00","","29610.00"
"App ID-189262","No Award","43064.00","0.00","","46244.00"
"App ID-128256","No Award","43064.00","0.00","","31042.00"
"App ID-124552","No Award","43064.00","0.00","","41486.00"
"App ID-171678","No Award","43064.00","0.00","","26200.00"
"App ID-187245","No Award","43064.00","0.00","","35826.00"
"App ID-146125","No Award","43064.00","0.00","","5831.00"
"App ID-204683","No Award","43064.00","0.00","","45206.00"
"App ID-94844","No Award","43064.00","0.00","","34623.00"
"App ID-196446","No Award","43064.00","0.00","","34170.00"
"App ID-121017","No Award","43064.00","0.00","","43023.00"
"App ID-158233","No Award","43064.00","0.00","","7739.00"
"App ID-158634","No Award","43064.00","0.00","","38656.00"
"App ID-186283","No Award","43064.00","0.00","","0.00"
"App ID-166896","No Award","43064.00","0.00","","46484.00"
"App ID-186576","No Award","43064.00","0.00","","40592.00"
"App ID-186601","No Award","43064.00","0.00","","46290.00"
"App ID-172573","No Award","43064.00","0.00","","46054.00"
"App ID-155876","No Award","43064.00","0.00","","44277.00"
"App ID-178238","No Award","43064.00","0.00","","27962.00"
"App ID-187657","No Award","43064.00","0.00","","46034.00"
"App ID-191250","No Award","43064.00","0.00","","36286.00"
"App ID-191251","No Award","43064.00","0.00","","44590.00"
"App ID-182399","No Award","43064.00","0.00","","0.00"
"App ID-155988","No Award","43064.00","0.00","","43887.00"
"App ID-136220","No Award","43064.00","0.00","","15314.00"
"App ID-187320","No Award","43064.00","0.00","","22689.00"
"App ID-187324","No Award","43064.00","0.00","","40457.00"
"App ID-186583","No Award","43064.00","0.00","","40532.00"
"App ID-186652","No Award","43064.00","0.00","","27267.00"
"App ID-187281","No Award","43064.00","0.00","","40354.00"
"App ID-186322","No Award","43064.00","0.00","","44655.00"
"App ID-164512","No Award","43064.00","0.00","","43934.00"
"App ID-77872","No Award","43064.00","0.00","","28337.00"
"App ID-178254","No Award","43064.00","0.00","","46054.00"
"App ID-187263","No Award","43064.00","0.00","","39045.00"
"App ID-124460","No Award","43064.00","0.00","","15480.00"
"App ID-183949","No Award","43064.00","0.00","","46090.00"
"App ID-102889","No Award","43064.00","0.00","","21078.00"
"App ID-187580","No Award","43064.00","0.00","","15353.00"
"App ID-181377","No Award","43064.00","0.00","","27892.00"
"App ID-124851","No Award","43064.00","0.00","","30769.00"
"App ID-135229","No Award","43064.00","0.00","","46054.00"
"App ID-187211","No Award","43064.00","0.00","","34245.00"
"App ID-191239","No Award","43064.00","0.00","","37728.00"
"App ID-192480","No Award","43064.00","0.00","","26392.00"
"App ID-191249","No Award","43064.00","0.00","","45182.00"
"App ID-136474","No Award","43064.00","0.00","","46090.00"
"App ID-182366","No Award","43064.00","0.00","","0.00"
"App ID-162479","No Award","43064.00","0.00","","0.00"
"App ID-186388","No Award","43064.00","0.00","","26740.00"
"App ID-186889","No Award","43064.00","0.00","","46020.00"
"App ID-181386","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-136123","Award Complete","43064.00","15000.00","15000.00","0.00"
"App ID-157387","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-157653","Award Complete","43064.00","15000.00","15000.00","0.00"
"App ID-164372","Award Complete","43064.00","12500.00","12500.00","0.00"
"App ID-157793","Award Complete","43064.00","20940.00","20940.00","0.00"
"App ID-82641","Award Complete","43064.00","27180.00","27180.00","0.00"
"App ID-181377","Award Complete","43064.00","20850.00","20850.00","27892.00"
"App ID-124851","Award Complete","43064.00","21660.00","18660.00","24293.00"
"App ID-186624","Award Complete","43064.00","48823.00","33490.00","0.00"
"App ID-182399","Award Complete","43064.00","9500.00","9500.00","0.00"
"App ID-136220","Award Complete","43064.00","17710.00","17710.00","0.00"
"App ID-187904","Award Complete","43064.00","16000.00","16000.00","17462.00"
"App ID-157796","No Award","43064.00","0.00","","0.00"
"App ID-154877","Award Complete","43064.00","23250.00","23250.00","0.00"
"App ID-174833","Award Complete","43064.00","24980.00","24980.00","0.00"
"App ID-187245","Award Complete","43064.00","25666.00","23500.00","35826.00"
"App ID-192487","No Award","44668.00","0.00","0.00",""
"App ID-247060","No Award","44668.00","0.00","0.00","10094.00"
"App ID-196922","Award Complete","44668.00","21500.00","21500.00","3065.00"
"App ID-185588","Award Complete","44668.00","22000.00","22000.00","0.00"
"App ID-204537","Award Complete","44668.00","17300.00","17300.00","21636.00"
"App ID-196625","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-230838","No Award","44668.00","0.00","0.00","46793.00"
"App ID-204675","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-225759","Award Complete","44668.00","29596.00","24000.00","41242.00"
"App ID-234003","No Award","44668.00","0.00","0.00","42646.00"
"App ID-234722","Award Complete","44668.00","28663.00","14370.00","46240.00"
"App ID-235579","No Award","44668.00","0.00","0.00","43574.00"
"App ID-239679","Award Complete","44668.00","31251.00","15500.00","47758.00"
"App ID-240051","Award Complete","44668.00","16500.00","16500.00","0.00"
"App ID-228909","Award Complete","44668.00","29195.00","22160.00","42745.00"
"App ID-191176","Award Complete","44668.00","29213.00","20710.00","44274.00"
"App ID-230839","No Award","44668.00","0.00","0.00","46983.00"
"App ID-207247","Award Complete","44668.00","31251.00","15500.00","47758.00"
"App ID-187579","Award Complete","44668.00","30193.00","22790.00","43229.00"
"App ID-181871","Award Complete","44668.00","14500.00","14500.00","15506.00"
"App ID-232037","Award Complete","44668.00","9500.00","9500.00","0.00"
"App ID-235539","Award Complete","44668.00","20500.00","20500.00","12745.00"
"App ID-192789","Award Complete","44668.00","9000.00","9000.00","535.00"
"App ID-205314","Award Complete","44668.00","25196.00","25080.00","29448.00"
"App ID-227569","Award Complete","44668.00","23986.00","21520.00","38075.00"
"App ID-240783","No Award","44668.00","0.00","0.00","48188.00"
"App ID-244559","Award Complete","44668.00","16000.00","16000.00","23468.00"
"App ID-241026","Award Complete","44668.00","31251.00","15500.00","47758.00"
"App ID-251391","Award Complete","44668.00","24770.00","24770.00","39322.00"
"App ID-244518","No Award","44668.00","0.00","0.00","41968.00"
"App ID-161618","Award Complete","44668.00","25195.00","24330.00","42810.00"
"App ID-234680","No Award","44668.00","0.00","0.00","22164.00"
"App ID-235314","Award Complete","44668.00","24730.00","24730.00","39267.00"
"App ID-251445","No Award","44668.00","0.00","0.00","47681.00"
"App ID-124620","Award Complete","43064.00","27120.00","27120.00","38201.00"
"App ID-150367","Award Complete","43064.00","16000.00","16000.00","2519.00"
"App ID-140750","Award Complete","43064.00","25660.00","25170.00","41467.00"
"App ID-124512","Award Complete","43064.00","27922.00","23450.00","38584.00"
"App ID-161783","No Award","43064.00","0.00","","43189.00"
"App ID-157509","Award Complete","43064.00","25934.00","23450.00","36735.00"
"App ID-121878","Award Complete","43064.00","15010.00","15010.00","15952.00"
"App ID-124642","Award Complete","43064.00","18500.00","18500.00","0.00"
"App ID-164046","No Award","43064.00","0.00","","45651.00"
"App ID-126570","Award Complete","43064.00","21740.00","21740.00","30060.00"
"App ID-156504","Award Complete","43064.00","18260.00","18260.00","34899.00"
"App ID-150372","Award Complete","43064.00","19500.00","19500.00","18516.00"
"App ID-146096","Award Complete","43064.00","24288.00","17500.00","46054.00"
"App ID-139793","Award Complete","43064.00","0.00","0.00","25938.00"
"App ID-160602","Award Complete","43064.00","20500.00","20500.00","28630.00"
"App ID-168258","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-121551","Award Complete","43064.00","26500.00","26500.00","37335.00"
"App ID-122383","Award Complete","43064.00","18000.00","18000.00","0.00"
"App ID-127734","No Award","43064.00","0.00","","44358.00"
"App ID-145979","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-143571","Award Complete","43064.00","23750.00","23750.00","30858.00"
"App ID-168271","Award Complete","43064.00","28100.00","28100.00","39258.00"
"App ID-160625","Award Complete","43064.00","30075.00","24450.00","46284.00"
"App ID-168304","Award Complete","43064.00","24198.00","15500.00","46049.00"
"App ID-168298","Award Complete","43064.00","27380.00","27380.00","45214.00"
"App ID-155018","Award Complete","43064.00","14670.00","14670.00","19052.00"
"App ID-135385","Award Complete","43064.00","18980.00","18980.00","23148.00"
"App ID-173640","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-172677","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-164212","Award Complete","43064.00","25090.00","25090.00","35535.00"
"App ID-145736","Award Complete","43064.00","18000.00","18000.00","21909.00"
"App ID-158909","Award Complete","43064.00","22000.00","22000.00","0.00"
"App ID-155932","Award Complete","43064.00","21890.00","21890.00","31284.00"
"App ID-164423","Award Complete","43064.00","25184.00","19550.00","43476.00"
"App ID-159731","Award Complete","43064.00","26544.00","23270.00","37618.00"
"App ID-143003","Award Complete","43064.00","20868.00","20110.00","30939.00"
"App ID-135221","No Award","43064.00","0.00","","40621.00"
"App ID-172579","Award Complete","43064.00","0.00","0.00","39521.00"
"App ID-157884","Award Complete","43064.00","25020.00","25020.00","40975.00"
"App ID-161064","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-163014","Award Complete","43064.00","18000.00","18000.00","25035.00"
"App ID-158889","Award Complete","43064.00","26806.00","20950.00","40957.00"
"App ID-142119","Award Complete","43064.00","23590.00","20590.00","34199.00"
"App ID-157894","Award Complete","43064.00","23234.00","22570.00","34733.00"
"App ID-145675","Award Complete","43064.00","10500.00","10500.00","0.00"
"App ID-180353","No Award","43064.00","0.00","","42152.00"
"App ID-135157","No Award","43064.00","0.00","","45592.00"
"App ID-168338","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-176142","Award Complete","43064.00","24054.00","21930.00","37018.00"
"App ID-181596","Award Complete","43064.00","18630.00","18630.00","22722.00"
"App ID-180482","Award Complete","43064.00","24288.00","15500.00","46054.00"
"App ID-181453","Award Complete","43064.00","32014.00","22661.00","43991.00"
"App ID-177846","Award Complete","43064.00","27293.00","11960.00","46054.00"
"App ID-127687","No Award","43064.00","0.00","","46054.00"
"App ID-182370","Award Complete","43064.00","16000.00","16000.00","5887.00"
"App ID-154881","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-154917","Award Complete","43064.00","19100.00","19100.00","21483.00"
"App ID-149907","Award Complete","43064.00","23960.00","23960.00","32825.00"
"App ID-127744","Award Complete","43064.00","23750.00","23750.00","27298.00"
"App ID-140728","Award Complete","43064.00","17500.00","17500.00","8836.00"
"App ID-180326","Award Complete","43064.00","27293.00","11960.00","46054.00"
"App ID-153133","Award Complete","43064.00","26675.00","17850.00","45207.00"
"App ID-171063","Award Complete","43064.00","12500.00","12500.00","0.00"
"App ID-174164","Award Complete","43064.00","15190.00","15190.00","21108.00"
"App ID-183868","Award Complete","43064.00","20980.00","20980.00","23842.00"
"App ID-160557","No Award","43064.00","0.00","","42219.00"
"App ID-184537","Award Complete","43064.00","23997.00","20997.00","46484.00"
"App ID-184529","Award Complete","43064.00","20500.00","20500.00","26826.00"
"App ID-185382","Award Complete","43064.00","15500.00","15500.00","18620.00"
"App ID-182053","Award Complete","43064.00","19540.00","19540.00","30395.00"
"App ID-160039","Award Complete","43064.00","24170.00","24170.00","46254.00"
"App ID-154053","Award Complete","43064.00","500.00","500.00","0.00"
"App ID-151756","Award Complete","43064.00","22500.00","22500.00","22912.00"
"App ID-123921","Award Complete","43064.00","43607.00","34450.00","44023.00"
"App ID-138667","Award Complete","43064.00","20000.00","20000.00","34671.00"
"App ID-123450","Award Complete","43064.00","31437.00","21710.00","44227.00"
"App ID-149881","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-154859","Award Complete","43064.00","6275.00","500.00","22084.00"
"App ID-150403","Award Complete","43064.00","22670.00","22670.00","23868.00"
"App ID-134598","Award Complete","43064.00","22192.00","15120.00","42969.00"
"App ID-121692","Award Complete","43064.00","18500.00","18500.00","15015.00"
"App ID-145467","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-156576","Award Complete","43064.00","22560.00","22560.00","32235.00"
"App ID-123373","Award Complete","43064.00","19000.00","19000.00","17206.00"
"App ID-149877","Award Complete","43064.00","27365.00","24840.00","43742.00"
"App ID-164114","Award Complete","43064.00","20928.00","10500.00","46054.00"
"App ID-149847","No Award","43064.00","0.00","","43085.00"
"App ID-121801","Award Complete","43064.00","28688.00","22630.00","39098.00"
"App ID-155800","Award Complete","43064.00","24106.00","22150.00","36186.00"
"App ID-145557","Award Complete","43064.00","16750.00","16750.00","21761.00"
"App ID-122319","Award Complete","43064.00","28754.00","22230.00","40820.00"
"App ID-122317","Award Complete","43064.00","28754.00","22230.00","40831.00"
"App ID-124190","Award Complete","43064.00","22500.00","22500.00","26041.00"
"App ID-157654","Award Complete","43064.00","16000.00","16000.00","9530.00"
"App ID-154091","Award Complete","43064.00","20500.00","20500.00","2067.00"
"App ID-154533","Award Complete","43064.00","18500.00","18500.00","0.00"
"App ID-122318","Award Complete","43064.00","25938.00","20630.00","40859.00"
"App ID-134909","Award Complete","43064.00","17500.00","17500.00","6634.00"
"App ID-145583","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-158031","Award Complete","43064.00","23420.00","23420.00","33946.00"
"App ID-150396","Award Complete","43064.00","22890.00","22890.00","33186.00"
"App ID-122558","Award Complete","43064.00","16000.00","16000.00","11935.00"
"App ID-129940","No Award","43064.00","0.00","","46054.00"
"App ID-125001","Award Complete","43064.00","26300.00","26300.00","34906.00"
"App ID-157682","Award Complete","43064.00","23750.00","23750.00","25666.00"
"App ID-158157","Award Complete","43064.00","21940.00","21940.00","33761.00"
"App ID-143298","Award Complete","43064.00","18500.00","18500.00","0.00"
"App ID-157519","Award Complete","43064.00","10500.00","10500.00","10432.00"
"App ID-157527","Award Complete","43064.00","21780.00","21780.00","31123.00"
"App ID-158033","Award Complete","43064.00","17000.00","17000.00","7176.00"
"App ID-146711","Award Complete","43064.00","27373.00","19030.00","41853.00"
"App ID-134587","Award Complete","43064.00","20600.00","20600.00","22889.00"
"App ID-122926","Award Complete","43064.00","24772.00","24120.00","35394.00"
"App ID-156579","Award Complete","43064.00","20130.00","20130.00","24550.00"
"App ID-122242","Award Complete","43064.00","20000.00","20000.00","0.00"
"App ID-160628","Award Complete","43064.00","30585.00","28460.00","42879.00"
"App ID-156021","Award Complete","43064.00","22460.00","22460.00","23652.00"
"App ID-157755","Award Complete","43064.00","15500.00","15500.00","16144.00"
"App ID-158244","Award Complete","43064.00","32363.00","21030.00","45994.00"
"App ID-160526","Award Complete","43064.00","23750.00","23750.00","29839.00"
"App ID-137705","Award Complete","43064.00","20500.00","20500.00","27344.00"
"App ID-161861","Award Complete","43064.00","18000.00","18000.00","21123.00"
"App ID-153124","Award Complete","43064.00","20750.00","20750.00","21821.00"
"App ID-137297","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-160738","Award Complete","43064.00","16000.00","16000.00","16420.00"
"App ID-157940","No Award","43064.00","0.00","","3749.00"
"App ID-161878","Award Complete","43064.00","25100.00","21100.00","46014.00"
"App ID-146061","Award Complete","43064.00","20000.00","20000.00","37452.00"
"App ID-143016","Award Complete","43064.00","18540.00","18540.00","0.00"
"App ID-152569","No Award","43064.00","0.00","","0.00"
"App ID-161863","Award Complete","43064.00","17820.00","17820.00","0.00"
"App ID-137210","Award Complete","43064.00","30523.00","15190.00","0.00"
"App ID-181449","Award Complete","43064.00","26942.00","22040.00","0.00"
"App ID-184030","No Award","43064.00","0.00","","0.00"
"App ID-183659","Award Complete","43064.00","20860.00","20860.00","0.00"
"App ID-187320","No Award","43064.00","0.00","","0.00"
"App ID-178238","No Award","43064.00","0.00","","27962.00"
"App ID-187628","Award Complete","43064.00","26040.00","24490.00","35859.00"
"App ID-120987","No Award","43064.00","0.00","",""
"App ID-145308","Award Complete","43064.00","30449.00","17500.00","44572.00"
"App ID-131508","Award Complete","43064.00","32963.00","19500.00","46254.00"
"App ID-161867","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-145097","Award Complete","43064.00","26558.00","17840.00","43832.00"
"App ID-172754","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-174050","Award Complete","43064.00","10500.00","10500.00","6144.00"
"App ID-174772","Award Complete","43064.00","22898.00","14500.00","46054.00"
"App ID-159621","Award Complete","43064.00","19820.00","19820.00","28725.00"
"App ID-124839","Award Complete","43064.00","26780.00","26780.00","36196.00"
"App ID-125551","Award Complete","43064.00","24510.00","24510.00","41385.00"
"App ID-185502","Award Complete","43064.00","23750.00","23750.00","30212.00"
"App ID-185521","Award Complete","43064.00","27635.00","24910.00","45492.00"
"App ID-187631","Award Complete","43064.00","23420.00","23420.00","0.00"
"App ID-158165","Award Complete","43064.00","29534.00","24770.00","39209.00"
"App ID-146000","Award Complete","43064.00","26400.00","26400.00","38262.00"
"App ID-124253","Award Complete","43064.00","6172.00","3000.00","5722.00"
"App ID-156320","Award Complete","43064.00","23170.00","23170.00","33582.00"
"App ID-146086","Award Complete","43064.00","22080.00","22080.00","34510.00"
"App ID-174791","Award Complete","43064.00","22590.00","22590.00","20131.00"
"App ID-178108","Award Complete","43064.00","18000.00","17500.00","0.00"
"App ID-180712","Award Complete","43064.00","22370.00","22370.00","33909.00"
"App ID-182123","Award Complete","43064.00","27195.00","24470.00","43178.00"
"App ID-187211","Award Complete","43064.00","22196.00","21890.00","34209.00"
"App ID-88623","No Award","43064.00","0.00","",""
"App ID-161070","No Award","43064.00","0.00","",""
"App ID-175108","No Award","43064.00","0.00","",""
"App ID-171715","No Award","43064.00","0.00","",""
"App ID-143821","No Award","43064.00","0.00","",""
"App ID-138619","Award Complete","43064.00","16000.00","16000.00",""
"App ID-140977","No Award","43064.00","0.00","",""
"App ID-98329","No Award","43064.00","0.00","",""
"App ID-185515","No Award","43064.00","0.00","",""
"App ID-185414","No Award","43064.00","0.00","",""
"App ID-184159","No Award","43064.00","0.00","",""
"App ID-122755","No Award","43064.00","0.00","",""
"App ID-141292","No Award","43064.00","0.00","",""
"App ID-178361","No Award","43064.00","0.00","",""
"App ID-163998","No Award","43064.00","0.00","",""
"App ID-136488","No Award","43064.00","0.00","",""
"App ID-171187","No Award","43064.00","0.00","",""
"App ID-121043","No Award","43064.00","0.00","",""
"App ID-183949","Award Complete","43064.00","30855.00","21080.00",""
"App ID-124520","No Award","43064.00","0.00","",""
"App ID-178270","No Award","43064.00","0.00","",""
"App ID-81959","No Award","43064.00","0.00","",""
"App ID-156289","Award Complete","43064.00","15500.00","15500.00","42707.00"
"App ID-174160","No Award","43064.00","0.00","",""
"App ID-180705","No Award","43064.00","0.00","",""
"App ID-177883","No Award","43064.00","0.00","",""
"App ID-146156","No Award","43064.00","0.00","",""
"App ID-126064","No Award","43064.00","0.00","",""
"App ID-184177","Award Complete","43064.00","24290.00","20290.00",""
"App ID-185413","No Award","43064.00","0.00","",""
"App ID-135229","No Award","43064.00","0.00","",""
"App ID-173289","No Award","43064.00","0.00","",""
"App ID-186283","Award Complete","43064.00","15500.00","15500.00",""
"App ID-164260","No Award","43064.00","0.00","",""
"App ID-161507","Award Complete","43064.00","24000.00","24000.00","0.00"
"App ID-186356","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-144852","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-155809","Award Complete","43064.00","14500.00","14500.00","816.00"
"App ID-130403","Award Complete","43064.00","19250.00","19250.00","26285.00"
"App ID-159801","Award Complete","43064.00","28588.00","22950.00","41829.00"
"App ID-154460","Award Complete","43064.00","15500.00","15500.00","10408.00"
"App ID-146072","Award Complete","43064.00","23880.00","23880.00","30456.00"
"App ID-155015","Award Complete","43064.00","18500.00","18500.00","0.00"
"App ID-168311","Award Complete","43064.00","17300.00","17300.00","20849.00"
"App ID-151765","Award Complete","43064.00","25490.00","25490.00","36946.00"
"App ID-136195","Award Complete","43064.00","21180.00","21180.00","30706.00"
"App ID-161467","Award Complete","43064.00","25078.00","16110.00","46054.00"
"App ID-160897","No Award","43064.00","0.00","","43577.00"
"App ID-185806","Award Complete","43064.00","18900.00","18900.00","23627.00"
"App ID-182396","Award Complete","43064.00","23790.00","23790.00","30088.00"
"App ID-177625","No Award","43064.00","0.00","",""
"App ID-138279","No Award","43064.00","0.00","",""
"App ID-168234","Award Complete","43064.00","18500.00","18500.00","0.00"
"App ID-175102","Award Complete","43064.00","21488.00","17880.00","0.00"
"App ID-174823","Award Complete","43064.00","18470.00","18470.00","0.00"
"App ID-171492","No Award","43064.00","0.00","","0.00"
"App ID-157914","Award Complete","43064.00","19780.00","19780.00","0.00"
"App ID-172573","Award Complete","43064.00","23238.00","14270.00","46054.00"
"App ID-124552","No Award","43064.00","0.00","","0.00"
"App ID-191250","Award Complete","43064.00","25392.00","24020.00","36286.00"
"App ID-191251","Award Complete","43064.00","33523.00","18190.00","46054.00"
"App ID-162469","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-180761","Award Complete","44668.00","29994.00","23440.00","41983.00"
"App ID-204738","Award Complete","44668.00","29594.00","22950.00","42278.00"
"App ID-228017","Award Complete","44668.00","18000.00","18000.00","0.00"
"App ID-232853","Award Complete","44668.00","21000.00","21000.00","15306.00"
"App ID-135129","No Award","44668.00","0.00","0.00","43965.00"
"App ID-229043","Award Complete","44668.00","26600.00","26600.00","35283.00"
"App ID-234759","Award Complete","44668.00","25194.00","18750.00",""
"App ID-193728","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-239707","Award Complete","44668.00","12500.00","12500.00","0.00"
"App ID-192042","No Award","44668.00","0.00","0.00","47758.00"
"App ID-253195","No Award","44668.00","0.00","0.00","47758.00"
"App ID-77660","Award Complete","44668.00","24200.00","24200.00",""
"App ID-178236","No Award","43064.00","0.00","",""
"App ID-174832","No Award","43064.00","0.00","",""
