"Application ID","Award Status","Comprehensive Cost","Total Gift","Total Institutional Gift","Gross Need"
"App ID-75385","Award Complete","41484.00","25432.00","19150.00","40004.00"
"App ID-126709","Award Complete","41484.00","13500.00","13500.00","10446.00"
"App ID-76673","No Award","41484.00","0.00","","0.00"
"App ID-81289","Award Complete","41484.00","9500.00","9500.00","0.00"
"App ID-76734","No Award","41484.00","0.00","","44474.00"
"App ID-76769","Award Complete","41484.00","20000.00","20000.00","13227.00"
"App ID-76868","Award Complete","41484.00","14500.00","14500.00","900.00"
"App ID-76799","Award Complete","41484.00","27500.00","27500.00","33635.00"
"App ID-128121","Award Complete","41484.00","5500.00","5500.00","0.00"
"App ID-75567","Award Complete","41484.00","16000.00","16000.00","16425.00"
"App ID-127669","Award Complete","41484.00","14500.00","14500.00","13003.00"
"App ID-126702","Award Complete","41484.00","26942.00","21350.00","38361.00"
"App ID-75178","Award Complete","41484.00","13500.00","13500.00","11895.00"
"App ID-76671","Award Complete","41484.00","18500.00","18500.00","8456.00"
"App ID-76268","Award Complete","41484.00","17310.00","17310.00","22485.00"
"App ID-120967","Award Complete","41484.00","20000.00","20000.00","0.00"
"App ID-76296","Award Complete","41484.00","22360.00","22360.00","31949.00"
"App ID-94938","Award Complete","41484.00","27560.00","23880.00","42384.00"
"App ID-127040","No Award","41484.00","0.00","","0.00"
"App ID-85901","Award Complete","41484.00","14000.00","14000.00","3922.00"
"App ID-127319","Award Complete","41484.00","27042.00","21780.00","38743.00"
"App ID-126850","No Award","41484.00","0.00","","44674.00"
"App ID-89790","Award Complete","41484.00","26484.00","16200.00","43995.00"
"App ID-75583","Award Complete","41484.00","23634.00","18520.00","39170.00"
"App ID-75468","Award Complete","41484.00","25966.00","21390.00","38049.00"
"App ID-106549","Award Complete","41484.00","20330.00","20330.00","31550.00"
"App ID-75600","Award Complete","41484.00","22500.00","22500.00","27431.00"
"App ID-80191","Award Complete","41484.00","26034.00","15290.00","44234.00"
"App ID-76733","Award Complete","41484.00","26722.00","19300.00","41397.00"
"App ID-105635","Award Complete","41484.00","43660.00","43660.00","41784.00"
"App ID-76791","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75403","No Award","41484.00","0.00","","0.00"
"App ID-75434","Award Complete","41484.00","42400.00","34500.00","44474.00"
"App ID-120982","Award Complete","41484.00","25690.00","14500.00","44460.00"
"App ID-127255","Award Complete","41484.00","11640.00","11640.00","15126.00"
"App ID-76280","Award Complete","41484.00","17000.00","17000.00","2289.00"
"App ID-126224","Award Complete","41484.00","23768.00","22830.00","33013.00"
"App ID-105843","No Award","41484.00","0.00","","41006.00"
"App ID-106307","Award Complete","41484.00","26840.00","16990.00","43543.00"
"App ID-76850","Award Complete","41484.00","7500.00","7500.00","9175.00"
"App ID-120963","Award Complete","41484.00","22920.00","22920.00","32757.00"
"App ID-95119","Award Complete","41484.00","17600.00","17600.00","20706.00"
"App ID-120951","Award Complete","41484.00","22500.00","22500.00","32061.00"
"App ID-78437","No Award","41484.00","0.00","","26009.00"
"App ID-126234","Award Complete","41484.00","13500.00","13500.00","13574.00"
"App ID-83452","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-77395","Award Complete","41484.00","29926.00","20000.00","43243.00"
"App ID-75685","Award Complete","41484.00","14360.00","14360.00","18660.00"
"App ID-75371","No Award","41484.00","0.00","","30558.00"
"App ID-128728","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75946","Award Complete","41484.00","9500.00","9500.00","9437.00"
"App ID-82478","Award Complete","41484.00","23846.00","22830.00","33939.00"
"App ID-76865","Award Complete","41484.00","11500.00","11500.00","10875.00"
"App ID-76655","Award Complete","41484.00","11500.00","11500.00","0.00"
"App ID-85781","Award Complete","41484.00","16270.00","16270.00","21139.00"
"App ID-85704","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-86460","Award Complete","41484.00","25300.00","22140.00","35141.00"
"App ID-77742","Award Complete","41484.00","36730.00","28500.00","44474.00"
"App ID-94661","Award Complete","41484.00","44980.00","38680.00","39845.00"
"App ID-76619","No Award","41484.00","0.00","","33080.00"
"App ID-94034","Award Complete","41484.00","37000.00","37000.00","6491.00"
"App ID-94755","Award Complete","41484.00","3390.00","3390.00","17161.00"
"App ID-82394","Award Complete","41484.00","16500.00","16500.00","0.00"
"App ID-81623","Award Complete","41484.00","18750.00","18750.00","28576.00"
"App ID-94829","Award Complete","41484.00","21250.00","21250.00","30135.00"
"App ID-82319","Award Complete","41484.00","23750.00","23750.00","30839.00"
"App ID-102637","Award Complete","41484.00","17500.00","17500.00","15615.00"
"App ID-102646","Award Complete","41484.00","30720.00","20600.00","43765.00"
"App ID-78106","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-106311","Award Complete","41484.00","22216.00","19870.00","35687.00"
"App ID-106314","Award Complete","41484.00","7500.00","7500.00","8710.00"
"App ID-90122","No Award","41484.00","0.00","","43038.00"
"App ID-82157","Award Complete","41484.00","10770.00","10770.00","15847.00"
"App ID-93397","Award Complete","41484.00","20850.00","20850.00","21948.00"
"App ID-104917","Award Complete","41484.00","29160.00","26680.00","42871.00"
"App ID-128046","Award Complete","41484.00","24046.00","16590.00","43505.00"
"App ID-128343","Award Complete","41484.00","25130.00","20950.00","43333.00"
"App ID-127257","Award Complete","41484.00","21820.00","21820.00","33512.00"
"App ID-127284","Award Complete","41484.00","52060.00","43140.00","44474.00"
"App ID-76683","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-126553","No Award","41484.00","0.00","","43176.00"
"App ID-128101","No Award","41484.00","0.00","","34625.00"
"App ID-127747","Award Complete","41484.00","26010.00","21210.00","44308.00"
"App ID-75119","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75366","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-128340","Award Complete","41484.00","26756.00","23090.00","37038.00"
"App ID-128120","Award Complete","41484.00","14500.00","14500.00","4098.00"
"App ID-84231","Award Complete","41484.00","23750.00","23750.00","32742.00"
"App ID-94923","Award Complete","41484.00","23950.00","22770.00","39924.00"
"App ID-105867","Award Complete","41484.00","16500.00","16500.00","13214.00"
"App ID-87096","Award Complete","41484.00","26234.00","17390.00","42485.00"
"App ID-78537","Award Complete","41484.00","23778.00","16830.00","38268.00"
"App ID-82599","No Award","41484.00","0.00","","41929.00"
"App ID-128634","No Award","41484.00","0.00","","0.00"
"App ID-106529","Award Complete","41484.00","14910.00","14910.00","10762.00"
"App ID-128333","Award Complete","41484.00","16110.00","16110.00","23704.00"
"App ID-127638","Award Complete","41484.00","25572.00","15350.00","43931.00"
"App ID-83080","Award Complete","41484.00","14740.00","14740.00","11720.00"
"App ID-76864","Award Complete","41484.00","15500.00","15500.00","0.00"
"App ID-128320","Award Complete","41484.00","20000.00","20000.00","17386.00"
"App ID-86819","Award Complete","41484.00","23650.00","19100.00","37998.00"
"App ID-87814","No Award","41484.00","0.00","","44404.00"
"App ID-86348","Award Complete","41484.00","20000.00","20000.00","0.00"
"App ID-76826","No Award","41484.00","0.00","","30025.00"
"App ID-77771","Award Complete","41484.00","18750.00","18750.00","27945.00"
"App ID-90861","Award Complete","41484.00","46580.00","16310.00","44904.00"
"App ID-83482","Award Complete","41484.00","26678.00","21430.00","39120.00"
"App ID-76813","No Award","41484.00","0.00","","22628.00"
"App ID-79699","Award Complete","41484.00","23750.00","23750.00","29463.00"
"App ID-78522","Award Complete","41484.00","18170.00","18170.00","24233.00"
"App ID-126552","No Award","41484.00","0.00","","38206.00"
"App ID-75917","Award Complete","41484.00","26040.00","16310.00","44904.00"
"App ID-128222","Award Complete","41484.00","21250.00","21250.00","29060.00"
"App ID-75952","Award Complete","41484.00","17000.00","17000.00","0.00"
"App ID-88688","Award Complete","41484.00","16500.00","16500.00","16060.00"
"App ID-92619","Award Complete","41484.00","0.00","0.00","0.00"
"App ID-94486","Award Complete","41484.00","27950.00","19030.00","44474.00"
"App ID-128186","Award Complete","41484.00","27940.00","26760.00","39924.00"
"App ID-128332","Award Complete","41484.00","15500.00","15500.00","0.00"
"App ID-128522","No Award","41484.00","0.00","","44474.00"
"App ID-76840","Award Complete","41484.00","11500.00","11500.00","0.00"
"App ID-76781","Award Complete","41484.00","27240.00","23460.00","42572.00"
"App ID-79889","Award Complete","41484.00","17500.00","17500.00","4140.00"
"App ID-86498","Award Complete","41484.00","25802.00","21140.00","37818.00"
"App ID-105618","Award Complete","41484.00","17000.00","17000.00","0.00"
"App ID-77661","Award Complete","41484.00","37360.00","37360.00","43911.00"
"App ID-96187","Award Complete","41484.00","25154.00","16140.00","44474.00"
"App ID-127627","Award Complete","41484.00","23750.00","23750.00","27751.00"
"App ID-127803","Award Complete","41484.00","23750.00","23750.00","30865.00"
"App ID-75258","Award Complete","41484.00","20000.00","20000.00","18569.00"
"App ID-76887","Award Complete","41484.00","26268.00","20920.00","38648.00"
"App ID-103025","Award Complete","41484.00","26350.00","19380.00","31437.00"
"App ID-86262","Award Complete","41484.00","20780.00","20780.00","30572.00"
"App ID-128174","Award Complete","41484.00","20856.00","20480.00","33654.00"
"App ID-128281","Award Complete","41484.00","19470.00","19470.00","22907.00"
"App ID-75273","Award Complete","41484.00","25024.00","15540.00","43162.00"
"App ID-76777","Award Complete","41484.00","11130.00","11130.00","13587.00"
"App ID-76302","Award Complete","41484.00","22500.00","22500.00","0.00"
"App ID-76987","Award Complete","41484.00","14500.00","14500.00","1055.00"
"App ID-94914","Award Complete","41484.00","5500.00","5500.00","8539.00"
"App ID-103390","Award Complete","41484.00","25884.00","11140.00","44474.00"
"App ID-77803","Award Complete","41484.00","50060.00","41140.00","44474.00"
"App ID-84683","Award Complete","41484.00","18940.00","18940.00","21046.00"
"App ID-127243","Award Complete","41484.00","24690.00","24690.00","35274.00"
"App ID-128629","Award Complete","41484.00","14500.00","14500.00","19300.00"
"App ID-128954","Award Complete","41484.00","17180.00","17180.00","20223.00"
"App ID-75709","Award Complete","41484.00","38010.00","38010.00","40448.00"
"App ID-88706","No Award","41484.00","0.00","","42667.00"
"App ID-76823","Award Complete","41484.00","20540.00","17540.00","30208.00"
"App ID-81020","Award Complete","41484.00","20000.00","20000.00","674.00"
"App ID-128625","Award Complete","41484.00","9500.00","9500.00","6581.00"
"App ID-76885","Award Complete","41484.00","16450.00","16450.00","21371.00"
"App ID-82250","Award Complete","41484.00","17500.00","17500.00","12057.00"
"App ID-88406","No Award","41484.00","0.00","","41580.00"
"App ID-120960","Award Complete","41484.00","13900.00","13900.00","18541.00"
"App ID-129462","No Award","41484.00","0.00","","33245.00"
"App ID-88832","Award Complete","41484.00","23730.00","22170.00","34768.00"
"App ID-128017","Award Complete","41484.00","10500.00","10500.00","4610.00"
"App ID-128198","Award Complete","41484.00","5500.00","5500.00","1867.00"
"App ID-129521","Award Complete","41484.00","26180.00","26180.00","39036.00"
"App ID-75278","Award Complete","41484.00","28500.00","17840.00","44387.00"
"App ID-76934","Award Complete","41484.00","27142.00","21530.00","38999.00"
"App ID-84273","Award Complete","41484.00","23750.00","23750.00","25954.00"
"App ID-80778","Award Complete","41484.00","28980.00","23910.00","44274.00"
"App ID-106513","No Award","41484.00","0.00","","44474.00"
"App ID-128345","Award Complete","41484.00","14260.00","14260.00","17302.00"
"App ID-120958","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-128966","Award Complete","41484.00","27720.00","27720.00","41469.00"
