"zip","distance","Median.Income","Total","White","Pct.White","Alumni.Pop","Alumni.Density"
"",NA,NA,NA,NA,NA,4,NA
"38133",NA,67721,20895,14432,0.6907,NA,NA
"38134",882.14,46061,43244,21291,0.4923,NA,NA
"38135",NA,76875,28664,18743,0.6539,NA,NA
"38138",NA,96941,23772,20690,0.8704,NA,NA
"38139",889.96,132320,16491,14407,0.8736,NA,NA
"38141",892.45,51293,22436,2419,0.1078,NA,NA
"38152",NA,NA,807,317,0.3928,NA,NA
"38201",NA,37156,10474,9374,0.895,NA,NA
"38220",NA,38372,1779,1491,0.8381,NA,NA
"38221",NA,28500,3185,3154,0.9903,NA,NA
"38222",NA,42557,2774,2757,0.9939,NA,NA
"38224",NA,36111,1052,1045,0.9933,NA,NA
"38225",NA,36607,6549,6043,0.9227,NA,NA
"38226",NA,22969,157,157,1,NA,NA
"38229",NA,40093,2565,2509,0.9782,NA,NA
"38230",NA,36919,3723,3497,0.9393,NA,NA
"38231",NA,38125,1845,1718,0.9312,NA,NA
"38232",NA,33073,1801,1738,0.965,NA,NA
"38233",NA,36125,2568,2312,0.9003,NA,NA
"38235",NA,41250,246,227,0.9228,NA,NA
"38236",NA,41071,529,418,0.7902,NA,NA
"38237",NA,34780,16392,13560,0.8272,NA,NA
"38240",NA,42321,2338,2226,0.9521,NA,NA
"38241",NA,35463,834,834,1,NA,NA
"38242",NA,36141,20119,17129,0.8514,NA,NA
"38251",NA,44196,2688,2589,0.9632,NA,NA
"38253",NA,38482,1101,1080,0.9809,NA,NA
"38254",NA,31250,63,63,1,NA,NA
"38255",NA,35402,2464,2280,0.9253,NA,NA
"38256",NA,42540,2867,2822,0.9843,NA,NA
"38257",NA,41399,4243,3691,0.8699,NA,NA
"38258",NA,33906,1397,1236,0.8848,NA,NA
"38259",NA,42794,859,814,0.9476,NA,NA
"38260",NA,42734,3555,3483,0.9797,NA,NA
"38261",NA,41579,17023,13776,0.8093,NA,NA
"3827",NA,NA,NA,NA,NA,NA,NA
"38301",NA,29859,35106,15671,0.4464,NA,NA
"38305",NA,53550,51427,33833,0.6579,NA,NA
"38310",NA,31101,5939,5777,0.9727,NA,NA
"38311",NA,42500,945,879,0.9302,NA,NA
"38313",NA,40283,2795,2636,0.9431,NA,NA
"38315",NA,33125,3457,3253,0.941,NA,NA
"38316",NA,49738,3373,3206,0.9505,NA,NA
"38317",NA,31540,2901,2472,0.8521,NA,NA
"38318",NA,18295,375,375,1,NA,NA
"38320",NA,35541,10569,9897,0.9364,NA,NA
"38321",NA,39236,2105,2058,0.9777,NA,NA
"38326",NA,46389,2439,2319,0.9508,NA,NA
"38327",NA,30556,375,346,0.9227,NA,NA
"38328",NA,55192,727,721,0.9917,NA,NA
"38329",NA,37388,3296,3126,0.9484,NA,NA
"38330",NA,40638,4390,3645,0.8303,NA,NA
"38332",NA,33750,1581,1515,0.9583,NA,NA
"38333",NA,27230,520,520,1,NA,NA
"38334",NA,41380,1893,1760,0.9297,NA,NA
"38337",NA,36875,1215,859,0.707,NA,NA
"38339",NA,28977,585,412,0.7043,NA,NA
"38340",NA,41430,13602,11503,0.8457,NA,NA
"38341",NA,32600,2383,2333,0.979,NA,NA
"38342",NA,31250,1269,1160,0.9141,NA,NA
"38343",NA,38399,15640,11024,0.7049,NA,NA
"38344",NA,32868,8723,7302,0.8371,NA,NA
"38345",NA,37679,2357,2257,0.9576,NA,NA
"38347",NA,15577,113,113,1,NA,NA
"38348",NA,41354,1360,1084,0.7971,NA,NA
"38351",NA,39743,18063,15638,0.8657,NA,NA
"38352",NA,40107,401,377,0.9401,NA,NA
"38355",NA,67729,6304,5769,0.9151,NA,NA
"38356",NA,40380,2516,1975,0.785,NA,NA
"38357",NA,25401,2765,2629,0.9508,NA,NA
"38358",NA,36377,11040,8771,0.7945,NA,NA
"38359",NA,26250,285,281,0.986,NA,NA
"38361",NA,42950,1055,1011,0.9583,NA,NA
"38362",NA,50000,1398,1219,0.872,NA,NA
"38363",NA,36477,5876,5520,0.9394,NA,NA
"38365",NA,NA,78,78,1,NA,NA
"38366",NA,52734,2081,1852,0.89,NA,NA
"38367",NA,37279,2806,2599,0.9262,NA,NA
"38368",NA,24906,1571,1563,0.9949,NA,NA
"38369",NA,33274,2015,1751,0.869,NA,NA
"38370",NA,24464,731,609,0.8331,NA,NA
"38371",NA,37431,1065,1057,0.9925,NA,NA
"38372",NA,33591,17366,16064,0.925,NA,NA
"38374",NA,35659,1972,1929,0.9782,NA,NA
"38375",NA,30541,9743,8452,0.8675,NA,NA
"38376",NA,16375,203,203,1,NA,NA
"38379",NA,40625,1316,1314,0.9985,NA,NA
"38380",NA,60372,548,482,0.8796,NA,NA
"38381",NA,36042,1275,969,0.76,NA,NA
"38382",NA,31538,9341,7268,0.7781,NA,NA
"38387",NA,43438,378,345,0.9127,NA,NA
"38388",NA,37472,1778,1442,0.811,NA,NA
"38390",NA,40391,954,888,0.9308,NA,NA
"38391",NA,37283,1318,265,0.2011,NA,NA
"38392",NA,52399,569,533,0.9367,NA,NA
"38401",NA,42059,53701,43520,0.8104,NA,NA
"38425",NA,32762,3696,2591,0.701,NA,NA
"38449",NA,41806,2596,2305,0.8879,NA,NA
"38450",NA,31761,2713,2667,0.983,NA,NA
"38451",NA,53359,5078,4815,0.9482,NA,NA
"38452",NA,26708,1134,1113,0.9815,NA,NA
"38453",NA,30000,297,297,1,NA,NA
"38454",NA,54028,1391,1298,0.9331,NA,NA
"38455",NA,21071,112,101,0.9018,NA,NA
"38456",NA,34414,5096,5059,0.9927,NA,NA
"38457",NA,47857,840,830,0.9881,NA,NA
"38459",NA,66250,558,539,0.9659,NA,NA
"38460",NA,43676,1359,1304,0.9595,NA,NA
"38461",NA,37083,1310,1216,0.9282,NA,NA
"38462",NA,36604,10048,9549,0.9503,NA,NA
"38463",NA,41106,2779,2636,0.9485,NA,NA
"38464",NA,35424,22124,20397,0.9219,NA,NA
"38468",NA,43170,5119,5046,0.9857,NA,NA
"38469",NA,40191,3894,3755,0.9643,NA,NA
"38471",NA,25417,476,470,0.9874,NA,NA
"38472",NA,48299,2700,2543,0.9419,NA,NA
"38473",NA,36786,991,953,0.9617,NA,NA
"38474",NA,41338,8399,7072,0.842,NA,NA
"38475",NA,34167,774,712,0.9199,NA,NA
"38476",NA,74410,867,867,1,NA,NA
"38477",NA,37975,2795,2470,0.8837,NA,NA
"38478",NA,37728,17701,14641,0.8271,NA,NA
"38481",NA,36779,1048,1040,0.9924,NA,NA
"38482",NA,45900,1660,1603,0.9657,NA,NA
"38483",NA,43824,5704,5672,0.9944,NA,NA
"38485",NA,28259,6726,6543,0.9728,NA,NA
"38486",NA,30107,719,714,0.993,NA,NA
"38487",NA,28504,1201,987,0.8218,NA,NA
"38488",NA,43411,2375,2237,0.9419,NA,NA
"38501",NA,29745,37919,35238,0.9293,NA,NA
"38504",NA,46741,1219,1192,0.9779,NA,NA
"38505",NA,NA,1850,1559,0.8427,NA,NA
"38506",NA,48386,27112,25996,0.9588,NA,NA
"38541",NA,34009,1388,1327,0.9561,NA,NA
"38542",NA,NA,33,33,1,NA,NA
"38543",NA,31136,497,462,0.9296,NA,NA
"38544",NA,32118,6463,6392,0.989,NA,NA
"38545",NA,35341,1267,1239,0.9779,NA,NA
"38547",NA,53455,1546,1513,0.9787,NA,NA
"38548",NA,35208,677,650,0.9601,NA,NA
"38549",NA,32321,3976,3933,0.9892,NA,NA
"38551",NA,27274,3943,3761,0.9538,NA,NA
"38552",NA,73750,360,360,1,NA,NA
"38553",NA,38047,2401,2390,0.9954,NA,NA
"38554",NA,26852,868,852,0.9816,NA,NA
"38555",NA,35765,19320,18793,0.9727,NA,NA
"38556",NA,27957,12062,11841,0.9817,NA,NA
"38558",NA,46798,7671,7285,0.9497,NA,NA
"38559",NA,37670,1490,1345,0.9027,NA,NA
"38560",NA,41437,1179,1171,0.9932,NA,NA
"38562",NA,31733,6415,6193,0.9654,NA,NA
"38563",NA,50000,2823,2597,0.9199,NA,NA
"38564",NA,34048,424,399,0.941,NA,NA
"38565",NA,32519,1215,1169,0.9621,NA,NA
"38567",NA,54009,724,724,1,NA,NA
"38568",NA,33207,2552,2519,0.9871,NA,NA
"38569",NA,33417,354,354,1,NA,NA
"38570",NA,34870,9705,9340,0.9624,NA,NA
"38571",NA,36363,13845,13488,0.9742,NA,NA
"38572",NA,38942,10679,10557,0.9886,NA,NA
"38573",NA,43240,2331,2284,0.9798,NA,NA
"38574",NA,30794,8122,8025,0.9881,NA,NA
"38575",NA,39459,1218,1195,0.9811,NA,NA
"38577",NA,49625,803,784,0.9763,NA,NA
"38578",NA,33661,157,157,1,NA,NA
"38579",NA,29712,1010,1010,1,NA,NA
"38580",NA,40000,1377,1377,1,NA,NA
"38581",NA,41782,4145,3968,0.9573,NA,NA
"38582",NA,50170,1625,1576,0.9698,NA,NA
"38583",NA,33604,24005,22829,0.951,NA,NA
"38585",NA,32321,3622,3545,0.9787,NA,NA
"38587",NA,33971,1151,1151,1,NA,NA
"38588",NA,34352,968,956,0.9876,NA,NA
"38589",NA,16413,270,246,0.9111,NA,NA
"38601",NA,51354,3242,1586,0.4892,NA,NA
"38603",NA,29004,2661,1925,0.7234,NA,NA
"38606",NA,41964,16081,9383,0.5835,NA,NA
"38610",NA,39526,3681,2882,0.7829,NA,NA
"38611",NA,41862,16310,10200,0.6254,NA,NA
"38614",NA,29570,19667,4735,0.2408,NA,NA
"38617",NA,22500,782,105,0.1343,NA,NA
"38618",NA,40842,11902,7646,0.6424,NA,NA
"38619",NA,28542,5597,2045,0.3654,NA,NA
"38620",NA,38347,3511,1779,0.5067,NA,NA
"38621",NA,21336,1530,249,0.1627,NA,NA
"38622",NA,15260,547,238,0.4351,NA,NA
"38623",NA,16402,276,0,0,NA,NA
"38625",NA,39561,876,876,1,NA,NA
"38626",NA,28646,1164,492,0.4227,NA,NA
"38627",NA,43750,1037,995,0.9595,NA,NA
"38629",NA,25132,2002,1492,0.7453,NA,NA
"38630",NA,26000,331,0,0,NA,NA
"38631",NA,18942,932,61,0.0655,NA,NA
"38632",NA,61175,26207,23045,0.8793,NA,NA
"38633",NA,29563,2776,2376,0.8559,NA,NA
"38635",NA,35602,16291,5072,0.3113,NA,NA
"38637",NA,45893,26575,15914,0.5988,NA,NA
"38639",NA,20179,1258,3,0.0024,NA,NA
"38641",NA,62656,2610,1830,0.7011,NA,NA
"38642",NA,39010,2474,967,0.3909,NA,NA
"38643",NA,19203,2329,660,0.2834,NA,NA
"38644",NA,20893,315,136,0.4317,NA,NA
"38645",NA,30043,1754,301,0.1716,NA,NA
"38646",NA,31349,3282,1087,0.3312,NA,NA
"38647",NA,20761,1267,294,0.232,NA,NA
"38650",NA,30147,3747,3488,0.9309,NA,NA
"38651",NA,65801,7014,5740,0.8184,NA,NA
"38652",NA,36972,15984,11799,0.7382,NA,NA
"38654",NA,70081,48112,35444,0.7367,NA,NA
"38655",NA,42480,38419,27298,0.7105,NA,NA
"38658",NA,31850,2116,1794,0.8478,NA,NA
"38659",NA,33899,2313,1922,0.831,NA,NA
"38661",NA,41165,1971,1226,0.622,NA,NA
"38663",NA,36757,12383,9892,0.7988,NA,NA
"38664",NA,33498,3245,712,0.2194,NA,NA
"38665",NA,41968,2775,2486,0.8959,NA,NA
"38666",NA,30998,6936,2678,0.3861,NA,NA
"38668",916.67,45965,14422,9334,0.6472,NA,NA
"38670",NA,29688,1054,163,0.1546,NA,NA
"38671",NA,50975,35880,24879,0.6934,NA,NA
"38672",NA,88398,12224,8682,0.7102,NA,NA
"38673",NA,30938,642,104,0.162,NA,NA
"38674",NA,41528,960,660,0.6875,NA,NA
"38676",NA,28022,6393,1381,0.216,NA,NA
"38677",NA,9766,4643,3868,0.8331,NA,NA
"38680",NA,53257,5794,3537,0.6105,NA,NA
"38683",NA,27887,5323,5130,0.9637,NA,NA
"38685",NA,52639,1017,688,0.6765,NA,NA
"38701",976.94,30204,22959,7145,0.3112,NA,NA
"38702",NA,NA,0,0,NA,NA,NA
"38703",NA,28599,14262,2051,0.1438,NA,NA
"38704",NA,NA,3,3,1,NA,NA
"38720",NA,30833,700,402,0.5743,NA,NA
"38721",NA,42933,988,491,0.497,NA,NA
"38722",NA,17625,448,146,0.3259,NA,NA
"38723",NA,NA,22,22,1,NA,NA
"38725",NA,22857,852,198,0.2324,NA,NA
"38726",NA,26806,483,65,0.1346,NA,NA
"38730",NA,34821,1947,1109,0.5696,NA,NA
"38731",NA,NA,184,184,1,NA,NA
"38732",959.46,33516,18060,7964,0.441,NA,NA
"38736",NA,20179,379,125,0.3298,NA,NA
"38737",NA,23958,3748,1162,0.31,NA,NA
"38738",NA,34259,2813,746,0.2652,NA,NA
"38740",NA,31250,384,107,0.2786,NA,NA
"38744",NA,35439,928,326,0.3513,NA,NA
"38745",NA,22083,111,28,0.2523,NA,NA
"38746",NA,27500,439,112,0.2551,NA,NA
"38748",NA,27123,4209,1366,0.3245,NA,NA
"38749",NA,NA,20,20,1,NA,NA
"38751",NA,27838,11610,2509,0.2161,NA,NA
"38753",NA,31667,1391,575,0.4134,NA,NA
"38754",NA,23750,1625,474,0.2917,NA,NA
"38756",NA,32292,6259,2375,0.3795,NA,NA
"38759",NA,45833,1095,740,0.6758,NA,NA
"38760",NA,23594,1126,6,0.0053,NA,NA
"38761",NA,22375,2496,381,0.1526,NA,NA
"38762",NA,24614,2523,18,0.0071,NA,NA
"38764",NA,26359,274,37,0.135,NA,NA
"38765",NA,NA,83,0,0,NA,NA
"38767",NA,NA,45,0,0,NA,NA
"38768",NA,NA,26,0,0,NA,NA
"38769",NA,20326,2126,290,0.1364,NA,NA
"38771",NA,30357,3164,602,0.1903,NA,NA
"38772",NA,33750,137,36,0.2628,NA,NA
"38773",NA,21935,3454,903,0.2614,NA,NA
"38774",NA,20473,2590,295,0.1139,NA,NA
"38778",NA,25806,1574,371,0.2357,NA,NA
"38781",NA,17614,247,1,0.004,NA,NA
"38801",NA,41317,29568,16360,0.5533,NA,NA
"38804",NA,44221,17824,12801,0.7182,NA,NA
"38821",NA,39467,12470,10019,0.8034,NA,NA
"38824",NA,35459,8451,6068,0.718,NA,NA
"38826",NA,43080,5109,3194,0.6252,NA,NA
"38827",NA,35347,3230,2879,0.8913,NA,NA
"38828",NA,37672,4721,4408,0.9337,NA,NA
"38829",NA,34232,18005,15653,0.8694,NA,NA
"38833",NA,28469,3029,2927,0.9663,NA,NA
"38834",NA,34304,29591,24376,0.8238,NA,NA
"38838",NA,40208,1409,1409,1,NA,NA
"38841",NA,36146,2835,2277,0.8032,NA,NA
"38843",NA,41685,11489,10125,0.8813,NA,NA
"38844",NA,36042,175,175,1,NA,NA
"38846",NA,32647,2156,2063,0.9569,NA,NA
"38847",NA,34158,3245,3221,0.9926,NA,NA
"38848",NA,54145,1090,1090,1,NA,NA
"38849",NA,41202,5587,4671,0.836,NA,NA
"38850",NA,32212,2888,1849,0.6402,NA,NA
"38851",NA,33650,8540,5429,0.6357,NA,NA
"38852",NA,36741,8745,8502,0.9722,NA,NA
"38855",NA,35372,5017,4794,0.9556,NA,NA
"38856",NA,36319,1702,1695,0.9959,NA,NA
"38857",NA,42917,3522,3428,0.9733,NA,NA
"38858",NA,34844,7391,5278,0.7141,NA,NA
"38859",NA,31563,560,543,0.9696,NA,NA
"38860",NA,26982,5313,1896,0.3569,NA,NA
"38862",NA,34137,2004,1359,0.6781,NA,NA
"38863",NA,43029,20350,16056,0.789,NA,NA
"38864",NA,38393,1875,1813,0.9669,NA,NA
"38865",NA,28218,4553,4074,0.8948,NA,NA
"38866",NA,53295,12845,11938,0.9294,NA,NA
"38868",NA,39959,5291,3139,0.5933,NA,NA
"38869",NA,35417,420,241,0.5738,NA,NA
"38870",NA,43409,2491,2243,0.9004,NA,NA
"38871",NA,43813,1776,1596,0.8986,NA,NA
"38873",NA,38636,2761,2392,0.8664,NA,NA
"38876",NA,37979,1443,1425,0.9875,NA,NA
"38878",NA,29779,2941,2323,0.7899,NA,NA
"38879",NA,27536,634,28,0.0442,NA,NA
"38901",NA,33776,18635,10346,0.5552,NA,NA
"38913",NA,46908,365,345,0.9452,NA,NA
"38914",NA,23594,406,363,0.8941,NA,NA
"38915",NA,28676,3825,2795,0.7307,NA,NA
"38916",NA,27966,5375,3103,0.5773,NA,NA
"38917",NA,34192,3286,2748,0.8363,NA,NA
"38920",NA,31667,541,454,0.8392,NA,NA
"38921",NA,30385,4564,1511,0.3311,NA,NA
"38922",NA,31122,3405,1772,0.5204,NA,NA
"38923",NA,22113,1465,699,0.4771,NA,NA
"38924",NA,21176,779,228,0.2927,NA,NA
"38925",NA,36019,2289,1417,0.619,NA,NA
"38927",NA,25417,1081,618,0.5717,NA,NA
"38928",NA,31731,300,0,0,NA,NA
"38929",NA,19028,1286,425,0.3305,NA,NA
"38930",983.87,26639,25087,7643,0.3047,NA,NA
"38940",NA,37727,1861,1405,0.755,NA,NA
"38941",NA,23166,5024,560,0.1115,NA,NA
"38943",NA,43654,431,376,0.8724,NA,NA
"38944",NA,16250,411,158,0.3844,NA,NA
"38945",NA,NA,16,16,1,NA,NA
"38946",NA,23462,361,84,0.2327,NA,NA
"38947",NA,20909,493,210,0.426,NA,NA
"38948",NA,31500,2233,1300,0.5822,NA,NA
"38949",NA,17308,53,53,1,NA,NA
"38950",NA,27222,161,148,0.9193,NA,NA
"38951",NA,29944,1354,846,0.6248,NA,NA
"38952",NA,41500,684,264,0.386,NA,NA
"38953",NA,66111,610,508,0.8328,NA,NA
"38954",NA,17404,1060,164,0.1547,NA,NA
"38957",NA,38333,624,346,0.5545,NA,NA
"38958",NA,NA,27,0,0,NA,NA
"38961",NA,48456,791,633,0.8003,NA,NA
"38962",NA,14722,84,70,0.8333,NA,NA
"38963",NA,29069,5608,1949,0.3475,NA,NA
"38964",NA,82438,284,237,0.8345,NA,NA
"38965",NA,35982,8854,6508,0.735,NA,NA
"38966",NA,30694,771,137,0.1777,NA,NA
"38967",NA,31917,6911,3904,0.5649,NA,NA
"39038",NA,22132,6549,1084,0.1655,NA,NA
"39039",NA,38625,1892,1380,0.7294,NA,NA
"39040",NA,33164,4176,2645,0.6334,NA,NA
"39041",NA,37115,4028,905,0.2247,NA,NA
"39042",NA,65484,35777,27757,0.7758,NA,NA
"39044",NA,45174,4050,3169,0.7825,NA,NA
"39045",NA,36198,1258,94,0.0747,NA,NA
"39046",NA,39182,27121,6911,0.2548,NA,NA
"39047",1068.95,75294,37880,31032,0.8192,NA,NA
"39051",NA,33400,16799,9169,0.5458,NA,NA
"39054",NA,41932,411,3,0.0073,NA,NA
"39056",NA,60948,26231,14442,0.5506,NA,NA
"39057",NA,30388,1766,690,0.3907,NA,NA
"39059",NA,34311,12089,5273,0.4362,NA,NA
"39061",NA,NA,247,0,0,NA,NA
"39062",NA,35197,458,347,0.7576,NA,NA
"39063",NA,26559,3507,590,0.1682,NA,NA
"39066",NA,39848,4513,1352,0.2996,NA,NA
"39067",NA,41875,1595,1340,0.8401,NA,NA
"39069",NA,23514,6154,582,0.0946,NA,NA
"39071",NA,38950,5680,2874,0.506,NA,NA
"39073",NA,50822,19976,16331,0.8175,NA,NA
"39074",NA,34007,15049,7552,0.5018,NA,NA
"39078",NA,41250,1052,656,0.6236,NA,NA
"39079",NA,20000,2139,489,0.2286,NA,NA
"39082",NA,30878,1527,851,0.5573,NA,NA
"39083",NA,30672,9961,3242,0.3255,NA,NA
"39086",NA,32424,1939,266,0.1372,NA,NA
"39088",NA,47969,189,189,1,NA,NA
"39090",NA,32447,13673,7148,0.5228,NA,NA
"39092",NA,37069,3231,2292,0.7094,NA,NA
"39094",NA,32702,3578,1966,0.5495,NA,NA
"39095",NA,21700,7486,1352,0.1806,NA,NA
"39096",NA,19939,1812,198,0.1093,NA,NA
"39097",NA,27431,422,200,0.4739,NA,NA
"39108",NA,30000,1959,1238,0.632,NA,NA
"39110",NA,98279,38795,32196,0.8299,NA,NA
"39111",NA,35106,9601,5812,0.6054,NA,NA
"39113",NA,13854,659,51,0.0774,NA,NA
"39114",1091.42,36435,9584,5806,0.6058,NA,NA
"39115",NA,NA,28,0,0,NA,NA
"39116",NA,40057,2275,1973,0.8673,NA,NA
"39117",NA,37474,10626,8160,0.7679,NA,NA
"39119",NA,30808,6348,3519,0.5543,NA,NA
"39120",NA,28414,32443,12687,0.3911,NA,NA
"39140",NA,40577,2075,1494,0.72,NA,NA
"39144",NA,15733,1020,146,0.1431,NA,NA
"39145",NA,46927,4647,3870,0.8328,NA,NA
"39146",NA,25609,2353,382,0.1623,NA,NA
"39148",1082.51,NA,NA,NA,NA,NA,NA
"39149",NA,32000,1512,902,0.5966,NA,NA
"39150",NA,24946,5528,746,0.1349,NA,NA
"39152",NA,45446,1113,983,0.8832,NA,NA
"39153",NA,38067,3992,3223,0.8074,NA,NA
"39154",NA,58472,10499,6766,0.6444,NA,NA
"39156",NA,67083,463,327,0.7063,NA,NA
"39157",NA,54496,24781,13818,0.5576,NA,NA
"39159",NA,28504,3291,1038,0.3154,NA,NA
"39160",NA,20867,2658,763,0.2871,NA,NA
"39162",NA,21875,88,55,0.625,NA,NA
"39166",NA,34583,580,228,0.3931,NA,NA
"39167",NA,NA,0,0,NA,NA,NA
"39168",NA,35734,6789,3367,0.4959,NA,NA
"39169",NA,16065,3058,187,0.0612,NA,NA
"39170",NA,60714,9765,5895,0.6037,NA,NA
"39174",NA,37955,652,20,0.0307,NA,NA
"39175",NA,33409,4399,1399,0.318,NA,NA
"39176",NA,36761,2562,980,0.3825,NA,NA
"39177",NA,61875,67,39,0.5821,NA,NA
"39179",NA,35179,1068,318,0.2978,NA,NA
"39180",NA,40097,33245,16414,0.4937,NA,NA
"39183",NA,42370,14583,7423,0.509,NA,NA
"39189",NA,30673,4345,2092,0.4815,NA,NA
"39191",NA,39516,7508,5635,0.7505,NA,NA
"39192",NA,22264,1471,896,0.6091,NA,NA
"39193",NA,NA,674,291,0.4318,NA,NA
"39194",NA,24286,20631,6313,0.306,NA,NA
"39201",NA,38125,479,270,0.5637,NA,NA
"39202",NA,32231,8613,4294,0.4985,NA,NA
"39203",NA,16817,6749,440,0.0652,NA,NA
"39204",NA,26844,20082,2402,0.1196,NA,NA
"39206",NA,34394,25012,2558,0.1023,NA,NA
"39208",NA,41932,31411,21723,0.6916,NA,NA
"39209",NA,24841,27188,2103,0.0774,NA,NA
"39211",NA,57274,25346,13181,0.52,NA,NA
"39212",NA,39266,34200,4764,0.1393,NA,NA
"39213",NA,22350,22758,271,0.0119,NA,NA
"39216",NA,44926,2823,2196,0.7779,NA,NA
"39217",NA,NA,823,55,0.0668,NA,NA
"39218",NA,44790,7131,5562,0.78,NA,NA
"39232",NA,50223,7199,5234,0.727,NA,NA
"39269",NA,NA,0,0,NA,NA,NA
"39272",NA,55058,13118,5170,0.3941,NA,NA
"39301",NA,31287,25963,14006,0.5395,NA,NA
"39305",NA,50706,20539,14304,0.6964,NA,NA
"39307",NA,28366,19159,6510,0.3398,NA,NA
"39309",NA,NA,534,283,0.53,NA,NA
"39320",NA,64389,2194,1981,0.9029,NA,NA
"39322",NA,32407,1467,892,0.608,NA,NA
"39323",NA,37457,1239,1226,0.9895,NA,NA
"39325",NA,49628,5717,4705,0.823,NA,NA
"39326",NA,19500,1147,713,0.6216,NA,NA
"39327",NA,59353,4432,3115,0.7028,NA,NA
"39328",NA,31928,5058,1755,0.347,NA,NA
"39330",NA,45987,2517,2274,0.9035,NA,NA
"39332",NA,38729,1824,1428,0.7829,NA,NA
"39335",NA,31287,3249,1608,0.4949,NA,NA
"39336",NA,46371,1090,518,0.4752,NA,NA
"39337",NA,33465,1808,1790,0.99,NA,NA
"39338",NA,30017,3707,1577,0.4254,NA,NA
"39339",NA,32222,15614,7258,0.4648,NA,NA
"39341",NA,26867,6896,1627,0.2359,NA,NA
"39342",NA,39922,1362,491,0.3605,NA,NA
"39345",NA,35977,6303,2674,0.4242,NA,NA
"39346",NA,37500,2113,1648,0.7799,NA,NA
"39347",NA,22683,1562,554,0.3547,NA,NA
"39348",NA,11492,717,61,0.0851,NA,NA
"39350",NA,37936,25998,14118,0.543,NA,NA
"39352",NA,19833,543,238,0.4383,NA,NA
"39354",NA,29735,1220,569,0.4664,NA,NA
"39355",NA,30467,6603,4728,0.716,NA,NA
"39356",NA,50250,589,277,0.4703,NA,NA
"39358",NA,22910,1669,316,0.1893,NA,NA
"39359",NA,58750,252,249,0.9881,NA,NA
"39360",NA,27325,4334,1115,0.2573,NA,NA
"39361",NA,22770,1679,556,0.3311,NA,NA
"39362",NA,21321,2615,1434,0.5484,NA,NA
"39363",NA,28884,1798,1228,0.683,NA,NA
"39364",NA,47790,3592,1788,0.4978,NA,NA
"39365",NA,32700,6785,5403,0.7963,NA,NA
"39366",NA,25250,1448,404,0.279,NA,NA
"39367",NA,29887,14642,8896,0.6076,NA,NA
"39401",1143.58,27575,44176,18786,0.4253,NA,NA
"39402",NA,56697,41274,29625,0.7178,NA,NA
"39406",NA,NA,2114,1158,0.5478,NA,NA
"39421",NA,28679,2880,898,0.3118,NA,NA
"39422",NA,29968,5286,2375,0.4493,NA,NA
"39423",NA,29375,2667,1627,0.61,NA,NA
"39425",NA,55879,1559,1510,0.9686,NA,NA
"39426",NA,46946,16057,14582,0.9081,NA,NA
"39427",NA,33875,1696,781,0.4605,NA,NA
"39428",NA,32139,9349,5151,0.551,NA,NA
"39429",NA,27404,17420,10540,0.6051,NA,NA
"39437",NA,37500,13376,11011,0.8232,NA,NA
"39439",NA,35295,4355,1242,0.2852,NA,NA
"39440",NA,28755,20470,8023,0.3919,NA,NA
"39443",NA,43830,21495,17812,0.8287,NA,NA
"39451",NA,39856,7576,4740,0.6257,NA,NA
"39452",NA,44476,27754,24493,0.8825,NA,NA
"39455",NA,31489,10383,8506,0.8192,NA,NA
"39456",NA,31250,883,458,0.5187,NA,NA
"39459",NA,43142,4393,4050,0.9219,NA,NA
"39461",NA,45417,479,463,0.9666,NA,NA
"39462",NA,31838,1585,1206,0.7609,NA,NA
"39464",NA,46379,2414,2414,1,NA,NA
"39465",NA,52052,21154,17914,0.8468,NA,NA
"39466",NA,38743,28030,22522,0.8035,NA,NA
"39470",NA,37960,12581,10246,0.8144,NA,NA
"39474",NA,24752,5788,2392,0.4133,NA,NA
"39475",NA,50058,11552,10175,0.8808,NA,NA
"39476",NA,37604,7305,6262,0.8572,NA,NA
"39477",NA,31319,767,738,0.9622,NA,NA
"39478",NA,37083,2220,1161,0.523,NA,NA
"39479",NA,38224,5331,4832,0.9064,NA,NA
"39480",NA,49643,2944,2622,0.8906,NA,NA
"39481",NA,41596,1864,1864,1,NA,NA
"39482",NA,45666,8893,7968,0.896,NA,NA
"39483",NA,30696,6111,4886,0.7995,NA,NA
"39501",NA,25298,21735,9303,0.428,NA,NA
"39503",NA,42885,49448,33230,0.672,NA,NA
"39507",NA,42217,16303,12230,0.7502,NA,NA
"39520",NA,37631,15655,13113,0.8376,NA,NA
"39525",NA,67138,8275,8005,0.9674,NA,NA
"39530",NA,30608,7940,3961,0.4989,NA,NA
"39531",NA,37565,18117,11762,0.6492,NA,NA
"39532",NA,50998,34311,25668,0.7481,NA,NA
"39534",NA,NA,2591,1914,0.7387,NA,NA
"39540",NA,44080,8866,6270,0.7072,NA,NA
"39553",NA,46705,17148,10299,0.6006,NA,NA
"39556",NA,49730,7735,7536,0.9743,NA,NA
"39560",NA,48613,17233,15451,0.8966,NA,NA
"39561",NA,38088,2378,2203,0.9264,NA,NA
"39562",NA,45949,17627,16067,0.9115,NA,NA
"39563",NA,37137,13734,3363,0.2449,NA,NA
"39564",NA,57755,37760,31351,0.8303,NA,NA
"39565",NA,56792,20067,17927,0.8934,NA,NA
