"zip","distance","Median.Income","Total","White","Pct.White","Alumni.Pop","Alumni.Density"
"",NA,NA,NA,NA,NA,4,NA
"31721",NA,60094,20328,10497,0.5164,NA,NA
"31722",NA,21458,397,287,0.7229,NA,NA
"31730",NA,31393,9283,3376,0.3637,NA,NA
"31733",NA,46813,1637,1315,0.8033,NA,NA
"31735",NA,45165,883,807,0.9139,NA,NA
"31738",NA,40324,2100,1528,0.7276,NA,NA
"31743",NA,30777,567,111,0.1958,NA,NA
"31744",NA,35590,2683,2125,0.792,NA,NA
"31747",NA,19688,129,102,0.7907,NA,NA
"31749",NA,35441,2762,2253,0.8157,NA,NA
"31750",NA,32218,18827,11739,0.6235,NA,NA
"31756",NA,33500,765,609,0.7961,NA,NA
"31757",NA,44346,10763,8121,0.7545,NA,NA
"31763",NA,59925,24064,18309,0.7608,NA,NA
"31764",NA,37250,1392,647,0.4648,NA,NA
"31765",NA,30524,3025,2001,0.6615,NA,NA
"31768",NA,30821,23965,14775,0.6165,NA,NA
"31771",NA,34138,5911,4597,0.7777,NA,NA
"31772",NA,34453,599,288,0.4808,NA,NA
"31773",NA,40735,3099,2749,0.8871,NA,NA
"31774",NA,29957,6317,3499,0.5539,NA,NA
"31775",NA,23245,2837,2334,0.8227,NA,NA
"31778",NA,36511,2612,2096,0.8025,NA,NA
"31779",NA,28435,10013,5334,0.5327,NA,NA
"31780",NA,28036,1907,1077,0.5648,NA,NA
"31781",NA,39509,1945,1387,0.7131,NA,NA
"31783",NA,36445,1003,998,0.995,NA,NA
"31784",NA,35729,829,680,0.8203,NA,NA
"31787",NA,30761,1433,602,0.4201,NA,NA
"31788",NA,34577,10990,8447,0.7686,NA,NA
"31789",NA,33472,1255,1005,0.8008,NA,NA
"31790",NA,41417,1889,1576,0.8343,NA,NA
"31791",NA,39552,11817,7215,0.6106,NA,NA
"31792",NA,33628,23982,12151,0.5067,NA,NA
"31793",NA,51343,10429,8480,0.8131,NA,NA
"31794",NA,31296,25590,13769,0.5381,NA,NA
"31795",NA,47313,2379,1839,0.773,NA,NA
"31796",NA,30000,1115,744,0.6673,NA,NA
"31798",NA,51399,955,846,0.8859,NA,NA
"31801",NA,35455,2109,1642,0.7786,NA,NA
"31803",NA,36362,6985,3443,0.4929,NA,NA
"31804",NA,90847,5820,5384,0.9251,NA,NA
"31805",NA,34048,2942,1549,0.5265,NA,NA
"31806",NA,38835,4875,3385,0.6944,NA,NA
"31807",1167.12,76447,2620,2485,0.9485,NA,NA
"31808",NA,85543,6835,5984,0.8755,NA,NA
"31810",NA,20313,128,74,0.5781,NA,NA
"31811",NA,53403,5596,4196,0.7498,NA,NA
"31812",NA,17436,497,234,0.4708,NA,NA
"31814",NA,42688,115,79,0.687,NA,NA
"31815",NA,31066,2923,802,0.2744,NA,NA
"31816",NA,29950,5497,2861,0.5205,NA,NA
"31820",NA,101667,8750,6272,0.7168,NA,NA
"31821",NA,20909,296,105,0.3547,NA,NA
"31822",NA,48810,5781,3961,0.6852,NA,NA
"31823",NA,35179,844,816,0.9668,NA,NA
"31824",NA,31941,1989,1002,0.5038,NA,NA
"31825",NA,20172,2907,1000,0.344,NA,NA
"31826",NA,41447,2862,1493,0.5217,NA,NA
"31827",NA,31212,2583,760,0.2942,NA,NA
"31829",NA,102022,1215,820,0.6749,NA,NA
"31830",NA,38780,2187,1266,0.5789,NA,NA
"31831",NA,56538,3350,1743,0.5203,NA,NA
"31832",NA,52455,110,45,0.4091,NA,NA
"31833",NA,35301,7833,4516,0.5765,NA,NA
"31836",NA,33125,803,388,0.4832,NA,NA
"31901",NA,15405,8178,3285,0.4017,NA,NA
"31903",NA,23067,22654,5244,0.2315,NA,NA
"31904",NA,44751,32962,22798,0.6916,NA,NA
"31905",NA,51438,20030,13989,0.6984,NA,NA
"31906",NA,35239,21939,6309,0.2876,NA,NA
"31907",NA,39454,57084,15780,0.2764,NA,NA
"31909",NA,55814,35345,25141,0.7113,NA,NA
"31972",NA,NA,NA,NA,NA,NA,NA
"32003",NA,88672,29656,26423,0.891,NA,NA
"32008",NA,33750,5948,5488,0.9227,NA,NA
"32009",NA,57183,3349,3190,0.9525,NA,NA
"32011",NA,55882,14162,13058,0.922,NA,NA
"32024",NA,39773,19395,16630,0.8574,NA,NA
"32025",NA,40532,22680,16706,0.7366,NA,NA
"32026",NA,NA,1320,682,0.5167,NA,NA
"32033",NA,46959,4793,3990,0.8325,NA,NA
"32034",NA,61446,31636,28260,0.8933,NA,NA
"32038",NA,41658,8597,7919,0.9211,NA,NA
"32040",NA,61080,7221,6996,0.9688,NA,NA
"32043",NA,56332,24671,21382,0.8667,NA,NA
"32044",NA,36944,2029,1931,0.9517,NA,NA
"32046",NA,46479,9605,8949,0.9317,NA,NA
"32052",NA,37024,8694,4918,0.5657,NA,NA
"32053",NA,36406,3831,2746,0.7168,NA,NA
"32054",NA,40664,11779,9080,0.7709,NA,NA
"32055",NA,37038,16956,10998,0.6486,NA,NA
"32058",NA,39750,4317,3265,0.7563,NA,NA
"32059",NA,41397,2593,2212,0.8531,NA,NA
"32060",NA,43364,22922,19513,0.8513,NA,NA
"32061",NA,66250,191,191,1,NA,NA
"32062",NA,34754,2548,2404,0.9435,NA,NA
"32063",NA,45773,13878,11931,0.8597,NA,NA
"32064",NA,22018,6866,3993,0.5816,NA,NA
"32065",NA,63572,35949,25710,0.7152,NA,NA
"32066",NA,37330,7335,5426,0.7397,NA,NA
"32068",NA,54249,50917,43431,0.853,NA,NA
"32071",NA,33056,2811,2711,0.9644,NA,NA
"32072",NA,52250,203,174,0.8571,NA,NA
"32073",NA,55642,38509,28836,0.7488,NA,NA
"32079",NA,33523,327,304,0.9297,NA,NA
"32080",NA,58413,21538,20693,0.9608,NA,NA
"32081",NA,85448,5923,5411,0.9136,NA,NA
"32082",NA,84810,30325,28199,0.9299,NA,NA
"32083",NA,42364,4253,2743,0.645,NA,NA
"32084",NA,39550,32180,26059,0.8098,NA,NA
"32086",NA,52000,26694,24725,0.9262,NA,NA
"32087",NA,37472,5644,3501,0.6203,NA,NA
"32091",NA,38980,15129,11998,0.793,NA,NA
"32092",NA,81503,28869,26052,0.9024,NA,NA
"32094",NA,43297,2595,2266,0.8732,NA,NA
"32095",NA,69429,7142,6678,0.935,NA,NA
"32096",NA,27380,2539,1678,0.6609,NA,NA
"32097",NA,54403,16106,14266,0.8858,NA,NA
"32102",NA,30000,2063,1995,0.967,NA,NA
"32110",NA,37500,7813,6395,0.8185,NA,NA
"32112",NA,30179,8632,5491,0.6361,NA,NA
"32113",NA,35244,5746,4767,0.8296,NA,NA
"32114",NA,24783,32005,13309,0.4158,NA,NA
"32117",NA,25744,24421,16081,0.6585,NA,NA
"32118",NA,37063,15977,14877,0.9312,NA,NA
"32119",NA,35342,20934,16768,0.801,NA,NA
"32124",NA,48990,5456,3973,0.7282,NA,NA
"32127",NA,44810,29804,27963,0.9382,NA,NA
"32128",NA,62852,16895,15446,0.9142,NA,NA
"32129",NA,39940,20669,18538,0.8969,NA,NA
"32130",NA,47184,6105,4461,0.7307,NA,NA
"32131",NA,44561,4615,3882,0.8412,NA,NA
"32132",NA,42888,7002,6492,0.9272,NA,NA
"32133",NA,NA,92,92,1,NA,NA
"32134",NA,37005,7452,7252,0.9732,NA,NA
"32136",1466.07,50476,7358,7280,0.9894,NA,NA
"32137",NA,51969,38214,31698,0.8295,NA,NA
"32139",NA,22005,1003,839,0.8365,NA,NA
"32140",NA,47500,928,712,0.7672,NA,NA
"32141",NA,44352,17797,16464,0.9251,NA,NA
"32145",NA,43511,4714,3736,0.7925,NA,NA
"32147",NA,20147,101,101,1,NA,NA
"32148",NA,28197,10212,9528,0.933,NA,NA
"32157",NA,58203,529,244,0.4612,NA,NA
"32159",NA,42064,29898,28294,0.9464,NA,NA
"32162",NA,56780,52224,50853,0.9737,NA,NA
"32164",NA,46357,43909,33472,0.7623,NA,NA
"32168",1495.79,45613,24777,22696,0.916,NA,NA
"32169",NA,57486,10340,10162,0.9828,NA,NA
"32174",NA,46926,47619,41617,0.874,NA,NA
"32176",NA,42340,14164,13446,0.9493,NA,NA
"32177",NA,32937,26613,18363,0.69,NA,NA
"32179",NA,31543,6865,6623,0.9647,NA,NA
"32180",NA,37061,4243,2921,0.6884,NA,NA
"32181",NA,27337,2154,1779,0.8259,NA,NA
"32187",NA,33519,1670,1099,0.6581,NA,NA
"32189",NA,33797,5800,5586,0.9631,NA,NA
"32190",NA,40781,758,559,0.7375,NA,NA
"32193",NA,31394,1184,738,0.6233,NA,NA
"32195",NA,55560,3064,2710,0.8845,NA,NA
"32202",NA,14219,6081,2087,0.3432,NA,NA
"32204",NA,34417,6603,4433,0.6714,NA,NA
"32205",NA,41375,29068,19804,0.6813,NA,NA
"32206",NA,24087,17255,3564,0.2065,NA,NA
"32207",NA,38379,33476,23927,0.7148,NA,NA
"32208",NA,33339,30170,5141,0.1704,NA,NA
"32209",NA,21532,33519,830,0.0248,NA,NA
"32210",NA,41942,60495,34903,0.577,NA,NA
"32211",NA,37110,31225,18045,0.5779,NA,NA
"32212",NA,54091,2293,1466,0.6393,NA,NA
"32216",NA,47339,35589,25336,0.7119,NA,NA
"32217",NA,45010,20074,14353,0.715,NA,NA
"32218",NA,47401,56734,26129,0.4606,NA,NA
"32219",NA,37408,10946,4733,0.4324,NA,NA
"32220",NA,51228,13628,11050,0.8108,NA,NA
"32221",NA,57071,30216,19853,0.657,NA,NA
"32222",NA,62134,10292,5937,0.5769,NA,NA
"32223",NA,77391,24788,21941,0.8851,NA,NA
"32224",NA,59511,37563,30939,0.8237,NA,NA
"32225",NA,62405,51807,36410,0.7028,NA,NA
"32226",NA,72201,16959,13154,0.7756,NA,NA
"32227",NA,39875,2594,1780,0.6862,NA,NA
"32228",NA,NA,183,134,0.7322,NA,NA
"32233",NA,51785,23382,18659,0.798,NA,NA
"32234",NA,48430,6182,5222,0.8447,NA,NA
"32244",NA,47313,60912,31378,0.5151,NA,NA
"32246",NA,51423,50078,34422,0.6874,NA,NA
"32250",NA,58353,25829,23191,0.8979,NA,NA
"32254",NA,26313,13042,5359,0.4109,NA,NA
"32256",NA,54666,40377,26899,0.6662,NA,NA
"32257",NA,52321,36387,29296,0.8051,NA,NA
"32258",NA,82879,28595,21725,0.7597,NA,NA
"32259",NA,99152,41192,36763,0.8925,NA,NA
"32266",NA,67386,6733,6527,0.9694,NA,NA
"32277",NA,42412,29129,16181,0.5555,NA,NA
"32301",NA,38912,29062,13496,0.4644,NA,NA
"32303",NA,44840,47734,29409,0.6161,NA,NA
"32304",NA,18154,47789,27538,0.5762,NA,NA
"32305",NA,35160,20739,7694,0.371,NA,NA
"32308",NA,50191,22440,15260,0.68,NA,NA
"32309",1311.8,81354,31358,25434,0.8111,NA,NA
"32310",NA,29230,17119,7630,0.4457,NA,NA
"32311",NA,64607,19338,12781,0.6609,NA,NA
"32312",NA,92360,31686,26045,0.822,NA,NA
"32317",NA,90465,13617,10426,0.7657,NA,NA
"32320",NA,38415,3514,2552,0.7262,NA,NA
"32321",NA,38165,6626,4758,0.7181,NA,NA
"32322",NA,35186,4487,3375,0.7522,NA,NA
"32323",NA,21458,409,401,0.9804,NA,NA
"32324",NA,33365,4713,2327,0.4937,NA,NA
"32327",NA,55044,27611,22232,0.8052,NA,NA
"32328",NA,43871,2893,2811,0.9717,NA,NA
"32330",NA,29167,821,240,0.2923,NA,NA
"32331",NA,37868,4713,3356,0.7121,NA,NA
"32332",NA,32744,1657,195,0.1177,NA,NA
"32333",NA,46682,10549,6439,0.6104,NA,NA
"32334",NA,44545,1676,1657,0.9887,NA,NA
"32336",NA,39537,1524,927,0.6083,NA,NA
"32340",NA,31480,10928,5034,0.4607,NA,NA
"32343",NA,46995,3200,397,0.1241,NA,NA
"32344",NA,42459,12764,7420,0.5813,NA,NA
"32346",NA,36989,1653,1622,0.9812,NA,NA
"32347",NA,38171,8150,6797,0.834,NA,NA
"32348",NA,36771,12044,7859,0.6525,NA,NA
"32350",NA,32837,1623,1324,0.8158,NA,NA
"32351",NA,30797,19715,7329,0.3717,NA,NA
"32352",NA,40797,6210,1604,0.2583,NA,NA
"32355",NA,51719,245,243,0.9918,NA,NA
"32356",NA,24492,149,149,1,NA,NA
"32358",NA,41904,1839,1653,0.8989,NA,NA
"32359",NA,33750,1460,1460,1,NA,NA
"32361",NA,79500,114,114,1,NA,NA
"32399",NA,NA,0,0,NA,NA,NA
"32401",NA,36006,23355,15351,0.6573,NA,NA
"32403",NA,54559,3330,2346,0.7045,NA,NA
"32404",NA,51116,37514,29644,0.7902,NA,NA
"32405",NA,41854,31455,24838,0.7896,NA,NA
"32407",NA,51152,9699,8736,0.9007,NA,NA
"32408",NA,49450,15997,14993,0.9372,NA,NA
"32409",NA,48419,8717,8124,0.932,NA,NA
"32410",NA,53125,1074,1013,0.9432,NA,NA
"32413",NA,55177,13528,12295,0.9089,NA,NA
"32420",NA,31659,1905,1876,0.9848,NA,NA
"32421",NA,36042,4988,4907,0.9838,NA,NA
"32423",NA,54688,1267,932,0.7356,NA,NA
"32424",NA,30582,7544,5031,0.6669,NA,NA
"32425",NA,35853,13889,12017,0.8652,NA,NA
"32426",NA,25139,794,160,0.2015,NA,NA
"32427",NA,36324,1064,872,0.8195,NA,NA
"32428",NA,38010,16945,13737,0.8107,NA,NA
"32430",NA,39688,880,845,0.9602,NA,NA
"32431",NA,34010,4154,2966,0.714,NA,NA
"32432",NA,NA,62,62,1,NA,NA
"32433",NA,33706,16379,13280,0.8108,NA,NA
"32435",NA,29154,7122,5442,0.7641,NA,NA
"32437",NA,38771,838,528,0.6301,NA,NA
"32438",NA,39037,3441,3373,0.9802,NA,NA
"32439",NA,50355,8107,7340,0.9054,NA,NA
"32440",NA,35245,7881,5672,0.7197,NA,NA
"32442",NA,39152,3759,3468,0.9226,NA,NA
"32443",NA,40428,2564,1486,0.5796,NA,NA
"32444",NA,60503,19971,16910,0.8467,NA,NA
"32445",NA,33409,2925,1653,0.5651,NA,NA
"32446",NA,44655,11098,7533,0.6788,NA,NA
"32447",NA,NA,215,71,0.3302,NA,NA
"32448",NA,26628,8805,5732,0.651,NA,NA
"32449",NA,37125,858,858,1,NA,NA
"32455",NA,24935,4846,4253,0.8776,NA,NA
"32456",NA,41533,7276,5756,0.7911,NA,NA
"32459",NA,59745,12446,11547,0.9278,NA,NA
"32460",NA,34400,5946,4112,0.6916,NA,NA
"32461",NA,NA,26,26,1,NA,NA
"32462",NA,40865,4163,3027,0.7271,NA,NA
"32463",NA,27500,118,118,1,NA,NA
"32464",NA,41940,3990,3889,0.9747,NA,NA
"32465",NA,40587,8844,6798,0.7687,NA,NA
"32466",NA,44761,6083,5827,0.9579,NA,NA
"32501",NA,28915,11766,4620,0.3927,NA,NA
"32502",NA,35156,2639,1732,0.6563,NA,NA
"32503",NA,46432,33965,21746,0.6402,NA,NA
"32504",NA,46535,22593,17115,0.7575,NA,NA
"32505",NA,33725,25086,10226,0.4076,NA,NA
"32506",NA,42093,35572,24195,0.6802,NA,NA
"32507",NA,44845,28548,23306,0.8164,NA,NA
"32508",NA,49792,6882,4974,0.7228,NA,NA
"32509",NA,NA,710,343,0.4831,NA,NA
"32511",NA,NA,1198,919,0.7671,NA,NA
"32514",NA,44353,41701,30253,0.7255,NA,NA
"32526",NA,52247,36203,27700,0.7651,NA,NA
"32530",NA,NA,100,50,0.5,NA,NA
"32531",NA,59121,5033,4542,0.9024,NA,NA
"32533",NA,57146,27212,22380,0.8224,NA,NA
"32534",NA,46826,14384,9449,0.6569,NA,NA
"32535",NA,30161,5605,3151,0.5622,NA,NA
"32536",NA,58988,20932,15470,0.7391,NA,NA
"32539",NA,51550,25842,20402,0.7895,NA,NA
"32541",NA,66360,16505,14713,0.8914,NA,NA
"32542",NA,45278,3248,2625,0.8082,NA,NA
"32544",NA,32500,1745,1530,0.8768,NA,NA
"32547",NA,46385,35334,24871,0.7039,NA,NA
"32548",NA,50158,20394,14897,0.7305,NA,NA
"32550",NA,53886,6702,6177,0.9217,NA,NA
"32561",NA,86659,8755,8330,0.9515,NA,NA
"32563",NA,65295,23912,22056,0.9224,NA,NA
"32564",NA,36636,2500,2420,0.968,NA,NA
"32565",NA,47127,5278,5076,0.9617,NA,NA
"32566",NA,66790,35265,29924,0.8485,NA,NA
"32567",NA,40516,3297,2832,0.859,NA,NA
"32568",NA,49607,3066,2330,0.7599,NA,NA
"32569",NA,53514,11147,9281,0.8326,NA,NA
"32570",NA,47198,29603,24608,0.8313,NA,NA
"32571",NA,65621,31318,28014,0.8945,NA,NA
"32577",NA,56577,4193,3698,0.8819,NA,NA
"32578",NA,73139,31221,27142,0.8694,NA,NA
"32579",NA,60041,10337,8677,0.8394,NA,NA
"32580",NA,61571,4002,3303,0.8253,NA,NA
"32583",NA,50867,26416,21327,0.8074,NA,NA
"32601",NA,24106,19212,13325,0.6936,NA,NA
"32603",NA,18853,8272,6513,0.7874,NA,NA
"32605",NA,66444,23162,18761,0.81,NA,NA
"32606",NA,54367,23860,17317,0.7258,NA,NA
"32607",NA,33843,30231,21022,0.6954,NA,NA
"32608",NA,40147,44474,30524,0.6863,NA,NA
"32609",NA,33218,17583,8683,0.4938,NA,NA
"32612",NA,NA,6826,5350,0.7838,NA,NA
"32615",NA,53967,14880,12070,0.8112,NA,NA
"32616",NA,30152,503,317,0.6302,NA,NA
"32617",NA,41210,4066,3744,0.9208,NA,NA
"32618",NA,44578,7782,6580,0.8455,NA,NA
"32619",NA,39278,4151,4100,0.9877,NA,NA
"32621",NA,28568,5934,5047,0.8505,NA,NA
"32622",NA,56406,1204,1086,0.902,NA,NA
"32625",NA,45625,1487,1449,0.9744,NA,NA
"32626",NA,35177,8352,7385,0.8842,NA,NA
"32628",NA,42628,5379,3898,0.7247,NA,NA
"32631",NA,70543,416,416,1,NA,NA
"32639",NA,NA,36,36,1,NA,NA
"32640",NA,36140,11041,8827,0.7995,NA,NA
"32641",NA,26909,13161,2739,0.2081,NA,NA
"32643",NA,50269,10578,9151,0.8651,NA,NA
"32648",NA,35750,459,446,0.9717,NA,NA
"32653",NA,63607,14204,10331,0.7273,NA,NA
"32656",NA,45879,13528,12755,0.9429,NA,NA
"32658",NA,36875,192,151,0.7865,NA,NA
"32664",NA,38542,467,311,0.666,NA,NA
"32666",NA,48007,6708,5655,0.843,NA,NA
"32667",NA,43980,3126,2659,0.8506,NA,NA
"32668",NA,43658,4817,4653,0.966,NA,NA
"32669",NA,62741,11612,9404,0.8099,NA,NA
"32680",NA,31162,9716,9154,0.9422,NA,NA
"32681",NA,NA,145,145,1,NA,NA
"32683",NA,50186,341,329,0.9648,NA,NA
"32686",NA,38141,6444,3802,0.59,NA,NA
"32692",NA,57454,306,306,1,NA,NA
"32693",NA,40313,13106,11642,0.8883,NA,NA
"32694",NA,36480,2653,2178,0.821,NA,NA
"32696",NA,38764,10923,8374,0.7666,NA,NA
"32697",NA,31172,397,207,0.5214,NA,NA
"32701",NA,52159,21365,16348,0.7652,NA,NA
"32702",NA,29254,2675,2562,0.9578,NA,NA
"32703",NA,47125,48292,31628,0.6549,NA,NA
"32707",NA,48192,35490,30109,0.8484,NA,NA
"32708",NA,63730,43320,36962,0.8532,NA,NA
"32709",NA,43869,2254,2254,1,NA,NA
"32712",NA,60139,42691,31062,0.7276,NA,NA
"32713",NA,51964,19621,17782,0.9063,NA,NA
"32714",NA,48026,34729,26916,0.775,NA,NA
"32720",NA,41270,30937,25664,0.8296,NA,NA
"32724",NA,43248,32404,27004,0.8334,NA,NA
"32725",NA,42159,44417,35159,0.7916,NA,NA
"32726",NA,35396,20288,15605,0.7692,NA,NA
"32730",NA,42133,5669,5055,0.8917,NA,NA
"32732",NA,45850,4143,3742,0.9032,NA,NA
"32735",NA,45280,3776,3739,0.9902,NA,NA
"32736",NA,57555,8839,8214,0.9293,NA,NA
"32738",NA,47436,44956,35075,0.7802,NA,NA
"32744",NA,44929,3269,3044,0.9312,NA,NA
"32746",NA,74426,40167,32562,0.8107,NA,NA
"32750",NA,61109,23311,19772,0.8482,NA,NA
"32751",NA,71722,21108,17548,0.8313,NA,NA
"32754",NA,50158,10443,9173,0.8784,NA,NA
"32757",NA,51697,24352,19471,0.7996,NA,NA
"32759",NA,31080,2775,2510,0.9045,NA,NA
"32763",NA,35499,21218,18837,0.8878,NA,NA
"32764",NA,42850,3430,3153,0.9192,NA,NA
"32765",NA,67285,59879,48533,0.8105,NA,NA
"32766",NA,84355,15632,13820,0.8841,NA,NA
"32767",NA,35191,2641,2615,0.9902,NA,NA
"32771",NA,47626,48740,29864,0.6127,NA,NA
"32773",NA,42087,29172,21352,0.7319,NA,NA
"32776",NA,67964,10587,9789,0.9246,NA,NA
"32778",1486.44,40320,19342,15995,0.827,NA,NA
"32779",NA,83052,30189,26206,0.8681,NA,NA
"32780",NA,42456,34513,27078,0.7846,NA,NA
"32784",NA,39726,11378,10834,0.9522,NA,NA
"32789",NA,63033,24979,20914,0.8373,NA,NA
"32792",NA,40689,50142,39436,0.7865,NA,NA
"32796",NA,42580,20966,17125,0.8168,NA,NA
"32798",NA,35216,2518,2435,0.967,NA,NA
"32801",NA,49060,11540,9467,0.8204,NA,NA
"32803",NA,53791,17230,15499,0.8995,NA,NA
"32804",NA,61654,16607,15141,0.9117,NA,NA
"32805",NA,23687,22338,3458,0.1548,NA,NA
"32806",NA,51756,27025,23336,0.8635,NA,NA
"32807",1513.82,35668,32410,24060,0.7424,NA,NA
"32808",NA,33738,50332,8805,0.1749,NA,NA
"32809",NA,33356,26215,17331,0.6611,NA,NA
"32810",NA,42801,35374,18769,0.5306,NA,NA
"32811",NA,33425,37479,10553,0.2816,NA,NA
"32812",NA,46154,36968,30599,0.8277,NA,NA
"32814",NA,102040,6910,5994,0.8674,NA,NA
"32817",NA,47881,33312,26569,0.7976,NA,NA
"32818",NA,39425,46390,9250,0.1994,NA,NA
"32819",NA,62431,26628,19159,0.7195,NA,NA
"32820",NA,59072,8701,6296,0.7236,NA,NA
"32821",NA,44840,16821,13668,0.8126,NA,NA
"32822",NA,32554,57055,42568,0.7461,NA,NA
"32824",NA,47823,38037,26270,0.6906,NA,NA
"32825",NA,51063,60006,45714,0.7618,NA,NA
"32826",NA,41898,31698,24997,0.7886,NA,NA
"32827",NA,88936,7040,5317,0.7553,NA,NA
"32828",NA,62169,60897,45841,0.7528,NA,NA
"32829",NA,63268,20211,13800,0.6828,NA,NA
"32830",NA,NA,7,7,1,NA,NA
"32831",NA,43704,2981,1776,0.5958,NA,NA
"32832",NA,77553,16204,12777,0.7885,NA,NA
"32833",NA,61865,9771,7060,0.7225,NA,NA
"32835",NA,49426,41797,23685,0.5667,NA,NA
"32836",NA,76810,17961,11711,0.652,NA,NA
"32837",NA,54945,52620,37200,0.707,NA,NA
"32839",1515.19,31533,47934,23519,0.4907,NA,NA
"32901",NA,28364,24929,17874,0.717,NA,NA
"32903",NA,66015,13152,12077,0.9183,NA,NA
"32904",NA,52756,27564,24458,0.8873,NA,NA
"32905",NA,32590,22914,17270,0.7537,NA,NA
"32907",1565.18,47962,41335,31634,0.7653,NA,NA
"32908",NA,47859,10789,7798,0.7228,NA,NA
"32909",NA,47362,31351,22705,0.7242,NA,NA
"32920",NA,41830,9891,9306,0.9409,NA,NA
"32922",NA,25973,14723,8471,0.5754,NA,NA
"32925",NA,59432,1233,864,0.7007,NA,NA
"32926",NA,45162,22902,18578,0.8112,NA,NA
"32927",NA,54667,24441,21238,0.8689,NA,NA
"32931",NA,50763,13897,13431,0.9665,NA,NA
"32934",NA,65867,17948,16275,0.9068,NA,NA
"32935",NA,41432,39960,35452,0.8872,NA,NA
"32937",NA,61219,25512,23812,0.9334,NA,NA
"32940",NA,72640,35093,30070,0.8569,NA,NA
"32948",NA,30522,7457,5495,0.7369,NA,NA
"32949",NA,57692,2734,2401,0.8782,NA,NA
"32950",NA,66277,3752,3506,0.9344,NA,NA
"32951",NA,59182,11185,10897,0.9743,NA,NA
"32952",1545.62,62446,19612,18267,0.9314,NA,NA
"32953",NA,49925,23331,20064,0.86,NA,NA
"32954",1548.07,NA,NA,NA,NA,NA,NA
"32955",NA,62112,36845,29197,0.7924,NA,NA
"32958",NA,43046,26053,23678,0.9088,NA,NA
"32960",NA,31632,20514,18241,0.8892,NA,NA
"32962",NA,38932,22466,17250,0.7678,NA,NA
"32963",NA,96272,14392,14033,0.9751,NA,NA
"32966",NA,43845,15598,14919,0.9565,NA,NA
"32967",NA,40417,19386,14709,0.7587,NA,NA
"32968",NA,63042,14716,13483,0.9162,NA,NA
"32970",NA,9408,474,0,0,NA,NA
"32976",NA,32079,8555,8341,0.975,NA,NA
"33001",NA,53571,191,191,1,NA,NA
"33004",NA,38047,16226,9896,0.6099,NA,NA
"33009",NA,33212,40327,30403,0.7539,NA,NA
"33010",NA,22530,46727,44107,0.9439,NA,NA
"33012",NA,32670,74950,70782,0.9444,NA,NA
"33013",NA,30272,34377,32885,0.9566,NA,NA
"33014",NA,37098,40108,37409,0.9327,NA,NA
"33015",NA,50914,66808,55717,0.834,NA,NA
"33016",NA,40843,48980,45633,0.9317,NA,NA
"33018",NA,51701,47315,44730,0.9454,NA,NA
"33019",NA,70593,14085,13509,0.9591,NA,NA
"33020",NA,35904,42132,26110,0.6197,NA,NA
"33021",NA,51478,47767,37509,0.7852,NA,NA
"33023",NA,42204,68105,24151,0.3546,NA,NA
"33024",NA,50800,71144,46511,0.6538,NA,NA
"33025",1699.89,53857,59104,22051,0.3731,NA,NA
"33026",NA,68283,30056,22989,0.7649,NA,NA
"33027",1698.25,63513,59274,37919,0.6397,NA,NA
"33028",1696.07,90410,28225,18455,0.6539,NA,NA
"33029",NA,89587,47284,30164,0.6379,NA,NA
"33030",NA,27553,34426,27218,0.7906,NA,NA
"33031",NA,54446,6504,5912,0.909,NA,NA
"33032",NA,43296,38672,25316,0.6546,NA,NA
"33033",NA,43689,52834,38701,0.7325,NA,NA
"33034",NA,29063,24473,14247,0.5822,NA,NA
"33035",NA,54714,14010,9409,0.6716,NA,NA
"33036",NA,56305,3924,3834,0.9771,NA,NA
"33037",NA,59682,12032,11060,0.9192,NA,NA
"33039",NA,34167,306,275,0.8987,NA,NA
"33040",NA,53581,33674,28414,0.8438,NA,NA
"33042",NA,71303,6325,6047,0.956,NA,NA
"33043",NA,59107,4591,4337,0.9447,NA,NA
"33050",NA,49161,9150,8069,0.8819,NA,NA
"33051",NA,61599,615,612,0.9951,NA,NA
"33054",1704.91,25083,30706,8300,0.2703,NA,NA
"33055",NA,39429,45773,26089,0.57,NA,NA
"33056",NA,41748,35250,3656,0.1037,NA,NA
"33060",NA,38583,34365,19352,0.5631,NA,NA
"33062",NA,57348,22120,20906,0.9451,NA,NA
"33063",NA,43633,52637,35838,0.6809,NA,NA
"33064",NA,41203,56224,36620,0.6513,NA,NA
"33065",NA,48704,55249,32109,0.5812,NA,NA
"33066",NA,43197,16523,13697,0.829,NA,NA
"33067",NA,91446,25987,20596,0.7926,NA,NA
"33068",NA,44445,50288,16903,0.3361,NA,NA
"33069",1688.41,35617,26659,15083,0.5658,NA,NA
"33070",NA,58100,4665,4552,0.9758,NA,NA
"33071",NA,75793,38308,29197,0.7622,NA,NA
"33073",NA,66935,31209,24004,0.7691,NA,NA
"33076",NA,114916,31501,25335,0.8043,NA,NA
"33101",NA,NA,0,0,NA,NA,NA
"33109",NA,NA,523,514,0.9828,NA,NA
"33122",NA,NA,0,0,NA,NA,NA
"33125",NA,23887,56018,49661,0.8865,NA,NA
"33126",1712.58,32665,48139,45495,0.9451,NA,NA
"33127",NA,23652,30174,11072,0.3669,NA,NA
"33128",NA,18975,7568,6375,0.8424,NA,NA
"33129",NA,59192,13719,12700,0.9257,NA,NA
