"ID","Date.App.Submitted","Date.App.Completed","Date.Deposited","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received"
"App ID-174806","2014-12-02","2014-12-08",NA,NA,NA,NA,NA
"App ID-174809","2014-12-02","2014-12-15",NA,NA,NA,NA,NA
"App ID-174810","2014-12-02","2014-12-16",NA,NA,NA,NA,NA
"App ID-174812","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174814","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174820","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174821","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174822","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174823","2014-12-03","2014-12-03",NA,"2015-04-22","2015-04-23",NA,NA
"App ID-174824","2014-12-04","2014-12-04","2014-12-19","2015-02-04","2015-03-15",NA,NA
"App ID-174825","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174829","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174833","2014-12-04","2014-12-04","2015-05-04","2015-04-16","2015-04-20",NA,NA
"App ID-174834","2014-12-04","2014-12-04",NA,NA,NA,NA,NA
"App ID-174835","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-174984","2015-02-16","2015-02-17",NA,NA,NA,NA,NA
"App ID-174989","2014-12-03","2014-12-08",NA,NA,NA,NA,NA
"App ID-174992","2014-12-03","2014-12-15",NA,NA,NA,NA,NA
"App ID-174993","2014-12-03","2014-12-15",NA,NA,NA,NA,NA
"App ID-174995","2014-12-18","2015-01-13",NA,"2015-03-03",NA,NA,NA
"App ID-175050","2015-10-31","2015-11-10","2016-02-15","2016-04-08","2016-04-11",NA,NA
"App ID-175058","2014-12-04","2014-12-10",NA,NA,NA,NA,NA
"App ID-175060","2014-12-22","2015-01-23",NA,NA,NA,NA,NA
"App ID-175062","2014-12-04","2014-12-15","2015-03-20","2015-02-04",NA,NA,NA
"App ID-175085","2014-12-05","2015-01-21",NA,NA,NA,NA,NA
"App ID-175086","2014-12-04","2015-01-21",NA,NA,NA,NA,NA
"App ID-175102","2014-12-08","2014-12-15",NA,"2015-04-22","2015-04-23",NA,NA
"App ID-175106","2014-12-10","2014-12-23",NA,"2015-02-11","2015-03-17",NA,NA
"App ID-175107","2014-12-11","2014-12-17",NA,NA,NA,NA,NA
"App ID-175114","2014-12-07","2014-12-15","2015-01-05","2015-02-04","2015-03-17",NA,NA
"App ID-175116","2014-12-07","2015-01-26",NA,"2015-02-04","2015-03-12",NA,NA
"App ID-175117","2014-12-27","2014-12-29",NA,"2015-03-02","2015-03-18","2015-01-20","2015-03-02"
"App ID-175118","2014-12-07","2014-12-09","2015-04-21","2015-02-04","2015-03-12",NA,NA
"App ID-175123","2014-12-09","2014-12-15",NA,NA,NA,NA,NA
"App ID-175124","2014-12-08","2014-12-08",NA,NA,NA,NA,NA
"App ID-175879","2015-12-08",NA,NA,NA,NA,NA,NA
"App ID-175893","2016-01-04",NA,NA,NA,NA,NA,NA
"App ID-175909","2015-07-17","2015-07-20","2016-03-02","2016-03-16","2016-03-21",NA,NA
"App ID-175974","2014-12-08","2015-01-12",NA,"2015-02-04","2015-03-15","2015-01-20",NA
"App ID-175975","2014-12-08","2014-12-15",NA,NA,NA,NA,NA
"App ID-175977","2014-12-29","2015-03-02",NA,"2015-02-11","2015-03-18","2015-03-06",NA
"App ID-175978","2014-12-21","2015-01-12",NA,"2015-03-03","2015-03-31","2015-03-26",NA
"App ID-175992","2015-12-17","2015-12-17",NA,"2016-02-05","2016-03-09","2016-02-01",NA
"App ID-176049","2014-12-09","2015-01-05",NA,NA,NA,NA,NA
"App ID-176073","2015-10-19","2015-10-19","2016-02-05","2016-03-29","2016-03-29",NA,NA
"App ID-176142","2015-01-20","2015-01-19",NA,"2015-02-18","2015-03-19",NA,NA
"App ID-176146","2015-09-07","2015-09-14","2015-11-19","2016-02-09","2016-03-09",NA,NA
"App ID-176177","2015-12-08","2015-12-15",NA,"2016-04-20","2016-04-20",NA,NA
"App ID-176188","2015-09-08","2015-10-02","2016-01-04",NA,"2016-04-07","2016-02-01","2016-03-07"
"App ID-176232","2015-12-28","2016-01-12",NA,"2016-02-08","2016-03-08",NA,NA
"App ID-176335","2015-10-31","2015-11-03","2016-03-03",NA,NA,NA,NA
"App ID-176360","2015-10-27","2015-11-09",NA,NA,NA,NA,NA
"App ID-176361","2015-08-04","2015-11-02","2015-11-24","2016-04-19","2016-04-26","2016-02-01","2016-02-23"
"App ID-176366","2014-12-09","2015-12-08","2015-05-15","2015-03-17","2015-03-24",NA,NA
"App ID-177111","2014-12-09","2014-12-19",NA,NA,NA,NA,NA
"App ID-177112","2014-12-10","2014-12-11","2015-01-19","2015-02-27","2015-03-23",NA,NA
"App ID-177116","2014-12-10","2015-01-13",NA,"2015-02-04","2015-03-13",NA,NA
"App ID-177117","2014-12-10","2015-01-09",NA,NA,NA,NA,NA
"App ID-177118","2014-12-10","2014-12-22",NA,"2015-02-03","2015-03-17",NA,NA
"App ID-177119","2014-12-10","2014-12-10",NA,NA,NA,NA,NA
"App ID-177121","2014-12-10","2014-12-10",NA,NA,NA,NA,NA
"App ID-177122","2014-12-10","2014-12-10",NA,"2015-02-04",NA,NA,NA
"App ID-177123","2014-12-10","2014-12-10",NA,NA,NA,NA,NA
"App ID-177124","2014-12-10","2014-12-10",NA,"2015-02-03","2015-03-15",NA,NA
"App ID-177131","2014-12-10","2014-12-10",NA,NA,NA,NA,NA
"App ID-177133","2014-12-10","2014-12-12",NA,NA,NA,NA,NA
"App ID-177136","2014-12-10","2015-01-13",NA,NA,NA,NA,NA
"App ID-177391","2015-03-03","2015-03-13",NA,NA,NA,NA,NA
"App ID-177455","2014-12-22","2015-01-16",NA,"2015-04-01","2015-04-01","2015-01-21",NA
"App ID-177456","2014-12-10","2014-12-15",NA,NA,NA,NA,NA
"App ID-177472","2014-12-10","2014-12-17",NA,NA,NA,NA,NA
"App ID-177475","2014-12-30","2015-02-10",NA,"2015-03-04","2015-03-31","2015-03-26",NA
"App ID-177476","2014-12-11","2015-01-08",NA,NA,NA,NA,NA
"App ID-177559","2015-12-11","2016-01-29",NA,"2016-02-26","2016-03-15",NA,NA
"App ID-177584","2016-01-08","2016-01-20",NA,NA,NA,NA,NA
"App ID-177623","2014-12-11","2014-12-15",NA,NA,NA,NA,NA
"App ID-177633","2014-12-11","2015-01-09",NA,"2015-02-18",NA,NA,NA
"App ID-177642","2014-12-11","2014-12-11",NA,NA,NA,NA,NA
"App ID-177650","2014-12-11","2015-01-08",NA,"2015-02-18","2015-04-27",NA,NA
"App ID-177722","2015-01-31","2015-03-10",NA,"2015-03-10","2015-04-21",NA,NA
"App ID-177725","2014-12-13","2014-12-19",NA,"2015-03-31",NA,"2014-12-23",NA
"App ID-177729","2015-01-10","2015-01-15","2015-04-06","2015-02-18","2015-03-18",NA,NA
"App ID-177731","2014-12-22","2015-01-08",NA,"2015-03-02","2015-03-25",NA,NA
"App ID-177732","2014-12-14","2014-12-18",NA,"2015-02-23",NA,NA,NA
"App ID-177745","2014-12-15","2014-12-16","2015-01-15","2015-03-16","2015-03-31",NA,NA
"App ID-177767","2015-09-01","2015-10-05","2016-01-14",NA,NA,NA,NA
"App ID-177795","2014-12-15","2015-01-07","2015-01-27","2015-02-12","2015-03-17",NA,NA
"App ID-177816","2014-12-22","2015-02-09","2015-04-23","2015-03-03","2015-05-19",NA,NA
"App ID-177846","2014-12-22","2015-01-12","2015-04-14","2015-02-24","2015-03-23",NA,NA
"App ID-177847","2014-12-15","2014-12-18",NA,NA,NA,NA,NA
"App ID-177858","2015-10-25","2015-11-10",NA,NA,"2016-03-15",NA,NA
"App ID-177887","2015-08-17","2015-08-21",NA,"2016-03-08","2016-03-15",NA,NA
"App ID-177900","2015-12-28","2016-03-22",NA,NA,NA,NA,NA
"App ID-177951","2015-09-08","2015-09-15","2015-10-12","2016-02-23","2016-03-14","2016-02-01",NA
"App ID-177983","2015-10-06","2015-10-27",NA,NA,NA,NA,NA
"App ID-177991","2014-12-19","2014-12-19",NA,NA,NA,NA,NA
"App ID-177993","2014-12-18","2015-01-12",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-178005","2016-01-20","2016-01-20","2016-03-07","2016-02-17","2016-03-09",NA,NA
"App ID-178020","2015-09-03","2015-09-15",NA,"2016-02-05",NA,"2016-02-01",NA
"App ID-178108","2014-12-17","2015-01-13",NA,"2015-04-21","2015-05-11",NA,NA
"App ID-178197","2015-10-29","2015-11-17",NA,NA,NA,NA,NA
"App ID-178217","2014-12-20","2015-01-16",NA,"2015-02-04",NA,NA,NA
"App ID-178235","2015-10-31","2015-11-16","2016-02-04","2016-02-26","2016-03-14",NA,NA
"App ID-178238","2015-04-14","2015-04-14",NA,"2015-04-15",NA,"2015-04-20",NA
"App ID-178250","2014-12-31","2015-01-02",NA,NA,NA,NA,NA
"App ID-178254","2014-12-22","2015-01-12",NA,"2015-03-12","2015-05-13",NA,NA
"App ID-178282","2014-12-23","2014-12-23",NA,NA,NA,NA,NA
"App ID-178285","2015-01-07","2015-01-21","2015-02-09","2015-02-04","2015-03-13",NA,NA
"App ID-178289","2015-03-04","2015-03-04",NA,"2015-03-16","2015-03-31",NA,NA
"App ID-178296","2014-12-24","2015-01-12","2015-05-01","2015-03-03",NA,"2015-03-26",NA
"App ID-178301","2014-12-25","2015-01-08","2015-04-28","2015-03-16","2015-04-09",NA,NA
"App ID-178302","2014-12-25","2014-12-29",NA,NA,NA,NA,NA
"App ID-178303","2014-12-25","2015-01-05",NA,"2015-02-03","2015-03-15",NA,NA
"App ID-178304","2014-12-26","2015-01-08","2015-02-06","2015-02-11","2015-03-31","2015-01-20",NA
"App ID-178312","2015-01-07","2015-01-09",NA,"2015-03-03","2015-04-01",NA,NA
"App ID-178320","2014-12-28","2015-01-16",NA,NA,NA,NA,NA
"App ID-178321","2014-12-28","2015-01-08",NA,"2015-02-16","2015-03-18","2015-01-20",NA
"App ID-178322","2014-12-28","2015-01-12",NA,"2015-03-03","2015-03-31","2015-01-20",NA
"App ID-178326","2014-12-28","2015-01-12",NA,"2015-02-04","2015-03-13",NA,NA
"App ID-178346","2015-12-08","2015-12-08",NA,NA,NA,NA,NA
"App ID-178603","2015-08-10","2015-09-28",NA,NA,NA,NA,NA
"App ID-178631","2015-12-22",NA,NA,NA,NA,NA,NA
"App ID-178642","2015-10-07","2015-10-20","2016-03-30","2016-02-26","2016-03-21","2016-02-01","2016-04-04"
"App ID-178645","2014-12-31","2015-01-07","2015-01-16","2015-02-04","2015-03-15",NA,NA
"App ID-179373","2015-12-08","2015-12-09",NA,"2016-02-26","2016-04-14",NA,NA
"App ID-179445","2015-10-11","2015-11-17","2015-12-10","2016-02-23","2016-03-11","2016-02-01","2016-02-11"
"App ID-179595","2015-09-06","2015-09-28","2016-03-03","2016-02-05","2016-03-11",NA,NA
"App ID-180249","2016-02-15","2016-02-16",NA,NA,NA,NA,NA
"App ID-180323","2015-11-01","2015-11-16",NA,"2016-02-05","2016-03-08","2016-02-01",NA
"App ID-180324","2014-12-30","2015-01-27",NA,"2015-02-04","2015-03-17",NA,NA
"App ID-180326","2014-12-30","2015-01-07","2015-03-23","2015-02-25","2015-03-16",NA,NA
"App ID-180328","2014-12-30","2015-01-23","2015-04-01","2015-03-03","2015-04-01",NA,NA
"App ID-180353","2015-01-06","2015-01-06",NA,"2015-02-24",NA,NA,NA
"App ID-180361","2014-12-30","2015-01-06",NA,"2015-03-31",NA,NA,NA
"App ID-180362","2014-12-30","2015-01-05",NA,"2015-03-03","2015-04-14",NA,NA
"App ID-180396","2015-10-29","2015-11-09",NA,NA,NA,NA,NA
"App ID-180419","2014-12-31","2015-01-21",NA,NA,NA,NA,NA
"App ID-180426","2015-10-18","2015-10-27","2016-03-31","2016-02-05","2016-03-31","2016-02-01","2016-03-01"
"App ID-180432","2015-09-04","2015-09-14","2015-09-28","2016-02-17","2016-03-11","2016-02-01","2016-02-09"
"App ID-180438","2015-08-03","2015-11-10",NA,"2016-02-05","2016-03-07","2016-02-01",NA
"App ID-180447","2015-12-08","2015-12-10",NA,NA,NA,NA,NA
"App ID-180452","2015-01-01","2015-01-13","2015-02-09",NA,NA,NA,NA
"App ID-180464","2015-09-27","2015-10-12","2016-03-21","2016-03-01","2016-03-24","2016-02-01","2016-02-17"
"App ID-180468","2015-07-23","2015-10-06",NA,"2016-02-09","2016-03-09",NA,NA
"App ID-180477","2015-12-08","2016-01-18",NA,"2016-02-10","2016-03-08","2016-02-01",NA
"App ID-180482","2015-01-02","2015-01-21",NA,"2015-02-24","2015-03-19",NA,NA
"App ID-180486","2015-01-02","2015-01-16",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-180487","2015-10-26","2015-11-03","2016-01-07",NA,NA,NA,NA
"App ID-180494","2015-09-02","2015-09-14","2015-10-28",NA,NA,NA,NA
"App ID-180496","2015-08-17","2015-11-05",NA,NA,NA,NA,NA
"App ID-180506","2015-09-28","2015-10-02","2015-11-30","2016-03-30","2016-03-31",NA,NA
"App ID-180511","2015-07-29","2015-09-22",NA,NA,NA,NA,NA
"App ID-180527","2015-08-19","2015-09-01",NA,"2016-02-17","2016-03-09","2016-02-01",NA
"App ID-180547","2015-01-03","2015-01-15","2015-04-10","2015-03-03","2015-03-25",NA,NA
"App ID-180551","2015-01-04","2015-01-13","2015-05-15","2015-04-28","2015-04-28",NA,NA
"App ID-180552","2015-01-04","2015-01-12",NA,NA,NA,NA,NA
"App ID-180553","2015-01-04","2015-01-06",NA,"2015-02-06","2015-03-17",NA,NA
"App ID-180554","2015-01-04","2015-01-16",NA,NA,NA,NA,NA
"App ID-180555","2015-01-04","2015-01-16",NA,NA,NA,NA,NA
"App ID-180572","2015-08-24","2015-09-23","2016-01-26","2016-02-05","2016-05-09",NA,NA
"App ID-180661","2015-10-07","2015-10-20",NA,"2016-04-18","2016-04-18",NA,NA
"App ID-180686","2015-11-30","2015-11-30",NA,NA,NA,NA,NA
"App ID-180700","2015-10-20","2015-10-30","2016-01-22","2016-03-01","2016-03-15","2016-02-01","2016-02-18"
"App ID-180706","2015-01-14","2015-02-05",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-180712","2015-01-11","2015-01-26",NA,"2015-04-20","2015-04-20",NA,NA
"App ID-180717","2015-01-06","2015-01-14",NA,"2015-02-03","2015-04-14",NA,NA
"App ID-180719","2015-08-13","2015-09-22","2016-02-29","2016-02-23","2016-03-11",NA,NA
"App ID-180723","2015-09-21","2015-09-28","2015-11-06","2016-03-10","2016-04-22","2016-02-01",NA
"App ID-180726","2015-01-07","2015-03-10",NA,NA,NA,NA,NA
"App ID-180757","2015-12-08","2015-12-10",NA,"2016-02-05","2016-03-05","2016-02-01",NA
"App ID-180761","2015-09-10","2015-09-15","2016-01-11","2016-03-16","2016-03-21","2016-02-01","2016-02-24"
"App ID-180763","2016-02-03","2016-02-23",NA,"2016-02-05","2016-03-08","2016-03-08",NA
"App ID-180765","2015-10-20","2015-10-23","2016-03-17","2016-02-23","2016-03-11","2016-02-01","2016-03-21"
"App ID-180778","2015-10-29","2015-10-30",NA,NA,NA,NA,NA
"App ID-180779","2015-10-24","2015-11-13",NA,NA,NA,NA,NA
"App ID-180783","2015-01-06","2015-04-22",NA,NA,NA,NA,NA
"App ID-180784","2015-01-07","2015-01-23",NA,NA,NA,NA,NA
"App ID-180827","2015-01-19","2015-01-26",NA,"2015-02-04","2015-03-13",NA,NA
"App ID-180828","2015-01-07","2015-01-16","2015-02-18","2015-02-20","2015-03-19",NA,NA
"App ID-180829","2015-01-07","2015-01-13",NA,NA,NA,NA,NA
"App ID-180836","2015-01-07","2015-02-26",NA,NA,NA,NA,NA
"App ID-180837","2015-01-07","2015-01-15",NA,NA,NA,NA,NA
"App ID-180838","2015-01-13","2015-01-19",NA,NA,NA,NA,NA
"App ID-181165","2015-11-14","2015-11-23",NA,"2016-02-04","2016-03-04",NA,NA
"App ID-181177","2015-09-12","2015-09-28",NA,"2016-02-12",NA,"2016-02-01",NA
"App ID-181194","2015-10-18","2015-10-26",NA,NA,NA,NA,NA
"App ID-181304","2015-10-07","2015-10-29","2016-02-11","2016-03-03","2016-03-10",NA,NA
"App ID-181315","2015-10-27","2015-10-29","2016-03-04","2016-04-19","2016-04-19","2016-02-01","2016-03-15"
"App ID-181364","2015-01-08","2015-01-16",NA,"2015-03-24","2015-04-13","2015-04-14",NA
"App ID-181368","2015-09-21","2015-10-01",NA,"2016-02-17","2016-03-09","2016-02-01",NA
"App ID-181377","2015-01-16","2015-03-31","2015-04-13","2015-04-14","2015-04-15",NA,NA
"App ID-181404","2015-01-09","2015-02-09",NA,"2015-02-06","2015-03-15",NA,NA
"App ID-181407","2015-01-10","2015-01-22",NA,"2015-02-20",NA,NA,NA
"App ID-181413","2015-01-11","2015-02-19",NA,"2015-02-04","2015-03-24",NA,NA
"App ID-181414","2015-01-11","2015-01-20","2015-04-20","2015-02-23","2015-03-19",NA,NA
"App ID-181434","2015-01-11","2015-01-13",NA,"2015-02-06","2015-03-17",NA,NA
"App ID-181442","2015-01-12","2015-01-19",NA,NA,NA,NA,NA
"App ID-181443","2015-01-13","2015-01-26",NA,NA,NA,NA,NA
"App ID-181445","2015-10-19","2015-10-29","2016-03-28","2016-02-05","2016-03-08",NA,NA
"App ID-181449","2015-01-19","2015-02-16","2015-03-13","2015-04-17","2015-08-10",NA,NA
"App ID-181453","2015-01-12","2015-01-23","2015-04-01","2015-02-25","2015-03-31",NA,NA
"App ID-181454","2015-01-12","2015-01-12","2015-02-26","2015-02-04","2015-05-26",NA,NA
"App ID-181530","2015-01-13","2015-01-14",NA,NA,NA,NA,NA
"App ID-181538","2015-01-19","2015-01-18","2015-05-20","2015-03-03","2015-05-18",NA,NA
"App ID-181546","2015-01-14","2015-02-05",NA,NA,NA,NA,NA
"App ID-181559","2015-01-23","2015-01-26",NA,NA,NA,NA,NA
"App ID-181596","2015-01-14","2015-01-20",NA,"2015-02-24","2015-03-20",NA,NA
"App ID-181607","2015-01-14","2015-01-22",NA,"2015-02-04","2015-03-13",NA,NA
"App ID-181651","2015-01-25","2015-02-09",NA,NA,NA,NA,NA
"App ID-181656","2015-02-01","2015-02-23",NA,"2015-03-17",NA,NA,NA
"App ID-181703","2015-10-22","2015-10-26",NA,NA,NA,NA,NA
"App ID-181712","2015-01-19","2015-02-11",NA,"2015-02-04",NA,NA,NA
"App ID-181871","2015-12-11","2015-12-17",NA,"2016-03-15","2016-03-28",NA,NA
"App ID-182053","2015-02-01","2015-02-23",NA,"2015-02-06","2015-03-15",NA,NA
"App ID-182057","2015-08-09","2015-09-14","2015-10-22","2016-03-10","2016-04-06",NA,NA
"App ID-182096","2015-01-16","2015-01-22",NA,"2015-04-16","2015-05-04",NA,NA
"App ID-182101","2015-02-09","2015-03-18",NA,"2015-03-06",NA,NA,NA
"App ID-182104","2015-01-18","2015-01-20",NA,"2015-04-02","2015-04-07","2015-03-26",NA
"App ID-182105","2015-01-21","2015-02-24",NA,"2015-03-11","2015-03-31",NA,NA
"App ID-182110","2015-09-23","2015-09-24",NA,NA,NA,NA,NA
"App ID-182119","2015-01-30","2015-02-13",NA,NA,NA,NA,NA
"App ID-182122","2015-07-22","2015-09-14",NA,NA,NA,NA,NA
"App ID-182146","2015-10-15","2015-10-28",NA,NA,NA,NA,NA
"App ID-182149","2016-04-01","2016-04-01",NA,"2016-04-05","2016-04-12","2016-04-15",NA
"App ID-182151","2015-08-24","2015-09-29",NA,NA,NA,NA,NA
"App ID-182163","2015-09-02","2015-09-22","2015-12-21","2016-03-22","2016-03-22",NA,NA
"App ID-182175","2016-08-05","2016-08-15","2016-08-17",NA,NA,NA,NA
"App ID-182176","2015-01-19","2015-01-21",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-182194","2015-01-20","2015-01-26",NA,NA,NA,NA,NA
"App ID-182226","2015-01-20","2015-01-27",NA,NA,NA,NA,NA
"App ID-182250","2015-01-21","2015-01-21",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-182276","2015-01-21","2015-06-24",NA,"2015-04-29",NA,NA,NA
"App ID-182281","2015-11-30","2015-11-30","2015-12-21","2016-04-06","2016-04-07",NA,NA
"App ID-182330","2015-01-26","2015-01-27",NA,NA,NA,NA,NA
"App ID-182353","2015-10-06","2015-10-12","2016-02-05","2016-02-04","2016-03-21",NA,NA
"App ID-182366","2015-01-30","2015-02-20",NA,"2015-06-15",NA,NA,NA
"App ID-182370","2015-01-25","2015-02-03",NA,"2015-02-26","2015-03-23",NA,NA
"App ID-182396","2015-03-01","2015-03-09",NA,"2015-02-04","2015-03-16",NA,NA
"App ID-182428","2015-01-26","2015-02-02",NA,"2015-03-27","2015-03-31",NA,NA
"App ID-182432","2015-01-26","2015-02-10",NA,NA,NA,NA,NA
"App ID-182444","2015-10-10","2015-12-22",NA,"2016-02-22","2016-03-11","2016-02-01",NA
"App ID-182507","2015-09-28","2015-12-15",NA,NA,NA,NA,NA
"App ID-182879","2015-12-11",NA,NA,NA,NA,NA,NA
"App ID-182896","2015-12-08","2016-01-21",NA,"2016-02-19",NA,NA,NA
"App ID-182911","2015-12-08","2015-12-15",NA,"2016-02-05","2016-03-08",NA,NA
"App ID-183040","2015-12-11","2015-12-11",NA,"2016-02-05",NA,NA,NA
"App ID-183091","2015-02-03","2015-03-02","2015-04-20","2015-02-18",NA,NA,NA
"App ID-183152","2015-10-21","2015-10-22",NA,NA,NA,NA,NA
"App ID-183237","2015-09-28","2015-10-14",NA,NA,NA,NA,NA
"App ID-183266","2015-01-31","2015-02-10","2015-04-27","2015-03-03","2015-08-14",NA,NA
"App ID-183360","2016-01-04","2016-01-08",NA,"2016-03-29","2016-03-29","2016-02-01",NA
"App ID-183453","2015-02-28","2015-03-11",NA,"2015-03-19","2015-03-31",NA,NA
"App ID-183659","2015-01-28","2015-03-27",NA,"2015-04-17","2015-04-20",NA,NA
"App ID-183703","2015-01-28","2015-02-03",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-183705","2015-12-01","2016-01-25",NA,"2016-03-04","2016-03-15",NA,NA
"App ID-183724","2015-02-03","2015-02-10","2015-02-25","2015-03-03","2015-04-28",NA,NA
"App ID-183734","2015-01-29","2015-01-29",NA,NA,NA,NA,NA
"App ID-183773","2015-02-24","2015-03-03",NA,"2015-05-19","2015-06-04",NA,NA
"App ID-183798","2015-12-11","2015-12-11",NA,NA,NA,NA,NA
"App ID-183866","2015-01-29","2015-02-10",NA,"2015-02-04","2015-03-23",NA,NA
"App ID-183868","2015-01-29","2015-02-11","2015-04-10","2015-02-26","2015-04-09","2015-03-26",NA
"App ID-183921","2015-11-02","2015-11-02",NA,NA,NA,NA,NA
"App ID-183949","2015-01-31","2015-03-31","2015-05-19","2015-03-12","2015-04-07",NA,NA
"App ID-184011","2015-12-18","2015-12-21",NA,"2016-03-01","2016-03-15",NA,NA
"App ID-184015","2015-01-30","2015-02-12",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-184016","2015-01-30","2015-02-09",NA,NA,NA,NA,NA
"App ID-184019","2015-01-31","2015-02-17","2015-06-19","2015-04-28","2015-07-16",NA,NA
"App ID-184020","2015-01-31","2015-02-02",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-184022","2015-02-01","2015-02-23",NA,NA,NA,NA,NA
"App ID-184027","2015-02-15","2015-02-17",NA,"2015-02-03","2015-03-15",NA,NA
"App ID-184029","2015-02-01","2015-03-16",NA,NA,NA,NA,NA
"App ID-184030","2015-02-01","2015-02-17",NA,"2015-04-17",NA,NA,NA
"App ID-184073","2015-02-02","2015-02-05",NA,NA,NA,NA,NA
"App ID-184101","2015-10-09","2015-10-26","2016-03-04","2016-02-05","2016-05-09","2016-02-01","2016-02-17"
"App ID-184109","2015-10-29","2015-10-30","2016-03-21",NA,NA,NA,NA
"App ID-184126","2015-02-03","2015-02-03",NA,"2015-02-10","2015-03-17",NA,NA
"App ID-184138","2015-12-11","2015-12-15","2016-03-03","2016-03-17",NA,NA,NA
"App ID-184153","2015-09-06","2015-09-18",NA,NA,NA,NA,NA
"App ID-184162","2015-02-03","2015-02-26",NA,"2015-02-04","2015-04-27",NA,NA
"App ID-184375","2015-12-16",NA,NA,NA,NA,NA,NA
"App ID-184435","2015-10-26","2015-10-28",NA,NA,NA,NA,NA
"App ID-184520","2015-02-26","2015-03-02","2015-03-20","2015-04-24","2015-04-27",NA,NA
"App ID-184529","2015-02-07","2015-02-17",NA,"2015-02-26","2015-03-23",NA,NA
"App ID-184531","2015-02-07","2015-02-10",NA,NA,NA,NA,NA
"App ID-184532","2015-02-07","2015-02-09",NA,NA,NA,NA,NA
"App ID-184537","2015-02-09","2015-02-13",NA,"2015-02-26","2015-04-17",NA,NA
"App ID-184546","2016-01-04","2016-02-15",NA,"2016-02-05","2016-03-07",NA,NA
"App ID-184683","2015-10-17","2015-10-27",NA,"2016-02-12","2016-03-09",NA,NA
"App ID-184716","2015-10-07","2015-11-05","2016-04-05",NA,NA,NA,NA
"App ID-184721","2015-10-21","2015-10-29",NA,NA,NA,NA,NA
"App ID-184848","2015-10-31","2015-11-02",NA,NA,NA,NA,NA
"App ID-185067","2015-09-05","2015-09-15",NA,"2016-03-11",NA,NA,NA
"App ID-185091","2015-09-01","2015-09-21",NA,NA,NA,NA,NA
"App ID-185149","2016-02-15","2016-03-01",NA,NA,NA,NA,NA
"App ID-185304","2015-10-30","2015-10-30",NA,"2016-02-05",NA,NA,NA
"App ID-185307","2015-02-09","2015-02-12",NA,"2015-03-03","2015-03-19",NA,NA
"App ID-185314","2015-02-10","2015-02-13","2015-03-18","2015-02-19","2015-03-24",NA,NA
"App ID-185321","2015-09-23","2015-09-29",NA,"2016-02-10","2016-04-29","2016-02-01",NA
"App ID-185322","2015-02-15","2015-02-17","2015-03-12","2015-02-04","2015-03-16","2015-03-26",NA
"App ID-185326","2015-09-05","2015-09-15",NA,NA,NA,NA,NA
"App ID-185343","2015-12-11","2015-12-14",NA,NA,NA,NA,NA
"App ID-185345","2015-12-01","2015-12-03","2016-03-02","2016-02-29","2016-04-25",NA,NA
"App ID-185382","2015-02-13","2015-02-17",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-185386","2015-02-24","2015-02-26",NA,"2015-02-18","2015-04-13",NA,NA
"App ID-185410","2015-10-13","2015-10-14","2015-11-24","2016-03-08","2016-03-15",NA,NA
"App ID-185417","2015-02-16","2015-02-17",NA,"2015-03-11",NA,NA,NA
"App ID-185418","2015-02-16","2015-03-30",NA,NA,NA,NA,NA
"App ID-185432","2015-02-16","2015-02-25","2015-04-30","2015-03-03","2015-06-04","2015-03-26",NA
"App ID-185433","2015-02-16","2015-03-10",NA,"2015-03-31","2015-03-31",NA,NA
"App ID-185434","2015-09-13","2015-09-21","2016-03-07","2016-02-26","2016-03-21",NA,NA
"App ID-185502","2015-02-28","2015-03-05",NA,"2015-03-03","2015-03-31","2015-03-06",NA
"App ID-185514","2015-05-18","2015-05-26","2015-06-03",NA,"2015-06-09",NA,NA
"App ID-185532","2015-02-20","2015-02-23",NA,NA,NA,NA,NA
"App ID-185542","2015-02-22","2015-03-13","2015-03-23","2015-06-17","2015-06-17",NA,NA
"App ID-185551","2015-02-22","2015-03-25",NA,NA,NA,NA,NA
"App ID-185588","2015-08-25","2015-09-18","2015-10-19","2016-03-15","2016-03-21","2016-02-01","2016-03-01"
"App ID-185625","2015-02-26","2015-03-05",NA,NA,NA,NA,NA
"App ID-185640","2015-03-03","2015-03-03","2015-05-05","2015-03-18","2015-04-13",NA,NA
