"ID","Date.App.Submitted","Date.App.Completed","Date.Deposited","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received"
"App ID-100371","2013-12-22","2014-01-06",NA,NA,NA,NA,NA
"App ID-100460","2013-11-07",NA,NA,NA,NA,NA,NA
"App ID-100467","2013-11-01",NA,NA,NA,NA,NA,NA
"App ID-100483","2013-11-11","2013-11-25",NA,"2014-02-25","2014-03-19","2014-03-10",NA
"App ID-100553","2013-12-04","2014-01-06","2014-01-21","2014-05-14","2014-06-11",NA,NA
"App ID-100653","2013-11-11","2013-12-23","2014-03-20",NA,NA,NA,NA
"App ID-100654","2013-11-25","2013-11-27","2014-03-31","2014-03-04","2014-04-07",NA,NA
"App ID-100733","2014-02-17","2014-02-17","2014-03-04","2014-02-26","2014-03-19",NA,NA
"App ID-101588","2014-04-16",NA,NA,NA,NA,NA,NA
"App ID-101717","2013-11-25",NA,NA,NA,NA,NA,NA
"App ID-101822","2014-04-14",NA,"2014-05-30",NA,NA,NA,NA
"App ID-102143","2013-10-30",NA,"2014-05-02","2014-02-26","2014-03-20",NA,NA
"App ID-102185","2013-11-08","2013-12-03",NA,NA,NA,NA,NA
"App ID-102637","2013-11-25","2013-12-09","2014-01-20","2014-02-19","2014-03-17","2014-03-10",NA
"App ID-102646","2013-12-03","2013-12-09","2014-01-24","2014-03-18","2014-04-25","2014-03-10","2014-03-27"
"App ID-102798","2013-12-02","2014-01-14",NA,"2014-03-18","2014-03-21","2014-03-10",NA
"App ID-102809","2013-11-18","2013-12-02",NA,NA,NA,NA,NA
"App ID-102884","2013-12-19","2014-01-06",NA,NA,NA,NA,NA
"App ID-102913","2013-10-30",NA,NA,NA,NA,NA,NA
"App ID-102915","2013-10-30","2013-12-13",NA,NA,NA,NA,NA
"App ID-102919","2013-11-04","2013-12-31","2014-03-03","2014-03-13","2014-05-29",NA,NA
"App ID-103025","2013-12-19",NA,"2014-04-08","2014-02-19","2014-06-25",NA,NA
"App ID-103354","2013-11-12","2013-11-12",NA,NA,NA,NA,NA
"App ID-103356","2013-10-31",NA,"2014-02-27","2014-03-04","2014-03-17",NA,NA
"App ID-103390","2013-11-27",NA,"2014-05-07","2014-03-10","2014-04-23",NA,NA
"App ID-103537","2013-11-06",NA,NA,"2014-02-18","2014-03-20",NA,NA
"App ID-103584","2014-01-02","2014-01-27",NA,"2014-02-25","2014-04-17",NA,NA
"App ID-103988","2014-02-03","2014-02-19",NA,"2014-02-28","2014-04-17",NA,NA
"App ID-104024","2013-11-01","2013-12-09","2014-03-31","2014-03-04","2014-03-19",NA,NA
"App ID-104405","2014-02-17","2014-02-19",NA,NA,NA,NA,NA
"App ID-104454","2014-02-12",NA,"2014-04-02","2014-02-20","2014-03-20",NA,NA
"App ID-104569","2014-04-08",NA,NA,"2014-05-06",NA,NA,NA
"App ID-104690","2014-01-30","2014-02-21",NA,"2014-03-25",NA,NA,NA
"App ID-104703","2013-12-13","2014-01-08",NA,"2014-02-28","2014-03-20",NA,NA
"App ID-104917","2013-11-19","2013-12-09","2014-01-21","2014-02-17","2014-03-31","2014-03-10","2014-03-26"
"App ID-105037","2013-12-17","2014-01-07","2014-02-25","2014-04-02","2014-04-15",NA,NA
"App ID-105091","2014-01-06","2014-01-24",NA,"2014-03-04","2014-03-20",NA,NA
"App ID-105138","2014-12-11","2014-12-22",NA,NA,NA,NA,NA
"App ID-105141","2014-12-22","2015-01-05",NA,NA,NA,NA,NA
"App ID-105161","2014-02-18","2014-02-24",NA,NA,NA,NA,NA
"App ID-105171","2013-10-31",NA,NA,NA,NA,NA,NA
"App ID-105176","2013-12-04",NA,NA,NA,NA,NA,NA
"App ID-105193","2014-01-03",NA,NA,NA,NA,NA,NA
"App ID-105270","2013-11-19","2013-11-22",NA,"2014-02-18","2014-03-17","2014-03-10","2014-03-27"
"App ID-105288","2014-04-16",NA,NA,"2014-04-21","2014-04-30",NA,NA
"App ID-105294","2013-12-02","2013-12-16",NA,"2014-03-27","2014-03-28",NA,NA
"App ID-105360","2014-01-12",NA,NA,"2014-03-07","2014-04-25",NA,NA
"App ID-105362","2013-12-17","2014-01-14",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-105375","2014-01-15","2014-02-19",NA,NA,NA,NA,NA
"App ID-105410","2014-01-04","2014-01-27","2014-03-19","2014-02-18","2014-03-17",NA,NA
"App ID-105416","2014-01-27","2014-01-28",NA,"2014-04-01","2014-04-02",NA,NA
"App ID-105496","2013-11-06",NA,NA,NA,NA,NA,NA
"App ID-105505","2013-11-18","2013-12-07",NA,NA,NA,NA,NA
"App ID-105593","2013-11-06",NA,NA,NA,NA,NA,NA
"App ID-105618","2013-12-02","2013-12-20","2014-04-17","2014-03-03","2014-03-19",NA,NA
"App ID-105635","2013-11-12","2013-11-25",NA,"2014-02-17","2014-04-30","2014-03-10",NA
"App ID-105699","2013-11-04",NA,NA,NA,NA,NA,NA
"App ID-105704","2013-11-11","2013-11-27",NA,NA,NA,NA,NA
"App ID-105715","2014-01-15","2014-01-17",NA,NA,NA,NA,NA
"App ID-105717","2013-12-02",NA,"2014-04-29","2014-02-20","2014-03-25",NA,NA
"App ID-105843","2013-11-18","2013-11-23",NA,"2014-03-03",NA,NA,NA
"App ID-105867","2013-11-26","2013-12-12","2014-04-04","2014-03-04","2014-03-19",NA,NA
"App ID-105934","2015-01-29","2015-01-29",NA,"2015-02-04","2015-03-17",NA,NA
"App ID-105967","2014-01-29",NA,"2014-06-12",NA,NA,NA,NA
"App ID-106095","2013-11-12","2013-12-02","2014-03-24","2014-03-07","2014-03-20",NA,NA
"App ID-106115","2013-11-07","2014-01-07","2014-05-01","2014-02-17",NA,NA,NA
"App ID-106125","2014-01-19","2014-01-31",NA,"2014-03-19","2014-03-21",NA,NA
"App ID-106168","2013-10-30","2013-11-19",NA,"2014-02-17",NA,NA,NA
"App ID-106310","2013-11-13","2013-11-26",NA,NA,NA,NA,NA
"App ID-106311","2013-11-27","2013-12-07","2014-04-30","2014-03-07","2014-03-20",NA,NA
"App ID-106314","2013-12-03","2013-12-05",NA,"2014-03-12","2014-03-21",NA,NA
"App ID-106317","2013-10-30",NA,"2013-12-03","2014-02-18","2014-03-17","2014-03-10","2014-04-24"
"App ID-106415","2013-12-17",NA,NA,"2014-03-04","2014-03-19",NA,NA
"App ID-106420","2014-01-08","2014-01-09",NA,NA,NA,NA,NA
"App ID-106424","2013-11-06","2013-12-05",NA,"2014-04-01","2014-04-02",NA,NA
"App ID-106426","2013-10-30",NA,"2014-02-17","2014-02-19","2014-03-20",NA,NA
"App ID-106427","2013-11-11",NA,NA,NA,NA,NA,NA
"App ID-106491","2013-11-07",NA,NA,"2014-02-18","2014-03-17",NA,NA
"App ID-106494","2013-11-08","2013-12-13",NA,NA,NA,NA,NA
"App ID-106496","2013-11-01",NA,NA,"2014-04-08","2014-04-09",NA,NA
"App ID-106503","2013-11-01",NA,"2014-01-28","2014-03-04","2014-03-19",NA,NA
"App ID-106507","2013-11-27","2013-11-27",NA,NA,NA,NA,NA
"App ID-106508","2013-10-31","2013-11-19","2014-02-20","2014-03-21","2014-03-25","2014-03-10",NA
"App ID-106510","2013-11-07",NA,NA,NA,NA,NA,NA
"App ID-106512","2014-04-02","2014-04-14","2014-05-12","2014-04-22","2014-04-23",NA,NA
"App ID-106513","2014-01-06","2014-01-07",NA,"2014-02-19",NA,NA,NA
"App ID-106514","2013-11-12","2013-11-12",NA,"2014-03-27","2014-03-28",NA,NA
"App ID-106515","2013-11-18","2013-12-27",NA,NA,NA,NA,NA
"App ID-106529","2013-10-30","2013-12-12","2014-03-27","2014-02-18","2014-04-21",NA,NA
"App ID-106532","2013-11-01","2013-12-03",NA,NA,NA,NA,NA
"App ID-106535","2013-11-12","2013-11-12",NA,"2014-02-17","2014-03-17","2014-03-10",NA
"App ID-106536","2013-11-12","2013-11-12","2013-12-19","2014-03-04","2014-03-20",NA,NA
"App ID-106538","2013-10-30","2013-11-18",NA,"2014-04-30","2014-05-01",NA,NA
"App ID-106543","2013-11-08",NA,NA,"2014-02-17","2014-03-25",NA,NA
"App ID-106544","2013-11-01","2013-12-03",NA,NA,NA,NA,NA
"App ID-106549","2013-11-01","2013-11-22",NA,"2014-02-17","2014-03-27",NA,NA
"App ID-106556","2013-11-14","2013-11-19",NA,NA,NA,NA,NA
"App ID-120950","2013-11-04","2013-12-02",NA,NA,NA,NA,NA
"App ID-120951","2013-11-07","2013-11-22",NA,"2014-02-18","2014-03-17","2014-03-10",NA
"App ID-120956","2013-11-14",NA,"2014-01-20","2014-03-18","2014-04-23",NA,NA
"App ID-120958","2013-11-15","2014-01-06","2014-02-12","2014-02-17","2014-03-17",NA,NA
"App ID-120960","2013-11-03","2013-12-30","2014-01-20","2014-02-18","2014-03-17",NA,NA
"App ID-120962","2013-11-14","2013-11-14",NA,NA,NA,NA,NA
"App ID-120963","2013-11-11","2013-12-03",NA,"2014-03-17","2014-03-21","2014-03-10",NA
"App ID-120964","2013-11-25","2014-01-09",NA,NA,NA,NA,NA
"App ID-120966","2013-11-04","2013-11-18",NA,NA,NA,NA,NA
"App ID-120967","2013-11-12","2013-11-19",NA,"2014-02-17","2014-03-17","2014-03-10",NA
"App ID-120969","2013-11-12","2013-11-25","2014-04-28","2014-02-21","2014-07-23",NA,NA
"App ID-120973","2013-11-04","2014-01-17",NA,"2014-02-18",NA,NA,NA
"App ID-120982","2013-11-06","2013-11-18","2014-03-31","2014-02-17","2014-03-17",NA,NA
"App ID-120983","2013-11-06","2013-11-18","2013-12-06","2014-03-13","2014-04-11",NA,NA
"App ID-120985","2014-01-26","2014-02-05","2014-02-24","2014-03-17","2014-04-04",NA,NA
"App ID-121017","2015-06-22","2015-07-06",NA,"2015-07-01",NA,NA,NA
"App ID-121280","2014-10-31","2014-11-21",NA,NA,NA,NA,NA
"App ID-121346","2014-12-22","2015-01-08",NA,NA,NA,NA,NA
"App ID-121425","2014-09-09","2014-09-19",NA,NA,NA,NA,NA
"App ID-121541","2014-10-04","2014-10-10","2015-02-18",NA,NA,NA,NA
"App ID-121551","2014-10-24","2014-11-03","2015-01-15","2015-02-24","2015-03-23",NA,NA
"App ID-121624","2014-08-20","2014-10-27","2014-12-10","2015-02-27","2015-04-10","2015-04-14","2015-05-11"
"App ID-121632","2014-08-17","2014-08-29",NA,NA,NA,NA,NA
"App ID-121692","2014-08-04","2014-08-14",NA,"2015-02-24","2015-03-23","2014-12-23",NA
"App ID-121715","2014-11-19","2014-12-08",NA,"2015-02-09","2015-03-17","2014-12-23",NA
"App ID-121725","2014-10-26","2014-10-27",NA,NA,NA,NA,NA
"App ID-121801","2014-08-21","2014-08-27","2014-09-10","2015-02-24","2015-03-16","2014-12-23","2015-01-23"
"App ID-121814","2014-10-30","2014-10-31","2014-12-31","2015-03-02","2015-04-21",NA,NA
"App ID-121821","2014-10-29","2014-12-08","2015-01-05",NA,NA,NA,NA
"App ID-121829","2015-10-17","2015-10-30",NA,"2016-02-04","2016-03-04","2016-02-01",NA
"App ID-121878","2014-10-18","2014-10-22","2015-01-06","2015-02-24","2015-03-23",NA,NA
"App ID-121886","2014-07-01","2014-08-29",NA,NA,NA,NA,NA
"App ID-121920","2014-09-06","2014-09-10",NA,NA,NA,NA,NA
"App ID-121949","2014-08-04","2014-10-15",NA,NA,NA,NA,NA
"App ID-121963","2015-11-23","2016-01-14",NA,NA,NA,NA,NA
"App ID-122052","2014-11-17","2014-12-19",NA,"2015-03-03",NA,NA,NA
"App ID-122072","2014-10-10","2014-10-13","2014-11-06",NA,NA,NA,NA
"App ID-122085","2014-10-08","2014-10-23","2015-01-05","2015-02-18","2015-03-19","2015-04-14","2015-04-27"
"App ID-122102","2014-11-30","2014-12-15",NA,"2015-03-03","2015-03-25","2015-03-26",NA
"App ID-122230","2014-09-29","2014-10-03","2014-12-12","2015-02-27","2015-03-23",NA,NA
"App ID-122242","2014-07-15","2014-10-03","2014-10-14","2015-02-24","2015-03-23","2014-12-23","2015-01-05"
"App ID-122250","2015-10-07","2015-10-19",NA,"2016-02-11","2016-03-09","2016-02-01",NA
"App ID-122270","2015-12-08","2015-12-15",NA,NA,NA,NA,NA
"App ID-122297","2015-10-14","2015-11-10","2016-04-07","2016-03-02","2016-03-15",NA,NA
"App ID-122298","2014-10-22","2014-10-22",NA,NA,NA,NA,NA
"App ID-122305","2014-11-17","2014-11-18",NA,NA,NA,NA,NA
"App ID-122312","2014-11-20","2014-12-15",NA,NA,NA,NA,NA
"App ID-122317","2014-09-01","2014-09-10","2014-10-06","2015-02-24","2015-03-23","2014-12-23","2015-02-02"
"App ID-122319","2014-08-25","2014-09-05","2014-10-06","2015-02-24","2015-03-23","2014-12-23","2015-02-02"
"App ID-122337","2013-12-17","2014-01-14",NA,NA,NA,NA,NA
"App ID-122338","2014-07-01","2014-08-06","2014-09-16","2015-03-03","2015-03-25","2014-12-23","2015-01-15"
"App ID-122373","2014-07-12","2014-08-11","2014-08-26","2015-02-23","2015-03-19",NA,NA
"App ID-122383","2014-10-29","2014-11-03","2014-12-17","2015-02-24","2015-03-23",NA,NA
"App ID-122397","2014-08-13","2014-08-18","2015-01-27","2015-02-20","2015-03-19","2014-12-23","2015-01-12"
"App ID-122424","2015-01-18","2015-01-29","2015-02-20","2015-02-18","2015-03-19",NA,NA
"App ID-122432","2014-10-19","2014-10-29","2014-11-26","2015-02-05","2015-03-15","2015-03-26","2015-04-01"
"App ID-122436","2014-09-09","2014-09-18",NA,NA,NA,NA,NA
"App ID-122521","2014-07-01","2014-11-11","2015-04-06","2015-02-04","2015-03-23","2015-03-26","2015-04-13"
"App ID-122527","2015-08-21","2015-10-02",NA,NA,NA,NA,NA
"App ID-122553","2014-11-20","2014-12-04","2015-01-08","2015-03-02","2015-07-08",NA,NA
"App ID-122558","2014-09-18","2014-09-24","2014-12-05","2015-02-24","2015-03-16",NA,NA
"App ID-122561","2014-09-21","2014-12-02","2014-12-10","2015-02-18","2015-06-02",NA,NA
"App ID-122570","2014-10-21","2014-10-24",NA,NA,NA,NA,NA
"App ID-122715","2014-09-22","2014-10-09","2014-11-04","2015-02-03","2015-03-16",NA,NA
"App ID-122732","2014-10-29","2014-10-29",NA,NA,NA,NA,NA
"App ID-122769","2015-12-11","2015-12-22",NA,"2016-03-24","2016-03-28","2016-02-01",NA
"App ID-122773","2014-11-05","2014-11-24",NA,NA,NA,NA,NA
"App ID-122783","2014-06-30","2014-07-21","2015-02-05","2015-02-20","2015-03-19","2015-03-26",NA
"App ID-122787","2014-10-13","2014-10-20","2015-01-26","2015-02-11","2015-03-17",NA,NA
"App ID-122814","2014-10-26","2014-11-03",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-122818","2014-11-24","2014-12-10","2014-12-23","2015-02-04","2015-05-19",NA,NA
"App ID-122820","2014-11-18","2014-11-18","2015-02-02","2015-02-11","2015-03-17","2015-03-26","2015-04-07"
"App ID-122840","2014-10-08","2014-10-14","2014-12-29",NA,NA,NA,NA
"App ID-122849","2014-08-27","2014-09-05",NA,"2015-02-04","2015-03-23","2015-04-14",NA
"App ID-122874","2015-01-25","2015-02-13",NA,"2015-03-02",NA,NA,NA
"App ID-122926","2014-10-01","2014-10-03",NA,"2015-02-24","2015-03-20","2015-04-14",NA
"App ID-122938","2014-11-29","2014-12-15",NA,"2015-02-04",NA,NA,NA
"App ID-122948","2014-07-09","2014-07-18","2014-12-29","2015-03-03","2015-03-25",NA,NA
"App ID-122981","2014-10-08","2014-10-16","2014-10-27","2015-02-05","2015-03-15",NA,NA
"App ID-123008","2014-09-09","2014-09-29",NA,NA,NA,NA,NA
"App ID-123044","2014-09-30","2014-10-01",NA,NA,NA,NA,NA
"App ID-123139","2014-09-18","2014-10-23",NA,NA,NA,NA,NA
"App ID-123148","2015-12-08","2016-01-18",NA,NA,NA,NA,NA
"App ID-123159","2014-09-13","2014-09-22","2014-11-24",NA,NA,NA,NA
"App ID-123242","2014-10-16","2014-10-16",NA,"2015-02-18","2015-03-18","2014-12-23",NA
"App ID-123255","2014-09-14","2014-09-29",NA,NA,NA,NA,NA
"App ID-123256","2014-09-21","2014-09-24","2015-01-19","2015-02-03","2015-03-13","2014-12-23",NA
"App ID-123373","2014-07-23","2014-08-21","2014-09-05","2015-02-25","2015-03-23",NA,NA
"App ID-123446","2014-08-12","2014-08-25","2015-01-28","2015-02-20","2015-03-16","2015-03-26","2015-04-07"
"App ID-123450","2014-07-22","2014-08-04","2015-01-12","2015-02-26","2015-06-09","2014-12-23","2015-01-12"
"App ID-123453","2014-10-22","2014-10-31",NA,NA,NA,NA,NA
"App ID-123488","2014-11-26","2015-01-06",NA,NA,NA,NA,NA
"App ID-123497","2014-08-05","2014-08-18","2014-09-02","2015-02-04","2015-03-31",NA,NA
"App ID-123514","2014-10-26","2014-11-04",NA,"2015-03-03","2015-03-25","2014-12-23",NA
"App ID-123515","2014-09-17","2014-09-29",NA,NA,NA,NA,NA
"App ID-123576","2014-09-30","2014-10-15",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-123578","2014-07-23","2014-09-19",NA,NA,NA,NA,NA
"App ID-123592","2014-08-15","2014-08-28",NA,"2015-02-04","2015-03-13","2014-12-23","2015-01-08"
"App ID-123596","2014-11-15","2014-11-24","2015-05-28","2015-03-03","2015-04-15",NA,NA
"App ID-123662","2014-11-11","2014-11-17","2014-12-02","2015-02-27","2015-03-23",NA,NA
"App ID-123676","2015-12-11","2015-12-11",NA,NA,NA,NA,NA
"App ID-123687","2015-05-06","2015-05-07","2015-05-27","2015-07-02","2015-07-02",NA,NA
"App ID-123704","2015-12-16","2015-12-16",NA,"2016-02-05","2016-03-08","2016-02-01",NA
"App ID-123705","2014-08-31","2014-09-15",NA,NA,NA,NA,NA
"App ID-123716","2014-12-16","2014-12-29",NA,NA,NA,NA,NA
"App ID-123718","2014-10-09","2014-11-10",NA,"2015-02-04","2015-03-16",NA,NA
"App ID-123724","2015-12-11","2015-12-14",NA,"2016-02-04","2016-03-04",NA,NA
"App ID-123725","2015-02-12","2015-02-23","2015-04-20","2015-03-02","2015-03-25",NA,NA
"App ID-123726","2014-07-15","2014-07-25","2014-10-27","2015-02-27","2015-03-23",NA,NA
"App ID-123730","2014-12-17","2014-12-22","2015-02-13","2015-03-02","2015-03-25","2015-03-26",NA
"App ID-123736","2014-09-05","2014-09-15",NA,NA,NA,NA,NA
"App ID-123744","2014-12-31","2015-01-13","2015-02-23","2015-03-03","2015-05-07",NA,NA
"App ID-123754","2014-09-28","2014-09-29","2014-10-20","2015-02-11","2015-03-17",NA,NA
"App ID-123804","2014-11-16","2014-11-17","2015-06-23","2015-03-12","2015-06-23",NA,NA
"App ID-123870","2014-06-23","2014-07-10","2014-10-31",NA,NA,NA,NA
"App ID-123873","2014-09-29","2014-10-14","2015-01-15","2015-03-02","2015-03-25","2015-02-20",NA
"App ID-123874","2014-09-29","2014-10-09","2014-12-08","2015-03-03","2015-03-25","2015-03-26","2015-04-13"
"App ID-123881","2015-12-08","2016-01-11",NA,NA,NA,NA,NA
"App ID-123890","2014-08-20","2014-09-01",NA,NA,NA,NA,NA
"App ID-123898","2014-09-28","2014-10-01","2014-10-20","2015-02-04","2015-03-23","2014-12-23",NA
"App ID-123908","2014-10-16","2014-11-03","2014-12-02","2015-02-04","2015-03-17",NA,NA
"App ID-123917","2014-09-14","2014-09-26",NA,NA,NA,NA,NA
"App ID-123921","2014-07-28","2014-08-04","2014-11-04","2015-02-26","2015-03-16",NA,NA
"App ID-123931","2014-10-11","2014-10-13",NA,NA,NA,NA,NA
"App ID-124042","2014-09-02","2014-09-08",NA,NA,NA,NA,NA
"App ID-124115","2014-10-16","2014-10-27",NA,NA,NA,NA,NA
"App ID-124116","2015-10-30","2015-11-10","2016-01-07","2016-02-05","2016-04-29",NA,NA
"App ID-124124","2014-10-20","2014-10-30","2015-06-18","2015-03-17","2015-04-30","2015-03-26",NA
"App ID-124137","2016-02-19","2016-02-22","2016-04-07","2016-04-19",NA,NA,NA
"App ID-124145","2014-12-08","2014-12-15",NA,NA,NA,NA,NA
"App ID-124150","2014-11-14","2014-11-18","2014-12-29","2015-03-02","2015-03-16",NA,NA
"App ID-124156","2014-11-14","2014-11-14",NA,NA,NA,NA,NA
"App ID-124163","2014-08-24","2014-09-09","2014-12-02","2015-04-29","2015-04-30",NA,NA
"App ID-124165","2014-12-17","2014-12-22",NA,"2015-02-26","2015-03-15",NA,NA
"App ID-124181","2014-12-30","2015-02-11","2015-03-02","2015-03-03","2015-04-20",NA,NA
"App ID-124190","2014-09-07","2014-09-09",NA,"2015-02-25","2015-03-23","2015-03-26",NA
"App ID-124253","2014-10-05","2014-10-13","2015-03-03","2015-04-21","2015-05-26",NA,NA
"App ID-124256","2014-10-16","2014-10-16","2015-05-12","2015-02-04","2015-05-19","2015-04-14",NA
"App ID-124261","2015-08-03","2015-09-16",NA,NA,NA,NA,NA
"App ID-124268","2014-06-25","2014-08-15","2015-04-06","2015-03-02","2015-04-15",NA,NA
"App ID-124269","2014-12-08","2014-12-15",NA,NA,NA,NA,NA
"App ID-124273","2015-09-10","2015-09-21","2015-11-30","2016-03-04","2016-03-10",NA,NA
"App ID-124289","2014-08-27","2014-09-04","2014-11-04","2015-02-11","2015-03-17",NA,NA
"App ID-124292","2014-06-14","2014-07-09","2014-10-16","2015-03-03","2015-03-25","2014-12-23","2015-01-15"
"App ID-124342","2015-12-28","2016-01-12","2016-02-02","2016-02-19","2016-03-11",NA,NA
"App ID-124349","2014-08-18","2014-11-04",NA,"2015-02-27","2015-03-23",NA,NA
"App ID-124353","2014-08-18","2014-08-29",NA,NA,NA,NA,NA
"App ID-124355","2014-08-26","2014-09-26",NA,NA,NA,NA,NA
"App ID-124375","2014-11-25","2014-12-04","2015-03-23","2015-02-04","2015-03-16","2014-12-23","2015-03-02"
"App ID-124445","2015-01-11","2015-01-21",NA,NA,NA,NA,NA
"App ID-124460","2015-03-31","2015-04-01",NA,"2015-03-31","2015-04-02",NA,NA
"App ID-124461","2014-08-14","2014-08-15","2015-01-15","2015-02-13","2015-03-16","2014-12-23","2015-01-15"
"App ID-124464","2014-11-17","2014-11-26",NA,NA,NA,NA,NA
"App ID-124465","2014-08-02","2014-08-11","2014-08-20","2015-03-02","2015-03-25","2014-12-23","2015-01-08"
"App ID-124497","2014-10-19","2014-10-23","2014-11-20","2015-03-02","2015-03-25",NA,NA
"App ID-124512","2014-10-17","2014-10-19","2015-02-23","2015-02-24","2015-03-23","2015-03-26","2015-04-07"
"App ID-124517","2014-10-17","2014-10-22",NA,NA,NA,NA,NA
"App ID-124552","2015-03-30","2015-04-13",NA,"2015-04-09",NA,NA,NA
"App ID-124561","2014-11-01","2014-11-13",NA,NA,NA,NA,NA
"App ID-124596","2014-09-30","2014-10-10","2015-04-22","2015-03-03","2015-03-25",NA,NA
"App ID-124618","2015-03-31","2015-04-10","2015-05-14","2015-05-20","2015-05-20",NA,NA
"App ID-124620","2014-09-28","2014-10-14","2015-03-20","2015-02-24","2015-03-12","2014-12-23",NA
"App ID-124622","2014-11-10","2014-11-24",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-124626","2014-08-10","2014-08-27","2014-09-22","2015-03-02","2015-03-25","2015-03-26","2015-04-07"
"App ID-124642","2014-10-19","2014-10-23","2014-11-06","2015-02-24","2015-03-23","2015-03-26","2015-04-07"
"App ID-124742","2014-10-02","2014-10-02",NA,NA,NA,NA,NA
"App ID-124749","2014-11-09","2014-12-08",NA,NA,NA,NA,NA
"App ID-124751","2014-10-31","2014-11-10",NA,NA,NA,NA,NA
"App ID-124755","2014-09-29","2014-10-20",NA,NA,NA,NA,NA
"App ID-124784","2014-12-04","2014-12-04",NA,"2015-05-18","2015-05-18","2015-03-26",NA
"App ID-124789","2014-07-23","2014-08-13",NA,NA,NA,NA,NA
"App ID-124794","2014-10-31","2014-11-17","2014-11-26",NA,NA,NA,NA
"App ID-124801","2016-02-15","2016-02-25","2016-03-22","2016-04-20",NA,NA,NA
"App ID-124808","2014-07-29","2014-08-05",NA,NA,NA,NA,NA
"App ID-124816","2014-07-31","2014-08-06","2014-08-20",NA,NA,NA,NA
"App ID-124831","2014-08-31","2014-09-02","2015-03-27","2015-02-18","2015-05-11",NA,NA
"App ID-124836","2014-12-15","2014-12-16","2015-03-16","2015-02-04","2015-03-20","2015-03-26","2015-05-15"
"App ID-124838","2014-08-19","2014-09-04",NA,NA,NA,NA,NA
"App ID-124839","2014-12-31","2015-01-07","2015-03-27","2015-03-09","2015-03-31","2015-01-20","2015-03-20"
"App ID-124843","2015-01-06","2015-01-07","2015-04-02","2015-02-16","2015-03-18",NA,NA
"App ID-124849","2015-08-12","2014-12-02","2015-08-13","2015-05-15",NA,NA,NA
"App ID-124851","2015-04-09","2015-04-10","2015-04-23","2015-03-25","2015-04-15",NA,NA
"App ID-124856","2014-11-13","2014-11-26","2015-04-27","2015-02-12","2015-04-30",NA,NA
"App ID-124865","2014-12-02","2014-12-09","2015-01-30","2015-02-12","2015-03-17",NA,NA
"App ID-124866","2014-10-17","2014-10-23",NA,"2015-02-11","2015-03-16","2015-04-14",NA
"App ID-124874","2015-10-23","2015-10-30",NA,NA,"2016-04-05","2016-02-01",NA
"App ID-124886","2014-09-14","2014-09-19",NA,NA,NA,NA,NA
"App ID-124950","2014-12-04","2014-12-04",NA,NA,NA,NA,NA
"App ID-124981","2014-10-12","2014-10-23",NA,"2015-02-27","2015-03-23",NA,NA
"App ID-124998","2014-08-01","2014-08-11",NA,NA,NA,NA,NA
"App ID-124999","2014-08-08","2014-08-18","2014-08-28",NA,NA,NA,NA
"App ID-125001","2014-09-21","2014-09-26","2015-01-21","2015-02-24","2015-03-23",NA,NA
"App ID-125009","2014-10-28","2014-12-28",NA,NA,NA,NA,NA
"App ID-125011","2015-03-13","2015-03-23","2015-03-31","2015-04-07","2015-04-07",NA,NA
"App ID-125029","2014-10-06","2014-10-20",NA,NA,NA,NA,NA
"App ID-125032","2014-11-29","2014-12-31",NA,"2015-03-03",NA,"2015-01-20","2015-02-02"
"App ID-125042","2014-12-03","2014-12-03","2015-05-01","2015-02-04","2015-03-31",NA,NA
"App ID-125043","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-125050","2014-12-04","2014-12-04",NA,NA,NA,NA,NA
"App ID-125072","2014-12-04","2014-12-04",NA,NA,NA,NA,NA
"App ID-125073","2014-08-20","2014-09-02",NA,NA,NA,NA,NA
"App ID-125080","2014-12-04","2014-12-04",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-125112","2014-11-26","2014-12-10",NA,NA,NA,NA,NA
"App ID-125128","2014-09-30","2014-10-01",NA,NA,NA,NA,NA
"App ID-125129","2014-11-29","2014-12-08",NA,NA,NA,NA,NA
"App ID-125141","2014-08-24","2014-09-05",NA,NA,NA,NA,NA
"App ID-125144","2015-12-08","2015-12-08",NA,NA,NA,NA,NA
"App ID-125256","2014-10-19","2014-11-21",NA,"2015-02-03","2015-03-13","2014-12-23","2015-03-02"
"App ID-125257","2014-12-11","2015-01-12",NA,"2015-02-04",NA,NA,NA
"App ID-125291","2014-08-13","2014-09-01","2014-12-01","2015-02-03","2015-04-14",NA,NA
"App ID-125329","2014-10-14","2014-10-14",NA,"2015-02-04",NA,NA,NA
"App ID-125348","2014-11-13","2014-11-14",NA,NA,NA,NA,NA
"App ID-125350","2014-09-10","2014-09-22",NA,NA,NA,NA,NA
"App ID-125387","2014-07-28","2014-09-02","2015-02-10","2015-02-04","2015-03-13","2014-12-23","2015-01-29"
"App ID-125426","2014-12-01","2014-12-15","2015-03-30","2015-02-04","2015-06-16",NA,NA
