"Active Application Record","Campus Visit Date/Time","Visit Date","Campus Visit: Record Type"
"App ID-155540","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-155540","10/18/2013 12:00 AM","10/18/2013","Special Event"
"App ID-155542","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-155546","7/22/2014 11:00 AM","7/22/2014","Daily Campus Visit"
"App ID-155546","1/26/2015 12:30 PM","1/26/2015","Daily Campus Visit"
"App ID-155547","7/18/2014 12:00 PM","7/18/2014","Daily Campus Visit"
"App ID-155551","7/25/2014 1:00 PM","7/25/2014","Daily Campus Visit"
"App ID-155555","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-155559","7/25/2014 1:30 PM","7/25/2014","Daily Campus Visit"
"App ID-155695","2/13/2015 8:15 AM","2/13/2015","Presidential Distinction Scholarship"
"App ID-155695","2/13/2015 8:30 AM","2/13/2015","Speech and Debate Scholarship"
"App ID-155787","8/7/2014 9:00 AM","8/7/2014","Daily Campus Visit"
"App ID-155787","7/25/2014 9:00 AM","7/25/2014","Daily Campus Visit"
"App ID-155800","10/24/2014 12:30 PM","10/24/2014","Daily Campus Visit"
"App ID-155808","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-155808","2/16/2015 4:15 PM","2/16/2015","Daily Campus Visit"
"App ID-155808","2/14/2016 12:34 PM","2/14/2016","Music Performance Scholarship"
"App ID-155808","8/4/2014 9:30 AM","8/4/2014","Daily Campus Visit"
"App ID-155808","11/22/2014 3:00 PM","11/22/2014","Daily Campus Visit"
"App ID-155809","8/27/2014 1:00 PM","8/27/2014","Daily Campus Visit"
"App ID-155815","8/1/2014 9:00 AM","8/1/2014","August Visit Day"
"App ID-155816","8/22/2014 2:30 PM","8/22/2014","Daily Campus Visit"
"App ID-155817","11/14/2014 8:15 AM","11/14/2014","Presidential Distinction Scholarship"
"App ID-155817","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-155817","10/17/2013 12:00 AM","10/17/2013","Special Event"
"App ID-155817","8/6/2014 10:00 AM","8/6/2014","Daily Campus Visit"
"App ID-155818","8/12/2014 1:00 PM","8/12/2014","Daily Campus Visit"
"App ID-155819","9/13/2014 9:30 AM","9/13/2014","Daily Campus Visit"
"App ID-155828","1/31/2014 12:00 PM","1/31/2014","Daily Campus Visit"
"App ID-155832","2/6/2015 8:15 AM","2/6/2015","Presidential Distinction Scholarship"
"App ID-155832","11/16/2014 10:45 AM","11/16/2014","Road Trip"
"App ID-155833","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-155833","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-155833","4/29/2014 10:00 AM","4/29/2014","Daily Campus Visit"
"App ID-155833","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-155841","7/25/2014 1:30 PM","7/25/2014","Daily Campus Visit"
"App ID-155851","8/7/2014 8:30 AM","8/7/2014","Daily Campus Visit"
"App ID-155853","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-155853","1/18/2016 8:15 AM","1/18/2016","Football Visit"
"App ID-155855","7/13/2014 2:48 PM","7/13/2014","Daily Campus Visit"
"App ID-155856","7/13/2014 2:56 PM","7/13/2014","Daily Campus Visit"
"App ID-155857","7/13/2014 3:00 PM","7/13/2014","Daily Campus Visit"
"App ID-155858","7/13/2014 3:06 PM","7/13/2014","Daily Campus Visit"
"App ID-155859","7/13/2014 3:09 PM","7/13/2014","Daily Campus Visit"
"App ID-155860","7/13/2014 3:14 PM","7/13/2014","Daily Campus Visit"
"App ID-155861","7/13/2014 3:17 PM","7/13/2014","Daily Campus Visit"
"App ID-155862","7/13/2014 3:25 PM","7/13/2014","Daily Campus Visit"
"App ID-155863","7/13/2014 3:28 PM","7/13/2014","Daily Campus Visit"
"App ID-155864","7/13/2014 3:31 PM","7/13/2014","Daily Campus Visit"
"App ID-155865","7/13/2014 3:35 PM","7/13/2014","Daily Campus Visit"
"App ID-155871","10/25/2014 9:00 AM","10/25/2014","Daily Campus Visit"
"App ID-155871","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-155873","2/6/2015 2:00 PM","2/6/2015","Daily Campus Visit"
"App ID-155873","9/19/2014 10:00 AM","9/19/2014","Daily Campus Visit"
"App ID-155876","5/8/2015 11:00 AM","5/8/2015","Daily Campus Visit"
"App ID-155877","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-155877","","12/6/2014","Christmas Concerts"
"App ID-155893","8/28/2014 11:00 AM","8/28/2014","Daily Campus Visit"
"App ID-155894","8/22/2014 10:00 AM","8/22/2014","Daily Campus Visit"
"App ID-155894","2/14/2015 12:00 PM","2/14/2015","Theatre Peformance Scholarship"
"App ID-155894","2/13/2015 8:15 AM","2/13/2015","Presidential Distinction Scholarship"
"App ID-155899","10/16/2014 12:00 PM","10/16/2014","EDMN/NDEA"
"App ID-155926","7/25/2014 9:00 AM","7/25/2014","Daily Campus Visit"
"App ID-155928","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-155928","","12/11/2014","Christmas Concerts"
"App ID-155932","2/15/2015 6:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-155932","2/14/2015 12:00 PM","2/14/2015","Theatre Peformance Scholarship"
"App ID-155938","11/7/2014 11:00 AM","11/7/2014","Daily Campus Visit"
"App ID-155938","5/20/2015 7:00 PM","5/20/2015","Special Event"
"App ID-155938","2/6/2015 8:15 AM","2/6/2015","Presidential Distinction Scholarship"
"App ID-155938","","4/19/2015","Coffee Conversations"
"App ID-155944","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-155944","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-155944","9/26/2014 10:30 AM","9/26/2014","Daily Campus Visit"
"App ID-155949","1/19/2015 10:00 AM","1/19/2015","Daily Campus Visit"
"App ID-155949","2/13/2015 8:15 AM","2/13/2015","Presidential Distinction Scholarship"
"App ID-155951","11/22/2014 9:00 AM","11/22/2014","Daily Campus Visit"
"App ID-155951","9/22/2014 10:00 AM","9/22/2014","Daily Campus Visit"
"App ID-155953","2/2/2015 12:18 PM","2/2/2015","Daily Campus Visit"
"App ID-155959","7/23/2014 2:00 PM","7/23/2014","Daily Campus Visit"
"App ID-155960","7/18/2014 1:00 PM","7/18/2014","Daily Campus Visit"
"App ID-155963","7/30/2014 9:30 AM","7/30/2014","Daily Campus Visit"
"App ID-155965","8/13/2014 1:30 PM","8/13/2014","Daily Campus Visit"
"App ID-155974","7/21/2014 10:30 AM","7/21/2014","Daily Campus Visit"
"App ID-155974","4/13/2015 12:00 PM","4/13/2015","Daily Campus Visit"
"App ID-155976","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-155976","10/13/2014 9:30 AM","10/13/2014","Daily Campus Visit"
"App ID-155980","7/22/2014 1:00 PM","7/22/2014","Daily Campus Visit"
"App ID-155985","7/23/2014 1:30 PM","7/23/2014","Daily Campus Visit"
"App ID-155990","3/21/2015 10:00 AM","3/21/2015","Cobber Celebration"
"App ID-155990","7/25/2014 10:30 AM","7/25/2014","Daily Campus Visit"
"App ID-155991","11/16/2014 11:30 AM","11/16/2014","Road Trip"
"App ID-155992","7/28/2014 11:30 AM","7/28/2014","Daily Campus Visit"
"App ID-155997","7/25/2014 9:00 AM","7/25/2014","Daily Campus Visit"
"App ID-156004","7/31/2014 10:00 AM","7/31/2014","Daily Campus Visit"
"App ID-156008","10/13/2014 6:00 PM","10/13/2014","Daily Campus Visit"
"App ID-156008","8/5/2014 12:00 PM","8/5/2014","Daily Campus Visit"
"App ID-156011","8/19/2014 1:00 PM","8/19/2014","Daily Campus Visit"
"App ID-156016","8/22/2014 11:00 AM","8/22/2014","Daily Campus Visit"
"App ID-156016","2/14/2015 11:00 AM","2/14/2015","Theatre Peformance Scholarship"
"App ID-156016","10/26/2014 11:30 AM","10/26/2014","Road Trip"
"App ID-156016","","4/11/2015","Coffee Conversations"
"App ID-156017","10/16/2014 12:00 PM","10/16/2014","EDMN/NDEA"
"App ID-156017","3/21/2015 11:15 AM","3/21/2015","Cobber Celebration"
"App ID-156017","2/15/2015 6:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156017","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156017","","3/22/2015","Coffee Conversations"
"App ID-156019","7/25/2014 9:00 AM","7/25/2014","Daily Campus Visit"
"App ID-156021","2/6/2015 8:15 AM","2/6/2015","Presidential Distinction Scholarship"
"App ID-156021","4/24/2015 9:00 AM","4/24/2015","Daily Campus Visit"
"App ID-156022","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156024","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156025","8/6/2014 8:30 AM","8/6/2014","Daily Campus Visit"
"App ID-156026","8/7/2014 10:00 AM","8/7/2014","Daily Campus Visit"
"App ID-156028","7/29/2014 10:00 AM","7/29/2014","Daily Campus Visit"
"App ID-156031","1/25/2015 8:15 AM","1/25/2015","Music Performance Scholarship"
"App ID-156031","1/26/2015 8:00 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-156033","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156033","7/23/2013 12:00 AM","7/23/2013","Daily Campus Visit"
"App ID-156033","11/16/2014 10:00 AM","11/16/2014","Road Trip"
"App ID-156033","7/23/2013 12:00 AM","7/23/2013","Daily Campus Visit"
"App ID-156035","","12/5/2014","Christmas Concerts"
"App ID-156035","11/21/2014 10:30 AM","11/21/2014","Daily Campus Visit"
"App ID-156036","2/6/2015 8:15 AM","2/6/2015","Presidential Distinction Scholarship"
"App ID-156036","7/1/2014 1:30 PM","6/1/2014","Daily Campus Visit"
"App ID-156040","8/4/2014 10:30 AM","8/4/2014","Daily Campus Visit"
"App ID-156062","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-156103","8/4/2014 2:30 PM","8/4/2014","Daily Campus Visit"
"App ID-156103","7/30/2014 2:30 PM","7/30/2014","Daily Campus Visit"
"App ID-156136","7/29/2014 10:00 AM","7/29/2014","Daily Campus Visit"
"App ID-156139","8/11/2014 12:00 PM","8/11/2014","Daily Campus Visit"
"App ID-156144","8/4/2014 10:00 AM","8/4/2014","Daily Campus Visit"
"App ID-156145","8/11/2014 12:00 PM","8/11/2014","Daily Campus Visit"
"App ID-156146","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156149","8/6/2014 1:30 PM","8/6/2014","Daily Campus Visit"
"App ID-156158","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-156162","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156164","4/5/2014 11:00 AM","4/5/2014","Daily Campus Visit"
"App ID-156166","2/14/2015 12:00 PM","2/14/2015","Theatre Peformance Scholarship"
"App ID-156273","3/4/2015 11:30 AM","3/4/2015","Daily Campus Visit"
"App ID-156273","8/5/2014 8:30 AM","8/5/2014","Daily Campus Visit"
"App ID-156275","11/24/2014 9:00 AM","11/24/2014","Daily Campus Visit"
"App ID-156275","8/1/2014 9:00 AM","8/1/2014","Daily Campus Visit"
"App ID-156276","8/4/2014 10:00 AM","8/4/2014","Daily Campus Visit"
"App ID-156277","8/5/2014 11:00 AM","8/5/2014","Daily Campus Visit"
"App ID-156279","8/14/2014 2:30 PM","8/14/2014","Daily Campus Visit"
"App ID-156280","8/20/2014 2:00 PM","8/20/2014","Daily Campus Visit"
"App ID-156283","3/21/2015 10:00 AM","3/21/2015","Cobber Celebration"
"App ID-156283","3/20/2015 8:30 AM","3/20/2015","Daily Campus Visit"
"App ID-156288","11/11/2013 9:00 AM","11/11/2013","Daily Campus Visit"
"App ID-156288","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-156289","8/19/2014 1:30 PM","8/19/2014","Daily Campus Visit"
"App ID-156289","7/24/2013 12:00 AM","7/24/2013","Daily Campus Visit"
"App ID-156298","11/13/2013 6:00 PM","11/13/2013","Daily Campus Visit"
"App ID-156299","2/5/2015 9:00 AM","2/5/2015","Daily Campus Visit"
"App ID-156299","4/23/2014 1:00 PM","4/23/2014","Daily Campus Visit"
"App ID-156300","8/5/2014 8:30 AM","8/5/2014","Daily Campus Visit"
"App ID-156301","8/1/2014 8:30 AM","8/1/2014","Daily Campus Visit"
"App ID-156303","7/29/2013 12:00 AM","7/29/2013","Daily Campus Visit"
"App ID-156312","8/6/2014 11:00 AM","8/6/2014","Daily Campus Visit"
"App ID-156313","11/16/2014 10:45 AM","11/16/2014","Road Trip"
"App ID-156313","3/28/2014 10:00 AM","3/28/2014","Daily Campus Visit"
"App ID-156313","","12/11/2014","Christmas Concerts"
"App ID-156314","8/4/2014 1:30 PM","8/4/2014","Daily Campus Visit"
"App ID-156315","11/7/2014 10:00 AM","11/7/2014","Daily Campus Visit"
"App ID-156315","8/18/2014 10:30 AM","8/18/2014","Daily Campus Visit"
"App ID-156318","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-156319","11/8/2014 10:00 AM","11/8/2014","Daily Campus Visit"
"App ID-156319","11/22/2014 9:30 AM","11/22/2014","Daily Campus Visit"
"App ID-156320","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-156321","5/12/2014 1:30 PM","5/12/2014","May Visit Day"
"App ID-156330","8/4/2014 10:30 AM","8/4/2014","Daily Campus Visit"
"App ID-156330","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156330","2/16/2015 8:15 AM","2/16/2015","Presidential Distinction Scholarship"
"App ID-156331","6/25/2014 9:30 AM","6/25/2014","MPCW"
"App ID-156331","11/22/2014 3:00 PM","11/22/2014","Daily Campus Visit"
"App ID-156332","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156332","11/4/2013 8:30 AM","11/4/2013","Road Trip"
"App ID-156332","11/14/2014 8:15 AM","11/14/2014","Presidential Distinction Scholarship"
"App ID-156333","11/16/2014 11:30 AM","11/16/2014","Road Trip"
"App ID-156333","11/1/2013 2:30 PM","11/1/2013","Daily Campus Visit"
"App ID-156335","3/21/2015 10:00 AM","3/21/2015","Cobber Celebration"
"App ID-156335","5/12/2014 9:00 AM","5/12/2014","May Visit Day"
"App ID-156337","10/17/2014 12:00 PM","10/17/2014","EDMN/NDEA"
"App ID-156339","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156339","8/12/2013 12:00 AM","8/12/2013","Special Event"
"App ID-156339","4/4/2014 11:00 AM","4/4/2014","Daily Campus Visit"
"App ID-156347","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156348","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156350","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156353","8/7/2014 9:00 AM","8/7/2014","Daily Campus Visit"
"App ID-156359","10/14/2014 12:30 PM","10/14/2014","Daily Campus Visit"
"App ID-156359","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156359","","12/7/2014","Christmas Concerts"
"App ID-156359","2/2/2015 8:15 AM","2/2/2015","Presidential Distinction Scholarship"
"App ID-156361","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156364","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156366","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156367","1/23/2015 8:15 AM","1/23/2015","Presidential Distinction Scholarship"
"App ID-156367","11/15/2013 3:00 PM","11/15/2013","Daily Campus Visit"
"App ID-156369","11/14/2014 8:15 AM","11/14/2014","Presidential Distinction Scholarship"
"App ID-156369","3/21/2015 10:00 AM","3/21/2015","Cobber Celebration"
"App ID-156369","4/11/2014 9:00 AM","4/11/2014","April Junior Visit Day"
"App ID-156371","5/20/2015 7:00 PM","5/20/2015","Special Event"
"App ID-156371","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156371","11/9/2013 11:00 AM","11/9/2013","Daily Campus Visit"
"App ID-156372","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-156372","7/27/2015 9:30 AM","7/27/2015","Daily Campus Visit"
"App ID-156372","1/6/2014 10:00 AM","1/6/2014","Daily Campus Visit"
"App ID-156477","8/11/2014 12:00 PM","8/11/2014","Daily Campus Visit"
"App ID-156478","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-156480","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156482","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156483","11/14/2014 8:15 AM","11/14/2014","Presidential Distinction Scholarship"
"App ID-156483","3/6/2015 1:00 PM","3/6/2015","Daily Campus Visit"
"App ID-156483","10/26/2013 12:00 AM","10/26/2013","Daily Campus Visit"
"App ID-156483","10/26/2013 12:00 AM","10/26/2013","Daily Campus Visit"
"App ID-156483","7/14/2014 9:30 AM","7/14/2014","July Visit Day"
"App ID-156490","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156490","12/6/2013 1:00 PM","12/6/2013","Daily Campus Visit"
"App ID-156494","8/6/2014 8:30 AM","8/6/2014","Daily Campus Visit"
"App ID-156499","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156500","1/22/2016 8:45 AM","1/22/2016","Presidential Distinction Scholarship"
"App ID-156500","8/8/2014 9:00 AM","8/8/2014","August Visit Day"
"App ID-156502","8/7/2014 2:30 PM","8/7/2014","Daily Campus Visit"
"App ID-156504","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156504","1/30/2015 4:00 PM","1/30/2015","Daily Campus Visit"
"App ID-156504","8/12/2014 9:30 AM","8/12/2014","Daily Campus Visit"
"App ID-156506","10/15/2014 9:00 AM","10/15/2014","Daily Campus Visit"
"App ID-156506","2/6/2015 2:30 PM","2/6/2015","Daily Campus Visit"
"App ID-156506","1/26/2015 2:30 PM","1/26/2015","Daily Campus Visit"
"App ID-156509","9/19/2014 11:00 AM","9/19/2014","Daily Campus Visit"
"App ID-156509","10/17/2014 12:00 PM","10/17/2014","EDMN/NDEA"
"App ID-156515","8/7/2014 11:30 AM","8/7/2014","Daily Campus Visit"
"App ID-156517","8/7/2014 11:30 AM","8/7/2014","Daily Campus Visit"
"App ID-156518","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-156518","7/25/2014 1:00 PM","7/25/2014","Daily Campus Visit"
"App ID-156521","10/11/2014 9:00 AM","10/11/2014","Daily Campus Visit"
"App ID-156521","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-156522","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156525","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156527","11/16/2014 10:00 AM","11/16/2014","Road Trip"
"App ID-156537","8/1/2014 12:00 PM","","August Visit Day"
"App ID-156541","8/11/2014 12:00 PM","8/11/2014","Daily Campus Visit"
"App ID-156552","8/14/2014 2:00 PM","8/14/2014","Daily Campus Visit"
"App ID-156552","1/30/2015 10:00 AM","1/30/2015","Daily Campus Visit"
"App ID-156553","","4/18/2015","Coffee Conversations"
"App ID-156553","8/18/2014 12:00 PM","8/18/2014","Daily Campus Visit"
"App ID-156553","5/20/2015 7:00 PM","5/20/2015","Special Event"
"App ID-156553","1/16/2015 8:00 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-156556","8/28/2014 2:30 PM","8/28/2014","Daily Campus Visit"
"App ID-156559","8/18/2014 1:00 PM","8/18/2014","Daily Campus Visit"
"App ID-156562","8/13/2014 10:00 AM","8/13/2014","Daily Campus Visit"
"App ID-156563","8/19/2014 2:30 PM","8/19/2014","Daily Campus Visit"
"App ID-156564","10/3/2014 2:30 PM","10/3/2014","Daily Campus Visit"
"App ID-156566","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156566","8/8/2014 12:00 PM","","August Visit Day"
"App ID-156571","11/8/2014 9:00 AM","11/8/2014","Daily Campus Visit"
"App ID-156571","3/21/2015 11:15 AM","3/21/2015","Cobber Celebration"
"App ID-156573","12/15/2014 12:00 PM","12/15/2014","Daily Campus Visit"
"App ID-156576","3/21/2015 10:00 AM","3/21/2015","Cobber Celebration"
"App ID-156576","1/19/2015 12:00 PM","1/19/2015","Visit Day: MLK Jr"
"App ID-156577","3/4/2013 12:00 AM","3/4/2013","Special Event"
"App ID-156579","4/3/2014 1:00 PM","4/3/2014","Daily Campus Visit"
"App ID-156579","12/8/2014 9:00 AM","12/8/2014","Daily Campus Visit"
"App ID-156579","","12/7/2014","Christmas Concerts"
"App ID-156580","6/17/2013 12:00 AM","6/17/2013","MPCW"
"App ID-156580","6/27/2013 12:00 AM","6/27/2013","MPCW"
"App ID-156580","6/17/2013 12:00 AM","6/17/2013","MPCW"
"App ID-156586","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156586","5/8/2015 11:00 AM","5/8/2015","Daily Campus Visit"
"App ID-156586","8/18/2014 9:30 AM","8/18/2014","Daily Campus Visit"
"App ID-156586","2/13/2015 8:15 AM","2/13/2015","Presidential Distinction Scholarship"
"App ID-156587","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156587","8/22/2014 2:30 PM","8/22/2014","Daily Campus Visit"
"App ID-156588","2/1/2015 10:45 AM","2/1/2015","Speech and Debate Scholarship"
"App ID-156588","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-156588","","12/11/2014","Christmas Concerts"
"App ID-156588","11/16/2014 10:45 AM","11/16/2014","Road Trip"
"App ID-156700","6/27/2014 2:00 PM","6/27/2014","MPCW"
"App ID-156710","8/18/2014 10:30 AM","8/18/2014","Daily Campus Visit"
"App ID-156712","11/22/2013 10:00 AM","11/22/2013","Daily Campus Visit"
"App ID-156713","4/17/2014 9:00 AM","4/17/2014","Daily Campus Visit"
"App ID-156713","2/9/2015 8:00 AM","2/9/2015","Presidential Distinction Scholarship"
"App ID-156716","8/26/2014 10:00 AM","8/26/2014","Daily Campus Visit"
"App ID-156724","8/21/2014 10:00 AM","8/21/2014","Daily Campus Visit"
"App ID-156738","12/8/2014 8:30 AM","12/8/2014","Daily Campus Visit"
"App ID-156739","9/16/2014 2:00 PM","9/16/2014","Daily Campus Visit"
"App ID-156752","8/25/2014 2:30 PM","8/25/2014","Daily Campus Visit"
"App ID-156890","3/20/2015 1:00 PM","3/20/2015","Daily Campus Visit"
"App ID-156923","9/27/2014 10:00 AM","9/27/2014","Daily Campus Visit"
"App ID-156923","7/23/2014 10:00 AM","7/23/2014","Daily Campus Visit"
"App ID-156923","","4/10/2015","Coffee Conversations"
"App ID-156931","2/15/2015 6:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-156931","2/16/2015 8:15 AM","2/16/2015","Presidential Distinction Scholarship"
"App ID-156931","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-156931","10/17/2013 12:00 AM","10/17/2013","Special Event"
"App ID-156932","1/31/2014 5:30 PM","1/31/2014","Daily Campus Visit"
"App ID-156935","6/23/2014 9:30 AM","6/23/2014","MPCW"
"App ID-156943","10/26/2014 10:45 AM","10/26/2014","Road Trip"
"App ID-156945","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-156945","12/6/2013 6:00 PM","12/6/2013","Daily Campus Visit"
"App ID-156945","12/8/2014 8:30 AM","12/8/2014","Daily Campus Visit"
"App ID-156945","2/2/2015 8:00 AM","2/2/2015","Presidential Distinction Scholarship"
"App ID-156951","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-156951","5/28/2014 10:00 AM","5/28/2014","Daily Campus Visit"
"App ID-156953","7/7/2014 2:00 PM","7/7/2014","Daily Campus Visit"
"App ID-156954","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-156956","1/26/2015 8:15 AM","1/26/2015","Presidential Distinction Scholarship"
"App ID-156956","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-156956","2/14/2015 11:45 AM","2/14/2015","Theatre Peformance Scholarship"
"App ID-157011","12/5/2014 11:00 AM","12/5/2014","Daily Campus Visit"
"App ID-157011","8/20/2014 10:00 AM","8/20/2014","Daily Campus Visit"
"App ID-157012","8/27/2014 10:30 AM","8/27/2014","Daily Campus Visit"
"App ID-157026","8/29/2014 2:00 PM","8/29/2014","Daily Campus Visit"
"App ID-155999","7/23/2014 11:00 AM","7/23/2014","Daily Campus Visit"
"App ID-155999","1/23/2015 8:00 AM","1/23/2015","Presidential Distinction Scholarship"
"App ID-164170","6/9/2016 11:00 AM","6/9/2016","Daily Campus Visit"
"App ID-164183","10/16/2014 12:00 PM","10/16/2014","EDMN/NDEA"
"App ID-164187","1/23/2015 9:00 AM","1/23/2015","Daily Campus Visit"
"App ID-164187","11/8/2014 10:00 AM","11/8/2014","Daily Campus Visit"
"App ID-164191","11/26/2014 1:00 PM","11/26/2014","Daily Campus Visit"
"App ID-164192","11/7/2014 1:30 PM","11/7/2014","Daily Campus Visit"
"App ID-164207","10/17/2013 12:00 AM","10/17/2013","Daily Campus Visit"
"App ID-164208","10/17/2014 12:00 PM","10/17/2014","EDMN/NDEA"
"App ID-164211","10/21/2013 12:00 AM","10/21/2013","EDMN/NDEA"
"App ID-164211","10/21/2013 12:00 AM","10/21/2013","Special Event"
"App ID-164212","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-164213","10/24/2014 4:00 PM","10/24/2014","Daily Campus Visit"
"App ID-164216","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-164220","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-164220","6/25/2014 9:30 AM","6/25/2014","MPCW"
"App ID-164221","","12/11/2014","Christmas Concerts"
"App ID-164221","10/18/2013 12:00 AM","10/18/2013","Special Event"
"App ID-164221","2/13/2015 8:00 AM","2/13/2015","Presidential Distinction Scholarship"
"App ID-157028","3/23/2015 11:30 AM","3/23/2015","Daily Campus Visit"
"App ID-157028","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-157028","10/17/2014 12:00 PM","10/17/2014","EDMN/NDEA"
"App ID-157030","8/21/2014 10:00 AM","8/21/2014","Daily Campus Visit"
"App ID-157038","8/21/2014 2:30 PM","8/21/2014","Daily Campus Visit"
"App ID-157040","8/29/2014 12:00 PM","8/29/2014","Daily Campus Visit"
"App ID-157048","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-157048","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-157051","11/14/2014 8:15 AM","11/14/2014","Presidential Distinction Scholarship"
"App ID-157051","11/4/2014 9:00 AM","11/4/2014","Daily Campus Visit"
"App ID-157051","10/18/2013 12:00 AM","10/18/2013","Special Event"
"App ID-157053","7/14/2014 9:30 AM","7/14/2014","July Visit Day"
"App ID-157053","2/15/2015 5:00 PM","2/15/2015","Music Performance Scholarship"
"App ID-157053","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-157053","11/11/2014 9:00 AM","11/11/2014","Daily Campus Visit"
"App ID-157054","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-157054","3/31/2014 9:00 AM","3/31/2014","Daily Campus Visit"
"App ID-157057","2/6/2015 8:00 AM","2/6/2015","Visual Arts Scholarship"
"App ID-157057","7/2/2015 12:00 PM","7/2/2015","Daily Campus Visit"
