"Active Application Record","Campus Visit Date/Time","Visit Date","Campus Visit: Record Type"
"App ID-78036","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-78036","12/5/2013 11:00 AM","12/5/2013","Daily Campus Visit"
"App ID-78106","1/24/2014 1:30 PM","1/24/2014","Presidential Distinction Scholarship"
"App ID-78199","4/2/2014 4:45 PM","4/2/2014","Daily Campus Visit"
"App ID-78199","4/13/2014 5:00 PM","4/13/2014","Daily Campus Visit"
"App ID-78199","3/17/2014 3:45 PM","3/17/2014","Daily Campus Visit"
"App ID-78199","4/20/2013 12:00 AM","4/20/2013","Daily Campus Visit"
"App ID-78201","2/23/2015 2:30 PM","2/23/2015","Daily Campus Visit"
"App ID-78210","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-78309","2/12/2016 3:30 PM","2/12/2016","Daily Campus Visit"
"App ID-78437","8/30/2013 12:00 AM","8/30/2013","Daily Campus Visit"
"App ID-78493","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-78893","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-79019","12/12/2013 8:30 PM","12/12/2013","Christmas Concerts"
"App ID-79127","6/24/2013 12:00 AM","6/24/2013","MPCW"
"App ID-79338","4/5/2014 11:00 AM","4/5/2014","Daily Campus Visit"
"App ID-79349","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-79431","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-79449","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-79449","2/3/2014 1:30 PM","2/3/2014","Regents Scholarship Event"
"App ID-79475","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-79743","6/17/2013 12:00 AM","6/17/2013","Daily Campus Visit"
"App ID-79803","1/13/2014 11:00 AM","1/13/2014","Daily Campus Visit"
"App ID-79889","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-79889","4/15/2014 9:00 AM","4/15/2014","Daily Campus Visit"
"App ID-79889","10/31/2015 9:00 AM","10/31/2015","Daily Campus Visit"
"App ID-80111","12/14/2013 2:00 PM","12/14/2013","Christmas Concerts"
"App ID-80123","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-80191","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-80191","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-80191","12/12/2013 8:30 PM","12/12/2013","Christmas Concerts"
"App ID-80293","7/31/2013 12:00 AM","7/31/2013","Daily Campus Visit"
"App ID-80299","11/7/2013 9:30 AM","11/7/2013","Daily Campus Visit"
"App ID-80320","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-80325","6/11/2013 12:00 AM","6/11/2013","Daily Campus Visit"
"App ID-80512","11/4/2013 8:00 AM","11/4/2013","Road Trip"
"App ID-80530","12/12/2013 6:00 PM","12/12/2013","Christmas Concerts"
"App ID-80593","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-80707","1/29/2014 9:00 AM","1/29/2014","Daily Campus Visit"
"App ID-80708","2/3/2014 1:30 PM","2/3/2014","Regents Scholarship Event"
"App ID-80778","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-80789","2/16/2013 12:00 AM","2/16/2013","Daily Campus Visit"
"App ID-80974","3/28/2013 12:00 AM","3/28/2013","Daily Campus Visit"
"App ID-81018","2/3/2014 1:30 PM","2/3/2014","Regents Scholarship Event"
"App ID-81018","12/12/2013 8:30 PM","12/12/2013","Christmas Concerts"
"App ID-81020","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-81020","7/18/2013 12:00 AM","7/18/2013","Daily Campus Visit"
"App ID-81055","4/2/2013 12:00 AM","4/2/2013","Daily Campus Visit"
"App ID-81057","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-81161","9/21/2013 12:00 AM","9/21/2013","Daily Campus Visit"
"App ID-81189","11/9/2013 11:00 AM","11/9/2013","Daily Campus Visit"
"App ID-81206","6/24/2013 12:00 AM","6/24/2013","MPCW"
"App ID-81206","10/7/2013 8:30 AM","10/7/2013","Road Trip"
"App ID-81212","4/5/2013 12:00 AM","4/5/2013","Daily Campus Visit"
"App ID-81221","4/14/2014 10:00 AM","4/14/2014","Daily Campus Visit"
"App ID-81221","6/24/2013 12:00 AM","6/24/2013","MPCW"
"App ID-81262","5/30/2013 12:00 AM","5/30/2013","Daily Campus Visit"
"App ID-81289","7/26/2013 12:00 AM","7/26/2013","Daily Campus Visit"
"App ID-81300","12/7/2013 11:00 AM","12/7/2013","Daily Campus Visit"
"App ID-81312","4/7/2014 10:00 AM","4/7/2014","Daily Campus Visit"
"App ID-81325","3/8/2014 11:00 AM","3/8/2014","Daily Campus Visit"
"App ID-81325","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-81358","3/25/2013 12:00 AM","3/25/2013","Daily Campus Visit"
"App ID-81360","7/26/2013 12:00 AM","7/26/2013","Daily Campus Visit"
"App ID-81396","6/17/2013 12:00 AM","6/17/2013","MPCW"
"App ID-81403","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-81404","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-81404","5/31/2013 12:00 AM","5/31/2013","Daily Campus Visit"
"App ID-81407","2/7/2014 10:30 AM","2/7/2014","Daily Campus Visit"
"App ID-81416","3/11/2013 12:00 AM","3/11/2013","Daily Campus Visit"
"App ID-81433","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-81433","4/5/2013 12:00 AM","4/5/2013","Daily Campus Visit"
"App ID-81623","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-81623","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-81623","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-81623","3/5/2014 10:00 AM","3/5/2014","Daily Campus Visit"
"App ID-81677","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-81733","6/20/2013 12:00 AM","6/20/2013","MPCW"
"App ID-81733","7/23/2013 12:00 AM","7/23/2013","Daily Campus Visit"
"App ID-81759","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-81759","7/10/2013 12:00 AM","7/10/2013","Daily Campus Visit"
"App ID-81775","8/22/2013 12:00 AM","8/22/2013","Daily Campus Visit"
"App ID-81855","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-81947","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-81947","12/12/2013 6:00 PM","12/12/2013","Christmas Concerts"
"App ID-81961","7/15/2013 12:00 AM","7/15/2013","Daily Campus Visit"
"App ID-81972","4/11/2014 8:30 AM","4/11/2014","Daily Campus Visit"
"App ID-82093","10/7/2013 8:30 AM","10/7/2013","Road Trip"
"App ID-82156","8/28/2013 12:00 AM","8/28/2013","Daily Campus Visit"
"App ID-82157","1/20/2014 8:30 AM","1/20/2014","Daily Campus Visit"
"App ID-82182","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-82198","10/17/2013 12:00 AM","10/17/2013","Daily Campus Visit"
"App ID-82216","11/27/2013 8:30 AM","11/27/2013","Daily Campus Visit"
"App ID-82244","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-82244","1/20/2014 11:00 AM","1/20/2014","Daily Campus Visit"
"App ID-82244","10/16/2013 12:00 AM","10/16/2013","Daily Campus Visit"
"App ID-82250","1/27/2014 1:30 PM","1/27/2014","Regents Scholarship Event"
"App ID-82286","6/28/2013 12:00 AM","6/28/2013","MPCW"
"App ID-82319","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-82319","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-82319","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-82351","3/18/2016 12:00 PM","3/18/2016","Daily Campus Visit"
"App ID-82394","1/17/2014 1:30 PM","1/17/2014","Presidential Distinction Scholarship"
"App ID-82394","11/15/2013 11:45 AM","11/15/2013","Daily Campus Visit"
"App ID-82411","1/20/2014 8:30 AM","1/20/2014","Daily Campus Visit"
"App ID-82417","1/24/2014 1:30 PM","1/24/2014","Visual Arts Scholarship"
"App ID-82417","1/24/2014 1:30 PM","1/24/2014","Presidential Distinction Scholarship"
"App ID-82478","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-82478","11/20/2013 2:30 PM","11/20/2013","Daily Campus Visit"
"App ID-82483","2/10/2014 1:30 PM","2/6/2014","Daily Campus Visit"
"App ID-82483","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-82483","3/19/2014 12:30 PM","3/19/2014","Daily Campus Visit"
"App ID-82483","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-82483","9/24/2013 12:00 AM","9/24/2013","Daily Campus Visit"
"App ID-82483","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-82492","3/19/2013 12:00 AM","3/19/2013","Daily Campus Visit"
"App ID-82492","3/27/2013 12:00 AM","3/27/2013","Daily Campus Visit"
"App ID-82501","8/30/2013 12:00 AM","8/30/2013","Daily Campus Visit"
"App ID-82505","3/27/2013 12:00 AM","3/27/2013","Daily Campus Visit"
"App ID-82512","11/15/2013 3:00 PM","11/15/2013","Daily Campus Visit"
"App ID-82512","10/23/2013 12:00 AM","10/23/2013","Daily Campus Visit"
"App ID-82518","3/13/2013 12:00 AM","3/13/2013","Daily Campus Visit"
"App ID-82549","5/24/2013 12:00 AM","5/24/2013","Daily Campus Visit"
"App ID-82588","6/28/2013 12:00 AM","6/28/2013","MPCW"
"App ID-82606","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-82619","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-82619","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-82641","1/16/2015 8:15 AM","1/16/2015","Presidential Distinction Scholarship"
"App ID-82641","11/7/2014 1:00 PM","11/7/2014","Daily Campus Visit"
"App ID-82645","1/31/2014 1:30 PM","1/31/2014","Regents Scholarship Event"
"App ID-82750","8/2/2013 12:00 AM","8/2/2013","Daily Campus Visit"
"App ID-82771","7/11/2013 12:00 AM","7/11/2013","Daily Campus Visit"
"App ID-82789","8/22/2013 12:00 AM","8/22/2013","Daily Campus Visit"
"App ID-82861","1/23/2014 9:00 AM","1/23/2014","Daily Campus Visit"
"App ID-82899","8/19/2013 12:00 AM","8/19/2013","Daily Campus Visit"
"App ID-82970","11/6/2013 10:30 AM","11/6/2013","Daily Campus Visit"
"App ID-82980","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-83045","6/24/2013 12:00 AM","6/24/2013","MPCW"
"App ID-83080","1/20/2014 12:30 PM","1/20/2014","Daily Campus Visit"
"App ID-83080","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-83096","11/19/2013 10:00 AM","11/19/2013","Daily Campus Visit"
"App ID-83251","11/7/2013 2:30 PM","11/7/2013","Daily Campus Visit"
"App ID-83251","2/3/2014 1:30 PM","2/3/2014","Regents Scholarship Event"
"App ID-83287","10/21/2013 12:00 AM","10/21/2013","Daily Campus Visit"
"App ID-83287","12/14/2013 10:00 AM","12/14/2013","Daily Campus Visit"
"App ID-83333","11/11/2013 11:00 AM","11/11/2013","Daily Campus Visit"
"App ID-83333","2/14/2014 10:00 AM","2/14/2014","Visual Arts Scholarship"
"App ID-83374","7/29/2013 12:00 AM","7/29/2013","Daily Campus Visit"
"App ID-83380","2/19/2014 1:00 PM","2/19/2014","Daily Campus Visit"
"App ID-83406","8/19/2013 12:00 AM","8/19/2013","Daily Campus Visit"
"App ID-83427","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-83429","4/15/2013 12:00 AM","4/15/2013","Daily Campus Visit"
"App ID-83453","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-83453","12/13/2013 3:00 PM","12/13/2013","Daily Campus Visit"
"App ID-83453","12/13/2013 7:00 PM","12/13/2013","Christmas Concerts"
"App ID-83482","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-83544","1/20/2014 8:30 AM","1/20/2014","Daily Campus Visit"
"App ID-83628","2/12/2014 9:00 AM","2/12/2014","Daily Campus Visit"
"App ID-83675","3/13/2014 10:30 AM","3/13/2014","Daily Campus Visit"
"App ID-83711","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-83726","4/24/2014 9:00 AM","4/24/2014","Daily Campus Visit"
"App ID-83899","4/25/2014 1:30 PM","4/25/2014","Daily Campus Visit"
"App ID-83924","12/14/2013 2:00 PM","12/14/2013","Christmas Concerts"
"App ID-83975","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-84009","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-84009","3/7/2014 2:30 PM","3/7/2014","Daily Campus Visit"
"App ID-84014","11/8/2013 1:00 PM","11/8/2013","Daily Campus Visit"
"App ID-84103","10/2/2013 12:00 AM","10/2/2013","Daily Campus Visit"
"App ID-84125","8/9/2013 12:00 AM","8/9/2013","Daily Campus Visit"
"App ID-84178","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-84224","4/26/2013 12:00 AM","4/26/2013","Daily Campus Visit"
"App ID-84231","2/10/2014 1:30 PM","2/6/2014","Daily Campus Visit"
"App ID-84231","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-84231","1/20/2014 12:30 PM","1/20/2014","Daily Campus Visit"
"App ID-84231","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-84273","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-84274","5/21/2013 12:00 AM","5/21/2013","Daily Campus Visit"
"App ID-84327","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-84368","2/21/2014 2:30 PM","2/21/2014","Daily Campus Visit"
"App ID-84369","2/21/2014 2:30 PM","2/21/2014","Daily Campus Visit"
"App ID-84398","9/24/2013 12:00 AM","9/24/2013","Daily Campus Visit"
"App ID-84410","7/1/2013 12:00 AM","7/1/2013","Daily Campus Visit"
"App ID-84421","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-84432","6/28/2013 12:00 AM","6/28/2013","MPCW"
"App ID-84478","12/12/2013 6:00 PM","12/12/2013","Christmas Concerts"
"App ID-84508","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-84510","3/27/2013 12:00 AM","3/27/2013","Daily Campus Visit"
"App ID-84578","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-84578","4/7/2014 10:15 AM","4/7/2014","Daily Campus Visit"
"App ID-84588","6/20/2013 12:00 AM","6/20/2013","MPCW"
"App ID-84644","4/4/2014 9:00 AM","4/4/2014","Daily Campus Visit"
"App ID-84669","7/3/2013 12:00 AM","7/3/2013","Daily Campus Visit"
"App ID-84683","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-84683","11/11/2013 9:00 AM","11/11/2013","Daily Campus Visit"
"App ID-84719","5/14/2014 11:00 AM","5/14/2014","Daily Campus Visit"
"App ID-84720","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-84762","2/11/2014 9:00 AM","2/11/2014","Daily Campus Visit"
"App ID-84776","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-84844","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-84861","7/22/2013 12:00 AM","7/22/2013","Daily Campus Visit"
"App ID-84957","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-84957","1/30/2014 11:30 AM","1/30/2014","Daily Campus Visit"
"App ID-84981","3/8/2014 10:00 AM","3/8/2014","Daily Campus Visit"
"App ID-84981","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-84981","12/14/2013 7:00 PM","12/14/2013","Christmas Concerts"
"App ID-85000","6/11/2013 12:00 AM","6/11/2013","Daily Campus Visit"
"App ID-85029","3/25/2013 12:00 AM","3/25/2013","Daily Campus Visit"
"App ID-85050","12/15/2013 2:00 PM","12/15/2013","Christmas Concerts"
"App ID-85055","4/9/2014 1:30 PM","4/9/2014","Daily Campus Visit"
"App ID-85055","7/24/2013 12:00 AM","7/24/2013","Daily Campus Visit"
"App ID-85059","10/12/2013 12:00 AM","10/12/2013","Daily Campus Visit"
"App ID-85059","2/17/2014 9:00 AM","2/17/2014","Daily Campus Visit"
"App ID-85076","6/18/2013 12:00 AM","6/18/2013","MPCW"
"App ID-85131","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-85131","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-85164","4/20/2013 12:00 AM","4/20/2013","Daily Campus Visit"
"App ID-85189","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-85239","11/7/2013 9:30 AM","11/7/2013","Daily Campus Visit"
"App ID-85287","12/13/2013 10:00 AM","12/13/2013","Daily Campus Visit"
"App ID-85343","11/14/2013 8:30 AM","11/14/2013","Daily Campus Visit"
"App ID-85372","3/26/2013 12:00 AM","3/26/2013","Daily Campus Visit"
"App ID-85408","8/19/2013 12:00 AM","8/19/2013","Daily Campus Visit"
"App ID-85429","10/12/2013 12:00 AM","10/12/2013","Daily Campus Visit"
"App ID-85472","6/27/2013 12:00 AM","6/27/2013","MPCW"
"App ID-85525","12/13/2013 12:00 PM","12/13/2013","Daily Campus Visit"
"App ID-85533","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-85625","11/4/2013 8:30 AM","11/4/2013","Daily Campus Visit"
"App ID-85634","9/21/2013 12:00 AM","9/21/2013","Daily Campus Visit"
"App ID-85664","11/7/2013 9:30 AM","11/7/2013","Daily Campus Visit"
"App ID-85704","12/9/2013 11:30 AM","12/9/2013","Daily Campus Visit"
"App ID-85704","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-85723","10/16/2013 12:00 AM","10/16/2013","Daily Campus Visit"
"App ID-85732","10/8/2013 12:00 AM","10/8/2013","Daily Campus Visit"
"App ID-85781","1/10/2014 9:00 AM","1/10/2014","Daily Campus Visit"
"App ID-85781","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-85901","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-85901","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-85917","6/26/2013 12:00 AM","6/26/2013","MPCW"
"App ID-85930","7/30/2013 12:00 AM","7/30/2013","Daily Campus Visit"
"App ID-86026","2/18/2013 12:00 AM","2/18/2013","Daily Campus Visit"
"App ID-86031","7/22/2013 12:00 AM","7/22/2013","Daily Campus Visit"
"App ID-86037","5/17/2013 12:00 AM","5/17/2013","Daily Campus Visit"
"App ID-86073","4/4/2014 12:30 PM","4/4/2014","Daily Campus Visit"
"App ID-86078","6/28/2013 12:00 AM","6/28/2013","MPCW"
"App ID-86200","8/21/2013 12:00 AM","8/21/2013","Daily Campus Visit"
"App ID-86217","12/12/2013 8:30 PM","12/12/2013","Christmas Concerts"
"App ID-86222","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-86262","12/13/2013 2:30 PM","12/13/2013","Daily Campus Visit"
"App ID-86282","1/20/2014 8:30 AM","1/20/2014","Daily Campus Visit"
"App ID-86282","8/5/2013 12:00 AM","8/5/2013","Daily Campus Visit"
"App ID-86299","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-86348","1/23/2014 3:00 AM","1/23/2014","Music Performance Scholarship"
"App ID-86378","8/9/2013 12:00 AM","8/9/2013","Daily Campus Visit"
"App ID-86390","3/7/2014 2:30 PM","3/7/2014","Daily Campus Visit"
"App ID-86444","8/30/2013 12:00 AM","8/30/2013","Daily Campus Visit"
"App ID-86460","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-86460","9/30/2013 12:00 AM","9/30/2013","Daily Campus Visit"
"App ID-86472","10/12/2013 12:00 AM","10/12/2013","Daily Campus Visit"
"App ID-86517","8/2/2013 12:00 AM","8/2/2013","Daily Campus Visit"
"App ID-86535","12/9/2013 8:30 AM","12/9/2013","Daily Campus Visit"
"App ID-86656","6/17/2013 12:00 AM","6/17/2013","Daily Campus Visit"
"App ID-86706","6/26/2013 12:00 AM","6/26/2013","MPCW"
"App ID-86802","7/11/2013 12:00 AM","7/11/2013","Daily Campus Visit"
"App ID-86805","2/17/2014 9:00 AM","2/17/2014","Daily Campus Visit"
"App ID-86805","6/26/2013 12:00 AM","6/26/2013","MPCW"
"App ID-86807","4/26/2013 12:00 AM","4/26/2013","Daily Campus Visit"
"App ID-86819","4/24/2014 8:30 AM","4/24/2014","Daily Campus Visit"
"App ID-86819","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-86819","2/21/2014 11:00 AM","2/21/2014","Daily Campus Visit"
"App ID-86924","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-86955","12/14/2013 2:00 PM","12/14/2013","Christmas Concerts"
"App ID-86963","4/24/2014 1:30 PM","4/24/2014","Daily Campus Visit"
"App ID-86967","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-86991","4/8/2013 12:00 AM","4/8/2013","Daily Campus Visit"
"App ID-87060","1/15/2014 2:30 PM","1/15/2014","Daily Campus Visit"
"App ID-87083","3/3/2014 10:30 AM","3/3/2014","Daily Campus Visit"
"App ID-87084","11/8/2013 10:00 AM","11/8/2013","Daily Campus Visit"
"App ID-87092","4/4/2014 1:30 PM","4/4/2014","Daily Campus Visit"
"App ID-87096","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-87099","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-87099","10/23/2013 12:00 AM","10/23/2013","EDMN/NDEA"
"App ID-87099","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-87114","3/25/2013 12:00 AM","3/25/2013","Daily Campus Visit"
"App ID-87122","1/9/2014 2:30 PM","1/9/2014","Daily Campus Visit"
"App ID-87123","10/15/2015 10:00 AM","10/15/2015","Daily Campus Visit"
"App ID-87229","1/17/2014 1:30 PM","1/17/2014","Presidential Distinction Scholarship"
"App ID-87229","10/25/2013 12:00 AM","10/25/2013","Daily Campus Visit"
"App ID-87252","2/29/2016 11:00 AM","2/29/2016","Daily Campus Visit"
"App ID-87276","10/11/2013 12:00 AM","10/11/2013","Daily Campus Visit"
"App ID-87431","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-87472","1/23/2016 11:00 AM","1/23/2016","Daily Campus Visit"
"App ID-87564","2/10/2014 1:30 PM","2/10/2014","Regents Scholarship Event"
"App ID-87619","8/12/2013 12:00 AM","8/12/2013","Visit Day: August Visit Day"
"App ID-87631","11/11/2013 11:00 AM","11/11/2013","Daily Campus Visit"
"App ID-87659","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-87683","10/7/2013 8:30 AM","10/7/2013","Road Trip"
"App ID-87702","11/9/2013 11:00 AM","11/9/2013","Daily Campus Visit"
"App ID-87765","4/18/2013 12:00 AM","4/18/2013","Daily Campus Visit"
"App ID-87791","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-87969","1/20/2014 10:30 AM","1/20/2014","Daily Campus Visit"
"App ID-87969","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-87970","8/7/2013 12:00 AM","8/7/2013","Daily Campus Visit"
"App ID-87973","12/6/2013 1:30 PM","12/6/2013","Daily Campus Visit"
"App ID-88119","1/21/2014 2:30 PM","1/21/2014","Daily Campus Visit"
"App ID-88156","11/4/2013 8:30 AM","11/4/2013","Road Trip"
"App ID-88209","8/2/2013 12:00 AM","8/2/2013","Daily Campus Visit"
"App ID-88214","11/8/2013 1:30 PM","11/8/2013","Daily Campus Visit"
"App ID-88331","10/16/2013 12:00 AM","10/16/2013","Daily Campus Visit"
"App ID-88338","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-88338","7/24/2013 12:00 AM","7/24/2013","Daily Campus Visit"
"App ID-88366","7/3/2013 12:00 AM","7/3/2013","Daily Campus Visit"
"App ID-88399","11/4/2013 8:30 AM","11/4/2013","Road Trip"
"App ID-88406","3/22/2014 11:15 AM","3/22/2014","Cobber Celebration"
"App ID-88473","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-88688","1/17/2014 1:30 PM","1/17/2014","Presidential Distinction Scholarship"
"App ID-88688","12/12/2013 10:30 AM","12/12/2013","Daily Campus Visit"
"App ID-88706","4/8/2013 12:00 AM","4/8/2013","Daily Campus Visit"
"App ID-88716","2/7/2014 9:00 AM","2/7/2014","Daily Campus Visit"
"App ID-88716","1/16/2014 9:00 AM","1/16/2014","Daily Campus Visit"
"App ID-88716","8/2/2013 12:00 AM","8/2/2013","Daily Campus Visit"
"App ID-88717","10/12/2013 12:00 AM","10/12/2013","Daily Campus Visit"
"App ID-88717","1/27/2014 8:30 AM","1/27/2014","Daily Campus Visit"
"App ID-88754","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-88755","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-88835","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-88850","3/7/2014 2:30 PM","3/7/2014","Daily Campus Visit"
"App ID-88915","12/6/2013 12:00 PM","12/6/2013","Daily Campus Visit"
"App ID-88944","8/2/2013 12:00 AM","8/2/2013","Daily Campus Visit"
"App ID-88950","8/26/2013 12:00 AM","8/26/2013","Daily Campus Visit"
"App ID-88957","11/11/2013 1:00 PM","11/11/2013","Daily Campus Visit"
"App ID-88963","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-88963","3/28/2013 12:00 AM","3/28/2013","Daily Campus Visit"
"App ID-88969","10/18/2013 12:00 AM","10/18/2013","EDMN/NDEA"
"App ID-88969","1/23/2014 3:00 PM","1/23/2014","Music Performance Scholarship"
"App ID-88971","1/8/2014 10:00 AM","1/8/2014","Daily Campus Visit"
"App ID-88973","6/25/2013 12:00 AM","6/25/2013","MPCW"
"App ID-88983","6/7/2013 12:00 AM","6/7/2013","Daily Campus Visit"
"App ID-88993","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
"App ID-88993","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-89002","11/11/2013 11:00 AM","11/11/2013","Daily Campus Visit"
"App ID-89004","7/18/2013 12:00 AM","7/18/2013","Daily Campus Visit"
"App ID-89015","8/15/2013 12:00 AM","8/15/2013","Daily Campus Visit"
"App ID-89018","9/7/2013 12:00 AM","9/7/2013","Daily Campus Visit"
"App ID-89018","12/16/2013 8:30 AM","12/16/2013","Daily Campus Visit"
"App ID-89042","9/14/2013 12:00 AM","9/14/2013","Daily Campus Visit"
"App ID-89111","10/17/2013 12:00 AM","10/17/2013","EDMN/NDEA"
"App ID-89116","7/9/2013 12:00 AM","7/9/2013","Daily Campus Visit"
"App ID-89133","7/19/2013 12:00 AM","7/19/2013","Daily Campus Visit"
"App ID-89143","2/7/2014 1:30 PM","2/7/2014","Presidential Distinction Scholarship"
