"zip","distance","Median.Income","Total","White","Pct.White"
"51440",NA,61250,367,367,1
"51441",NA,32813,436,349,0.8005
"51442",NA,45913,9747,8711,0.8937
"51443",NA,48229,1899,1855,0.9768
"51444",NA,55000,231,231,1
"51445",NA,42328,2799,2722,0.9725
"51446",NA,38594,585,562,0.9607
"51447",NA,27917,162,162,1
"51448",NA,43750,592,545,0.9206
"51449",NA,40847,2090,2038,0.9751
"51450",NA,50224,1533,1519,0.9909
"51451",NA,35000,102,102,1
"51453",NA,47841,693,680,0.9812
"51454",NA,52344,1345,1246,0.9264
"51455",NA,49957,2330,2292,0.9837
"51458",NA,47344,1588,1581,0.9956
"51459",NA,41250,79,79,1
"51461",NA,51750,1159,1095,0.9448
"51462",NA,48967,1007,965,0.9583
"51463",NA,40500,669,667,0.997
"51465",NA,53125,666,609,0.9144
"51466",NA,52917,914,903,0.988
"51467",NA,54489,670,655,0.9776
"51501",NA,42214,34847,32300,0.9269
"51503",389.45,58921,37381,35552,0.9511
"51510",NA,46923,3771,3469,0.9199
"51520",NA,40500,244,244,1
"51521",NA,55227,1856,1832,0.9871
"51523",NA,41442,355,346,0.9746
"51525",NA,55852,1114,1064,0.9551
"51526",NA,79006,1315,1287,0.9787
"51527",NA,44583,493,458,0.929
"51528",NA,45795,788,774,0.9822
"51529",NA,50855,1827,1761,0.9639
"51530",NA,47794,1216,1184,0.9737
"51531",NA,54688,823,814,0.9891
"51532",NA,45000,644,640,0.9938
"51533",NA,58258,1026,1014,0.9883
"51534",404.72,71514,9464,9204,0.9725
"51535",NA,46635,1901,1857,0.9769
"51536",NA,56719,415,397,0.9566
"51537",NA,48883,6558,6246,0.9524
"51540",NA,47813,489,489,1
"51541",NA,46458,319,319,1
"51542",NA,92188,1003,1003,1
"51543",NA,52875,453,438,0.9669
"51544",NA,46875,870,785,0.9023
"51545",NA,26250,338,332,0.9822
"51546",NA,60722,2742,2679,0.977
"51548",NA,69250,343,325,0.9475
"51549",NA,51719,396,386,0.9747
"51550",NA,56250,148,148,1
"51551",NA,79844,1741,1722,0.9891
"51552",NA,73125,281,281,1
"51553",NA,70987,1232,1228,0.9968
"51554",NA,43583,157,157,1
"51555",NA,56763,5224,5130,0.982
"51556",NA,51354,426,419,0.9836
"51557",NA,46250,723,717,0.9917
"51558",NA,53125,609,607,0.9967
"51559",NA,60385,1647,1631,0.9903
"51560",NA,66893,2371,2309,0.9739
"51561",NA,48654,1212,1127,0.9299
"51562",NA,53438,349,345,0.9885
"51563",NA,43224,622,618,0.9936
"51564",NA,43563,445,424,0.9528
"51565",NA,48250,558,546,0.9785
"51566",NA,41841,6831,6548,0.9586
"51570",NA,53333,841,822,0.9774
"51571",NA,73750,571,557,0.9755
"51572",NA,40927,420,415,0.9881
"51573",NA,68173,1160,1157,0.9974
"51575",NA,67235,1722,1715,0.9959
"51576",NA,97500,2187,2176,0.995
"51577",NA,53047,1247,1195,0.9583
"51578",NA,52917,97,97,1
"51579",NA,50905,2508,2438,0.9721
"51601",NA,43682,5833,5503,0.9434
"51630",NA,45500,213,194,0.9108
"51631",NA,51765,260,247,0.95
"51632",431.65,45625,7019,6551,0.9333
"51636",NA,44375,457,457,1
"51637",NA,31528,212,208,0.9811
"51638",NA,53563,1476,1442,0.977
"51639",NA,55962,850,828,0.9741
"51640",NA,40592,1562,1506,0.9641
"51645",NA,50000,303,303,1
"51646",NA,48859,721,719,0.9972
"51647",NA,33750,95,95,1
"51648",NA,62500,137,137,1
"51649",NA,63750,296,293,0.9899
"51650",NA,53365,421,418,0.9929
"51652",NA,52214,1639,1594,0.9725
"51653",NA,58958,1518,1465,0.9651
"51654",NA,55521,532,532,1
"51656",NA,41250,100,75,0.75
"52001",422.97,43726,43674,39789,0.911
"52002",420.98,69607,15519,14349,0.9246
"52003",NA,61513,13240,12912,0.9752
"52030",NA,43125,399,379,0.9499
"52031",NA,52553,5444,5376,0.9875
"52032",NA,63068,1476,1463,0.9912
"52033",422.81,62632,3276,3250,0.9921
"52035",NA,55250,1137,1116,0.9815
"52037",NA,57067,1250,1202,0.9616
"52038",NA,73125,427,426,0.9977
"52039",NA,66563,1094,1093,0.9991
"52040",NA,51477,5727,5686,0.9928
"52041",NA,59423,1528,1510,0.9882
"52042",NA,49773,1718,1672,0.9732
"52043",NA,52684,2236,2212,0.9893
"52044",NA,45625,156,139,0.891
"52045",NA,62708,2549,2489,0.9765
"52046",NA,71707,2170,2124,0.9788
"52047",NA,49583,454,451,0.9934
"52048",NA,55625,405,398,0.9827
"52049",NA,52917,1299,1273,0.98
"52050",NA,54000,767,755,0.9844
"52052",NA,43725,2935,2899,0.9877
"52053",NA,52024,1053,1047,0.9943
"52054",NA,62045,866,852,0.9838
"52057",398.8,54554,7694,7530,0.9787
"52060",NA,40798,8534,8189,0.9596
"52064",NA,61500,885,874,0.9876
"52065",NA,54943,1149,1118,0.973
"52066",NA,34091,79,79,1
"52068",NA,75556,4195,4063,0.9685
"52069",NA,51375,1555,1521,0.9781
"52070",NA,46875,931,914,0.9817
"52072",NA,50536,225,223,0.9911
"52073",NA,66333,1260,1247,0.9897
"52074",NA,56458,409,407,0.9951
"52076",NA,51534,2462,2445,0.9931
"52077",NA,38333,440,440,1
"52078",NA,65114,843,839,0.9953
"52079",NA,54375,854,842,0.9859
"52101",345.16,54528,13803,13254,0.9602
"52132",NA,51361,1888,1862,0.9862
"52133",NA,72000,592,543,0.9172
"52134",NA,41750,376,371,0.9867
"52135",NA,37368,942,942,1
"52136",NA,49688,6056,5934,0.9799
"52140",NA,42969,526,526,1
"52141",NA,43458,1514,1489,0.9835
"52142",NA,42083,1662,1402,0.8436
"52144",NA,52813,1291,1268,0.9822
"52146",NA,48621,1007,978,0.9712
"52147",NA,61800,1262,1216,0.9635
"52151",NA,42500,1919,1874,0.9766
"52154",NA,48520,831,828,0.9964
"52155",NA,48250,1123,1109,0.9875
"52156",NA,42212,740,733,0.9905
"52157",NA,47175,1863,1769,0.9495
"52158",NA,33542,264,259,0.9811
"52159",NA,52222,2527,2499,0.9889
"52160",NA,54375,1123,1066,0.9492
"52161",NA,54904,1473,1456,0.9885
"52162",NA,40855,3354,3034,0.9046
"52163",NA,33571,239,237,0.9916
"52164",NA,56250,201,201,1
"52165",NA,40625,853,853,1
"52166",NA,56111,105,105,1
"52168",NA,34000,192,191,0.9948
"52169",NA,42188,495,466,0.9414
"52170",NA,59167,523,520,0.9943
"52171",NA,66875,943,913,0.9682
"52172",NA,48000,5874,5731,0.9757
"52175",NA,48929,3745,3645,0.9733
"52201",NA,64070,1329,1300,0.9782
"52202",NA,73750,949,947,0.9979
"52203",NA,60000,1957,1916,0.979
"52205",NA,52272,8636,7957,0.9214
"52206",NA,81813,2424,2326,0.9596
"52207",NA,53500,413,412,0.9976
"52208",NA,38298,3084,2868,0.93
"52209",NA,55536,1289,1201,0.9317
"52210",NA,55104,825,823,0.9976
"52211",NA,51970,2499,2470,0.9884
"52212",NA,56125,201,201,1
"52213",NA,72075,4400,4322,0.9823
"52214",NA,62679,3355,3279,0.9773
"52215",NA,48984,706,662,0.9377
"52216",NA,55417,1334,1331,0.9978
"52217",NA,47969,530,497,0.9377
"52218",NA,62344,1864,1864,1
"52219",NA,50625,199,199,1
"52220",NA,58472,313,313,1
"52221",NA,56250,202,202,1
"52222",NA,46406,700,676,0.9657
"52223",NA,41250,1722,1706,0.9907
"52224",NA,58092,2127,2126,0.9995
"52225",NA,41875,314,314,1
"52227",NA,80714,2987,2944,0.9856
"52228",NA,90781,3035,2941,0.969
"52229",NA,62639,904,893,0.9878
"52231",NA,65536,254,254,1
"52232",NA,43750,194,184,0.9485
"52233",NA,51848,7024,6018,0.8568
"52235",NA,44306,801,683,0.8527
"52236",NA,87045,692,650,0.9393
"52237",NA,56667,1306,1301,0.9962
"52240",NA,43781,33277,27476,0.8257
"52241",440,60000,19709,15703,0.7967
"52242",NA,NA,1670,1424,0.8527
"52245",442.71,55825,23391,20949,0.8956
"52246",442,40446,22476,16824,0.7485
"52247",NA,55257,5618,5589,0.9948
"52248",NA,50729,1799,1757,0.9767
"52249",NA,65446,1142,1139,0.9974
"52251",NA,51250,579,579,1
"52253",NA,63380,2821,2771,0.9823
"52254",NA,43250,812,801,0.9865
"52255",NA,46696,1107,1064,0.9612
"52257",NA,93438,206,206,1
"52301",419.11,44750,3615,3519,0.9734
"52302",418.94,63518,38349,35944,0.9373
"52305",NA,48125,453,453,1
"52306",NA,58083,1875,1837,0.9797
"52307",NA,NA,52,52,1
"52308",NA,48409,161,161,1
"52309",NA,42083,341,338,0.9912
"52310",NA,54524,6465,6376,0.9862
"52312",NA,32500,155,142,0.9161
"52313",NA,54891,384,384,1
"52314",NA,73510,6042,5495,0.9095
"52315",NA,70341,1158,1139,0.9836
"52316",NA,56094,1509,1479,0.9801
"52317",NA,75189,16204,14559,0.8985
"52318",NA,43889,858,854,0.9953
"52320",NA,55625,1107,1096,0.9901
"52321",NA,63214,580,568,0.9793
"52322",NA,66484,2357,2112,0.8961
"52323",NA,49688,1141,1057,0.9264
"52324",NA,83011,1822,1809,0.9929
"52325",NA,78481,926,907,0.9795
"52326",NA,36875,447,445,0.9955
"52327",451.23,84271,3430,3360,0.9796
"52328",NA,111333,2719,2545,0.936
"52329",NA,59625,751,732,0.9747
"52330",NA,57188,883,880,0.9966
"52332",NA,60588,2056,2056,1
"52333",434.74,84774,6761,6595,0.9754
"52334",NA,73750,220,190,0.8636
"52335",NA,41667,553,531,0.9602
"52336",NA,63024,2437,2410,0.9889
"52337",NA,50875,920,872,0.9478
"52338",NA,91151,3323,3238,0.9744
"52339",NA,51961,4438,3085,0.6951
"52340",NA,49707,1963,1739,0.8859
"52341",NA,87500,1229,1229,1
"52342",NA,48162,2884,2769,0.9601
"52345",NA,69643,1455,1421,0.9766
"52346",NA,54519,1104,1031,0.9339
"52347",NA,57548,1512,1505,0.9954
"52348",NA,60417,74,72,0.973
"52349",NA,53827,7381,7239,0.9808
"52351",NA,92303,1607,1594,0.9919
"52352",NA,72098,1790,1759,0.9827
"52353",NA,52877,9014,8276,0.9181
"52354",NA,71500,338,338,1
"52355",NA,51458,297,295,0.9933
"52356",NA,57067,2878,2787,0.9684
"52358",NA,66495,3810,3654,0.9591
"52359",NA,48750,252,249,0.9881
"52361",NA,63000,4617,4567,0.9892
"52362",NA,55625,736,733,0.9959
"52401",NA,19493,2125,1430,0.6729
"52402",NA,59892,40029,34922,0.8724
"52403",421.95,59431,22848,19472,0.8522
"52404",421.5,48359,38687,33602,0.8686
"52405",418.83,56790,24704,22521,0.9116
"52411",NA,120625,7255,6870,0.9469
"52501",NA,40877,29846,27562,0.9235
"52530",NA,54671,1016,950,0.935
"52531",NA,47798,6067,6009,0.9904
"52533",NA,46339,1465,1465,1
"52534",NA,28333,209,209,1
"52535",NA,45625,847,832,0.9823
"52536",NA,53214,835,831,0.9952
"52537",NA,45795,6643,6562,0.9878
"52540",NA,55273,1376,1368,0.9942
"52542",NA,54583,438,415,0.9475
"52543",NA,78438,543,543,1
"52544",NA,41003,7603,7416,0.9754
"52548",NA,41250,102,99,0.9706
"52549",NA,36250,573,560,0.9773
"52550",NA,32000,483,479,0.9917
"52551",NA,45938,543,534,0.9834
"52552",NA,61081,1206,1189,0.9859
"52553",NA,50452,1885,1749,0.9279
"52554",NA,38529,1453,1431,0.9849
"52555",NA,50688,306,305,0.9967
"52556",NA,42223,12851,10637,0.8277
"52557",NA,NA,72,4,0.0556
"52560",NA,38125,565,541,0.9575
"52561",NA,44531,913,865,0.9474
"52563",NA,39828,1670,1632,0.9772
"52565",NA,43585,2035,2011,0.9882
"52566",NA,50893,173,173,1
"52567",NA,57292,688,688,1
"52569",NA,36053,572,564,0.986
"52570",NA,43125,778,769,0.9884
"52571",NA,51000,1587,1551,0.9773
"52572",NA,36667,1212,1184,0.9769
"52573",NA,57857,121,120,0.9917
"52574",NA,31432,846,842,0.9953
"52576",NA,41691,449,448,0.9978
"52577",435.37,45126,15041,14211,0.9448
"52580",NA,42143,476,476,1
"52581",NA,70833,476,474,0.9958
"52583",NA,28646,371,371,1
"52584",NA,37750,458,456,0.9956
"52585",NA,51563,926,926,1
"52586",NA,45298,366,365,0.9973
"52588",NA,50972,88,88,1
"52590",NA,39625,1404,1392,0.9915
"52591",NA,46250,3302,3237,0.9803
"52593",NA,57857,121,121,1
"52594",NA,47500,359,328,0.9136
"52595",NA,38000,492,419,0.8516
"52601",NA,39555,29806,26766,0.898
"52619",NA,52792,504,482,0.9563
"52620",NA,43906,892,873,0.9787
"52621",NA,44896,728,674,0.9258
"52623",NA,48594,2030,1974,0.9724
"52624",NA,48750,197,197,1
"52625",NA,50000,2551,2522,0.9886
"52626",NA,42167,1636,1584,0.9682
"52627",NA,45098,13417,12124,0.9036
"52630",NA,47411,538,528,0.9814
"52632",NA,34991,13013,12077,0.9281
"52635",NA,31125,884,878,0.9932
"52637",NA,48750,2457,2414,0.9825
"52638",NA,57500,500,460,0.92
"52639",NA,53447,2049,1992,0.9722
"52640",NA,57539,1600,1589,0.9931
"52641",482.36,50161,12210,10879,0.891
"52644",NA,64821,271,271,1
"52645",NA,49000,3171,3089,0.9741
"52646",NA,43882,350,338,0.9657
"52647",NA,59375,247,244,0.9879
"52649",NA,43906,847,825,0.974
"52650",NA,60781,691,691,1
"52651",NA,76563,934,928,0.9936
"52653",NA,49630,3502,3334,0.952
"52654",NA,53375,1618,1511,0.9339
"52655",NA,44138,4595,4233,0.9212
"52656",NA,65733,2524,2511,0.9948
"52657",NA,51250,42,42,1
"52658",NA,57031,746,746,1
"52659",NA,50750,1573,1501,0.9542
"52660",NA,55893,137,137,1
"52701",NA,64375,101,101,1
"52720",NA,60154,1167,1092,0.9357
"52721",NA,51563,689,651,0.9448
"52722",NA,74621,35647,32271,0.9053
"52726",NA,75982,4978,4899,0.9841
"52727",NA,66442,409,409,1
"52728",NA,42833,986,958,0.9716
"52729",NA,60885,782,774,0.9898
"52730",NA,52846,4924,4814,0.9777
"52731",NA,48906,703,663,0.9431
"52732",NA,43045,28130,25521,0.9073
"52737",NA,56042,417,390,0.9353
"52738",NA,50912,3574,2923,0.8179
"52739",NA,36563,788,695,0.882
"52742",NA,63795,7958,7813,0.9818
"52745",NA,56146,567,565,0.9965
"52746",NA,64444,967,964,0.9969
"52747",NA,59853,2189,2148,0.9813
"52748",NA,59734,9671,9393,0.9713
"52749",NA,79688,1264,1260,0.9968
"52750",NA,71071,627,621,0.9904
"52751",NA,58125,952,939,0.9863
"52752",NA,47083,463,440,0.9503
"52753",NA,76875,5244,5030,0.9592
"52754",NA,60685,1322,1318,0.997
"52755",NA,61450,1988,1915,0.9633
"52756",NA,85313,2082,2059,0.989
"52757",NA,43750,154,153,0.9935
"52758",NA,57500,194,189,0.9742
"52760",NA,66607,312,312,1
"52761",NA,50963,30542,27995,0.9166
"52765",NA,72917,424,419,0.9882
"52766",NA,56806,836,819,0.9797
"52767",NA,46176,199,199,1
"52768",NA,52303,1333,1303,0.9775
"52769",NA,78173,777,746,0.9601
"52772",NA,57716,4997,4929,0.9864
"52773",NA,60429,2240,2210,0.9866
"52774",NA,66250,112,110,0.9821
"52776",NA,51263,4570,3998,0.8748
"52777",NA,55688,1265,1247,0.9858
"52778",NA,62992,4001,3969,0.992
"52801",NA,19063,1006,739,0.7346
"52802",NA,30743,10208,8160,0.7994
"52803",478.83,42585,23308,18223,0.7818
"52804",476.44,50408,27142,22745,0.838
"52806",475.52,49400,27837,22530,0.8094
"52807",NA,52435,14537,12445,0.8561
"53001",NA,67237,1912,1804,0.9435
"53002",NA,66926,2556,2545,0.9957
"53003",NA,41316,136,136,1
"53004",NA,69167,3243,3085,0.9513
"53005",NA,89987,19739,18419,0.9331
"53006",NA,68125,1887,1837,0.9735
"53007",NA,45913,1746,1546,0.8855
"53010",NA,61818,7737,7578,0.9794
"53011",NA,61576,2292,2172,0.9476
"53012",NA,80563,18724,17794,0.9503
"53013",NA,62404,3209,3162,0.9854
"53014",NA,57054,8074,7994,0.9901
"53015",NA,61830,2612,2519,0.9644
"53016",NA,48854,342,309,0.9035
"53017",NA,91179,5894,5569,0.9449
"53018",485.07,96219,8001,7291,0.9113
"53019",NA,57941,1927,1891,0.9813
"53020",NA,57877,3419,3382,0.9892
"53021",NA,69922,4887,4763,0.9746
"53022",491.17,75407,19179,17914,0.934
"53023",NA,63182,2565,1952,0.761
"53024",494.54,69830,16866,15805,0.9371
"53027",NA,62980,22117,21257,0.9611
"53029",485.46,85137,21005,20173,0.9604
"53031",NA,NA,35,35,1
"53032",NA,61293,4693,4552,0.97
"53033",NA,79732,4650,4572,0.9832
"53034",NA,52813,1889,1860,0.9846
"53035",NA,56094,2509,2456,0.9789
"53036",NA,70250,2660,2582,0.9707
"53037",485.01,63292,9195,9001,0.9789
"53038",NA,62027,4080,3911,0.9586
"53039",460.31,51214,4740,4491,0.9475
"53040",NA,64673,8010,7639,0.9537
"53042",NA,57048,7145,6939,0.9712
"53044",NA,89034,2465,2356,0.9558
"53045",495.32,88848,21292,19299,0.9064
"53046",NA,52159,1139,1081,0.9491
"53047",NA,65313,123,123,1
"53048",NA,50060,3187,3088,0.9689
"53049",NA,77148,2295,2262,0.9856
"53050",NA,55720,6868,6668,0.9709
"53051",493.66,74026,35859,32555,0.9079
"53057",NA,61384,1700,1662,0.9776
"53058",NA,87627,3490,3386,0.9702
"53059",NA,65682,1788,1766,0.9877
"53061",NA,48483,5174,5064,0.9787
"53063",NA,65893,1603,1504,0.9382
"53065",NA,62208,2279,2179,0.9561
"53066",480.24,81112,34185,32768,0.9585
"53069",NA,98625,524,524,1
"53070",NA,61535,4907,4830,0.9843
"53072",NA,72442,24547,23105,0.9413
"53073",NA,57283,14719,13963,0.9486
"53074",493.34,62917,13119,12726,0.97
"53075",NA,59018,3000,2934,0.978
"53076",NA,89740,3216,3092,0.9614
"53078",NA,67875,1917,1877,0.9791
"53079",NA,67212,1370,1359,0.992
"53080",NA,62964,5495,5306,0.9656
"53081",488.45,42382,43168,36234,0.8394
"53083",485.52,60969,20128,18524,0.9203
"53085",NA,54865,11275,10908,0.9675
"53086",NA,73676,8089,8022,0.9917
"53088",NA,54375,454,440,0.9692
"53089",NA,77417,18470,17682,0.9573
"53090",NA,65424,21948,21089,0.9609
"53091",NA,58750,2037,1907,0.9362
"53092",NA,92162,20917,19837,0.9484
"53093",NA,70050,2028,1953,0.963
"53094",466.93,50070,19354,18378,0.9496
"53095",482.16,60296,27221,25997,0.955
"53097",NA,96310,5534,4835,0.8737
"53098",NA,55685,11772,11303,0.9602
"53103",NA,84565,3911,3829,0.979
"53104",NA,66230,5501,5302,0.9638
"53105",506.5,56277,29413,27557,0.9369
"53108",NA,68889,3369,3272,0.9712
"53110",511.98,46319,18382,16050,0.8731
"53114",NA,60304,2801,2610,0.9318
"53115",NA,51094,15861,14501,0.9143
"53118",485.39,78147,7177,6886,0.9595
"53119",NA,78906,5665,5463,0.9643
"53120",NA,61809,9851,9545,0.9689
"53121",495.39,59029,19331,18418,0.9528
"53122",NA,119536,6080,5789,0.9521
"53125",NA,77554,1619,1592,0.9833
"53126",514.65,67061,6611,6296,0.9524
"53128",511.4,56799,8588,8151,0.9491
"53129",NA,63345,14189,13041,0.9191
"53130",NA,59917,7768,7507,0.9664
"53132",NA,74254,35298,30000,0.8499
"53137",NA,61667,1878,1841,0.9803
"53139",NA,67750,3059,2990,0.9774
"53140",528.26,35066,29689,24839,0.8366
"53142",526.44,66715,32399,28545,0.881
"53143",NA,45566,24007,19901,0.829
"53144",523.71,51620,27207,21738,0.799
"53146",498.8,75240,7601,7202,0.9475
"53147",NA,51087,16757,15874,0.9473
"53149",495.69,82122,18899,18007,0.9528
"53150",503.36,82285,25070,24472,0.9761
"53151",501.02,74407,31994,29608,0.9254
"53153",NA,78333,2280,2266,0.9939
"53154",512.71,64570,34823,31191,0.8957
"53156",NA,57692,3064,2923,0.954
"53158",NA,72450,16380,14769,0.9016
"53167",NA,59583,493,493,1
"53168",NA,69514,8855,8567,0.9675
"53170",515.6,53702,2232,2111,0.9458
"53172",NA,51499,21210,19704,0.929
"53177",NA,64892,8557,7028,0.8213
"53178",NA,51500,2651,2592,0.9777
"53179",NA,64128,5961,5857,0.9826
"53181",513.7,60507,7369,7241,0.9826
"53182",NA,61380,9534,8883,0.9317
"53183",NA,95238,2888,2787,0.965
"53184",NA,53432,4368,4227,0.9677
"53185",NA,77838,18418,17540,0.9523
"53186",494.8,53516,34879,30437,0.8726
"53188",492.49,61871,34409,31172,0.9059
"53189",494.2,79691,26444,24584,0.9297
"53190",481.91,42298,19479,17620,0.9046
"53191",499.98,69646,2920,2677,0.9168
"53192",NA,14457,132,132,1
"53195",NA,50139,98,98,1
"53202",NA,47890,23947,20105,0.8396
"53203",NA,57870,1154,934,0.8094
"53204",NA,24580,40650,15845,0.3898
"53205",504.82,25388,10342,636,0.0615
"53206",504.05,22468,27426,740,0.027
"53207",509.38,54889,36790,33520,0.9111
"53208",503.75,30318,31116,10270,0.3301
"53209",501.47,32376,45066,12029,0.2669
"53210",NA,32177,26661,5462,0.2049
"53211",NA,53482,34767,30901,0.8888
"53212",505.31,30003,31138,11680,0.3751
"53213",NA,65950,26384,23543,0.8923
"53214",NA,42209,34397,28557,0.8302
"53215",506.64,33129,61990,43417,0.7004
"53216",501.66,32388,32801,4061,0.1238
"53217",502.03,97690,29496,26378,0.8943
"53218",500.1,35901,42503,5772,0.1358
"53219",NA,46241,35548,31196,0.8776
"53220",NA,46786,26974,23469,0.8701
"53221",508.55,47109,39338,31881,0.8104
"53222",NA,52842,25777,17845,0.6923
"53223",498.43,41462,28984,11007,0.3798
"53224",496.21,40571,22096,7727,0.3497
"53225",498.02,39348,25395,9492,0.3738
"53226",NA,66132,18932,16988,0.8973
"53227",NA,48347,23074,20930,0.9071
"53228",NA,54071,14250,13440,0.9432
"53233",NA,13544,15208,8069,0.5306
"53235",NA,45987,9411,8287,0.8806
"53295",NA,NA,161,87,0.5404
"53402",NA,57575,32392,26609,0.8215
"53403",524.03,40717,27323,17163,0.6282
"53404",NA,31881,15340,8637,0.563
"53405",NA,50418,25187,19695,0.782
"53406",NA,58138,26063,21275,0.8163
"53501",NA,NA,0,0,NA
"53502",457.98,54097,2328,2241,0.9626
"53503",NA,52583,1898,1879,0.99
"53504",NA,51354,2002,1994,0.996
"53505",NA,58289,498,423,0.8494
"53506",NA,42583,1066,1057,0.9916
"53507",NA,74919,2255,2159,0.9574
"53508",NA,74875,5552,5404,0.9733
"53510",NA,46838,1508,1374,0.9111
"53511",NA,41042,48760,39960,0.8195
"53515",NA,66181,2297,2219,0.966
"53516",NA,64181,2224,2210,0.9937
"53517",NA,69950,1779,1708,0.9601
"53518",NA,47955,1250,1209,0.9672
"53520",NA,50241,6772,6575,0.9709
"53521",NA,81587,3643,3582,0.9833
"53522",451.86,50817,1211,1200,0.9909
"53523",NA,65035,4835,4660,0.9638
"53525",NA,58696,3853,3634,0.9432
"53526",NA,50417,633,568,0.8973
"53527",NA,85112,10878,9741,0.8955
"53528",NA,80000,5779,5666,0.9804
"53529",NA,75114,2260,2163,0.9571
"53530",NA,50705,4770,4544,0.9526
"53531",NA,76278,4439,4171,0.9396
"53532",440.25,76498,14145,13408,0.9479
"53533",NA,50104,7227,7003,0.969
"53534",468.59,60781,11465,11155,0.973
"53536",NA,62958,8806,8504,0.9657
"53537",NA,43333,706,690,0.9773
"53538",473.06,54232,18593,17185,0.9243
"53540",NA,42604,229,222,0.9694
"53541",NA,44821,745,731,0.9812
"53543",NA,49792,1658,1591,0.9596
"53544",NA,59688,783,779,0.9949
"53545",NA,45928,22777,21342,0.937
"53546",477.99,56024,32039,29912,0.9336
"53548",NA,46370,17619,15746,0.8937
"53549",NA,50516,10133,9519,0.9394
"53550",NA,58594,1206,1175,0.9743
"53551",NA,61641,8421,8145,0.9672
"53553",NA,55221,618,618,1
"53554",NA,50909,1183,1106,0.9349
"53555",427.17,71354,8493,8341,0.9821
"53556",NA,44922,2620,2381,0.9088
"53557",NA,45938,472,465,0.9852
"53558",NA,70560,11037,10629,0.963
"53559",NA,63224,6044,5520,0.9133
"53560",NA,65519,3510,3424,0.9755
"53561",NA,69620,1469,1427,0.9714
"53562",NA,72682,24595,20979,0.853
"53563",NA,60462,10677,10297,0.9644
"53565",NA,57939,4978,4936,0.9916
"53566",NA,44798,15059,14604,0.9698
"53569",NA,59688,1109,1080,0.9739
"53570",NA,59474,2676,2628,0.9821
"53571",NA,95714,227,227,1
"53572",NA,67250,10051,9889,0.9839
"53573",NA,42661,3184,3110,0.9768
"53574",NA,71691,4001,3947,0.9865
"53575",451.08,79741,15818,14651,0.9262
"53576",NA,55156,2405,2379,0.9892
"53577",NA,59000,1409,1382,0.9808
"53578",NA,64016,6262,5875,0.9382
"53579",NA,52885,1719,1699,0.9884
"53580",NA,49375,606,593,0.9785
"53581",NA,44154,10723,10361,0.9662
"53582",NA,52604,953,897,0.9412
"53583",NA,52387,5828,5701,0.9782
"53585",NA,47829,2083,1959,0.9405
"53586",NA,46034,2270,2197,0.9678
"53587",NA,47708,1250,1220,0.976
"53588",NA,58672,3977,3893,0.9789
"53589",458,66809,19876,18950,0.9534
"53590",446.73,70127,37430,33121,0.8849
"53593",NA,92869,20995,19589,0.933
"53594",NA,58549,5098,4892,0.9596
"53597",437.91,90213,17142,16265,0.9488
"53598",NA,65104,2520,2332,0.9254
"53599",NA,31250,88,88,1
"53702",NA,NA,42,42,1
"53703",NA,29561,28255,24119,0.8536
"53704",NA,50831,44208,34845,0.7882
"53705",442.07,60281,23661,18684,0.7897
"53706",444.11,29141,6168,5032,0.8158
"53711",NA,70554,45589,35569,0.7802
"53713",NA,35184,24095,13780,0.5719
"53714",NA,49591,16266,13704,0.8425
"53715",NA,26498,13754,10793,0.7847
"53716",448.29,59889,18333,16494,0.8997
"53717",NA,69163,11997,9162,0.7637
"53718",NA,71127,12342,10650,0.8629
"53719",442.41,71892,29865,22836,0.7646
"53726",NA,45092,6090,5540,0.9097
"53792",NA,NA,0,0,NA
"53801",NA,42414,1032,1005,0.9738
"53802",NA,21750,42,42,1
"53803",NA,50179,1317,1292,0.981
"53804",NA,45682,1387,1377,0.9928
"53805",NA,44531,5478,5089,0.929
"53806",NA,43947,1739,1730,0.9948
"53807",NA,56373,4654,4510,0.9691
"53808",NA,50385,1007,1000,0.993
"53809",NA,47893,3851,3835,0.9958
"53810",NA,42143,401,396,0.9875
"53811",NA,56654,3176,3102,0.9767
"53813",NA,48844,6087,5948,0.9772
"53816",NA,47125,927,868,0.9364
"53817",NA,46563,160,160,1
"53818",418.12,44618,15131,14490,0.9576
"53820",NA,54360,2668,2617,0.9809
"53821",NA,42423,8351,8024,0.9608
"53825",NA,46250,626,626,1
"53826",NA,46477,1296,1270,0.9799
"53827",NA,37917,219,218,0.9954
"53901",421.98,49123,14799,13724,0.9274
"53910",NA,34707,3055,2800,0.9165
"53911",NA,76111,1397,1366,0.9778
"53913",NA,46003,19981,18684,0.9351
"53916",451.31,50157,22482,21464,0.9547
"53919",NA,63092,2677,2583,0.9649
"53920",NA,51944,401,396,0.9875
"53922",NA,57750,958,939,0.9802
"53923",NA,60114,2139,2004,0.9369
"53924",NA,46429,1272,1245,0.9788
"53925",NA,60154,7857,7642,0.9726
"53926",NA,52188,1569,1553,0.9898
"53928",NA,59063,190,190,1
"53929",NA,45991,2592,2517,0.9711
"53930",NA,55652,1209,1151,0.952
"53931",NA,56316,254,231,0.9094
"53932",NA,63148,2366,2237,0.9455
"53933",444.26,54207,4261,3419,0.8024
"53934",NA,39602,4603,4517,0.9813
"53935",NA,53750,354,333,0.9407
"53936",NA,41518,2410,1626,0.6747
