"zip","distance","Median.Income","Total","White","Pct.White"
"27928",NA,37611,2469,1508,0.6108
"27929",NA,81438,1165,1145,0.9828
"27932",NA,36260,12382,7611,0.6147
"27935",NA,44802,1488,1092,0.7339
"27936",NA,50521,1013,716,0.7068
"27937",NA,53441,3991,1961,0.4914
"27938",NA,41369,1528,1078,0.7055
"27939",NA,49758,2613,2307,0.8829
"27941",NA,70114,382,365,0.9555
"27942",NA,53333,734,268,0.3651
"27943",NA,65057,388,387,0.9974
"27944",NA,45371,12231,9043,0.7394
"27946",NA,36589,1656,1437,0.8678
"27947",NA,39750,1482,1364,0.9204
"27948",NA,55407,10891,10142,0.9312
"27949",NA,64226,7017,6823,0.9724
"27950",NA,61685,2126,2118,0.9962
"27953",NA,39705,1302,1087,0.8349
"27954",NA,56578,6300,4910,0.7794
"27956",NA,153594,178,155,0.8708
"27957",NA,38833,1749,962,0.55
"27958",NA,69351,10242,8911,0.87
"27959",NA,55089,2807,2716,0.9676
"27960",NA,60821,556,541,0.973
"27962",NA,27957,7063,2781,0.3937
"27964",NA,48500,526,526,1
"27965",NA,33750,694,676,0.9741
"27966",NA,59671,1274,949,0.7449
"27967",NA,36042,245,115,0.4694
"27968",NA,28836,282,282,1
"27970",NA,34655,3347,1694,0.5061
"27972",NA,46346,248,232,0.9355
"27973",NA,51625,1187,1013,0.8534
"27974",NA,55793,1518,1172,0.7721
"27976",NA,72861,3398,2788,0.8205
"27978",NA,102895,243,243,1
"27979",NA,51462,1759,1055,0.5998
"27980",NA,43402,2066,1514,0.7328
"27981",NA,47969,1753,1734,0.9892
"27982",NA,NA,65,65,1
"27983",NA,27980,10722,3701,0.3452
"27985",NA,38558,321,97,0.3022
"27986",NA,25875,3166,1071,0.3383
"28001",NA,39331,26433,21225,0.803
"28006",NA,43281,1175,1158,0.9855
"28007",NA,30673,622,105,0.1688
"28009",NA,28578,982,700,0.7128
"28012",NA,50812,20453,17840,0.8722
"28016",NA,34553,12560,10945,0.8714
"28017",NA,NA,690,606,0.8783
"28018",NA,41587,5511,5350,0.9708
"28019",NA,NA,0,0,NA
"28020",NA,30272,1861,1846,0.9919
"28021",NA,41990,12897,11103,0.8609
"28023",NA,47204,14068,12395,0.8811
"28025",NA,50764,51061,40124,0.7858
"28027",NA,58132,56990,42302,0.7423
"28031",NA,83073,25223,22698,0.8999
"28032",NA,48707,3183,2682,0.8426
"28033",NA,51331,2579,2410,0.9345
"28034",NA,42628,18047,15521,0.86
"28036",1135.71,92136,15335,12830,0.8366
"28037",NA,73453,18336,17839,0.9729
"28039",NA,16964,100,0,0
"28040",NA,40870,7876,7286,0.9251
"28043",NA,33559,22066,17214,0.7801
"28052",NA,31038,35550,20670,0.5814
"28054",NA,38139,35722,23812,0.6666
"28056",NA,56415,32669,27142,0.8308
"28071",NA,53958,3036,2989,0.9845
"28072",NA,52569,1242,1056,0.8502
"28073",NA,38042,5852,4525,0.7732
"28075",NA,81198,16508,12939,0.7838
"28076",NA,17095,847,752,0.8878
"28077",NA,19444,382,299,0.7827
"28078",NA,82734,54616,46205,0.846
"28079",NA,66984,32573,26142,0.8026
"28080",NA,51270,7965,7030,0.8826
"28081",NA,41161,26845,20417,0.7606
"28083",NA,40496,23332,17123,0.7339
"28086",NA,38410,25600,20673,0.8075
"28088",NA,41624,3128,2760,0.8824
"28089",NA,31875,208,199,0.9567
"28090",NA,35625,8979,7220,0.8041
"28091",NA,30185,2010,1401,0.697
"28092",1122.71,42122,38795,33177,0.8552
"28097",NA,52279,5573,5198,0.9327
"28098",NA,41726,3723,3119,0.8378
"28101",NA,42292,678,672,0.9912
"28102",NA,32083,80,80,1
"28103",NA,47822,10222,7936,0.7764
"28104",NA,93548,30282,27246,0.8997
"28105",NA,66299,41882,31759,0.7583
"28107",NA,52507,7106,6497,0.9143
"28108",NA,NA,86,86,1
"28109",NA,33333,292,242,0.8288
"28110",NA,56264,52108,41366,0.7939
"28112",NA,47159,26362,19394,0.7357
"28114",NA,45341,7267,6725,0.9254
"28115",NA,54890,34226,29422,0.8596
"28117",NA,78007,36210,32239,0.8903
"28119",NA,33319,3580,1130,0.3156
"28120",NA,49261,20193,15970,0.7909
"28124",NA,45106,5945,5511,0.927
"28125",NA,53587,2180,2125,0.9748
"28127",NA,47012,7836,6465,0.825
"28128",NA,37956,6551,5548,0.8469
"28129",NA,47740,5620,5223,0.9294
"28133",NA,42873,2558,1796,0.7021
"28134",NA,48598,10000,7205,0.7205
"28135",NA,37500,6099,2981,0.4888
"28137",NA,51563,2987,2810,0.9407
"28138",NA,43719,9978,9579,0.96
"28139",NA,40123,19302,17230,0.8927
"28144",NA,33120,25414,13117,0.5161
"28146",NA,47151,26818,23338,0.8702
"28147",NA,41692,25522,18629,0.7299
"28150",NA,35577,28250,18311,0.6482
"28152",NA,43841,24353,18614,0.7643
"28159",NA,36721,3093,1882,0.6085
"28160",NA,25259,3832,2464,0.643
"28163",NA,50482,6152,5605,0.9111
"28164",NA,52853,13838,12682,0.9165
"28166",NA,53030,8941,7171,0.802
"28167",NA,33946,2444,2240,0.9165
"28168",NA,43365,10508,9982,0.9499
"28169",NA,19643,150,141,0.94
"28170",NA,32395,11377,5233,0.46
"28173",NA,89375,47234,41588,0.8805
"28174",NA,45208,9305,5900,0.6341
"28202",NA,73931,10562,7264,0.6877
"28203",NA,70980,13143,9137,0.6952
"28204",NA,57978,5526,3756,0.6797
"28205",NA,37039,46071,23319,0.5062
"28206",NA,21729,12030,1427,0.1186
"28207",NA,120714,9729,9174,0.943
"28208",NA,29183,34641,6581,0.19
"28209",NA,64176,21820,17101,0.7837
"28210",NA,56273,44532,33602,0.7546
"28211",NA,71960,29508,23802,0.8066
"28212",NA,33790,40451,14794,0.3657
"28213",NA,41104,37493,11661,0.311
"28214",NA,54843,34937,16928,0.4845
"28215",NA,46846,55171,17649,0.3199
"28216",NA,48463,49144,13816,0.2811
"28217",NA,39384,27577,10167,0.3687
"28226",NA,71346,37557,30642,0.8159
"28227",NA,52633,53483,31376,0.5867
"28244",NA,NA,0,0,NA
"28262",NA,45941,41498,15483,0.3731
"28269",NA,60196,76365,34798,0.4557
"28270",NA,84355,32653,27081,0.8294
"28273",NA,56126,33755,16557,0.4905
"28274",1152.49,NA,NA,NA,NA
"28277",NA,93942,64394,51090,0.7934
"28278",NA,76060,22485,13004,0.5783
"28280",NA,NA,0,0,NA
"28282",NA,NA,0,0,NA
"28301",1233.42,26089,17781,3335,0.1876
"28303",NA,45210,28717,14298,0.4979
"28304",NA,45729,37499,19338,0.5157
"28305",NA,41535,6002,4004,0.6671
"28306",NA,48929,42410,24426,0.5759
"28307",NA,42359,19382,12589,0.6495
"28308",NA,110455,371,234,0.6307
"28310",NA,NA,4184,2776,0.6635
"28311",NA,46766,34645,15409,0.4448
"28312",NA,42509,18561,10747,0.579
"28314",NA,47044,53208,24119,0.4533
"28315",NA,38300,12748,8554,0.671
"28318",NA,51636,5127,4547,0.8869
"28320",NA,28520,9169,6962,0.7593
"28323",NA,54000,3413,2037,0.5968
"28325",NA,35000,485,288,0.5938
"28326",NA,43712,18917,10728,0.5671
"28327",NA,52652,15627,13195,0.8444
"28328",NA,35233,28119,14532,0.5168
"28330",NA,45273,505,445,0.8812
"28332",NA,27346,524,391,0.7462
"28333",NA,35927,10704,3978,0.3716
"28334",NA,35554,25130,17843,0.71
"28337",NA,29452,10296,4903,0.4762
"28338",NA,35822,4635,3084,0.6654
"28339",NA,37022,6747,4569,0.6772
"28340",NA,26161,10573,3350,0.3168
"28341",NA,37042,4261,2267,0.532
"28342",NA,47500,314,233,0.742
"28343",NA,35952,1595,640,0.4013
"28344",NA,34226,3473,2296,0.6611
"28345",NA,33960,12609,7470,0.5924
"28347",NA,43611,1807,701,0.3879
"28348",NA,50609,33385,20296,0.6079
"28349",NA,40613,4122,2089,0.5068
"28350",NA,110362,223,189,0.8475
"28351",NA,27708,4152,2366,0.5698
"28352",NA,31025,25861,11941,0.4617
"28356",NA,44267,5166,3774,0.7305
"28357",NA,31550,3145,1290,0.4102
"28358",NA,33929,39648,17207,0.434
"28360",NA,35650,15775,3186,0.202
"28363",NA,36059,1507,1148,0.7618
"28364",NA,24479,15311,1786,0.1166
"28365",NA,36187,18545,10153,0.5475
"28366",NA,42592,5676,3758,0.6621
"28367",NA,28250,97,48,0.4948
"28369",NA,33466,2532,1358,0.5363
"28371",NA,47708,6744,4060,0.602
"28372",NA,27390,13513,1620,0.1199
"28373",NA,45871,2572,1842,0.7162
"28374",NA,76071,16816,16036,0.9536
"28375",NA,46250,166,102,0.6145
"28376",NA,47844,40905,19559,0.4782
"28377",NA,25058,13640,3949,0.2895
"28379",NA,33412,25463,16317,0.6408
"28382",NA,37595,6976,4555,0.653
"28383",NA,30912,7734,963,0.1245
"28384",NA,28349,11860,6237,0.5259
"28385",NA,33368,2661,1607,0.6039
"28386",NA,31622,5681,1096,0.1929
"28387",NA,46000,14028,10641,0.7586
"28390",NA,40605,22713,11491,0.5059
"28391",NA,45381,5419,4492,0.8289
"28392",NA,35056,1362,1123,0.8245
"28393",NA,29797,1695,895,0.528
"28394",NA,34702,5570,4238,0.7609
"28395",NA,50453,2526,1985,0.7858
"28396",NA,32310,2937,1223,0.4164
"28398",NA,28713,7376,2938,0.3983
"28399",NA,38044,2122,1006,0.4741
"28401",NA,28356,22229,11322,0.5093
"28403",NA,33627,39774,32448,0.8158
"28405",NA,53945,29388,23193,0.7892
"28409",NA,74671,31253,28484,0.9114
"28411",NA,66577,32274,28924,0.8962
"28412",NA,50014,36619,29830,0.8146
"28420",NA,35826,3364,2771,0.8237
"28421",NA,32212,1354,891,0.6581
"28422",NA,45411,7595,5268,0.6936
"28423",NA,35625,2491,777,0.3119
"28424",NA,17125,58,35,0.6034
"28425",NA,40965,11962,7378,0.6168
"28428",NA,58976,6381,5867,0.9194
"28429",NA,54091,8820,6575,0.7455
"28430",NA,35455,1461,1149,0.7864
"28431",NA,31201,6214,3707,0.5966
"28432",NA,38657,2049,1704,0.8316
"28433",NA,29119,4777,2454,0.5137
"28434",NA,27221,1561,253,0.1621
"28435",NA,38309,2330,1446,0.6206
"28436",NA,46595,2228,1733,0.7778
"28438",NA,35323,1603,1290,0.8047
"28439",NA,38520,1901,1156,0.6081
"28441",NA,26250,3565,2213,0.6208
"28442",NA,37432,1486,890,0.5989
"28443",NA,53617,18443,17046,0.9243
"28444",NA,30096,2350,1437,0.6115
"28445",NA,59429,7312,7141,0.9766
"28447",NA,46211,1908,1180,0.6184
"28448",NA,30583,1026,687,0.6696
"28449",NA,67772,1895,1789,0.9441
"28450",NA,44779,2361,1678,0.7107
"28451",NA,51220,29003,21717,0.7488
"28452",NA,17231,1054,571,0.5417
"28453",NA,39421,4685,1495,0.3191
"28454",NA,26458,1942,870,0.448
"28455",NA,67418,1773,1598,0.9013
"28456",NA,40482,3334,1037,0.311
"28457",NA,39252,9696,6785,0.6998
"28458",NA,25804,5882,2261,0.3844
"28460",NA,49055,9364,8691,0.9281
"28461",NA,51902,16376,14981,0.9148
"28462",NA,35337,11768,10161,0.8634
"28463",NA,25024,10204,6019,0.5899
"28464",NA,30108,2569,754,0.2935
"28465",NA,49213,6753,6402,0.948
"28466",NA,35039,10869,7353,0.6765
"28467",NA,47304,9592,9002,0.9385
"28468",NA,52778,4437,4128,0.9304
"28469",NA,51341,6208,5995,0.9657
"28470",NA,33065,10341,8340,0.8065
"28472",NA,33813,20723,12169,0.5872
"28478",NA,32468,4328,2800,0.647
"28479",NA,52023,6000,4978,0.8297
"28480",NA,61389,2525,2498,0.9893
"28501",NA,28105,20442,6917,0.3384
"28504",NA,44762,20533,13332,0.6493
"28508",NA,44890,2311,1706,0.7382
"28510",NA,56000,1269,1057,0.8329
"28511",NA,49875,718,718,1
"28512",NA,51819,3287,3161,0.9617
"28513",NA,40509,9964,5512,0.5532
"28515",NA,34792,2540,1203,0.4736
"28516",NA,37926,11282,9075,0.8044
"28518",NA,35492,8375,6093,0.7275
"28519",NA,72813,271,267,0.9852
"28520",NA,52946,426,384,0.9014
"28521",NA,31535,2148,1845,0.8589
"28523",NA,49657,2574,1791,0.6958
"28524",NA,57188,378,378,1
"28525",NA,47469,3245,2234,0.6884
"28526",NA,30737,2833,1622,0.5725
"28527",NA,51858,1625,1543,0.9495
"28528",NA,39947,677,637,0.9409
"28529",NA,48400,2421,2014,0.8319
"28530",NA,36665,7173,4151,0.5787
"28531",NA,49438,1671,1651,0.988
"28532",NA,45969,24519,17008,0.6937
"28533",NA,NA,1960,1476,0.7531
"28537",NA,33417,134,134,1
"28538",NA,40882,2257,1136,0.5033
"28539",NA,49638,15063,12963,0.8606
"28540",NA,45259,50022,36348,0.7266
"28543",NA,32088,5409,3547,0.6558
"28544",NA,36546,5630,3732,0.6629
"28546",NA,47672,44893,28635,0.6378
"28547",NA,46833,19019,14043,0.7384
"28551",NA,36848,14809,9468,0.6393
"28552",NA,39875,188,188,1
"28553",NA,58333,238,238,1
"28554",NA,61354,267,211,0.7903
"28555",NA,40599,5196,3916,0.7537
"28556",NA,55580,1147,891,0.7768
"28557",NA,46277,14530,12547,0.8635
"28560",NA,45908,28137,20602,0.7322
"28562",NA,51923,37700,26880,0.713
"28570",NA,43949,21836,19083,0.8739
"28571",NA,56546,2977,2588,0.8693
"28572",NA,41169,7238,5923,0.8183
"28573",NA,31429,2396,1254,0.5234
"28574",NA,46364,16206,13254,0.8178
"28575",NA,37031,365,360,0.9863
"28577",NA,71471,453,452,0.9978
"28578",NA,40179,5474,3302,0.6032
"28579",NA,41000,608,604,0.9934
"28580",NA,37854,12813,6440,0.5026
"28581",NA,48229,109,109,1
"28582",NA,56066,2266,2057,0.9078
"28583",NA,21458,214,178,0.8318
"28584",NA,54732,11827,11034,0.933
"28585",NA,38261,3706,2448,0.6606
"28586",NA,34451,7393,4941,0.6683
"28587",NA,23931,419,143,0.3413
"28589",NA,39519,421,421,1
"28590",NA,58147,24698,16283,0.6593
"28594",NA,60405,3689,3629,0.9837
"28601",NA,47310,48619,41432,0.8522
"28602",NA,40869,29683,22021,0.7419
"28604",NA,48548,6702,6159,0.919
"28605",NA,43530,3783,3737,0.9878
"28606",NA,43917,2126,1895,0.8913
"28607",NA,29224,34151,31736,0.9293
"28609",NA,53750,5981,5511,0.9214
"28610",NA,45524,10601,9098,0.8582
"28611",NA,26726,1226,1085,0.885
"28612",NA,35124,12567,11769,0.9365
"28613",NA,45702,23083,18434,0.7986
"28615",NA,31625,1860,1841,0.9898
"28616",NA,40300,445,398,0.8944
"28617",NA,43698,2746,2523,0.9188
"28618",NA,41033,1822,1783,0.9786
"28619",NA,34766,1164,1021,0.8771
"28621",NA,36044,10878,9632,0.8855
"28622",NA,36051,1949,1846,0.9472
"28623",NA,39688,1485,1453,0.9785
"28624",NA,28119,1657,1657,1
"28625",NA,47664,37803,29990,0.7933
"28626",NA,55944,2499,2463,0.9856
"28627",NA,37009,1502,1502,1
"28628",NA,38571,365,331,0.9068
"28629",NA,NA,8,8,1
"28630",NA,38940,20738,19349,0.933
"28631",NA,45833,633,604,0.9542
"28634",NA,39910,5627,4984,0.8857
"28635",NA,32566,4440,4404,0.9919
"28636",NA,37724,5628,4965,0.8822
"28637",NA,36367,1578,1418,0.8986
"28638",NA,38582,11658,11451,0.9822
"28640",NA,33707,5237,4478,0.8551
"28642",NA,32183,5729,5071,0.8851
"28643",NA,29630,3569,3506,0.9823
"28644",NA,28184,854,854,1
"28645",NA,32310,46474,39897,0.8585
"28646",NA,42083,564,557,0.9876
"28647",NA,72679,140,140,1
"28649",NA,33277,1721,1721,1
"28650",NA,46626,11619,10320,0.8882
"28651",NA,35654,7253,6662,0.9185
"28652",NA,NA,91,91,1
"28654",NA,30518,3789,3467,0.915
"28655",NA,38552,55239,44666,0.8086
"28657",NA,36841,9646,8647,0.8964
"28658",NA,37356,26362,21213,0.8047
"28659",NA,28632,19909,17113,0.8596
"28660",NA,44479,2389,2125,0.8895
"28662",NA,NA,16,16,1
"28663",NA,37500,692,636,0.9191
"28665",NA,34672,2511,2511,1
"28666",NA,53311,477,322,0.6751
"28667",NA,31406,641,632,0.986
"28668",NA,47365,432,432,1
"28669",NA,26937,2780,2330,0.8381
"28670",NA,30872,2957,2884,0.9753
"28671",NA,48100,535,469,0.8766
"28672",NA,NA,0,0,NA
"28673",NA,61579,5820,5515,0.9476
"28675",NA,31395,6402,5534,0.8644
"28676",NA,35473,3456,3382,0.9786
"28677",NA,36237,33068,22721,0.6871
"28678",NA,41715,5321,4541,0.8534
"28679",NA,32974,2085,1896,0.9094
"28681",NA,41742,26382,23584,0.8939
"28682",NA,64297,1076,1058,0.9833
"28683",NA,32212,1666,1625,0.9754
"28684",NA,43576,2425,2353,0.9703
"28685",NA,38152,1740,1653,0.95
"28689",NA,50954,1619,1577,0.9741
"28690",NA,40505,9058,7620,0.8412
"28692",NA,47854,3715,3581,0.9639
"28693",NA,36351,1511,1481,0.9801
"28694",NA,35917,7249,6941,0.9575
"28697",NA,38510,12594,11246,0.893
"28698",NA,43301,2140,2111,0.9864
"28701",NA,51052,3555,3231,0.9089
"28702",NA,35500,637,637,1
"28704",NA,60206,20605,18040,0.8755
"28705",NA,38306,6634,6471,0.9754
"28707",NA,57500,80,80,1
"28708",NA,38750,528,528,1
"28709",NA,31806,2112,2070,0.9801
"28711",NA,41564,12727,11753,0.9235
"28712",NA,42392,18649,16187,0.868
"28713",NA,42241,8782,7762,0.8839
"28714",NA,39171,16392,15856,0.9673
"28715",NA,44916,25851,24729,0.9566
"28716",NA,43396,17173,16408,0.9555
"28717",NA,48977,2274,2168,0.9534
"28718",NA,50536,320,320,1
"28719",NA,26875,8454,1466,0.1734
"28720",NA,55313,111,102,0.9189
"28721",NA,30287,9849,9360,0.9504
"28722",NA,47706,7081,6647,0.9387
"28723",NA,22902,10339,9192,0.8891
"28725",NA,NA,33,33,1
"28726",NA,19925,2860,2652,0.9273
"28729",NA,45983,2887,2843,0.9848
"28730",NA,58575,9695,8951,0.9233
"28731",NA,46607,8043,7573,0.9416
"28732",NA,45869,15981,14257,0.8921
"28733",NA,NA,41,41,1
"28734",NA,36637,26279,24285,0.9241
"28735",NA,43750,268,268,1
"28736",NA,38015,731,704,0.9631
"28739",NA,49258,20099,19127,0.9516
"28740",NA,33177,1664,1583,0.9513
"28741",NA,53718,3956,3827,0.9674
"28742",NA,51657,3134,3066,0.9783
"28743",NA,23768,2032,1955,0.9621
"28745",NA,88636,803,803,1
"28746",NA,49375,2229,2101,0.9426
"28747",NA,36884,2209,2162,0.9787
"28748",NA,46131,12151,11934,0.9821
"28749",NA,NA,0,0,NA
"28751",NA,40795,3269,3119,0.9541
"28752",NA,35191,30412,27138,0.8923
"28753",NA,38940,11703,11107,0.9491
"28754",NA,40012,8195,7912,0.9655
"28756",NA,47557,4321,3712,0.8591
"28757",NA,60208,321,265,0.8255
"28759",NA,57778,7124,6633,0.9311
"28761",NA,38816,8176,7602,0.9298
"28762",NA,36250,6679,6134,0.9184
"28763",NA,45616,2596,2477,0.9542
"28766",NA,44276,1153,1073,0.9306
"28768",NA,42229,7253,6847,0.944
"28771",NA,37245,8130,7191,0.8845
"28772",NA,58321,1435,1402,0.977
"28773",NA,49601,2664,2611,0.9801
"28774",NA,57331,1412,1388,0.983
"28775",NA,47768,365,365,1
"28777",NA,36829,10280,9177,0.8927
"28778",NA,38705,11158,10256,0.9192
"28779",NA,42400,16999,15517,0.9128
"28781",NA,29920,891,891,1
"28782",NA,46070,6252,5643,0.9026
"28783",NA,30233,1080,953,0.8824
"28785",NA,49129,7937,7769,0.9788
"28786",NA,42884,20075,19186,0.9557
"28787",NA,49995,19368,18267,0.9432
"28789",NA,37083,4863,4139,0.8511
"28790",NA,48229,3499,3425,0.9789
"28791",NA,52264,14615,13418,0.9181
"28792",NA,40564,33097,28749,0.8686
"28801",NA,30179,14489,9628,0.6645
"28803",NA,49064,30780,24588,0.7988
"28804",NA,49874,20748,19392,0.9346
"28805",NA,45744,17395,16162,0.9291
"28806",NA,41061,39605,33574,0.8477
"28815",1070.32,NA,NA,NA,NA
"28901",NA,31392,5299,4744,0.8953
"28902",NA,30776,1403,1384,0.9865
"28904",NA,35673,8298,7942,0.9571
"28905",NA,41927,3176,2958,0.9314
"28906",NA,34587,18384,17348,0.9436
"28909",NA,44093,1164,1148,0.9863
"29001",NA,32667,1855,926,0.4992
"29003",NA,39985,6965,2807,0.403
"29006",NA,33509,9189,6130,0.6671
"29009",NA,28889,2480,1468,0.5919
"29010",NA,31196,12249,4435,0.3621
"29014",NA,48423,1773,1222,0.6892
"29015",NA,25682,1487,165,0.111
"29016",NA,80496,18018,10526,0.5842
"29018",NA,31961,3559,1408,0.3956
"29020",NA,39594,22329,13570,0.6077
"29030",NA,41563,2246,1225,0.5454
"29031",NA,31364,1339,307,0.2293
"29032",NA,29417,4622,3315,0.7172
"29033",NA,43174,12024,8843,0.7354
"29036",NA,77338,18847,17870,0.9482
"29037",NA,45000,777,647,0.8327
"29038",NA,41492,2618,1888,0.7212
"29039",NA,32088,4110,2045,0.4976
"29040",NA,49785,10158,4214,0.4148
"29042",NA,21129,5173,676,0.1307
"29044",NA,42618,5413,2223,0.4107
"29045",NA,58278,21785,15596,0.7159
"29046",NA,35750,115,60,0.5217
"29047",NA,33314,3717,1834,0.4934
"29048",NA,35697,5277,1591,0.3015
"29051",NA,41786,1647,793,0.4815
"29052",NA,25290,1894,121,0.0639
"29053",NA,38498,18823,13654,0.7254
"29054",NA,56467,9621,8704,0.9047
"29055",NA,26707,4337,2882,0.6645
"29056",NA,21825,2433,462,0.1899
"29058",NA,32696,4929,3553,0.7208
"29059",NA,23924,5922,1772,0.2992
"29061",NA,55848,15174,4370,0.288
"29062",NA,45458,150,55,0.3667
"29063",NA,67205,34772,24749,0.7118
"29065",NA,39250,534,85,0.1592
"29067",NA,35613,11615,9183,0.7906
"29069",NA,33294,5137,2691,0.5238
"29070",NA,45107,15000,12798,0.8532
"29072",NA,73797,52518,45424,0.8649
"29073",NA,52111,41749,35298,0.8455
"29074",NA,31667,113,113,1
"29075",NA,72723,3693,2320,0.6282
"29078",NA,48800,16147,12018,0.7443
"29079",NA,NA,37,7,0.1892
"29080",NA,27279,3257,716,0.2198
"29081",NA,24653,1259,804,0.6386
"29082",NA,21625,430,350,0.814
"29101",NA,44135,3220,2006,0.623
"29102",NA,32049,17701,8087,0.4569
"29104",NA,34408,1429,382,0.2673
"29105",NA,40732,1192,846,0.7097
"29107",NA,34718,3110,2160,0.6945
"29108",NA,39154,20638,10069,0.4879
"29111",NA,49148,1831,888,0.485
"29112",NA,30745,4502,2405,0.5342
"29113",NA,40132,2043,705,0.3451
"29114",NA,33750,2317,1267,0.5468
"29115",NA,27597,28700,5932,0.2067
"29117",NA,NA,1045,45,0.0431
"29118",NA,46570,16190,5492,0.3392
"29122",NA,33750,47,42,0.8936
"29123",NA,44984,8201,7552,0.9209
"29125",NA,25473,2276,574,0.2522
"29126",NA,47318,2351,1889,0.8035
"29127",NA,52188,7988,6524,0.8167
"29128",NA,37175,5262,1245,0.2366
"29129",NA,37692,3107,1589,0.5114
"29130",NA,43403,7122,4178,0.5866
"29133",NA,36622,1420,677,0.4768
"29135",NA,41275,8442,3958,0.4688
"29137",NA,34712,2508,1271,0.5068
"29138",NA,35085,11239,5981,0.5322
"29142",NA,32305,5043,1482,0.2939
"29145",NA,29318,717,352,0.4909
"29146",NA,30435,1520,552,0.3632
"29147",NA,NA,0,0,NA
"29148",NA,32064,7239,3267,0.4513
"29150",NA,37025,41866,19336,0.4619
"29152",NA,34758,1497,1274,0.851
"29153",NA,37718,15174,6693,0.4411
"29154",1236.28,48547,28980,17774,0.6133
"29160",NA,50668,8704,6884,0.7909
"29161",NA,41232,11095,6219,0.5605
"29162",NA,32679,3032,1857,0.6125
"29163",NA,29542,2063,310,0.1503
"29164",NA,37404,4227,2928,0.6927
"29166",NA,59688,1079,905,0.8387
"29168",NA,27742,2852,1418,0.4972
"29169",NA,39298,22594,16925,0.7491
"29170",NA,56466,20926,17302,0.8268
"29172",NA,45185,8953,6438,0.7191
"29175",NA,24786,515,302,0.5864
"29178",NA,29796,3189,2003,0.6281
"29180",NA,37453,13963,5094,0.3648
"29201",NA,30440,21522,15464,0.7185
"29202",NA,29000,284,230,0.8099
"29203",1205.67,30333,38593,5532,0.1433
"29204",NA,33210,20816,8171,0.3925
"29205",NA,43265,26529,19425,0.7322
"29206",NA,61010,18511,13631,0.7364
"29207",NA,38578,11085,6684,0.603
"29208",NA,NA,877,629,0.7172
"29209",NA,45807,34386,15269,0.444
"29210",1204.43,38653,41296,15035,0.3641
"29212",NA,68585,29050,20970,0.7219
"29223",NA,50237,50912,19306,0.3792
"29225",NA,NA,1065,781,0.7333
"29229",NA,66197,44315,16573,0.374
"29301",NA,41079,31934,17853,0.5591
"29302",NA,53076,17285,12887,0.7456
"29303",NA,29304,25359,15470,0.61
"29306",NA,25594,16181,5633,0.3481
"29307",NA,43279,19170,15254,0.7957
"29316",1118.79,56105,23652,19394,0.82
"29320",NA,15714,800,800,1
"29321",NA,27154,2424,2060,0.8498
"29322",NA,46023,8196,7858,0.9588
"29323",NA,40500,14117,12286,0.8703
"29324",NA,39205,194,194,1
"29325",NA,36491,15456,10118,0.6546
"29329",NA,21705,205,205,1
"29330",NA,36863,8564,7569,0.8838
"29331",NA,33973,277,250,0.9025
"29332",NA,34650,2606,2051,0.787
"29333",NA,23438,412,243,0.5898
"29334",NA,45453,12937,9144,0.7068
"29335",NA,34375,5837,4531,0.7763
"29338",NA,NA,11,11,1
"29340",NA,31053,21440,16087,0.7503
"29341",NA,41448,19293,13099,0.679
"29346",NA,15667,159,153,0.9623
"29349",NA,49048,29627,24698,0.8336
"29351",NA,39583,1380,911,0.6601
"29353",NA,40856,4086,3173,0.7766
"29355",NA,32500,1003,926,0.9232
"29356",NA,45761,8134,7656,0.9412
"29360",1146.9,34654,20546,13549,0.6594
"29364",NA,36797,643,543,0.8445
"29365",NA,52300,9506,8121,0.8543
"29368",NA,NA,0,0,NA
"29369",NA,62300,13673,9546,0.6982
"29370",NA,28929,826,686,0.8305
"29372",NA,37096,4502,3463,0.7692
"29373",NA,40875,166,166,1
"29374",NA,52297,3159,3035,0.9607
"29375",NA,25833,149,144,0.9664
"29376",NA,57609,7394,5770,0.7804
"29377",NA,39816,1060,859,0.8104
"29378",NA,11103,78,15,0.1923
"29379",NA,35774,18612,11781,0.633
"29384",NA,34393,4573,3571,0.7809
"29385",NA,36250,7223,4711,0.6522
"29388",NA,41025,13946,11624,0.8335
"29401",NA,60082,10775,9692,0.8995
"29403",NA,28401,21904,10202,0.4658
"29404",NA,36761,1350,1116,0.8267
"29405",NA,25379,27910,8259,0.2959
"29406",NA,34892,30996,15241,0.4917
"29407",NA,46517,34362,22357,0.6506
"29409",NA,100250,2179,1821,0.8357
"29410",NA,49623,18883,14187,0.7513
"29412",NA,62235,36849,29914,0.8118
"29414",NA,65092,35682,27861,0.7808
"29418",NA,39688,24173,10328,0.4273
"29420",NA,60758,23806,11757,0.4939
"29423",NA,NA,575,414,0.72
"29424",NA,NA,351,251,0.7151
"29426",NA,32011,1525,790,0.518
"29429",NA,48500,3159,1549,0.4903
"29431",NA,46568,6461,5399,0.8356
"29432",NA,40583,2827,2092,0.74
"29434",NA,46094,552,482,0.8732
"29435",NA,29669,3508,2663,0.7591
"29436",NA,37646,4247,2015,0.4745
"29437",NA,27396,2313,1542,0.6667
"29438",NA,56384,2373,1653,0.6966
"29439",NA,71682,2217,2112,0.9526
"29440",NA,34117,28168,14051,0.4988
"29445",NA,55891,57656,38345,0.6651
"29446",NA,68409,895,257,0.2872
